"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","FROM_POINT","FROM_PT_TYPE","NAV_NAME","NAV_CITY","ARTCC","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","TO_POINT","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","NEXT_MEA_PT","MIN_ENROUTE_ALT","MIN_ENROUTE_ALT_DIR","MIN_ENROUTE_ALT_OPPOSITE","MIN_ENROUTE_ALT_OPPOSITE_DIR","GPS_MIN_ENROUTE_ALT","GPS_MIN_ENROUTE_ALT_DIR","GPS_MIN_ENROUTE_ALT_OPPOSITE","GPS_MEA_OPPOSITE_DIR","DD_IRU_MEA","DD_IRU_MEA_DIR","DD_I_MEA_OPPOSITE","DD_I_MEA_OPPOSITE_DIR","MIN_OBSTN_CLNC_ALT","MIN_CROSS_ALT","MIN_CROSS_ALT_DIR","MIN_CROSS_ALT_NAV_PT","MIN_CROSS_ALT_OPPOSITE","MIN_CROSS_ALT_OPPOSITE_DIR","MIN_RECEP_ALT","MAX_AUTH_ALT","MEA_GAP","REQD_NAV_PERFORMANCE","REMARK"
"2026/01/22","Y","C","Q126",20,"RALEY","WP   ","","","ZOA","K2","NV","US","INSLO",66.86,249.89,44.49,"","",,"N","N","N","",,"",,"",18000,"",,"",21000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q126",30,"INSLO","WP   ","","","ZLC","K2","NV","US","CHUKR",64.42,251.14,60.01,"","",,"N","N","Y","CHUKR",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"MVA, ILC, TPH, HZN, OAL  "
"2026/01/22","Y","C","Q126",40,"CHUKR","WP   ","","","ZLC","K2","NV","US","TTOES",64.42,251.14,65.01,"","",,"N","N","N","TTOES",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"MVA, DTA, ILC, BQU, TPH, BVL, EHK, ELY, OAL"
"2026/01/22","Y","C","Q126",50,"TTOES","WP   ","","","ZLC","K2","NV","US","GAROT",64.42,251.14,67.99,"","",,"N","N","N","GAROT",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"DTA, ILC, BVL, FFU, EHK, ELY, MLF"
"2026/01/22","Y","C","Q126",60,"GAROT","WP   ","","","ZLC","K2","UT","US","KREYK",64.42,251.14,50,"","",,"N","N","N","KREYK",,"",,"",18000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,"DTA, BVL, FFU, TCH"
"2026/01/22","Y","C","Q126",70,"KREYK","WP   ","","","ZLC","K2","UT","US","DRRSI",64.42,251.14,50,"","",,"N","N","N","DRRSI",,"",,"",18000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,"DTA, BVL, FFU, HVE, PUC, TCH"
"2026/01/22","Y","C","Q126",80,"DRRSI","WP   ","","","ZLC","K2","UT","US","LBATO",64.42,251.14,50,"","",,"N","N","N","LBATO",,"",,"",18000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,"MTU, HVE, PUC"
"2026/01/22","Y","C","Q126",90,"LBATO","WP   ","","","ZLC","K2","UT","US","BASNN",69.78,250.88,50,"","",,"N","N","Y","BASNN",,"",,"",18000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,"CHE, MTU, EKR, PUC, VEL"
"2026/01/22","Y","C","Q126",100,"BASNN","WP   ","","","ZDV","K2","CO","US","BRAFF",75.54,260.73,213.43,"","",,"N","N","Y","BRAFF",,"",,"",19000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,"GLL, CHE, DBL, MTU, JNC, EKR, BJC, BQZ, DEN, DVV, FQF, RIL, RLG, SNY, VEL"
"2026/01/22","Y","C","Q126",110,"BRAFF","WP   ","","","ZDV","K2","CO","US","",,,,"","",,"N","N","Y","",,"",,"",19000,"",,"",19000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q127",10,"GVE","VORTAC","GORDONSVILLE","GORDONSVILLE","ZDC","","VA","US","BUKYY",67.54,249.3,78.33,"","",,"N","N","Y","BUKYY",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EMI, FAK, GVE, RIC, SIE, CSN"
"2026/01/22","Y","C","Q127",20,"BUKYY","WP   ","","","ZDC","K6","MD","US","BAILZ",71.71,251.84,5.29,"","",,"N","N","Y","BAILZ",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EMI, FAK, GVE, RIC, SIE, CSN"
"2026/01/22","Y","C","Q127",30,"BAILZ","WP   ","","","ZDC","K6","MD","US","GRACO",71.83,252.38,23.94,"","",,"N","N","Y","GRACO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EMI, FAK, GVE, CYN, RIC, SIE, CSN"
"2026/01/22","Y","C","Q127",40,"GRACO","RP   ","","","ZDC","K6","MD","US","ENO",72.4,253.21,36.37,"","",,"N","N","Y","ENO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EMI, RBV, CYN, SIE, CSN"
"2026/01/22","Y","C","Q127",50,"ENO","VORTAC","SMYRNA","KENTON","ZDC","","DE","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q128",10,"SYRAH","WP   ","","","ZOA","K2","CA","US","JSICA",66.03,249.11,183.13,"","",,"N","N","Y","JSICA",,"",,"",18000,"",,"",27000,"",,"",,,"","",,"",,45000,"",,"CZQ, ECA, LIN, LLC, MOD, MVA, OAK, OAL, PYE, SAC, TPH."
"2026/01/22","Y","C","Q128",20,"JSICA","WP   ","","","ZLC","K2","NV","US","TABLL",74.04,257.76,193.55,"","",,"N","N","Y","TABLL",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"MVA,OAL,TPH,ILC,CDC,DTA,ELY,MLF,BCE,HVE,PIC,JNC,DVC,MTJ,MTU"
"2026/01/22","Y","C","Q128",30,"TABLL","WP   ","","","ZLC","K2","UT","US","EDLES",77.77,260.97,152.05,"","",,"N","N","Y","EDLES",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"BCE, CDC, DTA, DVC, FFU, HVE, ILC, JNC, MLF, MTJ, MTU, PUC."
"2026/01/22","Y","C","Q128",40,"EDLES","RP   ","","","ZDV","K2","UT","US","FLOOD",83.79,269.02,229.15,"","",,"N","N","Y","FLOOD",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"JNC,PUC,HVE,MTU,DVC,HBU,MTJ,RSK,EKR,ETL,ALS,RLG,FQF,HGO,PUB,BJC,LAA"
"2026/01/22","Y","C","Q128",50,"FLOOD","RP   ","","","ZDV","K2","CO","US","ZAROS",90.76,273.94,132.04,"","",,"N","N","Y","ZAROS",,"",,"",18000,"",,"",22000,"",,"",,,"","",,"",10000,45000,"",,"AKO, BJC, DEN, FCS, FQF, DVV, GCK, GLD, HGO, LAA, LBL, PUB."
"2026/01/22","Y","C","Q128",60,"ZAROS","WP   ","","","ZDV","K2","CO","US","VEGUC",95.1,282.85,310.52,"","",,"N","N","Y","VEGUC",,"",,"",18000,"",,"",20000,"",,"",,,"","",,"",,45000,"",," EOS, GCK, GLD, HLC, ICT, IFI, LAA, LBL, MMB, OKM, PER, PUB, TUL"
"2026/01/22","Y","C","Q128",70,"VEGUC","WP   ","","","ZKC","K4","OK","US","VLUST",107.31,289.69,98.06,"","",,"N","N","Y","VLUST",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EOS, ICT, OKM, PER, RZC, SGF, TUL."
"2026/01/22","Y","C","Q128",80,"VLUST","WP   ","","","ZME","K4","AR","US","ECIGE",109.44,292.21,115.13,"","",,"N","N","Y","ECIGE",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"ARG, EOS, LIT, OKM, RZC, SGF, SQS, TUL."
"2026/01/22","Y","C","Q128",90,"ECIGE","WP   ","","","ZME","K4","AR","US","MUDHO",112.98,295.2,95.8,"","",,"N","N","Y","MUDHO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",," ARG, LIT, MEM, SQS."
"2026/01/22","Y","C","Q128",100,"MUDHO","WP   ","","","ZME","K7","MS","US","JILLS",130.57,313.4,152.35,"","",,"N","N","Y","JILLS",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",," ARG, JYU, MEI, MEM, MGM,MHZ, SQS, VUZ."
"2026/01/22","Y","C","Q128",110,"JILLS","WP   ","","","ZME","K7","AL","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q129",10,"GARIC","WP   ","","","ZJX","K7","NC","US","YERBA",11.2,191.44,86.33,"","",,"N","N","Y","YERBA",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"FAK, GSO, RDU, FLO, ILM, CHS"
"2026/01/22","Y","C","Q129",20,"YERBA","WP   ","","","ZDC","K7","NC","US","AARNN",5.82,185.87,63.77,"","",,"N","N","Y","AARNN",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"FAK, RDU, GSO, ORF, GVE, ILM, RIC"
"2026/01/22","Y","C","Q129",30,"AARNN","WP   ","","","ZDC","K7","NC","US","THEOO",5.87,185.94,72.93,"","",,"N","N","Y","THEOO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"FAK, RDU, ORF, GVE, RIC, CSN"
"2026/01/22","Y","C","Q129",40,"THEOO","WP   ","","","ZDC","K6","VA","US","PYTON",6.15,186.25,127.22,"","",,"N","N","Y","PYTON",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"EMI, FAK, GVE, ETG, RIC, PSB, CSN"
"2026/01/22","Y","C","Q129",50,"PYTON","WP   ","","","ZDC","K6","MD","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q13",10,"ELP","VORTAC","EL PASO","EL PASO","ZAB","","TX","US","VERNO",304.4,120.97,223.38,"","",,"N","N","Y","VERNO",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"ZUN, INW, GUP, TCS, SJN, ELP, CME, SSO, ONM"
"2026/01/22","Y","C","Q13",20,"VERNO","RP   ","","","ZAB","K2","AZ","US","NABOB",264.17,82.62,84,"","",,"N","N","Y","NABOB",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"FLG, ZUN, GBN, GUP, INW, TFD, TBC, SJN, PXR, DRK, SSO"
"2026/01/22","Y","C","Q13",30,"NABOB","RP   ","","","ZAB","K2","AZ","US","DRK",281.9,100.81,61.99,"","",,"N","N","Y","DRK",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"FLG, GBN, INW, TFD, TBC, EED, PXR, PKE, DRK, PGS"
"2026/01/22","Y","C","Q13",40,"DRK","VORTAC","DRAKE","PRESCOTT","ZAB","","AZ","US","WOTRO",294.12,113.3,50,"","",,"N","N","Y","WOTRO",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"FLG, EED, PXR, PKE, GBN, TFD, INW, TBC, BLD, DRK, PGS, BLH, LAS"
"2026/01/22","Y","C","Q13",50,"WOTRO","RP   ","","","ZLA","K2","AZ","US","PRFUM",293.31,112.72,36.64,"","",,"N","N","Y","PRFUM",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"FLG, INW, TBC, EED, BLD, PKE, DRK, PGS, GOG, LAS, BLH"
"2026/01/22","Y","C","Q13",60,"PRFUM","RP   ","","","ZLA","K2","AZ","US","HOUZZ",287.17,104.66,145.69,"","",,"N","N","Y","HOUZZ",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"EED, BTY, PMD, HEC, BLD, PKE, OAL, DRK, PGS, GOG, LAS, BLH"
"2026/01/22","Y","C","Q13",70,"HOUZZ","WP   ","","","ZLA","K2","NV","US","FUULL",314.69,134.09,48.31,"","",,"N","N","Y","FUULL",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"ILC, PMD, BTY, HEC, MVA, BLD, OAL, GOG"
"2026/01/22","Y","C","Q13",80,"FUULL","WP   ","","","ZLA","K2","NV","US","SKANN",311.09,131,7.51,"","",,"N","N","Y","SKANN",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"ILC, BTY, HEC, MVA, OAL, BLD, GOG"
"2026/01/22","Y","C","Q13",90,"SKANN","WP   ","","","ZOA","K2","NV","US","SHUFL",310.4,128.48,30.39,"","",,"N","N","Y","SHUFL",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"ILC, BTY, MVA, OAL, BLD"
"2026/01/22","Y","C","Q13",100,"SHUFL","WP   ","","","ZOA","K2","NV","US","LOMIA",310.4,128.48,109.99,"","",,"N","N","N","LOMIA",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"LIN, FMG, MOD, SAC, MVA, OAL, CZQ, BAM"
"2026/01/22","Y","C","Q13",110,"LOMIA","WP   ","","","ZOA","K2","NV","US","RUFUS",330.45,149.24,138.91,"","",,"N","N","Y","RUFUS",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"LIN, FMG, SAC, LKV, MVA, RBL, REO, BAM, OED"
"2026/01/22","Y","C","Q13",120,"RUFUS","WP   ","","","ZSE","K2","CA","US","PAWLI",325.44,144.26,112.66,"","",,"N","N","Y","PAWLI",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,"FMG, DSD, LKV, EUG, REO, OED, IMB"
"2026/01/22","Y","C","Q13",130,"PAWLI","WP   ","","","ZSE","K1","OR","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",25000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q130",10,"SYRAH","WP   ","","","ZOA","K2","CA","US","JSICA",66.03,249.11,183.13,"","",,"N","N","Y","JSICA",,"",,"",18000,"",,"",27000,"",,"",,,"","",,"",,45000,"",,"CZQ, ENI, FMG, LIN, MOD, MVA, OAK, OAL, PYE, SAC, TPH"
"2026/01/22","Y","C","Q130",20,"JSICA","WP   ","","","ZLC","K2","NV","US","REANA",79.95,262.62,139.39,"","",,"N","N","Y","REANA",,"",,"",18000,"",,"",27000,"",,"",,,"","",,"",,45000,"",,"BLD, CDC, DTA, ELY, ILC, MLF, MVA, OAL, TPH"
"2026/01/22","Y","C","Q130",30,"REANA","WP   ","","","ZLC","K2","NV","US","ROCCY",95.24,277.53,115.69,"","",,"N","N","Y","ROCCY",,"",,"",18000,"",,"",27000,"",,"",,,"","",,"",,45000,"",,"BCE, CDC,DTA,MLF,HVE,TBC, PUC, ILC"
"2026/01/22","Y","C","Q130",40,"ROCCY","WP   ","","","ZLC","K2","UT","US","HASSL",95.47,276.6,55.37,"","",,"N","N","Y","HASSL",,"",,"",18000,"",,"",27000,"",,"",,,"","",,"",,45000,"",,"BCE, DTA, DVC, HVE, PUC, TBC"
"2026/01/22","Y","C","Q130",50,"HASSL","WP   ","","","ZDV","K2","UT","US","TAHIB",96.59,278.74,104.62,"","",,"N","N","Y","TAHIB",,"",,"",18000,"",,"",22000,"",,"",,,"","",,"",,45000,"",,"BCE, DVC, GUP, HVE, RSK, TBC"
"2026/01/22","Y","C","Q130",60,"TAHIB","WP   ","","","ZDV","K2","CO","US","DIXAN",98.74,281.75,144.72,"","",,"N","N","Y","DIXAN",,"",,"",18000,"",,"",22000,"",,"",,,"","",,"",,45000,"",,"ABQ, ACH, ALS, DVC, FTI, GUP, RSK"
"2026/01/22","Y","C","Q130",70,"DIXAN","RP   ","","","ZAB","K2","NM","US","MIRME",97.77,280.08,107.08,"","",,"N","N","Y","MIRME",,"",,"",18000,"",,"",22000,"",,"",,,"","",,"",,45000,"",,"ABQ, ACH, CIM, FTI, TCC,TXO"
"2026/01/22","Y","C","Q130",80,"MIRME","WP   ","","","ZAB","K2","NM","US","PNH",100.06,282.47,110.01,"","",,"N","N","Y","PNH",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"ACH, CIM, LBL, PNH, TCC, TXO"
"2026/01/22","Y","C","Q130",90,"PNH","VORTAC","PANHANDLE","AMARILLO","ZAB","","TX","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q131",10,"WAALT","WP   ","","","ZJX","K7","NC","US","PRONI",21.36,201.69,47.06,"","",,"N","N","Y","PRONI",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, POB, TYI, CRE, FLO, ILM"
"2026/01/22","Y","C","Q131",20,"PRONI","WP   ","","","ZDC","K7","NC","US","EARZZ",35.96,217.05,90.32,"","",,"N","N","Y","EARZZ",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, POB, ORF, TYI, CRE, ILM, NTU"
"2026/01/22","Y","C","Q131",30,"EARZZ","WP   ","","","ZDC","K7","NC","US","ODAWG",38.88,219.97,82.62,"","",,"N","N","Y","ODAWG",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"FAK, ORF, RDU, RIC"
"2026/01/22","Y","C","Q131",40,"ODAWG","WP   ","","","ZDC","K6","VA","US","KALDA",35.07,215.64,47.45,"","",,"N","N","Y","KALDA",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"FAK, ORF, RIC, SIE"
"2026/01/22","Y","C","Q131",50,"KALDA","WP   ","","","ZDC","K6","VA","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q132",10,"WEBGO","WP   ","","","ZOA","K2","CA","US","ANAHO",42.32,223,52.45,"","",,"N","N","Y","ANAHO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"LLC, HZN, FMG, SAC, SWR, LIN"
"2026/01/22","Y","C","Q132",20,"ANAHO","RP   ","","","ZOA","K2","NV","US","MYBAD",48.7,229.52,54.35,"","",,"N","N","Y","MYBAD",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"LLC,HZN,FMG,SDO"
"2026/01/22","Y","C","Q132",30,"MYBAD","WP   ","","","ZOA","K2","NV","US","ZERAM",55.27,235.48,12.66,"","",,"N","N","Y","ZERAM",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"LLC,BAM,REO,MVA,SDO"
"2026/01/22","Y","C","Q132",40,"ZERAM","WP   ","","","ZLC","K2","NV","US","MAGPY",61.68,243.35,90.5,"","",,"N","N","Y","MAGPY",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"LLC,SDO,BAM,REO,MVA,FMG"
"2026/01/22","Y","C","Q132",50,"MAGPY","WP   ","","","ZLC","K2","NV","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q133",10,"JAMIE","WP   ","","","ZDC","K6","VA","US","CONFR",44.39,225.1,47.71,"","",,"N","N","Y","CONFR",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CSN, EMI, FAK, ORF, RIC, SIE"
"2026/01/22","Y","C","Q133",20,"CONFR","WP   ","","","ZDC","K6","MD","US","MGERK",20.9,201.1,30.47,"","",,"N","N","Y","MGERK",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CSN, CYN, EMI, ORF, RBV, SIE"
"2026/01/22","Y","C","Q133",30,"MGERK","WP   ","","","ZDC","K6","DE","US","LEEAH",40.57,221.04,33.6,"","",,"N","N","Y","LEEAH",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CSN, CYN, EMI, JFK, RBV, SIE"
"2026/01/22","Y","C","Q133",40,"LEEAH","RP   ","","","ZDC","K6","NJ","US","GREIN",47.03,228.33,59.11,"","",,"N","N","Y","GREIN",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CCC, CYN, EMI, HUO, JFK, RBV, SAX, SIE"
"2026/01/22","Y","C","Q133",50,"GREIN","WP   ","","","ZNY","K6","NJ","US","MYRCA",47.03,228.33,20.77,"","",,"N","N","N","MYRCA",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CCC, CYN, HTO, HUO, JFK, RBV, SAX, SIE"
"2026/01/22","Y","C","Q133",60,"MYRCA","WP   ","","","ZBW","K6","NJ","US","JFK",37.73,217.97,19.08,"","",,"N","N","Y","JFK",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"BYT, CCC, CYN, HTO, HUO, JFK, PVD, RBV, SAX, SIE"
"2026/01/22","Y","C","Q133",70,"JFK","VOR/DME","KENNEDY","NEW YORK","ZNY","","NY","US","BIZEX",25.08,205.42,40,"","",,"N","N","Y","BIZEX",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"BYT, CCC, CYN, HNK, HTO, HUO, JFK, PUT, PVD, RBV, SAX"
"2026/01/22","Y","C","Q133",80,"BIZEX","WP   ","","","ZBW","K6","NY","US","CAM",18.63,199.23,103.12,"","",,"N","N","Y","CAM",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"BOS, BYT, CCC, CYN, ENE, HNK, HTO, HUO, JFK, MPV, PUT, PVD, RBV, SAX"
"2026/01/22","Y","C","Q133",90,"CAM","VOR/DME","CAMBRIDGE","CAMBRIDGE","ZBW","","NY","US","JASDU",8.99,189.15,42.64,"","",,"N","N","Y","JASDU",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"BOS, BYT, ENE, MPV, MSS, PUT, PVD"
"2026/01/22","Y","C","Q133",100,"JASDU","WP   ","","","ZBW","K6","NY","US","PBERG",8.99,189.15,60.1,"","",,"N","N","N","PBERG",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"BML, ENE, MPV, MSS, SYR"
"2026/01/22","Y","C","Q133",110,"PBERG","WP   ","","","ZBW","K6","NY","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q134",10,"DUGLE","RP   ","","","ZOA","K2","CA","US","TATOO",66.44,249.16,162.83,"","",,"N","N","Y","TATOO",,"",,"",18000,"",,"",20000,"",,"",,,"","",,"",,45000,"",,"MOD,SAC,CZQ,ECA,LIN,OAL,MVA,TPH,LLC"
"2026/01/22","Y","C","Q134",20,"TATOO","WP   ","","","ZOA","K2","NV","US","JULIK",63.97,248.21,228.61,"","",,"N","N","Y","JULIK",,"",,"",18000,"",,"",24000,"",,"",,,"","",,"",,45000,"",,"MVA,OAL,TPH,ILC,DTA,BVL,CDC,ELY,MLF,BCE,HCE"
"2026/01/22","Y","C","Q134",30,"JULIK","RP   ","","","ZLC","K2","UT","US","HERSH",68.06,250.56,120.22,"","",,"N","N","Y","HERSH",,"",,"",18000,"",,"",21000,"",,"",,,"","",,"",,45000,"",,"BCE,MLF,DTA,HVE,CDC,TCH,PUC,MTU"
"2026/01/22","Y","C","Q134",40,"HERSH","WP   ","","","ZDV","K2","UT","US","VOAXA",73.09,256.79,160.86,"","",,"N","N","Y","VOAXA",,"",,"",18000,"",,"",21000,"",,"",,,"","",,"",,45000,"",,"HVE,PUC,MTU,JNC,MTJ,EKR,RIL,DBL,RLG,FQF"
"2026/01/22","Y","C","Q134",50,"VOAXA","RP   ","","","ZDV","K2","CO","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",21000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q135",10,"JROSS","WP   ","","","ZJX","K7","SC","US","PELIE",56.57,237.65,58.93,"","",,"N","N","Y","PELIE",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"CAE, CHS, FLO, SAV"
"2026/01/22","Y","C","Q135",20,"PELIE","WP   ","","","ZJX","K7","SC","US","ELMSZ",57.65,238.19,29.45,"","",,"N","N","Y","ELMSZ",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, CAE, CHS, FLO, ILM"
"2026/01/22","Y","C","Q135",30,"ELMSZ","WP   ","","","ZJX","K7","SC","US","RAPZZ",58.15,239.15,53.14,"","",,"N","N","Y","RAPZZ",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, CAE, CHS, FLO, ILM"
"2026/01/22","Y","C","Q135",40,"RAPZZ","WP   ","","","ZJX","K7","NC","US","ZORDO",50.74,231.56,49.42,"","",,"N","N","Y","ZORDO",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, GSO, ORF, FLO, ILM"
"2026/01/22","Y","C","Q135",50,"ZORDO","WP   ","","","ZDC","K7","NC","US","RREGG",50.11,230.47,21.39,"","",,"N","N","Y","RREGG",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,"RDU, ORF, GSO, FLO, ILM"
"2026/01/22","Y","C","Q135",60,"RREGG","WP   ","","","ZDC","K7","NC","US","",,,,"","",,"N","N","Y","",,"",,"",18000,"",,"",18000,"",,"",,,"","",,"",,45000,"",,""
"2026/01/22","Y","C","Q136",10,"OAL","VORTAC","COALDALE","COALDALE","ZOA","","NV","US","RUMPS",61.34,241.73,24.68,"","",,"N","N","Y","RUMPS",,"",,"",18000,"",,"",,"",,"",,,"","",,"",,45000,"",,"GNSS REQUIRED"
"2026/01/22","Y","C","Q136",20,"RUMPS","WP   ","","","ZOA","K2","NV","US","KATTS",61.55,242.33,46.15,"","",,"N","N","Y","KATTS",,"",,"",18000,"",,"",,"",,"",,,"","",,"",,45000,"",,"GNSS REQUIRED"
"2026/01/22","Y","C","Q136",30,"KATTS","WP   ","","","ZLC","K2","NV","US","CRLES",64.46,250.41,60.01,"","",,"N","N","Y","CRLES",,"",,"",18000,"",,"",,"",,"",,,"","",,"",,45000,"",,"GNSS REQUIRED"
"2026/01/22","Y","C","Q136",40,"CRLES","WP   ","","","ZLC","K2","NV","US","GDGET",64.46,250.41,60.01,"","",,"N","N","N","GDGET",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"BVL, DTA, EHK, ELY, ILC, MLF, FFU"
"2026/01/22","Y","C","Q136",50,"GDGET","WP   ","","","ZLC","K2","UT","US","TRALP",64.46,250.41,70.01,"","",,"N","N","N","TRALP",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"BCE, BVL, DTA, EHK, FFU, HVE, ILC, MLF, TCH"
"2026/01/22","Y","C","Q136",60,"TRALP","WP   ","","","ZLC","K2","UT","US","MANRD",64.46,250.41,69.26,"","",,"N","N","N","MANRD",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"BCE, DTA, EHK, FFU, HVE, JNC, MTU, PUC, BVL, MLF, TCH"
"2026/01/22","Y","C","Q136",70,"MANRD","WP   ","","","ZLC","K2","UT","US","WEEMN",64.46,250.41,45.42,"","",,"N","N","N","WEEMN",,"",,"",18000,"",,"",26000,"",,"",,,"","",,"",,45000,"",,"DVC, FFU, HVE, JNC, MTJ, MTU, PUC, EKR"
