"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","REGION_CODE","ADO_CODE","STATE_NAME","COUNTY_NAME","COUNTY_ASSOC_STATE","ARPT_NAME","OWNERSHIP_TYPE_CODE","FACILITY_USE_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_METHOD_CODE","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","TPA","CHART_NAME","DIST_CITY_TO_AIRPORT","DIRECTION_CODE","ACREAGE","RESP_ARTCC_ID","COMPUTER_ID","ARTCC_NAME","FSS_ON_ARPT_FLAG","FSS_ID","FSS_NAME","PHONE_NO","TOLL_FREE_NO","ALT_FSS_ID","ALT_FSS_NAME","ALT_TOLL_FREE_NO","NOTAM_ID","NOTAM_FLAG","ACTIVATION_DATE","ARPT_STATUS","FAR_139_TYPE_CODE","FAR_139_CARRIER_SER_CODE","ARFF_CERT_TYPE_DATE","NASP_CODE","ASP_ANLYS_DTRM_CODE","CUST_FLAG","LNDG_RIGHTS_FLAG","JOINT_USE_FLAG","MIL_LNDG_FLAG","INSPECT_METHOD_CODE","INSPECTOR_CODE","LAST_INSPECTION","LAST_INFO_RESPONSE","FUEL_TYPES","AIRFRAME_REPAIR_SER_CODE","PWR_PLANT_REPAIR_SER","BOTTLED_OXY_TYPE","BULK_OXY_TYPE","LGT_SKED","BCN_LGT_SKED","TWR_TYPE_CODE","SEG_CIRCLE_MKR_FLAG","BCN_LENS_COLOR","LNDG_FEE_FLAG","MEDICAL_USE_FLAG","ARPT_PSN_SOURCE","POSITION_SRC_DATE","ARPT_ELEV_SOURCE","ELEVATION_SRC_DATE","CONTR_FUEL_AVBL","TRNS_STRG_BUOY_FLAG","TRNS_STRG_HGR_FLAG","TRNS_STRG_TIE_FLAG","OTHER_SERVICES","WIND_INDCR_FLAG","ICAO_ID","MIN_OP_NETWORK","USER_FEE_FLAG","CTA"
"2026/02/19","03443.35","H","FL","95FL","PINELLAS PARK","US","ASO","ORL","FLORIDA","PINELLAS","FL","PINELLAS COUNTY MOSQUITO CONTROL","PU","PR",27,52,33.21,"N",27.87589166,82,41,21.68,"W",-82.68935555,"E",10,"E",2,"W",1985,,"MIAMI",2,"SSW",,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1983/04","O","","","","","CONDL","","","","","2","N","","2020/02/28","","","","","","","","NON-ATCT","N","","","","FAA-EST IMAGERY","2016/02/12","","","","","","","","Y","","N","",""
"2026/02/19","03443.4","A","FL","FA54","PLACIDA","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","CORAL CREEK","PR","PR",26,51,13.47,"N",26.85374166,82,15,9.37,"W",-82.25260277,"E",7,"E",5,"W",2015,,"MIAMI",2,"NE",193,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","FDC","N","","O","","","","","CONDL","","","","","2","N","","2023/09/29","100LL,A+","","","NONE","NONE","SEE RMK","SEE RMK","NON-ATCT","N","WG","Y","","FAA","2013/05/29","FAA","2013/05/29","","","Y","Y","","Y","","N","",""
"2026/02/19","03446.","A","FL","PCM","PLANT CITY","US","ASO","ORL","FLORIDA","HILLSBOROUGH","FL","PLANT CITY","PU","PU",28,0,0.6,"N",28.00016666,82,9,47.9,"W",-82.16330555,"E",152.7,"S",5,"W",2010,,"JACKSONVILLE",2,"SW",199,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","PCM","Y","1948/03","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2025/11/04","","100LL,A","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2014/05/14","3RD PARTY SURVEY","2014/05/14","","","Y","Y","INSTR,RNTL,SALES","Y-L","KPCM","N","",""
"2026/02/19","03446.01","U","FL","9FD2","PLANT CITY","US","ASO","ORL","FLORIDA","HILLSBOROUGH","FL","BLACKWATER CREEK","PR","PR",28,8,13.052,"N",28.13695888,82,8,47.306,"W",-82.14647388,"E",80,"E",2,"W",1985,,"JACKSONVILLE",8,"NE",45,"ZJX","ZCJ","JACKSONVILLE","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1988/08","O","","","","","CONDL","","","","","2","N","","2023/10/18","","","","","","","","NON-ATCT","Y","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","03446.02","A","FL","79FD","PLANT CITY","US","ASO","ORL","FLORIDA","HILLSBOROUGH","FL","MIDWAY LAKE","PR","PR",28,2,31.05,"N",28.04195833,82,5,33.31,"W",-82.09258611,"E",150,"E",,"",,,"JACKSONVILLE",2,"NE",,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2005/05","O","","","","","CONDL","","","","","2","N","","2022/04/22","","","","","","","","NON-ATCT","","","","","FAA","2019/06/15","OWNER","2004/11/30","","","","","","","","N","",""
"2026/02/19","03446.03","H","FL","02FL","PLANT CITY","US","ASO","","FLORIDA","HILLSBOROUGH","FL","BAYCARE SOUTH FLORIDA BAPTIST HOSPITAL","PR","PR",28,2,45.01,"N",28.04583611,82,6,9.5,"W",-82.10263888,"E",119.1,"E",,"",,,"JACKSONVILLE",2,"N",0,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2021/06","O","","","","","NO OBJECTION","","","","","","N","","2022/08/19","","","","","","","","NON-ATCT","","","","","ADO","2021/06/15","ADO","2021/06/15","","","","","","","","N","",""
"2026/02/19","03447.08","H","FL","FD82","PLANTATION","US","ASO","","FLORIDA","BROWARD","FL","HCA FLORIDA WESTSIDE HOSPITAL","PR","PR",26,7,23.93,"N",26.12331388,80,15,37.71,"W",-80.260475,"E",16,"E",,"",,,"MIAMI",1,"W",0,"ZMA","ZCR","MIAMI","","MIA","MIAMI","","1-800-WX-BRIEF","","","","","","2022/02","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","OWNER","2021/11/30","OWNER","2021/11/30","","","","","","","","N","",""
"2026/02/19","03448.16","H","FL","24FD","POINCIANA","US","ASO","ORL","FLORIDA","OSCEOLA","FL","HCA FLORIDA POINCIANA HOSPITAL","PR","PR",28,8,41,"N",28.14472222,81,28,32,"W",-81.47555555,"E",75,"",,"",,,"JACKSONVILLE",1,"NNE",,"ZJX","ZCJ","JACKSONVILLE","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2015/10","O","","","","","CONDL","","","","","","N","","2022/02/10","","","","","","","","NON-ATCT","N","","","","ADO","2025/04/28","","","","","","","","Y","","N","",""
"2026/02/19","03449.11","A","FL","4FD7","POLK CITY","US","ASO","ORL","FLORIDA","POLK","FL","FLANDERS FLD","PR","PR",28,12,23.049,"N",28.2064025,81,49,40.282,"W",-81.82785611,"E",131,"E",2,"W",1985,,"JACKSONVILLE",1,"N",10,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1988/03","O","","","","","CONDL","","","","","2","N","","2024/06/06","","","","","","","","NON-ATCT","Y","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","03449.12","A","FL","FA08","POLK CITY","US","ASO","ORL","FLORIDA","POLK","FL","ORLAMPA INC","PR","PR",28,10,1.055,"N",28.16695972,81,48,29.283,"W",-81.80813416,"E",139,"E",3,"W",1990,,"JACKSONVILLE",1,"SE",200,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1993/06","O","","","","","CONDL","","","","","2","N","","2022/03/21","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","",""
"2026/02/19","03450.","A","FL","78FL","POMONA PARK","US","ASO","ORL","FLORIDA","PUTNAM","FL","POMONA LANDING","PR","PR",29,30,7.89,"N",29.50219166,81,34,42.27,"W",-81.57840833,"E",50,"E",4,"W",1995,,"JACKSONVILLE",1,"W",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","1999/12","O","","","","","CONDL","","","","","2","N","","2024/02/20","","","","","","","","NON-ATCT","N","","","","OWNER","2004/04/22","","","","","","","","Y","","N","",""
"2026/02/19","03451.","A","FL","PMP","POMPANO BEACH","US","ASO","ORL","FLORIDA","BROWARD","FL","POMPANO BEACH AIRPARK","PU","PU",26,14,50.496,"N",26.24736,80,6,40.059,"W",-80.1111275,"E",19.3,"S",7,"W",2015,800,"MIAMI",1,"NE",650,"ZMA","ZCR","MIAMI","N","MIA","MIAMI","","1-800-WX-BRIEF","","","","PMP","Y","1944/07","O","","","","NPRVY","NO OBJECTION","N","N","N","Y","S","S","2024/05/14","","100LL,A","MAJOR","MAJOR","HIGH/LOW","HIGH/LOW","SEE RMK","SS-SR","ATCT","N","WG","N","","3RD PARTY SURVEY","2025/01/03","3RD PARTY SURVEY","2025/01/03","","","Y","Y","AMB,AVNCS,CHTR,INSTR,RNTL,SALES","Y-L","KPMP","N","",""
"2026/02/19","03451.2","H","FL","28FA","POMPANO BEACH","US","ASO","ORL","FLORIDA","BROWARD","FL","N BROWARD MEDICAL CENTER","PU","PR",26,16,42.289,"N",26.27841361,80,7,19.159,"W",-80.12198861,"E",21,"E",3,"W",1985,,"MIAMI",2,"N",,"ZMA","ZCR","MIAMI","N","MIA","MIAMI","","1-800-WX-BRIEF","","","","","N","1969/12","O","","","","","CONDL","","","","","2","N","","2020/07/21","","NONE","NONE","","","SEE RMK","","NON-ATCT","N","","N","Y","FAA-EST IMAGERY","2014/01/18","","","","","","","","Y","","N","",""
"2026/02/19","03451.5","H","FL","FA90","PORT CANAVERAL","US","ASO","","FLORIDA","BREVARD","FL","PORT CANAVERAL","PR","PR",28,24,18.92,"N",28.40525555,80,37,7.21,"W",-80.61866944,"E",10,"E",,"",,,"JACKSONVILLE",1,"N",4,"ZJX","ZCJ","JACKSONVILLE","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2016/12","O","","","","","CONDL","","","","","","N","","2025/05/02","","","","","","","","NON-ATCT","","","","","OWNER","2016/09/23","OWNER","2016/09/23","","","","","","","","N","",""
"2026/02/19","03451.8","A","FL","20FL","PORT CHARLOTTE","US","ASO","ORL","FLORIDA","DE SOTO","FL","LAKE SUZY ESTATES","PR","PR",27,2,33.204,"N",27.04255666,82,2,37.316,"W",-82.04369888,"E",25,"E",2,"W",1985,,"MIAMI",5,"NE",17,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1974/06","O","","","","","CONDL","","","","","2","N","","2022/04/11","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","",""
"2026/02/19","03451.81","H","FL","FA01","PORT CHARLOTTE","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","ADVENTHEALTH PORT CHARLOTTE","PR","PR",26,59,37.25,"N",26.99368055,82,5,42.77,"W",-82.09521388,"E",13,"E",2,"W",1990,,"MIAMI",1,"N",,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1993/04","O","","","","","CONDL","","","","","2","N","","2025/03/11","","","","","","SEE RMK","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2016/02/04","","","","","","","","","","N","",""
"2026/02/19","03451.82","H","FL","2FD8","PORT CHARLOTTE","US","ASO","","FLORIDA","CHARLOTTE","FL","HCA FLORIDA FAWCETT HOSPITAL","PR","PR",26,59,19.48,"N",26.98874444,82,5,58.04,"W",-82.09945555,"E",16,"E",,"",,,"MIAMI",1,"NW",0,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2021/04","O","","","","","NO OBJECTION","","","","","","N","","2022/02/10","","","","","","","","NON-ATCT","","","","","OWNER","2020/01/13","OWNER","2020/01/13","","","","","","","","N","",""
"2026/02/19","03452.51","H","FL","79FA","MAITLAND","US","ASO","","FLORIDA","VOLUSIA","FL","ADVENTHEALTH PORT ORANGE HELISTOP","PR","PR",29,6,16.29,"N",29.104525,81,1,45.9,"W",-81.02941666,"E",35,"E",,"",,,"JACKSONVILLE",3,"SW",,"ZJX","ZCJ","JACKSONVILLE","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2025/06","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","ADO","2025/06/24","ADO","2025/06/24","","","","","","","","N","",""
"2026/02/19","03453.2","A","FL","A51","PORT ST JOE","US","ASO","ORL","FLORIDA","GULF","FL","COSTIN","PR","PU",29,45,30.757,"N",29.75854361,85,17,20.705,"W",-85.28908472,"E",13,"E",0,"W",1985,,"NEW ORLEANS",2,"S",21,"ZJX","ZCJ","JACKSONVILLE","N","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","GNV","Y","1985/08","O","","","","","CONDL","","","","","S","S","2025/04/25","1986/03/24","","","","","","","","NON-ATCT","N","","Y","","","","","","","","","Y","","Y","","N","",""
"2026/02/19","03453.21","H","FL","8FA5","PORT ST.  JOE","US","ASO","ORL","FLORIDA","GULF","FL","SACRED HEART HOSPITAL ON THE GULF","PR","PR",29,46,42.16,"N",29.77837777,85,17,19.97,"W",-85.28888055,"E",15,"E",,"",,,"NEW ORLEANS",2,"SE",19,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","2010/02","O","","","","","CONDL","","","","","2","N","","2019/03/14","","","","","","SS-SR","","NON-ATCT","","WGY","","Y","FAA-EST IMAGERY","2015/10/16","OWNER","2009/12/07","","","","","","Y-L","","N","",""
"2026/02/19","03453.51","A","FL","FD24","PORT ST. LUCIE","US","ASO","ORL","FLORIDA","ST LUCIE","FL","SOUTHERN FRUIT GROVES","PR","PR",27,13,16.168,"N",27.22115777,80,31,14.195,"W",-80.52060972,"E",26,"E",4,"W",1990,,"MIAMI",17,"NE",,"ZMA","ZCR","MIAMI","","MIA","MIAMI","","1-800-WX-BRIEF","","","","","N","1993/04","O","","","","","CONDL","","","","","2","N","","2021/05/06","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","",""
"2026/02/19","03453.53","H","FL","FL22","PORT ST LUCIE","US","ASO","ORL","FLORIDA","ST LUCIE","FL","HCA FLORIDA ST LUCIE HOSPITAL","PR","PR",27,17,18.41,"N",27.28844722,80,17,34.27,"W",-80.29285277,"E",16,"E",5,"W",2000,,"MIAMI",0,"N",,"ZMA","ZCR","MIAMI","","MIA","MIAMI","","1-800-WX-BRIEF","","","","","","2002/09","O","","","","","CONDL","","","","","2","N","","2021/06/30","","","","","","SS-SR","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2016/01/23","OWNER","2002/03/08","","","","","","","","N","",""
"2026/02/19","03455.","A","FL","PGD","PUNTA GORDA","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","PUNTA GORDA","PU","PU",26,55,6.933,"N",26.9185925,81,59,27.19,"W",-81.99088611,"E",25.5,"S",6,"W",2020,,"MIAMI",3,"SE",1934,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","PGD","Y","1944/02","O","I B","S","1975/08","NGPRY3","NO OBJECTION","N","N","N","Y","F","F","2025/01/17","","100LL,A,A+","MAJOR","MAJOR","NONE","HIGH/LOW","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2020/09/15","3RD PARTY SURVEY","2020/09/15","","","Y","Y","CHTR,INSTR,RNTL","Y-L","KPGD","N","",""
"2026/02/19","03455.1","A","FL","F13","PUNTA GORDA","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","SHELL CREEK AIRPARK","PR","PU",26,58,7,"N",26.96861111,81,54,58.7,"W",-81.91630555,"E",20,"E",2,"W",1985,,"MIAMI",7,"E",60,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","PIE","Y","1984/07","O","","","","","CONDL","","","","","S","S","2025/10/14","","","","","","","","","NON-ATCT","N","","N","","FAA-EST","2007/07/09","","","","","","Y","AGRI,PAJA","Y","","N","",""
"2026/02/19","03455.2","A","FL","6FL3","PUNTA GORDA","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","PAYSON RANCH","PR","PR",26,56,14.212,"N",26.93728111,81,34,1.28,"W",-81.56702222,"E",62,"E",3,"W",1990,,"MIAMI",25,"E",,"ZMA","ZCR","MIAMI","","MIA","MIAMI","","1-800-WX-BRIEF","","","","","N","1993/02","O","","","","","CONDL","","","","","2","N","","2020/06/19","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","",""
"2026/02/19","03455.24","A","FL","40FL","PUNTA GORDA","US","ASO","ORL","FLORIDA","CHARLOTTE","FL","ADANA AIRFIELD","PR","PR",26,57,9.29,"N",26.95258055,81,52,15.39,"W",-81.87094166,"E",30,"E",,"",,,"MIAMI",10,"E",22,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2013/06","O","","","","","CONDL","","","","","2","N","","2020/06/19","","","","","","","","NON-ATCT","","","","","OWNER","2013/02/20","OWNER","2013/02/20","","","","","","Y","","N","",""
"2026/02/19","03459.","A","FL","2J9","QUINCY","US","ASO","ORL","FLORIDA","GADSDEN","FL","QUINCY MUNI","PU","PU",30,35,52.391,"N",30.59788638,84,33,26.785,"W",-84.55744027,"E",221.2,"S",5,"W",2025,,"JACKSONVILLE",2,"NE",212,"ZJX","ZCJ","JACKSONVILLE","N","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","GNV","Y","1940/04","O","","","","N","NOT ANALYZED","N","N","N","N","S","S","2025/03/20","","100LL","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2018/10/25","3RD PARTY SURVEY","2018/10/25","","","N","Y","PAJA","Y-L","","N","",""
"2026/02/19","03459.01","H","FL","29FD","QUINCY","US","ASO","ORL","FLORIDA","GADSDEN","FL","GADSDEN MEML HOSPITAL","PU","PR",30,34,13.703,"N",30.57047305,84,32,59.679,"W",-84.54991083,"E",230,"E",1,"W",1985,,"JACKSONVILLE",0,"N",1,"ZJX","ZCJ","JACKSONVILLE","N","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","N","1991/08","O","","","","","CONDL","","","","","2","N","","2025/10/23","","","","","","","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2015/12/11","","","","","","","","Y","","N","",""
"2026/02/19","03459.02","A","FL","49FD","QUINCY","US","ASO","ORL","FLORIDA","GADSDEN","FL","WATSON FARM","PR","PR",30,36,43,"N",30.61194444,84,38,30,"W",-84.64166666,"E",275,"E",,"",,,"JACKSONVILLE",3,"E",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","2007/06","O","","","","","CONDL","","","","","2","N","","2023/10/09","","","","","","","","NON-ATCT","","","","","OWNER","2007/07/26","NACO","2008/06/23","","","","","","Y","","N","",""
"2026/02/19","03462.7","A","FL","FL28","RAIFORD","US","ASO","ORL","FLORIDA","BRADFORD","FL","STATE PRISON FLD","PU","PR",30,3,20.86,"N",30.05579444,82,10,20.392,"W",-82.17233111,"E",123,"E",3,"W",1985,,"JACKSONVILLE",3,"E",26,"ZJX","ZCJ","JACKSONVILLE","N","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","N","","O","","","","","NOT ANALYZED","","","","","2","N","","1993/02/25","","NONE","NONE","","","SEE RMK","","NON-ATCT","Y","","N","","","","","","","","","","","Y","","N","",""
"2026/02/19","03462.71","A","FL","8FA1","RAIFORD","US","ASO","ORL","FLORIDA","UNION","FL","CLARK FLD","PR","PR",30,3,10.5894,"N",30.0529415,82,14,30.375,"W",-82.24177083,"E",123,"E",,"",,,"JACKSONVILLE",1,"SW",0,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","2021/05","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","FAA-EST","2021/05/25","OWNER","2021/01/19","","","","","","","","N","",""
"2026/02/19","03462.8","A","FL","FA50","REDDICK","US","ASO","ORL","FLORIDA","MARION","FL","WINGS-N-WHEELS","PR","PR",29,21,40.902,"N",29.36136166,82,8,59.339,"W",-82.14981638,"E",82,"S",2,"W",1980,,"JACKSONVILLE",3,"E",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","N","1986/11","O","","","","","CONDL","","","","","2","N","","2024/01/25","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","",""
"2026/02/19","03462.98","A","FL","2RR","RIVER RANCH","US","ASO","ORL","FLORIDA","POLK","FL","RIVER RANCH RESORT","PR","PU",27,46,45.6,"N",27.77933333,81,12,14.1,"W",-81.20391666,"E",55,"E",3,"W",1985,,"MIAMI",0,"NW",89,"ZMA","ZCR","MIAMI","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","PIE","Y","","O","","","","","CONDL","","","","","S","S","2025/07/15","","","NONE","NONE","","","SEE RMK","SEE RMK","NON-ATCT","N","WG","N","","FAA-EST","2007/07/09","","","","","","Y","","Y-L","","N","",""
"2026/02/19","03463.019","H","FL","58FA","RIVERVIEW","US","ASO","ORL","FLORIDA","HILLSBOROUGH","FL","ST JOSEPH'S HOSPITAL","PR","PR",27,47,13.1,"N",27.78697222,82,20,44.6,"W",-82.34572222,"E",53,"E",,"",,,"MIAMI",5,"SSW",0,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2015/12","O","","","","","CONDL","","","","","","N","","2017/04/11","","","","","","SS-SR","SS-SR","NON-ATCT","","WG","","","OWNER","2015/01/21","OWNER","2015/01/21","","","","","","Y","","N","",""
"2026/02/19","03463.03","H","FL","26FA","RIVERVIEW","US","ASO","ORL","FLORIDA","HILLSBOROUGH","FL","ADVENTHEALTH RIVERVIEW","PR","PR",27,51,38.79,"N",27.860775,82,19,31.11,"W",-82.32530833,"E",164,"E",,"",,,"JACKSONVILLE",1,"S",,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2023/05","O","","","","","CONDL","","","","","","N","","2024/10/30","","","","","","","","NON-ATCT","","","","Y","OWNER","2023/05/03","OWNER","2023/05/03","","","","","","","","N","",""
"2026/02/19","03463.5","C","FL","34FA","ROCKLEDGE","US","ASO","ORL","FLORIDA","BREVARD","FL","GEZIK","PR","PR",28,15,7,"N",28.25194444,80,40,8,"W",-80.66888888,"E",0,"E",5,"W",2000,,"MIAMI",12,"ESE",,"ZJX","ZCJ","JACKSONVILLE","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","","2002/04","O","","","","","CONDL","","","","","2","N","","2025/09/02","","","","","","","","NON-ATCT","N","","","","OWNER","2002/04/01","OWNER","2002/04/01","","","","","","Y","","N","",""
"2026/02/19","03466.1","H","FL","36FL","SAFETY HARBOR","US","ASO","ORL","FLORIDA","PINELLAS","FL","MEASE COUNTRYSIDE HOSPITAL","PR","PR",28,2,34.08,"N",28.0428,82,42,26.56,"W",-82.70737777,"E",32,"E",2,"W",1985,,"JACKSONVILLE",3,"NW",,"ZMA","ZCR","MIAMI","","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1989/09","O","","","","","CONDL","","","","","2","N","","2020/03/04","","","","","","","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2016/02/12","","","","","","","","Y","","N","",""
"2026/02/19","03468.","A","FL","SGJ","ST AUGUSTINE","US","ASO","ORL","FLORIDA","ST JOHNS","FL","ST AUGUSTINE","PU","PU",29,57,33.301,"N",29.95925027,81,20,23.025,"W",-81.33972916,"E",9.8,"S",4,"W",1995,,"JACKSONVILLE",4,"N",668,"ZJX","ZCJ","JACKSONVILLE","N","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","SGJ","Y","1940/04","O","IV A","U","1986/09","NGRY3","NO OBJECTION","N","N","N","Y","F","F","2025/10/23","","100LL,A","MAJOR","MAJOR","HIGH/LOW","NONE","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2016/09/01","3RD PARTY SURVEY","2016/09/01","","","Y","Y","AMB,AVNCS,CHTR,INSTR,RNTL,SALES","Y-L","KSGJ","N","US CUSTOMS USER FEE ARPT. ",""
"2026/02/19","03468.01","H","FL","38FL","ST AUGUSTINE","US","ASO","ORL","FLORIDA","ST JOHNS","FL","FLAGLER HOSPITAL","PR","PR",29,51,42.9948,"N",29.861943,81,19,0.3324,"W",-81.316759,"E",21,"E",7,"W",2020,,"JACKSONVILLE",3,"S",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","N","1989/09","O","","","","","CONDL","","","","","2","N","","2021/07/26","","","","","","","","NON-ATCT","N","","","Y","OWNER","2019/08/27","OWNER","2019/08/27","","","","","","Y","","N","",""
"2026/02/19","03468.05","H","FL","92FA","ST. AUGUSTINE","US","ASO","","FLORIDA","ST JOHNS","FL","AMCDLZ","PR","PR",29,54,5.025,"N",29.90139583,81,24,48.797,"W",-81.41355472,"E",46,"E",,"",,,"JACKSONVILLE",5,"W",18,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","2019/07","O","","","","","NO OBJECTION","","","","","","N","","2023/11/15","","","","","","SEE RMK","","NON-ATCT","","","","","OWNER","2019/05/16","OWNER","2019/05/16","","","","","","Y","","N","",""
"2026/02/19","03468.055","H","FL","5FA0","ST AUGUSTINE","US","ASO","","FLORIDA","ST JOHNS","FL","SILVER-LEAF HOSPITAL HELISTOP","PR","PR",30,0,5.18,"N",30.00143888,81,30,6.56,"W",-81.50182222,"E",29,"E",,"",,,"JACKSONVILLE",12,"NW",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","","","2025/06","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","ADO","2025/06/27","ADO","2025/06/27","","","","","","","","N","",""
"2026/02/19","03468.06","H","FL","FL96","ST AUGUSTINE","US","ASO","","FLORIDA","ST JOHNS","FL","BAPTIST ST AUGUSTINE","PR","PR",29,55,25.9,"N",29.92386111,81,24,49.29,"W",-81.41369166,"E",38,"E",,"",,,"JACKSONVILLE",21,"W",,"ZJX","ZCJ","JACKSONVILLE","","GNV","GAINESVILLE","","1-800-WX-BRIEF","","","","GNV","","2025/02","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","ADO","2025/02/07","ADO","2025/02/07","","","","","","","","N","",""
"2026/02/19","03471.01","H","FL","FD52","ST CLOUD","US","ASO","ORL","FLORIDA","OSCEOLA","FL","ORLAND HEALTH ST CLOUD HOSPITAL","PR","PR",28,14,35.68,"N",28.24324444,81,18,16.22,"W",-81.30450555,"E",78,"E",3,"W",1985,,"MIAMI",1,"W",,"ZJX","ZCJ","JACKSONVILLE","N","PIE","SAINT PETERSBURG","","1-800-WX-BRIEF","","","","","N","1985/11","O","","","","","CONDL","","","","","2","N","","2024/02/21","","","","","","","","NON-ATCT","N","","N","Y","OWNER","2022/11/18","OWNER","2022/11/18","","","","","","Y","","N","",""
