"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","FIX_ID_OLD","CHARTING_REMARK","FIX_USE_CODE","ARTCC_ID_HIGH","ARTCC_ID_LOW","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","MIN_RECEP_ALT","COMPULSORY","CHARTS"
"2026/02/19","CFFSV","K1","OR","US",44,1,59.83,"N",44.03328611,123,17,29.54,"W",-123.29153888,"YIVUT","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFSW","K1","MT","US",46,31,8.49,"N",46.519025,111,44,19.24,"W",-111.73867777,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFSX","K1","ID","US",43,29,45.11,"N",43.49586388,114,17,9.18,"W",-114.28588333,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFSZ","K7","FL","US",26,33,52.1,"N",26.56447222,80,1,15.45,"W",-80.02095833,"","","CN   ","ZMA","ZMA","N","N","N",,"","IAP"
"2026/02/19","CFFTB","K4","TX","US",30,7,20.72,"N",30.12242222,97,36,32.1,"W",-97.60891666,"","","CN   ","ZHU","ZHU","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTC","K1","OR","US",42,20,8.01,"N",42.33555833,122,42,30.37,"W",-122.70843611,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTD","K4","TX","US",29,30,30.22,"N",29.50839444,98,22,36.96,"W",-98.37693333,"","","CN   ","ZHU","ZHU","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTF","K2","NV","US",39,24,40.4,"N",39.41122222,119,43,27.38,"W",-119.72427222,"","","CN   ","ZOA","ZOA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTG","K7","FL","US",27,46,5.49,"N",27.76819166,82,37,22.07,"W",-82.62279722,"","","CN   ","ZMA","ZMA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTH","K2","CO","US",39,58,49.22,"N",39.98033888,104,37,56.3,"W",-104.63230555,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFTJ","K2","CO","US",39,58,57.3,"N",39.98258333,104,34,49.72,"W",-104.58047777,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVB","PH","HI","US",21,12,29.07,"N",21.208075,158,4,36.76,"W",-158.07687777,"","","CN   ","ZHN","ZHN","N","N","N",,"","IAP"
"2026/02/19","CFFVC","K1","OR","US",42,13,58.45,"N",42.23290277,122,29,43.39,"W",-122.49538611,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVD","K2","CO","US",39,58,57.31,"N",39.98258611,104,34,49.75,"W",-104.58048611,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVF","K2","CO","US",39,59,0.34,"N",39.98342777,104,41,45.45,"W",-104.69595833,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVG","K2","CO","US",39,58,52.76,"N",39.98132222,104,46,43.52,"W",-104.77875555,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVH","K2","CO","US",40,26,12.81,"N",40.43689166,107,3,37.74,"W",-107.06048333,"","","CN   ","ZDV","ZDV","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFFVJ","K2","CO","US",39,59,0.77,"N",39.98354722,104,42,53.32,"W",-104.71481111,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVK","K2","CO","US",39,58,52.75,"N",39.98131944,104,46,43.5,"W",-104.77875,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVL","K2","CO","US",39,58,57.8,"N",39.98272222,104,35,57.53,"W",-104.59931388,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVM","K2","CO","US",39,58,57.29,"N",39.98258055,104,34,49.74,"W",-104.58048333,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVN","K1","WA","US",48,43,37.06,"N",48.72696111,122,35,41.35,"W",-122.59481944,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVP","K1","WA","US",48,53,42.46,"N",48.89512777,122,35,19.35,"W",-122.58870833,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVQ","K2","CA","US",33,14,18.31,"N",33.23841944,117,1,1.17,"W",-117.01699166,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVR","K1","WY","US",41,7,23.2,"N",41.12311111,104,21,15.33,"W",-104.35425833,"","","CN   ","ZDV","ZDV","N","N","N",,"","IAP"
"2026/02/19","CFFVS","K1","OR","US",45,36,26.82,"N",45.60745,122,46,32.57,"W",-122.77571388,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVT","K1","WA","US",45,41,3.52,"N",45.68431111,122,42,54.59,"W",-122.71516388,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVW","K1","OR","US",42,29,31.57,"N",42.49210277,122,46,19.5,"W",-122.77208333,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFVX","K2","CA","US",37,34,53.72,"N",37.58158888,122,21,29.95,"W",-122.35831944,"","","CN   ","ZOA","ZOA","N","N","N",,"","IAP"
"2026/02/19","CFFVZ","K2","CO","US",39,58,42.22,"N",39.97839444,104,46,9.63,"W",-104.76934166,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWB","K7","MS","US",32,10,42.67,"N",32.17851944,91,1,28.68,"W",-91.02463333,"","","CN   ","ZME","ZME","N","N","N",,"","IAP"
"2026/02/19","CFFWC","K5","KY","US",38,5,5.43,"N",38.08484166,85,37,39.87,"W",-85.62774166,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWD","K2","CA","US",34,23,59.44,"N",34.39984444,118,42,37.98,"W",-118.71055,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWG","K1","WA","US",45,41,16.915,"N",45.68803194,122,42,44.013,"W",-122.71222583,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWH","K1","OR","US",45,36,53.61,"N",45.61489166,122,46,11.49,"W",-122.76985833,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWJ","K5","KY","US",39,5,21.54,"N",39.08931666,84,32,49.77,"W",-84.54715833,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWK","K1","OR","US",42,20,52.99,"N",42.34805277,122,41,48.36,"W",-122.69676666,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWM","K1","WA","US",47,40,9.98,"N",47.66943888,122,35,38,"W",-122.59388888,"","","CN   ","ZSE","ZSE","N","N","N",,"","IAP"
"2026/02/19","CFFWN","K5","KY","US",38,57,1.83,"N",38.95050833,84,43,57.53,"W",-84.73264722,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWP","K1","OR","US",42,0,53.11,"N",42.01475277,122,53,1.31,"W",-122.88369722,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWR","K5","KY","US",38,57,1.81,"N",38.95050277,84,43,57.52,"W",-84.73264444,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWS","PA","AK","US",64,52,24.31,"N",64.87341944,147,38,10.17,"W",-147.63615833,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWT","PA","AK","US",64,51,48.79,"N",64.86355277,147,37,58.12,"W",-147.63281111,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWV","PA","AK","US",64,41,16.31,"N",64.68786388,147,50,57.39,"W",-147.849275,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFWX","K1","WA","US",46,32,24.86,"N",46.54023888,117,7,32.95,"W",-117.12581944,"CUGEM","","CN   ","ZSE","ZSE","N","N","N",,"","IAP"
"2026/02/19","CFFWZ","K5","KY","US",38,57,0.73,"N",38.95020277,84,36,33.27,"W",-84.60924166,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXB","K1","MT","US",46,31,8.68,"N",46.51907777,111,44,19.4,"W",-111.73872222,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXG","K5","KY","US",38,57,0.92,"N",38.95025555,84,36,33.02,"W",-84.60917222,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXH","K5","KY","US",38,56,49.66,"N",38.94712777,84,35,28.44,"W",-84.59123333,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXJ","K5","KY","US",38,57,59.9,"N",38.96663888,84,43,33.75,"W",-84.72604166,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXL","K3","MO","US",39,22,52.66,"N",39.38129444,94,38,26.48,"W",-94.64068888,"","","CN   ","ZKC","ZKC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXP","K5","KY","US",38,58,42.14,"N",38.97837222,84,44,9.16,"W",-84.73587777,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXQ","K5","KY","US",38,57,58.94,"N",38.96637222,84,36,57.06,"W",-84.61585,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXR","K5","KY","US",38,59,23.68,"N",38.98991111,84,35,5.81,"W",-84.58494722,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXS","K5","KY","US",38,56,47.7,"N",38.94658333,84,35,27.75,"W",-84.59104166,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXV","K5","KY","US",38,56,50.73,"N",38.947425,84,42,11.29,"W",-84.70313611,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXW","K5","KY","US",38,56,50.8,"N",38.94744444,84,42,11.33,"W",-84.70314722,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXX","K1","WA","US",47,5,48.24,"N",47.09673333,119,10,42.68,"W",-119.17852222,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFXZ","K5","KY","US",38,58,34.23,"N",38.976175,84,42,10.86,"W",-84.70301666,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFYI","K4","AR","US",36,14,25.54,"N",36.24042777,90,42,52.31,"W",-90.71453055,"","","CN   ","ZME","ZME","N","N","N",,"","IAP"
"2026/02/19","CFFZB","K5","KY","US",38,56,49.62,"N",38.94711666,84,35,28.34,"W",-84.59120555,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZC","K5","KY","US",38,56,49.58,"N",38.94710555,84,35,28.39,"W",-84.59121944,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZD","K1","MT","US",45,40,17.87,"N",45.67163055,111,11,13.76,"W",-111.18715555,"EXKUX","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZF","K5","KY","US",39,5,23.74,"N",39.08992777,84,48,0.42,"W",-84.80011666,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZG","K2","AZ","US",33,40,14.09,"N",33.67058055,111,53,58.87,"W",-111.89968611,"EQYUY","","CN   ","ZAB","ZAB","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZH","K5","KY","US",39,0,11.45,"N",39.00318055,84,48,1.09,"W",-84.80030277,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZJ","K1","MT","US",45,47,56.01,"N",45.79889166,111,16,12.68,"W",-111.27018888,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZK","K1","WA","US",47,18,43.48,"N",47.31207777,119,58,45.14,"W",-119.97920555,"EMXAF","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZL","K1","MT","US",46,31,8.26,"N",46.51896111,111,44,19.33,"W",-111.73870277,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZM","K1","MT","US",45,47,57.12,"N",45.7992,111,16,13.59,"W",-111.27044166,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZN","K2","CA","US",33,13,12.81,"N",33.220225,117,21,16.25,"W",-117.35451388,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZP","K1","MT","US",45,42,7.57,"N",45.70210277,111,7,39.25,"W",-111.12756944,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZR","K1","MT","US",45,41,55.47,"N",45.69874166,111,7,36.2,"W",-111.12672222,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZS","K1","MT","US",45,41,50.34,"N",45.69731666,111,7,17.06,"W",-111.12140555,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZT","K1","MT","US",45,41,54.92,"N",45.69858888,110,56,37.65,"W",-110.94379166,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZV","K2","CO","US",39,13,48.41,"N",39.23011388,108,36,11.31,"W",-108.60314166,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZW","K2","CO","US",39,13,48.55,"N",39.23015277,108,36,12.07,"W",-108.60335277,"UYPOF","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZX","K2","CO","US",39,13,47.91,"N",39.229975,108,36,11.68,"W",-108.60324444,"UYOTU","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFFZZ","K5","KY","US",38,11,29.73,"N",38.19159166,85,35,47.32,"W",-85.59647777,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBC","K5","IN","US",39,37,47.19,"N",39.629775,86,20,47.68,"W",-86.34657777,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBD","K1","WA","US",47,31,45.86,"N",47.52940555,120,12,40.57,"W",-120.21126944,"ALWIJ","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBF","K7","TN","US",36,11,33.31,"N",36.19258611,89,0,41.3,"W",-89.01147222,"","","CN   ","ZME","ZME","N","N","N",,"","IAP"
"2026/02/19","CFGBG","K4","TX","US",31,11,35.75,"N",31.19326388,94,56,15.75,"W",-94.93770833,"","","CN   ","ZHU","ZHU","N","N","N",,"","IAP"
"2026/02/19","CFGBJ","K1","WA","US",46,18,25.29,"N",46.307025,117,7,9.57,"W",-117.119325,"","","CN   ","ZSE","ZSE","N","N","N",,"","IAP"
"2026/02/19","CFGBK","K7","NC","US",35,56,11.62,"N",35.93656111,77,46,9.55,"W",-77.76931944,"","","CN   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","CFGBM","K2","CA","US",33,35,23.54,"N",33.58987222,117,49,10.45,"W",-117.81956944,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBN","K2","CO","US",39,8,53.64,"N",39.14823333,108,40,37.63,"W",-108.67711944,"","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBQ","K2","CO","US",39,8,53.65,"N",39.14823611,108,40,38.35,"W",-108.67731944,"UYUXI","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBT","K1","WA","US",47,29,38.14,"N",47.49392777,120,14,10,"W",-120.23611111,"DMFEM","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBV","K2","CO","US",38,57,41.91,"N",38.96164166,108,24,0.3,"W",-108.40008333,"CUNOV","","CN   ","ZDV","ZDV","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBW","K5","KY","US",38,11,29.03,"N",38.19139722,85,35,46.93,"W",-85.59636944,"","","CN   ","ZID","ZID","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBX","K2","CA","US",33,52,51.28,"N",33.88091111,118,32,50.27,"W",-118.54729722,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGBZ","K1","OR","US",42,30,47.33,"N",42.51314722,123,23,44.33,"W",-123.39564722,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGCC","PA","AK","US",64,28,10.19,"N",64.46949722,165,23,37.43,"W",-165.39373055,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGCQ","K5","MI","US",42,39,32.6,"N",42.65905555,82,30,37.14,"W",-82.51031666,"","","CN   ","ZOB","ZOB","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFGDG","PA","AK","US",61,12,35.11,"N",61.20975277,149,51,24.09,"W",-149.85669166,"","","WP   ","ZAN","ZAN","N","N","N",,"","IAP"
"2026/02/19","CFGDQ","K6","NJ","US",40,49,3.12,"N",40.81753333,74,4,59.46,"W",-74.08318333,"","","CN   ","ZNY","ZNY","N","N","N",,"","IAP"
"2026/02/19","CFGFF","K4","TX","US",25,54,57.91,"N",25.91608611,97,32,9.23,"W",-97.53589722,"","","CN   ","ZAB","ZAB","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","CFGFK","K2","CO","US",39,27,6.97,"N",39.45193611,106,53,49.59,"W",-106.89710833,"","","WP   ","ZDV","ZDV","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGFN","PG","GU","US",13,37,15.97,"N",13.62110277,144,52,43.18,"E",144.87866111,"","","CN   ","ZUA","ZUA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGFT","K5","MI","US",42,23,1.45,"N",42.38373611,82,49,4.29,"W",-82.81785833,"","","CN   ","ZOB","ZOB","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFGFX","K1","WA","US",49,0,7.51,"N",49.00208611,123,8,23.57,"W",-123.13988055,"","","CN   ","ZSE","ZSE","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFGGD","K1","MT","US",48,18,1.23,"N",48.30034166,106,23,59.32,"W",-106.39981111,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGGN","PA","AK","US",57,0,54.36,"N",57.0151,135,23,44.94,"W",-135.39581666,"","","WP   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGGV","K6","NJ","US",40,1,45.25,"N",40.02923611,74,26,47.74,"W",-74.44659444,"","","CN   ","ZNY","ZNY","N","N","N",,"","MILITARY IAP"
"2026/02/19","CFGHB","K1","WA","US",46,53,49.39,"N",46.89705277,122,28,29.8,"W",-122.47494444,"","","CN   ","ZSE","ZSE","N","N","N",,"","MILITARY IAP"
"2026/02/19","CFGHQ","K6","NY","US",43,3,49.35,"N",43.06370833,76,13,23.65,"W",-76.22323611,"","","CN   ","ZBW","ZBW","N","N","N",,"","IAP"
"2026/02/19","CFGJM","K7","NC","US",36,15,2.31,"N",36.25064166,79,47,56.71,"W",-79.79908611,"","","CN   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","CFGKR","PA","AK","US",58,19,9.82,"N",58.31939444,134,33,37.56,"W",-134.56043333,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGKY","K2","AZ","US",31,55,32.17,"N",31.92560277,110,37,27.2,"W",-110.62422222,"","","CN   ","ZAB","ZAB","N","N","N",,"","MILITARY IAP"
"2026/02/19","CFGLB","PA","AK","US",64,27,37.12,"N",64.46031111,165,26,43.83,"W",-165.44550833,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGMH","K3","ND","US",48,59,56.09,"N",48.99891388,102,6,22.21,"W",-102.10616944,"","","CN   ","ZMP","ZMP","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFGNX","PA","AK","US",61,3,36.43,"N",61.06011944,150,0,39.8,"W",-150.01105555,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGQQ","K2","CA","US",35,21,8.77,"N",35.35243611,120,46,19.28,"W",-120.77202222,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGSW","PA","AK","US",56,29,26.84,"N",56.49078888,132,18,36.7,"W",-132.31019444,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGTA","PA","AK","US",58,20,18.79,"N",58.33855277,134,36,24.08,"W",-134.60668888,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","CFGTD","K1","ID","US",43,26,59.78,"N",43.44993888,114,19,39.85,"W",-114.32773611,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGTH","K1","MT","US",48,32,46.78,"N",48.54632777,106,38,56.09,"W",-106.64891388,"EVBAQ","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFGTP","K2","CO","US",39,3,2.75,"N",39.05076388,108,30,13.89,"W",-108.50385833,"","","CN   ","ZDV","ZDV","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGVZ","PA","AK","US",57,8,47.33,"N",57.14648055,135,40,57.8,"W",-135.68272222,"","","WP   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGWC","K1","ID","US",43,31,34.36,"N",43.52621111,114,22,33.47,"W",-114.37596388,"","","CN   ","ZLC","ZLC","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGWP","PA","AK","US",64,29,10.84,"N",64.48634444,165,23,30.2,"W",-165.39172222,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFGXR","K6","MD","US",38,35,25.98,"N",38.59055,76,47,16.22,"W",-76.78783888,"","","CN   ","ZDC","ZDC","N","N","N",,"","MILITARY IAP"
"2026/02/19","CFGZS","K1","ID","US",43,29,18.89,"N",43.48858055,114,19,22.27,"W",-114.32285277,"","","CN   ","ZLC","ZLC","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHAT","K2","CA","US",34,35,46.98,"N",34.59638333,117,49,30.84,"W",-117.82523333,"","","CN   ","ZLA","ZLA","N","N","N",,"","IAP"
"2026/02/19","CFHBB","PA","AK","US",56,44,14.37,"N",56.737325,132,44,54.95,"W",-132.74859722,"","","WP   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHBC","PA","AK","US",64,37,44.88,"N",64.62913333,165,30,37.75,"W",-165.51048611,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHBG","K2","CO","US",38,24,18.46,"N",38.40512777,106,44,2.66,"W",-106.73407222,"","","CN   ","ZDV","ZDV","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHBJ","K6","NY","US",43,7,11.31,"N",43.11980833,78,18,6.27,"W",-78.30174166,"","","CN   ","ZOB","ZOB","N","N","N",,"","IAP"
"2026/02/19","CFHBP","K2","CO","US",39,38,8.36,"N",39.63565555,107,2,39.27,"W",-107.04424166,"","","WP   ","ZDV","ZDV","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHBX","K4","TX","US",29,48,3.31,"N",29.80091944,104,35,44.57,"W",-104.59571388,"","","CN   ","ZAB","ZAB","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","CFHDB","PA","AK","US",55,16,41.55,"N",55.27820833,131,39,0.02,"W",-131.65000555,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHDJ","PA","AK","US",64,34,57.72,"N",64.5827,165,32,39.4,"W",-165.54427777,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHDW","PA","AK","US",57,4,29.4,"N",57.07483333,135,31,22.75,"W",-135.52298611,"","","WP   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHFC","K5","MI","US",42,3,49.72,"N",42.06381111,83,8,31.66,"W",-83.14212777,"","","CN   ","ZOB","ZOB","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFHFF","PA","AK","US",58,19,13.2,"N",58.32033333,134,36,59.58,"W",-134.61655,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHFV","K2","CA","US",35,11,37.89,"N",35.19385833,120,28,32.77,"W",-120.47576944,"","","CN   ","ZLA","ZLA","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHGD","K5","MI","US",42,52,1.61,"N",42.86711388,82,49,41.07,"W",-82.828075,"","","CN   ","ZOB","ZOB","N","N","N",,"","MILITARY IAP"
"2026/02/19","CFHHD","K6","NY","US",42,27,43.94,"N",42.46220555,79,54,7.97,"W",-79.90221388,"","","CN   ","ZOB","ZOB","N","N","N",,"","CONTROLLER HIGH,ENROUTE HIGH"
"2026/02/19","CFHJB","PA","AK","US",57,44,45.74,"N",57.74603888,152,34,51.15,"W",-152.580875,"","","CN   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHKW","K1","ID","US",46,43,37.28,"N",46.72702222,117,0,24.79,"W",-117.00688611,"","","CN   ","ZSE","ZSE","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHLK","PA","AK","US",70,8,45.09,"N",70.14585833,148,8,57.62,"W",-148.14933888,"","","CN   ","ZAN","ZAN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","CFHLN","K6","NY","US",43,3,47.2,"N",43.06311111,76,13,31.01,"W",-76.22528055,"","","CN   ","ZBW","ZBW","N","N","N",,"","NOT REQUIRED"
"2026/02/19","CFHMN","K2","NM","US",33,5,53.6,"N",33.09822222,106,8,54.77,"W",-106.14854722,"","","CN   ","ZAB","ZAB","N","N","N",,"","MILITARY IAP"
