"EFF_DATE","DP_NAME","AMENDMENT_NO","ARTCC","DP_AMEND_EFF_DATE","RNAV_FLAG","DP_COMPUTER_CODE","GRAPHICAL_DP_TYPE","SERVED_ARPT"
"2026/01/22","DDRTH","ONE","ZDV","2020/03/26","Y","DDRTH1.DDRTH","SID","DEN"
"2026/01/22","DEBLOIS","ONE","ZBW","2018/02/01","N","NOT ASSIGNED","OBSTACLE","43B"
"2026/01/22","DECOT","ONE","ZOA","2002/08/08","Y","DECOT1.DECOT","OBSTACLE","RHV"
"2026/01/22","DEER VALLEY","THREE","ZAB","2023/08/10","N","DVT3.PXR","OBSTACLE","DVT"
"2026/01/22","DEEZZ","FIVE","ZNY","2018/07/19","Y","DEEZZ5.DEEZZ","SID","FRG JFK"
"2026/01/22","DELTA","ONE","ZLC","2021/12/02","N","DTA1.DTA","OBSTACLE","DTA"
"2026/01/22","DENVER","THREE","ZDV","2025/06/12","N","NOT ASSIGNED","SID","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","DES MOINES","TWO","ZMP","2024/12/26","N","DSM2.DSM","SID","DSM"
"2026/01/22","DESCHUTES","FOUR","ZSE","2026/01/22","Y","DSD4.DSD","SID","S39"
"2026/01/22","DEVIL","ONE","ZNY","2023/11/30","N","DEVL1.EWR","SID","EWR"
"2026/01/22","DEZRT","TWO","ZLC","2023/04/20","Y","DEZRT2.DEZRT","SID","SLC"
"2026/01/22","DIBVY","THREE","ZAN","2021/12/02","Y","DIBVY3.GAL","OBSTACLE","KYU"
"2026/01/22","DIDLY","FIVE","ZLC","2018/05/24","N","DIDLY5.DIDLY","SID","MSO"
"2026/01/22","DILLO","ONE","ZHU","2015/03/05","Y","DILLO1.DILLO","SID","3R9 AUS EDC GTU HYI RYW T74"
"2026/01/22","DILLON","TWO","ZLC","2020/12/31","Y","DLN2.DLN","OBSTACLE","RVF"
"2026/01/22","DITTI","ONE","ZLC","2024/12/26","Y","DITTI1.DITTI","SID","PVU"
"2026/01/22","DIVIDE","TWO","ZLC","2023/02/23","N","DIVD2.HLN","OBSTACLE","HLN"
"2026/01/22","DIVYD","TWO","ZLC","2024/01/25","Y","DIVYD2.DIVYD","SID","JAC"
"2026/01/22","DIXON","TWO","ZDV","2023/10/05","Y","DIXON2.DYNES","OBSTACLE","DWX"
"2026/01/22","DIXXY","EIGHT","ZDC","2019/08/15","N","DIXXY8.DIXXY","SID","ROA"
"2026/01/22","DOCTR","FIVE","ZDC","2020/12/31","Y","DOCTR5.DOCTR","SID","DCA"
"2026/01/22","DOOKK","THREE","ZAB","2015/06/25","Y","DOOKK3.DOOKK","SID","ABQ"
"2026/01/22","DORMR","THREE","ZMA","2023/04/20","Y","DORMR3.DORMR","SID","TPA"
"2026/01/22","DORRL","TWO","ZMA","2024/03/21","Y","DORRL2.DORRL","SID","FLL FXE HST MIA OPF PMP TMB X51"
"2026/01/22","DOTSS","TWO","ZLA","2017/08/17","Y","DOTSS2.DOTSS","SID","LAX"
"2026/01/22","DOVER","FIVE","ZTL","2019/02/28","Y","DOVER5.DOVER","SID","AGS AIK"
"2026/01/22","DRAKE","TWO","ZAB","2014/11/13","Y","DRAKE2.DRK","OBSTACLE","GEU"
"2026/01/22","DRRLL","FOUR","ZAN","2021/12/02","Y","DRRLL4.DRRLL","SID","FAI"
"2026/01/22","DRURY","FOUR","ZME","2025/11/27","Y","DRURY4.DRURY","SID","BNA"
"2026/01/22","DRUSE","FIVE","ZKC","2018/07/19","Y","DRUSE5.DRUSE","SID","STL"
"2026/01/22","DUCKZ","FIVE","ZME","2020/12/31","Y","DUCKZ5.DUCKZ","SID","MEM"
"2026/01/22","DUKPN","ONE","ZDC","2024/07/11","Y","DUKPN1.DUKPN","SID","BWI"
"2026/01/22","DUMZU","ONE","ZAN","2024/09/05","Y","DUMZU1.DUMZU","OBSTACLE","5NN"
"2026/01/22","DUTCHESS","EIGHT","ZNY","2019/06/20","N","DUCHS8.POU","SID","POU"
"2026/01/22","EAGLE","SIX","ZSE","2016/07/21","N","NOT ASSIGNED","SID","MFR"
"2026/01/22","EATON","TWO","ZHU","2016/07/21","N","LBY2.LBY","SID","HBG"
"2026/01/22","EBSIH","ONE","ZAN","2009/10/22","Y","EBSIH1.EBSIH","OBSTACLE","9A3"
"2026/01/22","ECHHO","TWO","ZLA","2017/10/12","Y","ECHHO2.ECHHO","SID","SAN"
"2026/01/22","ECHOO","ONE","ZDV","2020/03/26","Y","ECHOO1.ECHOO","SID","APA BJC CFO FNL GXY LMO"
"2026/01/22","ECLPS","ONE","ZAB","2018/05/24","Y","ECLPS1.ECLPS","SID","PHX"
"2026/01/22","EDUKY","FIVE","ZDV","2018/02/01","Y","EDUKY5.EDUKY","SID","RIL"
"2026/01/22","EEMOS","FIVE","ZKC","2018/07/19","Y","EEMOS5.EEMOS","SID","STL"
"2026/01/22","EEONS","EIGHT","ZDV","2021/06/17","Y","EEONS8.WYNDM","SID","DEN"
"2026/01/22","EEVAA","ONE","ZID","2024/07/11","Y","EEVAA1.EEVAA","SID","SDF"
"2026/01/22","EGAXE","ONE","ZAN","2025/11/27","Y","EGAXE1.EGAXE","OBSTACLE","6K8"
"2026/01/22","EL DORADO","ONE","ZHU","2021/10/07","N","ELD1.ELD","SID","AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME"
"2026/01/22","EL TORO","FIVE","ZLA","2024/05/16","N","ELB5.ELB","SID","SNA"
"2026/01/22","ELANR","EIGHT","ZAU","2025/04/17","Y","ELANR8.ELANR","SID","ARR DPA GYY LOT"
"2026/01/22","ELIM","TWO","ZAN","2022/07/14","Y","MOS2.MOS","OBSTACLE","ELI"
"2026/01/22","ELIZZ","ONE","ZDV","2018/07/19","Y","ELIZZ1.ELIZZ","OBSTACLE","4V0"
"2026/01/22","ELKINS","ONE","ZOB","2022/11/03","N","EKN1.EKN","OBSTACLE","EKN"
"2026/01/22","ELMAA","FIVE","ZSE","2024/12/26","N","ELMAA5.ELMAA","SID","SEA"
"2026/01/22","ELMOO","NINE","ZLA","2019/04/25","N","ELMOO9.ELMOO","SID","BUR"
"2026/01/22","ELOCO","SIX","ZHU","2022/01/27","Y","ELOCO6.ELOCO","SID","HOU"
"2026/01/22","ELOEL","THREE","ZHU","2021/04/22","Y","ELOEL3.ELOEL","SID","3R9 AUS EDC GTU HYI RYW T74"
"2026/01/22","ELVIS","FOUR","ZME","2017/08/17","N","ELVIS4.MEM","SID","MEM"
"2026/01/22","ELY","TWO","ZLC","2011/10/20","N","ELY2.ELY","OBSTACLE","ELY"
"2026/01/22","EMMTT","FOUR","ZFW","2016/03/31","Y","EMMTT4.EMMTT","SID","DAL"
"2026/01/22","EMMYS","EIGHT","ZDV","2021/06/17","Y","EMMYS8.ZIRKL","SID","DEN"
"2026/01/22","EMONT","THREE","ZLC","2019/02/28","N","EMONT3.EMONT","OBSTACLE","OGD"
"2026/01/22","ENDED","TWO","ZMA","2024/05/16","Y","ENDED2.ENDED","SID","PIE TPA"
"2026/01/22","ENNIS","TWO","ZLC","2021/06/17","Y","ENNIS2.ENNIS","OBSTACLE","EKS"
"2026/01/22","EPHRATA","ONE","ZSE","2021/12/02","Y","EPH1.EPH","OBSTACLE","OMK"
"2026/01/22","EPKEE","SEVEN","ZDV","2020/03/26","Y","EPKEE7.EPKEE","SID","DEN"
"2026/01/22","ESNYE","SEVEN","ZFW","2022/12/29","Y","ESNYE7.ESNYE","SID","DAL"
"2026/01/22","ESTRR","FIVE","ZTL","2024/03/21","Y","ESTRR5.ESTRR","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2026/01/22","EUGENE","ONE","ZSE","2018/09/13","N","NOT ASSIGNED","SID","EUG"
"2026/01/22","EXBOX","TWO","ZJX","2015/01/08","Y","EXBOX2.EXBOX","SID","JAX"
"2026/01/22","EXCON","ONE","ZLA","2000/06/15","Y","EXCON1.EXCON","OBSTACLE","APV"
"2026/01/22","EXECUTIVE","ONE","ZJX","2011/08/25","Y","EXTVE1.PLFMD","SID","JZI"
"2026/01/22","EXTAN","SEVEN","ZDV","2021/06/17","Y","EXTAN7.SHAYK","SID","DEN"
"2026/01/22","EYAKS","SIX","ZAN","2018/03/29","N","EYAKS6.EYAKS","SID","CDV"
"2026/01/22","EYESE","TWO","ZSE","2022/11/03","Y","EYESE2.EYESE","OBSTACLE","S59"
"2026/01/22","EZEPU","ONE","ZAN","2024/07/11","Y","EZEPU1.EZEPU","OBSTACLE","4KA"
"2026/01/22","FAHLZ","ONE","ZLC","2025/11/27","Y","FAHLZ1.FAHLZ","SID","IDA"
"2026/01/22","FAIRFIELD","NINE","ZLC","2017/08/17","N","FFU9.FFU","SID","SLC"
"2026/01/22","FAKES","FOUR","ZAN","2016/07/21","N","FAKES4.FAKES","SID","YAK"
"2026/01/22","FALCC","ONE","ZLA","2016/11/10","N","FALCC1.FALCC","SID","SAN"
"2026/01/22","FALCON","ONE","ZDV","2023/10/05","Y","FLCON1.DRAKE","OBSTACLE","FLY"
"2026/01/22","FALLBROOK","ONE","ZLA","2016/11/10","N","FALL1.VISTA","OBSTACLE","L18"
"2026/01/22","FARMINGTON","SEVEN","ZSE","2018/02/01","N","FARM7.UBG","SID","HIO"
"2026/01/22","FATHE","FOUR","ZJX","2025/06/12","Y","FATHE4.FATHE","SID","MCO"
"2026/01/22","FEALX","TWO","ZMA","2022/05/19","Y","FEALX2.FEALX","SID","FLL FXE PMP"
"2026/01/22","FEGBA","THREE","ZVR","2025/04/17","Y","FEGBA3.FEGBA","SID","ORS"
"2026/01/22","FELTS","FIVE","ZSE","2025/11/27","N","NOT ASSIGNED","SID","SFF"
"2026/01/22","FESKO","ONE","ZLC","2023/10/05","Y","FESKO1.FESKO","OBSTACLE","WMC"
"2026/01/22","FETUJ","THREE","ZSE","2013/03/07","Y","FETUJ3.FETUJ","OBSTACLE","TMK"
"2026/01/22","FFITZ","FOUR","ZAN","2018/02/01","Y","FFITZ4.FFITZ","SID","ANC"
"2026/01/22","FICHU","FOUR","ZOA","2022/11/03","Y","FICHU4.HABXU","OBSTACLE","O22"
"2026/01/22","FINZZ","THREE","ZLA","2020/09/10","Y","FINZZ3.FINZZ","SID","SNA"
"2026/01/22","FIROS","ONE","ZLC","2023/04/20","Y","FIROS1.FIROS","OBSTACLE","1U7"
"2026/01/22","FIXET","FIVE","ZDC","2025/04/17","Y","FIXET5.FIXET","SID","BWI"
"2026/01/22","FLAGSTAFF","ONE","ZAB","2017/12/07","N","FLG1.OATES","SID","FLG"
"2026/01/22","FLAME","FOUR","ZME","2025/11/27","Y","FLAME4.FLAME","SID","BNA"
"2026/01/22","FLIYN","ONE","ZLC","2025/02/20","Y","FLIYN1.FLIYN","SID","SUN"
"2026/01/22","FLMGO","TWO","ZMA","2024/03/21","Y","FLMGO2.FLMGO","SID","HST MIA OPF TMB X51"
"2026/01/22","FLOUT","FIVE","ZLA","1997/07/17","N","FLOUT5.FLOUT","SID","SBA"
"2026/01/22","FLUEN","TWO","ZOA","2011/06/30","Y","FLUEN2.FLUEN","OBSTACLE","O28"
"2026/01/22","FLYZA","FIVE","ZHU","2016/09/15","Y","FLYZA5.FLYZA","SID","IAH"
"2026/01/22","FOBRO","ONE","ZSE","2017/06/22","Y","FOBRO1.FOBRO","OBSTACLE","O46"
"2026/01/22","FOLZZ","THREE","ZMA","2024/03/21","Y","FOLZZ3.FOLZZ","SID","HST MIA OPF TMB X51"
"2026/01/22","FORCK","THREE","ZFW","2022/09/08","Y","FORCK3.FORCK","SID","DFW"
"2026/01/22","FORPE","ONE","ZAB","2018/05/24","Y","FORPE1.FORPE","SID","PHX"
"2026/01/22","FORT BRIDGER","ONE","ZLC","2022/11/03","N","FBR1.FBR","OBSTACLE","EVW"
"2026/01/22","FORT LAUDERDALE","TWO","ZMA","2024/12/26","N","FLL2.FLL","SID","FLL FXE PMP"
"2026/01/22","FOXHL","ONE","ZDC","2024/07/11","Y","FOXHL1.FOXHL","SID","BWI"
"2026/01/22","FRITR","THREE","ZLA","2018/09/13","Y","FRITR3.DOTSS","SID","LGB"
"2026/01/22","FRNCK","ONE","ZLA","2022/05/19","Y","FRNCK1.FRNCK","SID","LAS"
"2026/01/22","FROGO","ONE","ZOA","2020/09/10","N","FROGO1.FROGO","SID","SMF"
"2026/01/22","FRSBE","TWO","ZMA","2023/04/20","Y","FRSBE2.FRSBE","SID","FLL FXE PMP"
"2026/01/22","FSHUN","FOUR","ZJX","2025/06/12","Y","FSHUN4.FSHUN","SID","MCO"
"2026/01/22","FTHIL","THREE","ZOA","2020/05/21","Y","FTHIL3.FTHIL","SID","SMF"
"2026/01/22","FTHLS","SIX","ZAB","2018/05/24","Y","FTHLS6.FTHLS","SID","CHD DVT GEU GYR IWA SDL"
"2026/01/22","FUNNL","THREE","ZFW","2017/12/07","Y","FUNNL3.FUNNL","SID","OKC OUN PWA"
"2026/01/22","FYRBD","ONE","ZAB","2018/05/24","Y","FYRBD1.FYRBD","SID","PHX"
"2026/01/22","FYSTA","THREE","ZAB","2015/06/25","Y","FYSTA3.FYSTA","SID","ABQ"
"2026/01/22","GABBE","THREE","ZDC","2020/03/26","Y","GABBE3.GABBE","SID","HEF"
"2026/01/22","GABOW","TWO","ZMA","2022/05/19","Y","GABOW2.GABOW","SID","FXE PMP"
"2026/01/22","GAIRY","TWO","ZTL","2016/11/10","Y","GAIRY2.GAIRY","SID","ATL"
"2026/01/22","GALENA","EIGHT","ZAN","2023/08/10","N","GLEEN8.GLEEN","SID","FAI"
"2026/01/22","GANBO","ONE","ZSU","2009/08/27","Y","GANBO1.GANBO","SID","SJU"
"2026/01/22","GANDY","EIGHT","ZMA","2019/01/03","Y","GANDY8.GANDY","SID","TPA"
"2026/01/22","GAP","SEVEN","ZOA","2016/09/15","N","GAPP7.GAP","SID","SFO"
"2026/01/22","GARDY","FOUR","ZLA","2020/09/10","Y","GARDY4.GARDY","SID","LAX"
"2026/01/22","GARLAND","SIX","ZFW","2025/04/17","N","GARL6.TTT","SID","50F ADS AFW CPT DAL DFW DTO F41 F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA"
"2026/01/22","GARLK","ONE","ZOA","2018/09/13","Y","GARLK1.GARLK","SID","WVI"
"2026/01/22","GATEWAY","ONE","ZKC","2018/11/08","N","GATWY1.TWILA","SID","ALN BLV CPS STL SUS"
"2026/01/22","GAUCH","THREE","ZLA","2024/12/26","Y","GAUCH3.GAUCH","SID","SBA"
"2026/01/22","GDOGG","FOUR","ZME","2025/11/27","Y","GDOGG4.GDOGG","SID","BNA"
"2026/01/22","GENEH","SEVEN","ZME","2020/12/31","Y","GENEH7.GENEH","SID","MEM"
"2026/01/22","GEORGETOWN","ONE","ZDC","2016/11/10","N","GED1.ATR","SID","GED"
"2026/01/22","GEYSER","SIX","ZLC","2021/12/02","N","GEYSR6.DNW","OBSTACLE","JAC"
"2026/01/22","GIDGT","THREE","ZLA","2025/08/07","Y","GIDGT3.GIDGT","SID","LAS"
"2026/01/22","GIFFA","ONE","ZHU","2021/10/07","N","GIFFA1.GIFFA","SID","AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME"
"2026/01/22","GIPLE","SEVEN","ZID","2024/03/21","Y","GIPLE7.GIPLE","SID","CVG"
"2026/01/22","GLADA","THREE","ZSU","2015/12/10","Y","GLADA3.GLADA","SID","SJU"
"2026/01/22","GLADZ","FOUR","ZMA","2024/10/31","Y","GLADZ4.GLADZ","SID","FLL MIA OPF"
"2026/01/22","GLARA","TWO","ZSE","2017/04/27","Y","GLARA2.GLARA","SID","UAO"
"2026/01/22","GLAZY","ONE","ZLA","2023/02/23","Y","GLAZY1.GLAZY","SID","MHV"
"2026/01/22","GLDMN","EIGHT","ZNY","2022/12/29","Y","GLDMN8.GLDMN","SID","LGA"
"2026/01/22","GLENDALE","ONE","ZAB","2014/11/13","N","NOT ASSIGNED","SID","GEU"
"2026/01/22","GMBUD","SEVEN","ZME","2020/12/31","Y","GMBUD7.GMBUD","SID","MEM"
"2026/01/22","GNNET","TWO","ZSE","2017/04/27","Y","GNNET2.GNNET","SID","UAO"
"2026/01/22","GNNRR","THREE","ZOA","2022/12/29","Y","GNNRR3.GNNRR","SID","SFO"
"2026/01/22","GOETZ","SEVEN","ZME","2020/12/31","Y","GOETZ7.GOETZ","SID","MEM"
"2026/01/22","GOODYEAR","TWO","ZAB","2016/07/21","N","NOT ASSIGNED","SID","GYR"
"2026/01/22","GORMAN","SEVEN","ZLA","2017/08/17","N","GMN7.GMN","SID","LAX"
"2026/01/22","GOSIP","ONE","ZDV","2013/03/07","Y","GOSIP1.GOSIP","OBSTACLE","4V1"
"2026/01/22","GOWEN","FOUR","ZLC","2017/12/07","N","GOWEN4.BOI","OBSTACLE","BOI"
"2026/01/22","GRABE","EIGHT","ZFW","2018/03/29","Y","GRABE8.GRABE","SID","DFW"
"2026/01/22","GRAND","FOUR","ZLA","2017/04/27","N","GRAND4.BISOP","OBSTACLE","GCN"
"2026/01/22","GRAND JUNCTION","NINE","ZDV","2025/02/20","N","JNC9.JNC","SID","GJT"
"2026/01/22","GRAND MESA","TWO","ZDV","2024/05/16","N","GRAND2.GRAND","SID","GJT"
"2026/01/22","GROMO","FOUR","ZSE","2016/11/10","N","GROMO4.GROMO","SID","YKM"
"2026/01/22","GRRIZ","FIVE","ZME","2020/12/31","Y","GRRIZ5.GRRIZ","SID","MEM"
"2026/01/22","GRZLY","FOUR","ZLC","2025/02/20","N","GRZLY4.MSO","OBSTACLE","MSO"
"2026/01/22","GRZZZ","FOUR","ZAB","2021/12/02","Y","GRZZZ4.GRZZZ","SID","ABQ"
"2026/01/22","GTGON","ONE","ZID","2024/07/11","Y","GTGON1.GTGON","SID","SDF"
"2026/01/22","GTLKE","FIVE","ZOB","2025/11/27","Y","GTLKE5.GTLKE","SID","BKL CGF CLE LNN LPR"
"2026/01/22","GULKANA","TWO","ZAN","2026/01/22","Y","GKN2.GKN","SID","6K8"
"2026/01/22","GUMBY","THREE","ZHU","2015/12/10","Y","GUMBY3.GUMBY","SID","IAH"
"2026/01/22","GUSTAVUS","TWO","ZAN","2021/10/07","N","GSTVS2.SSR","OBSTACLE","GST"
"2026/01/22","GWAVA","TWO","ZMA","2022/05/19","Y","GWAVA2.GWAVA","SID","MIA"
"2026/01/22","GYPSUM","SIX","ZDV","2018/07/19","N","GYPSM6.RLG","SID","EGE"
"2026/01/22","HAALO","THREE","ZTL","2022/05/19","Y","HAALO3.HAALO","SID","ATL"
"2026/01/22","HABUT","FOUR","ZLA","2003/09/04","N","HABUT4.GVO","SID","SBA"
"2026/01/22","HAGOL","FIVE","ZID","2024/03/21","Y","HAGOL5.HAGOL","SID","CVG"
"2026/01/22","HAMAR","TWO","ZSU","2015/12/10","Y","HAMAR2.HAMAR","SID","SJU"
"2026/01/22","HAMET","THREE","ZLC","2015/08/20","Y","HAMET3.HAMET","OBSTACLE","RIF"
"2026/01/22","HAMEY","TWO","ZLC","2021/10/07","Y","HAMEY2.HAMEY","OBSTACLE","HRF"
"2026/01/22","HAMILTON","NINE","ZSU","2022/03/24","N","HMLTN9.HMLTN","SID","STX"
"2026/01/22","HANIM","TWO","ZLC","2016/07/21","Y","HANIM2.HANIM","SID","7S0"
"2026/01/22","HANSCOM","FIVE","ZBW","2022/12/29","N","HNSCM5.BED","SID","BED"
"2026/01/22","HAPAI","THREE","ZHN","2014/05/29","N","HAPAI3.HAPAI","SID","MKK"
"2026/01/22","HAROB","SIX","ZSE","2017/10/12","Y","HAROB6.HAROB","SID","SEA"
"2026/01/22","HARYS","FIVE","ZLA","2025/02/20","Y","HARYS5.HARYS","SID","VNY"
"2026/01/22","HASSL","TWO","ZLC","2025/06/12","Y","HASSL2.HASSL","OBSTACLE","1L7"
"2026/01/22","HAWWC","THREE","ZLA","2018/07/19","Y","HAWWC3.HAWWC","SID","FUL LGB SLI SNA TOA"
"2026/01/22","HAYDEN","FOUR","ZSE","2016/07/21","N","NOT ASSIGNED","SID","SFF"
"2026/01/22","HAYEZ","NINE","ZLA","2020/09/10","Y","HAYEZ9.HAYEZ","SID","VNY"
"2026/01/22","HEALY","TWO","ZAN","2022/12/29","Y","HEALY2.EVIEE","OBSTACLE","HRR"
"2026/01/22","HELENA","FIVE","ZLC","2023/02/23","N","HLN5.HLN","SID","HLN"
"2026/01/22","HEMRO","ONE","ZAN","2025/10/02","Y","HEMRO1.HEMRO","OBSTACLE","MHM"
"2026/01/22","HENCE","ONE","ZOA","2024/08/08","N","HENCE1.HENCE","OBSTACLE","RHV"
"2026/01/22","HENRY","FOUR","ZDC","2025/08/07","N","HENRY4.PHF","SID","PHF"
"2026/01/22","HESTIN","SIX","ZMP","2022/12/29","Y","HSTIN6.HSTIN","SID","MSP"
"2026/01/22","HHERO","THREE","ZLA","2018/07/19","Y","HHERO3.HHERO","SID","SNA"
"2026/01/22","HHOTH","TWO","ZDV","2020/09/10","Y","HHOTH2.HHOTH","SID","DEN"
"2026/01/22","HHOWE","FOUR","ZOB","2024/05/16","Y","HHOWE4.HHOWE","SID","ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP"
"2026/01/22","HIAKA","ONE","ZHN","2019/06/20","Y","HIAKA1.HIAKA","SID","OGG"
"2026/01/22","HICKORY","ONE","ZTL","2025/02/20","N","HKY1.HKY","SID","HKY"
"2026/01/22","HIDEY","ONE","ZID","2024/07/11","Y","HIDEY1.HIDEY","SID","SDF"
"2026/01/22","HIGHFILL","NINE","ZME","2023/04/20","N","HIFIL9.RZC","SID","XNA"
"2026/01/22","HIICH","TWO","ZDC","2016/03/31","Y","HIICH2.HIICH","SID","HEF"
"2026/01/22","HIMKI","ONE","ZAP","2010/07/29","Y","HIMKI1.HIMKI","OBSTACLE","AKA"
"2026/01/22","HIVKA","TWO","ZLA","2016/03/31","Y","HIVKA2.HIVKA","SID","SGU"
"2026/01/22","HOBBY","TWO","ZSE","2019/01/03","N","77S2.EUG","OBSTACLE","77S"
"2026/01/22","HOBOW","THREE","ZLA","2020/09/10","Y","HOBOW3.HOBOW","SID","SNA"
"2026/01/22","HOCUT","FIVE","ZSE","2017/10/12","N","HOCUT5.HOCUT","SID","ACV"
"2026/01/22","HOLND","ONE","ZDC","2025/10/02","Y","HOLND1.HOLND","SID","ORF"
"2026/01/22","HOLYOKE","FOUR","ZDV","2016/07/21","Y","HOLYO4.NACIK","SID","HEQ"
"2026/01/22","HOMAN","THREE","ZOA","2020/05/21","N","HOMAN3.HOMAN","SID","RDD"
"2026/01/22","HOMME","ONE","ZDV","2017/10/12","Y","HOMME1.HOMME","OBSTACLE","RCV"
"2026/01/22","HONOLULU","TWO","ZHN","2018/11/08","N","HNL2.HNL","OBSTACLE","HNL"
"2026/01/22","HOODO","SEVEN","ZHU","2021/10/07","Y","HOODO7.HOODO","SID","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/01/22","HOOKS","TWO","ZOA","2016/09/15","N","HOOKS2.HOOKS","SID","NUQ"
"2026/01/22","HOOKZ","FIVE","ZDC","2021/12/02","Y","HOOKZ5.HOOKZ","SID","RDU"
"2026/01/22","HOOSIER","FIVE","ZID","2018/02/01","N","OOM5.OOM","SID","EYE GEZ HFY IND MQJ TYQ UMP"
"2026/01/22","HOOVER","EIGHT","ZLA","2022/09/08","N","HOOVR8.LAS","SID","LAS"
"2026/01/22","HOPEA","THREE","ZNY","2015/06/25","Y","HOPEA3.HOPEA","SID","LGA"
"2026/01/22","HOPRZ","ONE","ZTL","2025/11/27","Y","HOPRZ1.HOPRZ","SID","GSO INT"
"2026/01/22","HORTO","FOUR","ZDC","2020/12/31","Y","HORTO4.HORTO","SID","DCA"
"2026/01/22","HOT SPRINGS","TWO","ZDV","2016/07/21","N","HSR2.HSR","SID","HSR"
"2026/01/22","HOTRD","FIVE","ZME","2020/12/31","Y","HOTRD5.HOTRD","SID","MEM"
"2026/01/22","HRMNS","SIX","ZSE","2024/10/31","Y","HRMNS6.HRMNS","SID","PDX"
"2026/01/22","HROCK","TWO","ZMA","2023/04/20","Y","HROCK2.HROCK","SID","FLL FXE PMP"
"2026/01/22","HRPER","THREE","ZFW","2016/02/04","Y","HRPER3.HRPER","SID","DFW"
"2026/01/22","HSKEL","THREE","ZBW","2018/09/13","Y","HSKEL3.HSKEL","SID","PWM"
"2026/01/22","HUDAD","TWO","ZFW","2016/02/04","Y","HUDAD2.HUDAD","SID","DFW"
"2026/01/22","HUDSN (COPTER)","ONE","ZNY","2025/02/20","Y","HUDSN1.YOMAN","SID","6N5 JRA JRB"
"2026/01/22","HUGHES","ONE","ZAN","2021/12/02","Y","HUGHE1.MOGFO","OBSTACLE","HUS"
"2026/01/22","HUNTSVILLE","FOUR","ZME","2018/02/01","N","HSV4.HSV","SID","HSV"
"2026/01/22","HURCN","FOUR","ZMA","2024/03/21","Y","HURCN4.HURCN","SID","HST MIA OPF TMB X51"
"2026/01/22","HURIC","FOUR","ZDC","2021/02/25","Y","HURIC4.HURIC","SID","RDU"
"2026/01/22","HURTT","FIVE","ZDC","2024/10/31","Y","HURTT5.HURTT","SID","LYH"
"2026/01/22","HUSIL","THREE","ZMA","2022/05/19","Y","HUSIL3.HUSIL","SID","OPF"
"2026/01/22","HUSSH","TWO","ZOA","2015/06/25","Y","HUSSH2.HUSSH","SID","OAK"
"2026/01/22","HWRRD","ONE","ZLA","2025/06/12","Y","HWRRD1.HWRRD","SID","PSP"
"2026/01/22","HYLND","SEVEN","ZBW","2023/11/30","Y","HYLND7.HYLND","SID","BOS"
"2026/01/22","ICONS","FIVE","ZTL","2024/03/21","Y","ICONS5.ICONS","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2026/01/22","IDAHO FALLS","THREE","ZLC","2013/08/22","Y","IDA3.IDA","SID","U02"
"2026/01/22","IKONE","ONE","ZLA","2025/06/12","Y","IKONE1.IKONE","SID","PSP"
"2026/01/22","ILEXY","FOUR","ZHU","2023/06/15","Y","ILEXY4.ILEXY","SID","3R9 AUS EDC GTU HYI RYW T74"
"2026/01/22","INDIE","EIGHT","ZHU","2021/10/07","Y","INDIE8.INDIE","SID","54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/01/22","INDY","THREE","ZID","2025/06/12","N","INDY3.VHP","SID","IND"
"2026/01/22","INOTY","ONE","ZAP","2010/07/29","Y","INOTY1.INOTY","OBSTACLE","AKA"
"2026/01/22","INYOKERN","TWO","ZLA","2016/09/15","N","IYK2.LHS","SID","IYK"
"2026/01/22","IRVINE","FIVE","ZLA","2019/02/28","N","IRV5.IRV","SID","SNA"
"2026/01/22","ISBRG","ONE","ZSE","2018/07/19","Y","ISBRG1.ISBRG","SID","SEA"
"2026/01/22","ITAWU","TWO","ZAN","2020/09/10","Y","ITAWU2.ITAWU","OBSTACLE","PTH"
"2026/01/22","IYEFF","ONE","ZLC","2025/11/27","Y","IYEFF1.IYEFF","SID","IDA"
"2026/01/22","IZTIR","TWO","ZAB","2008/04/10","Y","IZTIR2.IZTIR","OBSTACLE","P13"
"2026/01/22","IZZZO","EIGHT","ZAB","2024/01/25","Y","IZZZO8.IZZZO","SID","CHD DVT GEU GYR IWA SDL"
"2026/01/22","JAAWS","TWO","ZSU","2020/03/26","N","JAAWS2.JAAWS","SID","SJU"
"2026/01/22","JACCC","TWO","ZTL","2016/11/10","Y","JACCC2.JACCC","SID","ATL"
"2026/01/22","JACKSON","ONE","ZSE","2017/01/05","N","JKSN1.OED","SID","MFR"
"2026/01/22","JACKSONVILLE","SEVEN","ZJX","2020/01/30","N","JAX7.JAX","SID","JAX"
