"EFF_DATE","ORIGIN_ID","DSTN_ID","PFR_TYPE_CODE","ROUTE_NO","SEGMENT_SEQ","SEG_VALUE","SEG_TYPE","STATE_CODE","COUNTRY_CODE","ICAO_REGION_CODE","NAV_TYPE","NEXT_SEG"
"2026/01/22","DCA","MEM","H",1,20,"FAREV","FIX","KY","US","K5","","RAMRD"
"2026/01/22","DCA","MEM","H",1,25,"RAMRD","FIX","KY","US","K5","","BLUZZ5"
"2026/01/22","DCA","MEM","H",1,30,"BLUZZ5","STAR","","","","",""
"2026/01/22","DCA","MGM","H",1,5,"SCRAM6","DP","","","","","GLANC"
"2026/01/22","DCA","MGM","H",1,10,"GLANC","FIX","VA","US","K6","","COLZI"
"2026/01/22","DCA","MGM","H",1,15,"COLZI","FIX","NC","US","K7","","Q52"
"2026/01/22","DCA","MGM","H",1,20,"Q52","AIRWAY","","","","","CHOPZ"
"2026/01/22","DCA","MGM","H",1,25,"CHOPZ","FIX","GA","US","K7","","MGMRY"
"2026/01/22","DCA","MGM","H",1,30,"MGMRY","FIX","AL","US","K7","",""
"2026/01/22","DCA","MHT","H",1,5,"SOOKI6","DP","","","","","SWANN"
"2026/01/22","DCA","MHT","H",1,10,"SWANN","FIX","MD","US","K6","","BROSS"
"2026/01/22","DCA","MHT","H",1,15,"BROSS","FIX","MD","US","K6","","Q419"
"2026/01/22","DCA","MHT","H",1,20,"Q419","AIRWAY","","","","","RBV"
"2026/01/22","DCA","MHT","H",1,25,"RBV","NAVAID","NJ","US","","VORTAC","Q22"
"2026/01/22","DCA","MHT","H",1,30,"Q22","AIRWAY","","","","","LLUND"
"2026/01/22","DCA","MHT","H",1,35,"LLUND","FIX","NY","US","K6","","SMYTH"
"2026/01/22","DCA","MHT","H",1,40,"SMYTH","FIX","NY","US","K6","","ROZZE2"
"2026/01/22","DCA","MHT","H",1,45,"ROZZE2","STAR","","","","",""
"2026/01/22","DCA","MIA","H",2,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","MIA","H",2,10,"SCOOB","FIX","VA","US","K6","","PAACK"
"2026/01/22","DCA","MIA","H",2,15,"PAACK","FIX","NC","US","K7","","Q97"
"2026/01/22","DCA","MIA","H",2,20,"Q97","AIRWAY","","","","","DEBRL"
"2026/01/22","DCA","MIA","H",2,25,"DEBRL","FIX","FL","US","K7","","CSTAL3"
"2026/01/22","DCA","MIA","H",2,30,"CSTAL3","STAR","","","","",""
"2026/01/22","DCA","MIA","H",4,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","MIA","H",4,10,"SCOOB","FIX","VA","US","K6","","EARZZ"
"2026/01/22","DCA","MIA","H",4,15,"EARZZ","FIX","NC","US","K7","","SKARP"
"2026/01/22","DCA","MIA","H",4,20,"SKARP","FIX","NC","US","K7","","Y313"
"2026/01/22","DCA","MIA","H",4,25,"Y313","AIRWAY","","","","","HOAGG"
"2026/01/22","DCA","MIA","H",4,30,"HOAGG","FIX","OA","US","K","","BNFSH3"
"2026/01/22","DCA","MIA","H",4,35,"BNFSH3","STAR","","","","",""
"2026/01/22","DCA","MKE","H",1,5,"HORTO4","DP","","","","","BUFFR"
"2026/01/22","DCA","MKE","H",1,10,"BUFFR","FIX","MD","US","K6","","Q178"
"2026/01/22","DCA","MKE","H",1,15,"Q178","AIRWAY","","","","","DJB"
"2026/01/22","DCA","MKE","H",1,20,"DJB","NAVAID","OH","US","","VOR/DME","J34"
"2026/01/22","DCA","MKE","H",1,25,"J34","AIRWAY","","","","","CRL"
"2026/01/22","DCA","MKE","H",1,30,"CRL","NAVAID","MI","US","","VOR/DME","PEGEE"
"2026/01/22","DCA","MKE","H",1,35,"PEGEE","FIX","MI","US","K5","","GETCH"
"2026/01/22","DCA","MKE","H",1,40,"GETCH","FIX","MI","US","K5","","LYSTR"
"2026/01/22","DCA","MKE","H",1,45,"LYSTR","FIX","MI","US","K5","","SUDDS"
"2026/01/22","DCA","MKE","H",1,50,"SUDDS","FIX","WI","US","K5","",""
"2026/01/22","DCA","MOB","H",1,5,"SCRAM6","DP","","","","","GLANC"
"2026/01/22","DCA","MOB","H",1,10,"GLANC","FIX","VA","US","K6","","COLZI"
"2026/01/22","DCA","MOB","H",1,15,"COLZI","FIX","NC","US","K7","","Q52"
"2026/01/22","DCA","MOB","H",1,20,"Q52","AIRWAY","","","","","CHOPZ"
"2026/01/22","DCA","MOB","H",1,25,"CHOPZ","FIX","GA","US","K7","","MGMRY"
"2026/01/22","DCA","MOB","H",1,30,"MGMRY","FIX","AL","US","K7","","SJI"
"2026/01/22","DCA","MOB","H",1,35,"SJI","NAVAID","AL","US","","VORTAC",""
"2026/01/22","DCA","MSN","H",1,5,"HORTO4","DP","","","","","BUFFR"
"2026/01/22","DCA","MSN","H",1,10,"BUFFR","FIX","MD","US","K6","","Q178"
"2026/01/22","DCA","MSN","H",1,15,"Q178","AIRWAY","","","","","DJB"
"2026/01/22","DCA","MSN","H",1,20,"DJB","NAVAID","OH","US","","VOR/DME","J34"
"2026/01/22","DCA","MSN","H",1,25,"J34","AIRWAY","","","","","BAE"
"2026/01/22","DCA","MSN","H",1,30,"BAE","NAVAID","WI","US","","VOR/DME",""
"2026/01/22","DCA","MSP","H",1,5,"HORTO4","DP","","","","","BUFFR"
"2026/01/22","DCA","MSP","H",1,10,"BUFFR","FIX","MD","US","K6","","Q178"
"2026/01/22","DCA","MSP","H",1,15,"Q178","AIRWAY","","","","","DJB"
"2026/01/22","DCA","MSP","H",1,20,"DJB","NAVAID","OH","US","","VOR/DME","J34"
"2026/01/22","DCA","MSP","H",1,25,"J34","AIRWAY","","","","","VIO"
"2026/01/22","DCA","MSP","H",1,30,"VIO","NAVAID","MI","US","","VOR/DME","KAMMA"
"2026/01/22","DCA","MSP","H",1,35,"KAMMA","FIX","WI","US","K5","","KKILR3"
"2026/01/22","DCA","MSP","H",1,40,"KKILR3","STAR","","","","",""
"2026/01/22","DCA","MSY","H",1,5,"CLTCH3","DP","","","","","MAULS"
"2026/01/22","DCA","MSY","H",1,10,"MAULS","FIX","VA","US","K6","","Q40"
"2026/01/22","DCA","MSY","H",1,15,"Q40","AIRWAY","","","","","NIOLA"
"2026/01/22","DCA","MSY","H",1,20,"NIOLA","FIX","GA","US","K7","","MERDN"
"2026/01/22","DCA","MSY","H",1,25,"MERDN","FIX","MS","US","K7","","TRSSH1"
"2026/01/22","DCA","MSY","H",1,30,"TRSSH1","STAR","","","","",""
"2026/01/22","DCA","MTP","L",1,5,"DOCTR5","DP","","","","","AGARD"
"2026/01/22","DCA","MTP","L",1,10,"AGARD","FIX","MD","US","K6","","WNSTN"
"2026/01/22","DCA","MTP","L",1,15,"WNSTN","FIX","NJ","US","K6","","T320"
"2026/01/22","DCA","MTP","L",1,20,"T320","AIRWAY","","","","","ORCHA"
"2026/01/22","DCA","MTP","L",1,25,"ORCHA","FIX","NY","US","K6","",""
"2026/01/22","DCA","MVY","H",3,5,"SOOKI6","DP","","","","","SWANN"
"2026/01/22","DCA","MVY","H",3,10,"SWANN","FIX","MD","US","K6","","BROSS"
"2026/01/22","DCA","MVY","H",3,15,"BROSS","FIX","MD","US","K6","","Q419"
"2026/01/22","DCA","MVY","H",3,20,"Q419","AIRWAY","","","","","RBV"
"2026/01/22","DCA","MVY","H",3,25,"RBV","NAVAID","NJ","US","","VORTAC","Q430"
"2026/01/22","DCA","MVY","H",3,30,"Q430","AIRWAY","","","","","FLAPE"
"2026/01/22","DCA","MVY","H",3,35,"FLAPE","FIX","MA","US","K6","",""
"2026/01/22","DCA","MVY","L",1,5,"PALEO","FIX","MD","US","K6","","AGARD"
"2026/01/22","DCA","MVY","L",1,10,"AGARD","FIX","MD","US","K6","","T287"
"2026/01/22","DCA","MVY","L",1,15,"T287","AIRWAY","","","","","WNSTN"
"2026/01/22","DCA","MVY","L",1,20,"WNSTN","FIX","NJ","US","K6","","T320"
"2026/01/22","DCA","MVY","L",1,25,"T320","AIRWAY","","","","","ORCHA"
"2026/01/22","DCA","MVY","L",1,30,"ORCHA","FIX","NY","US","K6","","T705"
"2026/01/22","DCA","MVY","L",1,35,"T705","AIRWAY","","","","","FLAPE"
"2026/01/22","DCA","MVY","L",1,40,"FLAPE","FIX","MA","US","K6","",""
"2026/01/22","DCA","MVY","L",2,5,"PALEO","FIX","MD","US","K6","","V312"
"2026/01/22","DCA","MVY","L",2,10,"V312","AIRWAY","","","","","GOLDA"
"2026/01/22","DCA","MVY","L",2,15,"GOLDA","FIX","MD","US","K6","","T358"
"2026/01/22","DCA","MVY","L",2,20,"T358","AIRWAY","","","","","ENO"
"2026/01/22","DCA","MVY","L",2,25,"ENO","NAVAID","DE","US","","VORTAC","T224"
"2026/01/22","DCA","MVY","L",2,30,"T224","AIRWAY","","","","","JFK"
"2026/01/22","DCA","MVY","L",2,35,"JFK","NAVAID","NY","US","","VOR/DME","T315"
"2026/01/22","DCA","MVY","L",2,40,"T315","AIRWAY","","","","","EEGOR"
"2026/01/22","DCA","MVY","L",2,45,"EEGOR","FIX","CT","US","K6","","MAD"
"2026/01/22","DCA","MVY","L",2,50,"MAD","NAVAID","CT","US","","VOR/DME","CARLD"
"2026/01/22","DCA","MVY","L",2,55,"CARLD","FIX","CT","US","K6","","V188"
"2026/01/22","DCA","MVY","L",2,60,"V188","AIRWAY","","","","","GON"
"2026/01/22","DCA","MVY","L",2,65,"GON","NAVAID","CT","US","","VOR/DME","V374"
"2026/01/22","DCA","MVY","L",2,70,"V374","AIRWAY","","","","","MVY"
"2026/01/22","DCA","MVY","L",2,75,"MVY","NAVAID","MA","US","","VOR/DME",""
"2026/01/22","DCA","MVY","L",3,5,"PALEO","FIX","MD","US","K6","","V312"
"2026/01/22","DCA","MVY","L",3,10,"V312","AIRWAY","","","","","GOLDA"
"2026/01/22","DCA","MVY","L",3,15,"GOLDA","FIX","MD","US","K6","","T358"
"2026/01/22","DCA","MVY","L",3,20,"T358","AIRWAY","","","","","AVALO"
"2026/01/22","DCA","MVY","L",3,25,"AVALO","FIX","NJ","US","K6","","T320"
"2026/01/22","DCA","MVY","L",3,30,"T320","AIRWAY","","","","","ORCHA"
"2026/01/22","DCA","MVY","L",3,35,"ORCHA","FIX","NY","US","K6","","T705"
"2026/01/22","DCA","MVY","L",3,40,"T705","AIRWAY","","","","","FLAPE"
"2026/01/22","DCA","MVY","L",3,45,"FLAPE","FIX","MA","US","K6","",""
"2026/01/22","DCA","MVY","L",4,5,"PALEO","FIX","MD","US","K6","","V312"
"2026/01/22","DCA","MVY","L",4,10,"V312","AIRWAY","","","","","GOLDA"
"2026/01/22","DCA","MVY","L",4,15,"GOLDA","FIX","MD","US","K6","","T358"
"2026/01/22","DCA","MVY","L",4,20,"T358","AIRWAY","","","","","LEEAH"
"2026/01/22","DCA","MVY","L",4,25,"LEEAH","FIX","NJ","US","K6","","T303"
"2026/01/22","DCA","MVY","L",4,30,"T303","AIRWAY","","","","","JFK"
"2026/01/22","DCA","MVY","L",4,35,"JFK","NAVAID","NY","US","","VOR/DME","T315"
"2026/01/22","DCA","MVY","L",4,40,"T315","AIRWAY","","","","","EEGOR"
"2026/01/22","DCA","MVY","L",4,45,"EEGOR","FIX","CT","US","K6","","MAD"
"2026/01/22","DCA","MVY","L",4,50,"MAD","NAVAID","CT","US","","VOR/DME","CARLD"
"2026/01/22","DCA","MVY","L",4,55,"CARLD","FIX","CT","US","K6","","V188"
"2026/01/22","DCA","MVY","L",4,60,"V188","AIRWAY","","","","","GON"
"2026/01/22","DCA","MVY","L",4,65,"GON","NAVAID","CT","US","","VOR/DME","V374"
"2026/01/22","DCA","MVY","L",4,70,"V374","AIRWAY","","","","","MVY"
"2026/01/22","DCA","MVY","L",4,75,"MVY","NAVAID","MA","US","","VOR/DME",""
"2026/01/22","DCA","MYR","H",1,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","MYR","H",1,10,"SCOOB","FIX","VA","US","K6","","PAACK"
"2026/01/22","DCA","MYR","H",1,15,"PAACK","FIX","NC","US","K7","","WYLMS"
"2026/01/22","DCA","MYR","H",1,20,"WYLMS","FIX","NC","US","K7","",""
"2026/01/22","DCA","OGS","H",1,5,"HORTO4","DP","","","","","JERES"
"2026/01/22","DCA","OGS","H",1,10,"JERES","FIX","MD","US","K6","","Q227"
"2026/01/22","DCA","OGS","H",1,15,"Q227","AIRWAY","","","","","STUBN"
"2026/01/22","DCA","OGS","H",1,20,"STUBN","FIX","NY","US","K6","","SYR"
"2026/01/22","DCA","OGS","H",1,25,"SYR","NAVAID","NY","US","","VORTAC","ART"
"2026/01/22","DCA","OGS","H",1,30,"ART","NAVAID","NY","US","","VORTAC",""
"2026/01/22","DCA","OKC","H",1,5,"REBLL5","DP","","","","","OTTTO"
"2026/01/22","DCA","OKC","H",1,10,"OTTTO","FIX","VA","US","K6","","Q68"
"2026/01/22","DCA","OKC","H",1,15,"Q68","AIRWAY","","","","","HVQ"
"2026/01/22","DCA","OKC","H",1,20,"HVQ","NAVAID","WV","US","","VOR/DME","J78"
"2026/01/22","DCA","OKC","H",1,25,"J78","AIRWAY","","","","","FAM"
"2026/01/22","DCA","OKC","H",1,30,"FAM","NAVAID","MO","US","","VORTAC","SGF"
"2026/01/22","DCA","OKC","H",1,35,"SGF","NAVAID","MO","US","","VORTAC","DRLER"
"2026/01/22","DCA","OKC","H",1,40,"DRLER","FIX","OK","US","K4","","MURAH3"
"2026/01/22","DCA","OKC","H",1,45,"MURAH3","STAR","","","","",""
"2026/01/22","DCA","OMA","H",1,5,"WYNGS5","DP","","","","","RAMAY"
"2026/01/22","DCA","OMA","H",1,10,"RAMAY","FIX","VA","US","K6","","Q72"
"2026/01/22","DCA","OMA","H",1,15,"Q72","AIRWAY","","","","","HACKS"
"2026/01/22","DCA","OMA","H",1,20,"HACKS","FIX","WV","US","K6","","J149"
"2026/01/22","DCA","OMA","H",1,25,"J149","AIRWAY","","","","","EMPTY"
"2026/01/22","DCA","OMA","H",1,30,"EMPTY","FIX","OH","US","K5","","J80"
"2026/01/22","DCA","OMA","H",1,35,"J80","AIRWAY","","","","","SPI"
"2026/01/22","DCA","OMA","H",1,40,"SPI","NAVAID","IL","US","","VORTAC","IRK"
"2026/01/22","DCA","OMA","H",1,45,"IRK","NAVAID","MO","US","","VORTAC","LMN"
"2026/01/22","DCA","OMA","H",1,50,"LMN","NAVAID","IA","US","","VOR/DME","MARWI4"
"2026/01/22","DCA","OMA","H",1,55,"MARWI4","STAR","","","","",""
"2026/01/22","DCA","OPF","H",1,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","OPF","H",1,10,"SCOOB","FIX","VA","US","K6","","PAACK"
"2026/01/22","DCA","OPF","H",1,15,"PAACK","FIX","NC","US","K7","","Q97"
"2026/01/22","DCA","OPF","H",1,20,"Q97","AIRWAY","","","","","PRMUS"
"2026/01/22","DCA","OPF","H",1,25,"PRMUS","FIX","FL","US","K7","","CUUDA3"
"2026/01/22","DCA","OPF","H",1,30,"CUUDA3","STAR","","","","",""
"2026/01/22","DCA","OPF","H",2,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","OPF","H",2,10,"SCOOB","FIX","VA","US","K6","","EARZZ"
"2026/01/22","DCA","OPF","H",2,15,"EARZZ","FIX","NC","US","K7","","CHIEZ"
"2026/01/22","DCA","OPF","H",2,20,"CHIEZ","FIX","NC","US","K7","","Y291"
"2026/01/22","DCA","OPF","H",2,25,"Y291","AIRWAY","","","","","MAJIK"
"2026/01/22","DCA","OPF","H",2,30,"MAJIK","FIX","OA","US","K","","CUUDA3"
"2026/01/22","DCA","OPF","H",2,35,"CUUDA3","STAR","","","","",""
"2026/01/22","DCA","ORD","H",1,5,"WYNGS5","DP","","","","","RAMAY"
"2026/01/22","DCA","ORD","H",1,10,"RAMAY","FIX","VA","US","K6","","Q72"
"2026/01/22","DCA","ORD","H",1,15,"Q72","AIRWAY","","","","","HACKS"
"2026/01/22","DCA","ORD","H",1,20,"HACKS","FIX","WV","US","K6","","J149"
"2026/01/22","DCA","ORD","H",1,25,"J149","AIRWAY","","","","","ROD"
"2026/01/22","DCA","ORD","H",1,30,"ROD","NAVAID","OH","US","","VORTAC","WATSN4"
"2026/01/22","DCA","ORD","H",1,35,"WATSN4","STAR","","","","",""
"2026/01/22","DCA","ORF","L",1,5,"AMEEE1","DP","","","","","COLIN"
"2026/01/22","DCA","ORF","L",1,10,"COLIN","FIX","VA","US","K6","","OUTLA1"
"2026/01/22","DCA","ORF","L",1,15,"OUTLA1","STAR","","","","",""
"2026/01/22","DCA","ORF","L",2,5,"WHINO","FIX","MD","US","K6","","COLIN"
"2026/01/22","DCA","ORF","L",2,10,"COLIN","FIX","VA","US","K6","","OUTLA1"
"2026/01/22","DCA","ORF","L",2,15,"OUTLA1","STAR","","","","",""
"2026/01/22","DCA","ORL","H",1,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","ORL","H",1,10,"SCOOB","FIX","VA","US","K6","","MOXXY"
"2026/01/22","DCA","ORL","H",1,15,"MOXXY","FIX","NC","US","K7","","Q85"
"2026/01/22","DCA","ORL","H",1,20,"Q85","AIRWAY","","","","","LPERD"
"2026/01/22","DCA","ORL","H",1,25,"LPERD","FIX","FL","US","K7","","TTHOR3"
"2026/01/22","DCA","ORL","H",1,30,"TTHOR3","STAR","","","","",""
"2026/01/22","DCA","OSU","H",1,5,"WYNGS5","DP","","","","","RAMAY"
"2026/01/22","DCA","OSU","H",1,10,"RAMAY","FIX","VA","US","K6","","Q72"
"2026/01/22","DCA","OSU","H",1,15,"Q72","AIRWAY","","","","","HACKS"
"2026/01/22","DCA","OSU","H",1,20,"HACKS","FIX","WV","US","K6","","SCRLT2"
"2026/01/22","DCA","OSU","H",1,25,"SCRLT2","STAR","","","","",""
"2026/01/22","DCA","OXC","H",1,5,"DOCTR5","DP","","","","","AGARD"
"2026/01/22","DCA","OXC","H",1,10,"AGARD","FIX","MD","US","K6","","DONIL"
"2026/01/22","DCA","OXC","H",1,15,"DONIL","FIX","DE","US","K6","","MAEVE"
"2026/01/22","DCA","OXC","H",1,20,"MAEVE","FIX","NJ","US","K6","","SARDI1"
"2026/01/22","DCA","OXC","H",1,25,"SARDI1","STAR","","","","",""
"2026/01/22","DCA","PBI","H",1,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","PBI","H",1,10,"SCOOB","FIX","VA","US","K6","","PAACK"
"2026/01/22","DCA","PBI","H",1,15,"PAACK","FIX","NC","US","K7","","Q97"
"2026/01/22","DCA","PBI","H",1,20,"Q97","AIRWAY","","","","","KENLL"
"2026/01/22","DCA","PBI","H",1,25,"KENLL","FIX","FL","US","K7","","CPTAN3"
"2026/01/22","DCA","PBI","H",1,30,"CPTAN3","STAR","","","","",""
"2026/01/22","DCA","PBI","H",3,5,"AMEEE1","DP","","","","","SCOOB"
"2026/01/22","DCA","PBI","H",3,10,"SCOOB","FIX","VA","US","K6","","EARZZ"
"2026/01/22","DCA","PBI","H",3,15,"EARZZ","FIX","NC","US","K7","","Q131"
"2026/01/22","DCA","PBI","H",3,20,"Q131","AIRWAY","","","","","WAALT"
"2026/01/22","DCA","PBI","H",3,25,"WAALT","FIX","NC","US","K7","","Y289"
"2026/01/22","DCA","PBI","H",3,30,"Y289","AIRWAY","","","","","DULEE"
"2026/01/22","DCA","PBI","H",3,35,"DULEE","FIX","OA","US","K","","CLMNT2"
"2026/01/22","DCA","PBI","H",3,40,"CLMNT2","STAR","","","","",""
"2026/01/22","DCA","PDK","H",1,5,"CLTCH3","DP","","","","","FLASK"
"2026/01/22","DCA","PDK","H",1,10,"FLASK","FIX","VA","US","K6","","VIEWS"
"2026/01/22","DCA","PDK","H",1,15,"VIEWS","FIX","NC","US","K7","","DEHAN3"
"2026/01/22","DCA","PDK","H",1,20,"DEHAN3","STAR","","","","",""
"2026/01/22","DCA","PDX","H",1,5,"HORTO4","DP","","","","","BUFFR"
"2026/01/22","DCA","PDX","H",1,10,"BUFFR","FIX","MD","US","K6","","Q178"
"2026/01/22","DCA","PDX","H",1,15,"Q178","AIRWAY","","","","","DJB"
"2026/01/22","DCA","PDX","H",1,20,"DJB","NAVAID","OH","US","","VOR/DME","J34"
"2026/01/22","DCA","PDX","H",1,25,"J34","AIRWAY","","","","","BIL"
"2026/01/22","DCA","PDX","H",1,30,"BIL","NAVAID","MT","US","","VORTAC","PDT"
"2026/01/22","DCA","PDX","H",1,35,"PDT","NAVAID","OR","US","","VORTAC","JKNOX"
"2026/01/22","DCA","PDX","H",1,40,"JKNOX","FIX","OR","US","K1","","HHOOD5"
"2026/01/22","DCA","PDX","H",1,45,"HHOOD5","STAR","","","","",""
"2026/01/22","DCA","PHL","L",1,5,"MITCH","FIX","MD","US","K6","","SWANN"
"2026/01/22","DCA","PHL","L",1,10,"SWANN","FIX","MD","US","K6","","T356"
"2026/01/22","DCA","PHL","L",1,15,"T356","AIRWAY","","","","","ODESA"
"2026/01/22","DCA","PHL","L",1,20,"ODESA","FIX","MD","US","K6","","DQO"
"2026/01/22","DCA","PHL","L",1,25,"DQO","NAVAID","DE","US","","VORTAC",""
"2026/01/22","DCA","PHL","L",2,5,"PALEO","FIX","MD","US","K6","","V170"
"2026/01/22","DCA","PHL","L",2,10,"V170","AIRWAY","","","","","DQO"
"2026/01/22","DCA","PHL","L",2,15,"DQO","NAVAID","DE","US","","VORTAC",""
"2026/01/22","DCA","PHL","L",3,5,"DOCTR5","DP","","","","","DOCTR"
"2026/01/22","DCA","PHL","L",3,10,"DOCTR","FIX","MD","US","K6","","DQO"
"2026/01/22","DCA","PHL","L",3,15,"DQO","NAVAID","DE","US","","VORTAC",""
"2026/01/22","DCA","PHL","TEC",1,5,"MITCH","FIX","MD","US","K6","","V123"
"2026/01/22","DCA","PHL","TEC",1,10,"V123","AIRWAY","","","","","SWANN"
"2026/01/22","DCA","PHL","TEC",1,15,"SWANN","FIX","MD","US","K6","","T356"
"2026/01/22","DCA","PHL","TEC",1,20,"T356","AIRWAY","","","","","ODESA"
"2026/01/22","DCA","PHL","TEC",1,25,"ODESA","FIX","MD","US","K6","","DQO"
"2026/01/22","DCA","PHL","TEC",1,30,"DQO","NAVAID","DE","US","","VORTAC",""
"2026/01/22","DCA","PHX","H",1,5,"REBLL5","DP","","","","","OTTTO"
"2026/01/22","DCA","PHX","H",1,10,"OTTTO","FIX","VA","US","K6","","Q176"
"2026/01/22","DCA","PHX","H",1,15,"Q176","AIRWAY","","","","","TOTOE"
"2026/01/22","DCA","PHX","H",1,20,"TOTOE","FIX","KS","US","K3","","FTI"
"2026/01/22","DCA","PHX","H",1,25,"FTI","NAVAID","NM","US","","VORTAC","BUKKO"
"2026/01/22","DCA","PHX","H",1,30,"BUKKO","FIX","NM","US","K2","","ZUN"
"2026/01/22","DCA","PHX","H",1,35,"ZUN","NAVAID","NM","US","","VORTAC","EAGUL6"
"2026/01/22","DCA","PHX","H",1,40,"EAGUL6","STAR","","","","",""
"2026/01/22","DCA","PIT","H",1,5,"HORTO4","DP","","","","","BUFFR"
"2026/01/22","DCA","PIT","H",1,10,"BUFFR","FIX","MD","US","K6","","Q178"
"2026/01/22","DCA","PIT","H",1,15,"Q178","AIRWAY","","","","","LEJOY"
"2026/01/22","DCA","PIT","H",1,20,"LEJOY","FIX","PA","US","K6","","DEMME5"
"2026/01/22","DCA","PIT","H",1,25,"DEMME5","STAR","","","","",""
"2026/01/22","DCA","PNS","H",1,5,"SCRAM6","DP","","","","","GLANC"
"2026/01/22","DCA","PNS","H",1,10,"GLANC","FIX","VA","US","K6","","COLZI"
"2026/01/22","DCA","PNS","H",1,15,"COLZI","FIX","NC","US","K7","","Q52"
"2026/01/22","DCA","PNS","H",1,20,"Q52","AIRWAY","","","","","CHOPZ"
"2026/01/22","DCA","PNS","H",1,25,"CHOPZ","FIX","GA","US","K7","","MGMRY"
"2026/01/22","DCA","PNS","H",1,30,"MGMRY","FIX","AL","US","K7","","CEW"
"2026/01/22","DCA","PNS","H",1,35,"CEW","NAVAID","FL","US","","VORTAC","PENSI"
"2026/01/22","DCA","PNS","H",1,40,"PENSI","FIX","FL","US","K7","",""
"2026/01/22","DCA","POU","H",1,5,"SOOKI6","DP","","","","","SWANN"
"2026/01/22","DCA","POU","H",1,10,"SWANN","FIX","MD","US","K6","","BROSS"
"2026/01/22","DCA","POU","H",1,15,"BROSS","FIX","MD","US","K6","","Q419"
"2026/01/22","DCA","POU","H",1,20,"Q419","AIRWAY","","","","","DPK"
"2026/01/22","DCA","POU","H",1,25,"DPK","NAVAID","NY","US","","VOR/DME","TRESA1"
"2026/01/22","DCA","POU","H",1,30,"TRESA1","STAR","","","","",""
"2026/01/22","DCA","POU","L",1,5,"KRANT","FIX","DC","US","K6","","V265"
"2026/01/22","DCA","POU","L",1,10,"V265","AIRWAY","","","","","EMI"
"2026/01/22","DCA","POU","L",1,15,"EMI","NAVAID","MD","US","","VORTAC","V457"
"2026/01/22","DCA","POU","L",1,20,"V457","AIRWAY","","","","","LRP"
"2026/01/22","DCA","POU","L",1,25,"LRP","NAVAID","PA","US","","VOR/DME","T295"
"2026/01/22","DCA","POU","L",1,30,"T295","AIRWAY","","","","","PRNCE"
"2026/01/22","DCA","POU","L",1,35,"PRNCE","FIX","NY","US","K6","","FILPS"
"2026/01/22","DCA","POU","L",1,40,"FILPS","FIX","NY","US","K6","",""
"2026/01/22","DCA","PVD","H",1,5,"SOOKI6","DP","","","","","SWANN"
"2026/01/22","DCA","PVD","H",1,10,"SWANN","FIX","MD","US","K6","","BROSS"
"2026/01/22","DCA","PVD","H",1,15,"BROSS","FIX","MD","US","K6","","Q419"
"2026/01/22","DCA","PVD","H",1,20,"Q419","AIRWAY","","","","","RBV"
"2026/01/22","DCA","PVD","H",1,25,"RBV","NAVAID","NJ","US","","VORTAC","Q430"
"2026/01/22","DCA","PVD","H",1,30,"Q430","AIRWAY","","","","","CREEL"
"2026/01/22","DCA","PVD","H",1,35,"CREEL","FIX","NY","US","K6","","ORCHA"
"2026/01/22","DCA","PVD","H",1,40,"ORCHA","FIX","NY","US","K6","","JORDN"
"2026/01/22","DCA","PVD","H",1,45,"JORDN","FIX","NY","US","K6","","JORDN2"
"2026/01/22","DCA","PVD","H",1,50,"JORDN2","STAR","","","","",""
"2026/01/22","DCA","PVD","L",1,5,"PALEO","FIX","MD","US","K6","","AGARD"
"2026/01/22","DCA","PVD","L",1,10,"AGARD","FIX","MD","US","K6","","T287"
"2026/01/22","DCA","PVD","L",1,15,"T287","AIRWAY","","","","","WNSTN"
"2026/01/22","DCA","PVD","L",1,20,"WNSTN","FIX","NJ","US","K6","","T320"
"2026/01/22","DCA","PVD","L",1,25,"T320","AIRWAY","","","","","ORCHA"
"2026/01/22","DCA","PVD","L",1,30,"ORCHA","FIX","NY","US","K6","","JORDN"
"2026/01/22","DCA","PVD","L",1,35,"JORDN","FIX","NY","US","K6","","MINNK"
"2026/01/22","DCA","PVD","L",1,40,"MINNK","FIX","RI","US","K6","",""
"2026/01/22","DCA","PVD","L",3,5,"PALEO","FIX","MD","US","K6","","AGARD"
"2026/01/22","DCA","PVD","L",3,10,"AGARD","FIX","MD","US","K6","","T287"
"2026/01/22","DCA","PVD","L",3,15,"T287","AIRWAY","","","","","WNSTN"
"2026/01/22","DCA","PVD","L",3,20,"WNSTN","FIX","NJ","US","K6","","T320"
"2026/01/22","DCA","PVD","L",3,25,"T320","AIRWAY","","","","","BEADS"
"2026/01/22","DCA","PVD","L",3,30,"BEADS","FIX","NY","US","K6","","HTO"
"2026/01/22","DCA","PVD","L",3,35,"HTO","NAVAID","NY","US","","VORTAC","JORDN2"
