"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","ICAO_ID","FACILITY_NAME","REGION_CODE","TWR_OPERATOR_CODE","TWR_CALL","TWR_HRS","PRIMARY_APCH_RADIO_CALL","APCH_P_PROVIDER","APCH_P_PROV_TYPE_CD","SECONDARY_APCH_RADIO_CALL","APCH_S_PROVIDER","APCH_S_PROV_TYPE_CD","PRIMARY_DEP_RADIO_CALL","DEP_P_PROVIDER","DEP_P_PROV_TYPE_CD","SECONDARY_DEP_RADIO_CALL","DEP_S_PROVIDER","DEP_S_PROV_TYPE_CD","CTL_FAC_APCH_DEP_CALLS","APCH_DEP_OPER_CODE","CTL_PRVDING_HRS","SECONDARY_CTL_PRVDING_HRS"
"2026/02/19","17932.4","A","NON-ATCT","OH","S24","FREMONT","US","","SANDUSKY COUNTY RGNL","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","17488.1","A","NON-ATCT","ND","S25","WATFORD CITY","US","","WATFORD CITY MUNI","AGL","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","12417.","A","NON-ATCT","MT","S27","KALISPELL","US","","KALISPELL CITY","ANM","","","","","","","","","","","","","","","","","","",""
"2026/02/19","17288.","A","NON-ATCT","ND","S32","COOPERSTOWN","US","","COOPERSTOWN MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","19505.","A","NON-ATCT","OR","S33","MADRAS","US","","MADRAS MUNI","ANM","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","19575.","A","NON-ATCT","OR","S39","PRINEVILLE","US","","PRINEVILLE","ANM","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","26411.","A","NON-ATCT","WA","S43","SNOHOMISH","US","","HARVEY FLD","ANM","","","","SEATTLE","S46","T","","","","SEATTLE","S46","T","","","","","","",""
"2026/02/19","","","TRACON","WA","S46","SEATTLE/TACOMA","US","","SEATTLE-TACOMA APPROACH CONTROL","ANM","","","","","","","","","","","","","","","","SEATTLE","F","24",""
"2026/02/19","26103.11","A","NON-ATCT","WA","S50","AUBURN","US","","AUBURN MUNI","ANM","","","","SEATTLE","S46","T","","","","SEATTLE","S46","T","","","","","","",""
"2026/02/19","","","TRACON","UT","S56","SALT LAKE CITY","US","","SALT LAKE CITY TRACON","ANM","","","","","","","","","","","","","","","","SALT LAKE CITY","F","24",""
"2026/02/19","12429.11","A","NON-ATCT","MT","S59","LIBBY","US","","LIBBY","ANM","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","12512.","A","NON-ATCT","MT","S64","STANFORD","US","","STANFORD/BIGGERSTAFF FLD","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","04178.3","A","NON-ATCT","ID","S84","COTTONWOOD","US","","COTTONWOOD MUNI","ANM","","","","","","","","","","","","","","","","","","",""
"2026/02/19","04353.","A","NON-ATCT","ID","S87","WEISER","US","","WEISER MUNI","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","27881.","A","NON-ATCT","WY","SAA","SARATOGA","US","KSAA","SHIVELY FLD","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","02127.","A","ATCT","CA","SAC","SACRAMENTO","US","KSAC","SACRAMENTO EXEC","AWP","FCT","EXEC","0600-2100","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","00782.","A","NON-ATCT","AZ","SAD","SAFFORD","US","KSAD","SAFFORD RGNL/1LT DUANE SPALSBURY FLD","AWP","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","14728.","A","ATCT","NM","SAF","SANTA FE","US","KSAF","SANTA FE RGNL","ASW","FCT","SANTA FE","0700-2100","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","02170.","A","ATCT","CA","SAN","SAN DIEGO","US","KSAN","SAN DIEGO INTL","AWP","F","LINDBERGH","24","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","05002.3","A","NON-ATCT","IL","SAR","SPARTA","US","KSAR","SPARTA COMMUNITY-HUNTER FLD","AGL","","","","SAINT LOUIS","T75","T","","","","SAINT LOUIS","T75","T","","","","","","",""
"2026/02/19","02139.","A","NON-ATCT","CA","SAS","SALTON CITY","US","KSAS","SALTON SEA","AWP","","","","YUMA","ZYL","C","","","","YUMA","ZYL","C","","","","","","",""
"2026/02/19","24709.","A","ATCT-TRACON","TX","SAT","SAN ANTONIO","US","KSAT","SAN ANTONIO INTL","ASW","F","SAN ANTONIO","24","SAN ANTONIO","SAT","A","","","","SAN ANTONIO","SAT","A","","","","SAN ANTONIO","F","24",""
"2026/02/19","03992.","A","ATCT-TRACON","GA","SAV","SAVANNAH","US","KSAV","SAVANNAH/HILTON HEAD INTL","ASO","F","SAVANNAH","0600-0000","SAVANNAH","SAV","A","JACKSONVILLE ARTCC","ZJX","C","SAVANNAH","SAV","A","JACKSONVILLE ARTCC","ZJX","C","SAVANNAH","F","0600-0000","0000-0600"
"2026/02/19","10064.02","A","ATCT","MI","SAW","MARQUETTE","US","KSAW","MARQUETTE/SAWYER RGNL","AGL","FCT","SAWYER","0600-2200","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","11011.","A","NON-ATCT","MN","SAZ","STAPLES","US","KSAZ","STAPLES MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","02235.","A","ATCT-TRACON","CA","SBA","SANTA BARBARA","US","KSBA","SANTA BARBARA MUNI","AWP","F","SANTA BARBARA","0600-2300","SANTA BARBARA","SBA","A","L.A. CENTER ARTCC","ZLA","C","SANTA BARBARA","SBA","A","L.A. CENTER ARTCC","ZLA","C","SANTA BARBARA","F","0600-2300","2300-0600"
"2026/02/19","02154.","A","ATCT","CA","SBD","SAN BERNARDINO","US","KSBD","SAN BERNARDINO INTL","AWP","NFCT","SAN BERNARDINO","0700-2100","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","27570.","A","NON-ATCT","WI","SBM","SHEBOYGAN","US","KSBM","SHEBOYGAN COUNTY MEML INTL","AGL","","","","MILWAUKEE","MKE","A","","","","MILWAUKEE","MKE","A","","","","","","",""
"2026/02/19","05661.","A","ATCT-TRACON","IN","SBN","SOUTH BEND","US","KSBN","SOUTH BEND INTL","AGL","F","SOUTH BEND","0530-0000 SUN-FRI, 0530-2345 SAT.","SOUTH BEND","SBN","A","CHICAGO ARTCC","ZAU","C","SOUTH BEND","SBN","A","CHICAGO ARTCC","ZAU","C","SOUTH BEND","F","0530-0000 SUN-FRI, 0530-2345 SAT.","0000-0530 SUN-FRI, 2345-0530 SAT."
"2026/02/19","04026.","A","NON-ATCT","GA","SBO","SWAINSBORO","US","KSBO","EAST GEORGIA RGNL","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","02211.","A","ATCT","CA","SBP","SAN LUIS OBISPO","US","KSBP","SAN LUIS OBISPO COUNTY RGNL","AWP","FCT","SAN LUIS","0600-2000","SANTA BARBARA","SBA","A","L.A. CENTER ARTCC","ZLA","C","SANTA BARBARA","SBA","A","L.A. CENTER ARTCC","ZLA","C","","","",""
"2026/02/19","02738.","A","NON-ATCT","CO","SBS","STEAMBOAT SPRINGS","US","KSBS","STEAMBOAT SPRINGS/BOB ADAMS FLD","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","10569.","A","NON-ATCT","MN","SBU","BLUE EARTH","US","KSBU","BLUE EARTH MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","12499.","A","NON-ATCT","MT","SBX","SHELBY","US","KSBX","SHELBY","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","08645.","A","ATCT","MD","SBY","SALISBURY","US","KSBY","SALISBURY-OCEAN CITY WICOMICO RGNL","AEA","FCT","SALISBURY","0600-2230","PATUXENT","NHK","A","POTOMAC","PCT","T","PATUXENT","NHK","A","POTOMAC","PCT","T","","","",""
"2026/02/19","18512.1","A","NON-ATCT","OH","SCA","SIDNEY","US","KSCA","SIDNEY MUNI","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","12917.","A","NON-ATCT","NE","SCB","SCRIBNER","US","KSCB","SCRIBNER STATE","ACE","","","","OMAHA","R90","T","","","","OMAHA","R90","T","","","","","","",""
"2026/02/19","50140.7","A","NON-ATCT","AK","SCC","DEADHORSE","US","PASC","DEADHORSE","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","00525.1","A","NON-ATCT","AL","SCD","SYLACAUGA","US","KSCD","MERKEL FLD SYLACAUGA MUNI","ASO","","","","BIRMINGHAM","BHM","A","","","","BIRMINGHAM","BHM","A","","","","","","",""
"2026/02/19","16118.","A","ATCT","NY","SCH","SCHENECTADY","US","KSCH","SCHENECTADY COUNTY","AEA","COUNTY","SCHENECTADY","0730-2230 MON-FRI; 0730-2100 WKNDS AND HOLS; CLSD THANKSGIVING & CHRISTMAS; OTR TIMES BY NOTAM.","ALBANY","ALB","A","","","","ALBANY","ALB","A","","","","","","",""
"2026/02/19","02314.","A","ATCT","CA","SCK","STOCKTON","US","KSCK","STOCKTON METRO","AWP","F","STOCKTON","0700-2100","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","50690.","A","NON-ATCT","AK","SCM","SCAMMON BAY","US","PACM","SCAMMON BAY","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","17094.1","A","NON-ATCT","NC","SCR","SILER CITY","US","KSCR","SILER CITY MUNI","ASO","","","","GREENSBORO","GSO","A","","","","GREENSBORO","GSO","A","","","","","","",""
"2026/02/19","","","TRACON","CA","SCT","SAN DIEGO","US","","SOUTHERN CALIFORNIA TRACON","AWP","","","","","","","","","","","","","","","","SOCAL","F","24",""
"2026/02/19","23143.","A","NON-ATCT","TN","SCX","ONEIDA","US","KSCX","SCOTT MUNI","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","06327.","A","NON-ATCT","IA","SDA","SHENANDOAH","US","KSDA","SHENANDOAH MUNI","ACE","","","","OMAHA","R90","T","","","","OMAHA","R90","T","","","","","","",""
"2026/02/19","16433.9","A","NON-ATCT","NY","SDC","WILLIAMSON/SODUS","US","KSDC","WILLIAMSON/SODUS","AEA","","","","ROCHESTER","ROC","A","","","","ROCHESTER","ROC","A","","","","","","",""
"2026/02/19","07243.","A","ATCT-TRACON","KY","SDF","LOUISVILLE","US","KSDF","LOUISVILLE MUHAMMAD ALI INTL","ASO","F","LOUISVILLE","24","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","F","24",""
"2026/02/19","00788.","A","ATCT","AZ","SDL","SCOTTSDALE","US","KSDL","SCOTTSDALE","AWP","F","SCOTTSDALE","0600-2100","PHOENIX","P50","T","","","","PHOENIX","P50","T","","","","","","",""
"2026/02/19","02180.","A","ATCT","CA","SDM","SAN DIEGO","US","KSDM","BROWN FLD MUNI","AWP","FCT","BROWN","0800-2000","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","50684.4","A","NON-ATCT","AK","SDP","SAND POINT","US","PASD","SAND POINT","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","12503.","A","NON-ATCT","MT","SDY","SIDNEY","US","KSDY","SIDNEY-RICHLAND RGNL","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","26395.","A","ATCT","WA","SEA","SEATTLE","US","KSEA","SEATTLE-TACOMA INTL","ANM","F","SEATTLE","24","SEATTLE","S46","T","","","","SEATTLE","S46","T","","","","","","",""
"2026/02/19","02165.","A","ATCT","CA","SEE","SAN DIEGO/EL CAJON","US","KSEE","GILLESPIE FLD","AWP","F","GILLESPIE","0700-2100","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","03493.","A","NON-ATCT","FL","SEF","SEBRING","US","KSEF","SEBRING RGNL","ASO","","","","MIAMI ARTCC","ZMA","C","","","","MIAMI ARTCC","ZMA","C","","","","","","",""
"2026/02/19","21439.","A","NON-ATCT","PA","SEG","SELINSGROVE","US","KSEG","PENN VALLEY","AEA","","","","HARRISBURG","MDT","A","","","","HARRISBURG","MDT","A","","","","","","",""
"2026/02/19","00511.","A","ATCT","AL","SEM","SELMA","US","KSEM","CRAIG FLD","ASO","FCT","CRAIG","0700-1900 MON-FRI; 0900-1700 SAT & SUN","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","24849.","A","NON-ATCT","TX","SEP","STEPHENVILLE","US","KSEP","STEPHENVILLE CLARK RGNL","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","05643.","A","NON-ATCT","IN","SER","SEYMOUR","US","KSER","FREEMAN MUNI","AGL","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","12061.","A","NON-ATCT","MO","SET","ST CHARLES","US","KSET","ST CHARLES COUNTY RGNL/SMARTT FLD","ACE","","","","SAINT LOUIS","T75","T","","","","SAINT LOUIS","T75","T","","","","","","",""
"2026/02/19","00788.3","A","NON-ATCT","AZ","SEZ","SEDONA","US","KSEZ","SEDONA","AWP","","","","PHOENIX","P50","T","","","","PHOENIX","P50","T","","","","","","",""
"2026/02/19","03407.1","A","ATCT","FL","SFB","ORLANDO","US","KSFB","ORLANDO SANFORD INTL","ASO","F","SANFORD","0630-2300","ORLANDO","F11","T","","","","ORLANDO","F11","T","","","","","","",""
"2026/02/19","26417.","A","ATCT","WA","SFF","SPOKANE","US","KSFF","FELTS FLD","ANM","F","FELTS","0600-2000","SPOKANE","GEG","A","","","","SPOKANE","GEG","A","","","","","","",""
"2026/02/19","08275.","A","NON-ATCT","ME","SFM","SANFORD","US","KSFM","SANFORD SEACOAST RGNL","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","02187.","A","ATCT","CA","SFO","SAN FRANCISCO","US","KSFO","SAN FRANCISCO INTL","AWP","F","SAN FRANCISCO","24","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","26028.","A","NON-ATCT","VA","SFQ","SUFFOLK","US","KSFQ","SUFFOLK EXEC","AEA","","","","NORFOLK","ORF","A","","","","NORFOLK","ORF","A","","","","","","",""
"2026/02/19","04992.1","A","NON-ATCT","IL","SFY","SAVANNA","US","KSFY","TRI-TOWNSHIP","AGL","","","","QUAD CITY","MLI","A","CHICAGO ARTCC","ZAU","C","QUAD CITY","MLI","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","22000.","A","NON-ATCT","RI","SFZ","PAWTUCKET","US","KSFZ","NORTH CENTRAL STATE","ANE","","","","PROVIDENCE","PVD","A","BOSTON ARTCC","ZBW","C","PROVIDENCE","PVD","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","12138.","A","ATCT-TRACON","MO","SGF","SPRINGFIELD","US","KSGF","SPRINGFIELD-BRANSON NTL","ACE","F","SPRINGFIELD","24","SPRINGFIELD","SGF","A","","","","SPRINGFIELD","SGF","A","","","","MIZZU; SPRINGFIELD","F","24",""
"2026/02/19","18536.","A","NON-ATCT","OH","SGH","SPRINGFIELD","US","KSGH","SPRINGFIELD/BECKLEY MUNI","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","03468.","A","ATCT","FL","SGJ","ST AUGUSTINE","US","KSGJ","ST AUGUSTINE","ASO","FCT","ST AUGUSTINE","0700-2100","JACKSONVILLE","JAX","A","","","","JACKSONVILLE","JAX","A","","","","","","",""
"2026/02/19","24067.61","A","ATCT","TX","SGR","HOUSTON","US","KSGR","SUGAR LAND RGNL","ASW","FCT","SUGAR LAND","0600-2200","HOUSTON","I90","T","","","","HOUSTON","I90","T","","","","","","",""
"2026/02/19","11001.","A","NON-ATCT","MN","SGS","SOUTH ST PAUL","US","KSGS","SOUTH ST PAUL MUNI/RICHARD E FLEMING FLD","AGL","","","","MINNEAPOLIS","M98","T","","","","MINNEAPOLIS","M98","T","","","","","","",""
"2026/02/19","01186.","A","NON-ATCT","AR","SGT","STUTTGART","US","KSGT","STUTTGART MUNI CARL HUMPHREY FLD","ASW","","","","LITTLE ROCK","LIT","A","","","","LITTLE ROCK","LIT","A","","","","","","",""
"2026/02/19","25282.02","A","NON-ATCT","UT","SGU","ST GEORGE","US","KSGU","ST GEORGE RGNL","ANM","","","","L.A. CENTER ARTCC","ZLA","C","","","","L.A. CENTER ARTCC","ZLA","C","","","","","","",""
"2026/02/19","11169.01","A","ATCT","MS","SH1","CAMP SHELBY","US","","SHELBY AUXILIARY FLD ONE","ASO","A","SHELBY","TUE-THU 1030-2300, FRI 0730-1600. FOR WEEKEND HOURS CALL 601-558-4603, DSN 286-4603.","","","","","","","","","","","","","","","",""
"2026/02/19","26022.1","A","NON-ATCT","VA","SHD","STAUNTON/WAYNESBORO/HARRISONBURG","US","KSHD","SHENANDOAH VALLEY RGNL","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","50702.1","A","NON-ATCT","AK","SHG","SHUNGNAK","US","PAGH","SHUNGNAK","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","50701.01","A","NON-ATCT","AK","SHH","SHISHMAREF","US","PASH","SHISHMAREF","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","06322.","A","NON-ATCT","IA","SHL","SHELDON","US","KSHL","SHELDON RGNL","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","26405.","A","NON-ATCT","WA","SHN","SHELTON","US","KSHN","SANDERSON FLD","ANM","","","","SEATTLE","S46","T","","","","SEATTLE","S46","T","","","","","","",""
"2026/02/19","27882.","A","NON-ATCT","WY","SHR","SHERIDAN","US","KSHR","SHERIDAN COUNTY","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","07735.","A","ATCT","LA","SHV","SHREVEPORT","US","KSHV","SHREVEPORT RGNL","ASW","F","SHREVEPORT","24","SHREVEPORT","BAD","A","","","","SHREVEPORT","BAD","A","","","","","","",""
"2026/02/19","50696.7","A","NON-ATCT","AK","SHX","SHAGELUK","US","PAHX","SHAGELUK","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","17052.1","A","NON-ATCT","NC","SIF","REIDSVILLE","US","KSIF","ROCKINGHAM COUNTY NC SHILOH","ASO","","","","GREENSBORO","GSO","A","","","","GREENSBORO","GSO","A","","","","","","",""
"2026/02/19","53180.","A","ATCT","PR","SIG","SAN JUAN","US","TJIG","FERNANDO LUIS RIBAS DOMINICCI","ASO","FCT","ISLA GRANDE","0700-1900","SAN JUAN","SJU","A","","","","SAN JUAN","SJU","A","","","","","","",""
"2026/02/19","12125.","A","NON-ATCT","MO","SIK","SIKESTON","US","KSIK","SIKESTON MEML MUNI","ACE","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","50703.","A","NON-ATCT","AK","SIT","SITKA","US","PASI","SITKA ROCKY GUTIERREZ","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","05675.1","A","NON-ATCT","IN","SIV","SULLIVAN","US","KSIV","SULLIVAN COUNTY","AGL","","","","HULMAN","HUF","A","","","","HULMAN","HUF","A","","","","","","",""
"2026/02/19","01906.","A","NON-ATCT","CA","SIY","MONTAGUE","US","KSIY","SISKIYOU COUNTY","AWP","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","02204.","A","ATCT","CA","SJC","SAN JOSE","US","KSJC","NORMAN Y MINETA SAN JOSE INTL","AWP","F","SAN JOSE","0600-0000","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","00783.","A","NON-ATCT","AZ","SJN","ST JOHNS","US","KSJN","ST JOHNS INDUSTRIAL AIR PARK","AWP","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","07345.","A","NON-ATCT","KY","SJS","PRESTONSBURG","US","KSJS","BIG SANDY RGNL","ASO","","","","HUNTINGTON","HTS","A","","","","HUNTINGTON","HTS","A","","","","","","",""
"2026/02/19","24693.","A","ATCT","TX","SJT","SAN ANGELO","US","KSJT","SAN ANGELO RGNL/MATHIS FLD","ASW","FCT","MATHIS","0700-2100","SAN ANGELO","MAF","A","FORT WORTH ARTCC","ZFW","C","SAN ANGELO","MAF","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","53180.1","A","ATCT-A/C","PR","SJU","SAN JUAN","US","TJSJ","LUIS MUNOZ MARIN INTL","ASO","F","SAN JUAN","24","SAN JUAN","SJU","A","","","","SAN JUAN","SJU","A","","","","SAN JUAN","F","24",""
"2026/02/19","09555.","A","NON-ATCT","MI","SJX","BEAVER ISLAND","US","KSJX","BEAVER ISLAND","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","26419.","A","ATCT","WA","SKA","SPOKANE","US","KSKA","FAIRCHILD AFB","ANM","A","FAIRCHILD","24","SPOKANE","GEG","A","","","","SPOKANE","GEG","A","","","","","","",""
"2026/02/19","24704.","A","ATCT","TX","SKF","SAN ANTONIO","US","KSKF","KELLY FLD","ASW","A","KELLY","24","SAN ANTONIO","SAT","A","","","","SAN ANTONIO","SAT","A","","","","","","",""
"2026/02/19","06304.","A","NON-ATCT","IA","SKI","SAC CITY","US","KSKI","SAC CITY MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","14741.05","A","NON-ATCT","NM","SKX","TAOS","US","KSKX","TAOS RGNL","ASW","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","06357.","A","NON-ATCT","IA","SLB","STORM LAKE","US","KSLB","STORM LAKE MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","25289.","A","ATCT","UT","SLC","SALT LAKE CITY","US","KSLC","SALT LAKE CITY INTL","ANM","F","SALT LAKE CITY","24","SALT LAKE CITY","S56","T","","","","SALT LAKE CITY","S56","T","","","","","","",""
"2026/02/19","19595.","A","ATCT","OR","SLE","SALEM","US","KSLE","MCNARY FLD","ANM","FCT","SALEM","0700-2100","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","01170.1","A","NON-ATCT","AR","SLG","SILOAM SPRINGS","US","KSLG","SMITH FLD","ASW","","","","RAZORBACK","FSM","A","MEMPHIS ARTCC","ZME","C","RAZORBACK","FSM","A","MEMPHIS ARTCC","ZME","C","","","",""
"2026/02/19","09662.1","A","NON-ATCT","MI","SLH","CHEBOYGAN","US","KSLH","CHEBOYGAN COUNTY","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","01796.","A","ATCT","CA","SLI","LOS ALAMITOS","US","KSLI","LOS ALAMITOS AAF","AWP","R","LOS ALAMITOS","1500-2400Z++ FRI-SUN;  1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","11169.","H","ATCT","MS","SLJ","CAMP SHELBY","US","KSLJ","HAGLER ARMY","ASO","R","HAGLER","0630-1500","","","","","","","","","","","","","","","",""
"2026/02/19","16097.","A","NON-ATCT","NY","SLK","SARANAC LAKE","US","KSLK","ADIRONDACK RGNL","AEA","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","06878.","A","ATCT","KS","SLN","SALINA","US","KSLN","SALINA RGNL","ACE","FCT","SALINA","0700-2300","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","04989.","A","NON-ATCT","IL","SLO","SALEM","US","KSLO","SALEM-LECKRONE","AGL","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","50711.","A","NON-ATCT","AK","SLQ","SLEETMUTE","US","PASL","SLEETMUTE","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","24868.","A","NON-ATCT","TX","SLR","SULPHUR SPRINGS","US","KSLR","SULPHUR SPRINGS MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","05281.","A","NON-ATCT","IN","SMD","FORT WAYNE","US","KSMD","SMITH FLD","AGL","","","","FORT WAYNE","FWA","A","","","","FORT WAYNE","FWA","A","","","","","","",""
"2026/02/19","07368.","A","NON-ATCT","KY","SME","SOMERSET","US","KSME","LAKE CUMBERLAND RGNL","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","02124.2","A","ATCT","CA","SMF","SACRAMENTO","US","KSMF","SACRAMENTO INTL","AWP","F","CAPITOL","24","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
