"EFF_DATE","NAV_ID","NAV_TYPE","STATE_CODE","CITY","COUNTRY_CODE","NAV_STATUS","NAME","STATE_NAME","REGION_CODE","COUNTRY_NAME","FAN_MARKER","OWNER","OPERATOR","NAS_USE_FLAG","PUBLIC_USE_FLAG","NDB_CLASS_CODE","OPER_HOURS","HIGH_ALT_ARTCC_ID","HIGH_ARTCC_NAME","LOW_ALT_ARTCC_ID","LOW_ARTCC_NAME","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_ACCURACY_CODE","TACAN_DME_STATUS","TACAN_DME_LAT_DEG","TACAN_DME_LAT_MIN","TACAN_DME_LAT_SEC","TACAN_DME_LAT_HEMIS","TACAN_DME_LAT_DECIMAL","TACAN_DME_LONG_DEG","TACAN_DME_LONG_MIN","TACAN_DME_LONG_SEC","TACAN_DME_LONG_HEMIS","TACAN_DME_LONG_DECIMAL","ELEV","MAG_VARN","MAG_VARN_HEMIS","MAG_VARN_YEAR","SIMUL_VOICE_FLAG","PWR_OUTPUT","AUTO_VOICE_ID_FLAG","MNT_CAT_CODE","VOICE_CALL","CHAN","FREQ","MKR_IDENT","MKR_SHAPE","MKR_BRG","ALT_CODE","DME_SSV","LOW_NAV_ON_HIGH_CHART_FLAG","Z_MKR_FLAG","FSS_ID","FSS_NAME","FSS_HOURS","NOTAM_ID","QUAD_IDENT","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","RESTRICTION_FLAG","HIWAS_FLAG"
"2026/02/19","CAM","VOR/DME","NY","CAMBRIDGE","US","OPERATIONAL RESTRICTED","CAMBRIDGE","NEW YORK","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZBW","BOSTON","ZBW","BOSTON",42,59,39.4398,"N",42.99428883,73,20,38.4681,"W",-73.34401891,"6","OPERATIONAL RESTRICTED",42,59,39.4398,"N",42.99428883,73,20,38.4681,"W",-73.34401891,1490,14,"W",1980,"N",,"N","1","NONE","97X",115,"","",,"VL","L","Y","","BTV","BURLINGTON","24","BTV","","N","N","N","",""
"2026/02/19","CBM","VORTAC","MS","COLUMBUS","US","OPERATIONAL RESTRICTED","CALEDONIA","MISSISSIPPI","ASO","UNITED STATES","","A-US AIR FORCE","A-US AIR FORCE","N","Y","","24","ZME","MEMPHIS","ZME","MEMPHIS",33,38,29.52,"N",33.64153333,88,26,18.86,"W",-88.43857222,"6","",33,38,29.52,"N",33.64153333,88,26,18.86,"W",-88.43857222,249.5,0,"E",1995,"N",,"N","1","NONE","99X",115.2,"","",,"L","L","","","GWO","GREENWOOD","24","CBM","","N","N","N","",""
"2026/02/19","CBU","TACAN","OR","PORTLAND","US","OPERATIONAL RESTRICTED","COLUMBIA","OREGON","ANM","UNITED STATES","","A-US AIR FORCE","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZSE","SEATTLE","ZSE","SEATTLE",45,35,19.0716,"N",45.588631,122,36,40.5087,"W",-122.61125241,"","",45,35,19.0716,"N",45.588631,122,36,40.5087,"W",-122.61125241,22.1,15,"E",2025,"N",,"N","1","NONE","29X",109.2,"","",,"","H","","","MMV","MC MINNVILLE","24","PDX","","N","N","N","",""
"2026/02/19","CCC","VOR/DME","NY","CALVERTON","US","OPERATIONAL RESTRICTED","CALVERTON","NEW YORK","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZBW","BOSTON","ZNY","NEW YORK",40,55,46.6278,"N",40.92961883,72,47,55.8897,"W",-72.79885825,"6","OPERATIONAL RESTRICTED",40,55,46.6278,"N",40.92961883,72,47,55.8897,"W",-72.79885825,84.7,13,"W",1980,"N",,"N","1","NONE","92Y",114.55,"","",,"L","H","Y","","ISP","NEW YORK","24","ISP","","N","N","N","",""
"2026/02/19","CCR","VOR/DME","CA","CONCORD","US","OPERATIONAL RESTRICTED","CONCORD","CALIFORNIA","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZOA","OAKLAND","ZOA","OAKLAND",38,2,41.7131,"N",38.0449203,122,2,42.7463,"W",-122.0452073,"6","OPERATIONAL RESTRICTED",38,2,41.7131,"N",38.0449203,122,2,42.7463,"W",-122.0452073,4.6,17,"E",1980,"N",,"Y","1","NONE","117X",117,"","",,"T","T","","","OAK","OAKLAND","24","CCR","","N","N","N","",""
"2026/02/19","CCT","DME","KY","CENTRAL CITY","US","OPERATIONAL IFR","CENTRAL CITY","KENTUCKY","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZID","INDIANAPOLIS","ZID","INDIANAPOLIS",37,22,56.7182,"N",37.38242172,87,15,49.3325,"W",-87.26370347,"","OPERATIONAL IFR",37,22,56.7182,"N",37.38242172,87,15,49.3325,"W",-87.26370347,452.2,,"",,"N",,"N","1","NONE","35X",109.8,"","",,"","L","","","LOU","LOUISVILLE","24","LOU","","N","N","N","",""
"2026/02/19","CCV","VORTAC","VA","CAPE CHARLES","US","OPERATIONAL RESTRICTED","CAPE CHARLES","VIRGINIA","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDC","WASHINGTON","ZDC","WASHINGTON",37,20,51.14,"N",37.34753888,75,59,51.55,"W",-75.99765277,"7","",37,20,51.14,"N",37.34753888,75,59,51.55,"W",-75.99765277,9.7,10,"W",1985,"N",,"N","1","NONE","59X",112.2,"","",,"L","L","Y","","DCA","LEESBURG","24","DCA","","N","N","N","",""
"2026/02/19","CD","NDB","NE","CHADRON","US","OPERATIONAL IFR","DAWES","NEBRASKA","ACE","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",42,45,18.6486,"N",42.75518016,103,10,28.7707,"W",-103.17465852,"","",,,,"",,,,,"",,3511.1,7,"E",2020,"N",,"N","1","NONE","",362,"","",,"","","","","OLU","COLUMBUS","24","CDR","","N","N","N","",""
"2026/02/19","CDB","VORTAC","AK","COLD BAY","US","OPERATIONAL RESTRICTED","COLD BAY","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",55,16,2.2606,"N",55.26729461,162,46,26.3866,"W",-162.77399627,"6","",55,16,2.2606,"N",55.26729461,162,46,26.3866,"W",-162.77399627,98.5,10,"E",2020,"N",,"N","1","NONE","73X",112.6,"","",,"H","H","","","CDB","COLD BAY","0800-1745; OT CTC KENAI FSS.","CDB","","N","N","N","",""
"2026/02/19","CDO","VOR/DME","","SANTO DOMINGO","DO","OPERATIONAL IFR","PUNTA CAUCEDO","","","DOMINICAN REPUBLIC","","G-FOREIGN FEDERAL GOVERNMENT","O-","N","Y","","24","","","","",18,26,2.97,"N",18.43415833,69,40,2.43,"W",-69.66734166,"0","OPERATIONAL IFR",18,26,2.97,"N",18.43415833,69,40,2.43,"W",-69.66734166,69.2,12,"W",2025,"N",,"N","3","NONE","94X",114.7,"","",,"H","","","","","","","MDSD","","N","N","N","",""
"2026/02/19","CDS","VORTAC","TX","CHILDRESS","US","OPERATIONAL IFR","CHILDRESS","TEXAS","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZFW","FORT WORTH","ZFW","FORT WORTH",34,22,8.6341,"N",34.36906502,100,17,20.4993,"W",-100.28902758,"6","",34,22,8.6341,"N",34.36906502,100,17,20.4993,"W",-100.28902758,1920,10,"E",1965,"N",,"N","1","NONE","117X",117,"","",,"VL","H","","","FTW","FORT WORTH","24","CDS","","N","N","N","",""
"2026/02/19","CE","NDB","FL","CRESTVIEW","US","OPERATIONAL IFR","KOBRA","FLORIDA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",30,51,10.2714,"N",30.85285316,86,32,11.7947,"W",-86.53660963,"","",,,,"",,,,,"",,260.9,4,"W",2020,"N",,"N","3","NONE","",201,"","",,"","","","","GNV","GAINESVILLE","24","CEW","","N","N","N","",""
"2026/02/19","CEC","VORTAC","CA","CRESCENT CITY","US","OPERATIONAL IFR","CRESCENT CITY","CALIFORNIA","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZSE","SEATTLE","ZSE","SEATTLE",41,46,46.4838,"N",41.77957883,124,14,27.0495,"W",-124.24084708,"6","",41,46,48.63,"N",41.780175,124,14,26.25,"W",-124.240625,54.9,14,"E",2020,"N",,"N","1","NONE","27X",109,"","",,"L","L","Y","","OAK","OAKLAND","24","CEC","","N","N","N","",""
"2026/02/19","CEF","TACAN","MA","SPRINGFIELD/CHICOPEE","US","OPERATIONAL RESTRICTED","WESTOVER","MASSACHUSETTS","ANE","UNITED STATES","","A-US AIR FORCE","A-US AIR FORCE","Y","Y","","24","ZBW","BOSTON","ZBW","BOSTON",42,11,51.1596,"N",42.19754433,72,31,34.7338,"W",-72.52631494,"5","",42,11,51.16,"N",42.19754444,72,31,34.73,"W",-72.52631388,240,14,"W",1980,"N",,"N","1","NONE","87X",114,"","",,"","L","","","BTV","BURLINGTON","24","CEF","","N","N","N","",""
"2026/02/19","CEP","NDB","NM","RUIDOSO","US","OPERATIONAL IFR","CAPITAN","NEW MEXICO","ASW","UNITED STATES","","O-SIERRA BLANCA REG ARPT COM","O-SIERRA BLANCA REG ARPT COM","Y","Y","MHW","24","ZAB","ALBUQUERQUE","ZAB","ALBUQUERQUE",33,29,23.5891,"N",33.48988586,105,24,15.6159,"W",-105.40433775,"","",,,,"",,,,,"",,6562,10,"E",1990,"N",25,"N","1","NONE","",278,"","",,"","","","","ABQ","ALBUQUERQUE","24","SRR","","N","N","N","",""
"2026/02/19","CEW","VORTAC","FL","CRESTVIEW","US","OPERATIONAL RESTRICTED","CRESTVIEW","FLORIDA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZJX","JACKSONVILLE","ZJX","JACKSONVILLE",30,49,34.2255,"N",30.82617375,86,40,44.9158,"W",-86.67914327,"6","",30,49,34.2255,"N",30.82617375,86,40,44.9158,"W",-86.67914327,255.4,3,"E",1965,"N",,"Y","1","NONE","106X",115.9,"","",,"VH","H","","","GNV","GAINESVILLE","24","CEW","","N","N","N","",""
"2026/02/19","CEZ","VOR/DME","CO","CORTEZ","US","OPERATIONAL RESTRICTED","CORTEZ","COLORADO","ANM","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDV","DENVER","ZDV","DENVER",37,23,23.4592,"N",37.38984977,108,33,42.3054,"W",-108.5617515,"6","OPERATIONAL RESTRICTED",37,23,23.4592,"N",37.38984977,108,33,42.3054,"W",-108.5617515,6232,14,"E",1970,"N",,"N","1","NONE","90Y",114.35,"","",,"VL","DH","","","DEN","DENVER","24","CEZ","","N","N","N","",""
"2026/02/19","CFB","VOR/DME","NY","BINGHAMTON","US","OPERATIONAL RESTRICTED","BINGHAMTON","NEW YORK","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZNY","NEW YORK","ZNY","NEW YORK",42,9,26.9653,"N",42.15749036,76,8,11.2978,"W",-76.13647161,"6","OPERATIONAL IFR",42,9,26.9653,"N",42.15749036,76,8,11.2978,"W",-76.13647161,1583.1,10,"W",1965,"Y",,"N","1","BUFFALO RADIO","59X",112.2,"","",,"L","L","Y","","BUF","BUFFALO","24","BUF","","N","N","N","",""
"2026/02/19","CFJ","NDB","IN","CRAWFORDSVILLE","US","OPERATIONAL IFR","CRAWFORDSVILLE","INDIANA","AGL","UNITED STATES","","O-CITY OF CRAWFORDSVILLE","O-CITY","Y","Y","MHW","24","ZID","INDIANAPOLIS","ZID","INDIANAPOLIS",39,58,51.4166,"N",39.98094905,86,54,56.5983,"W",-86.91572175,"5","",,,,"",,,,,"",,802.9,4,"W",2020,"N",25,"N","1","NONE","",388,"","",,"","","","N","HUF","TERRE HAUTE","24","HUF","","N","N","N","",""
"2026/02/19","CFX","NDB","OH","CADIZ","US","OPERATIONAL VFR ONLY","CADIZ","OHIO","AGL","UNITED STATES","","O-COUNTY","O-COUNTY","Y","Y","MHW","24","ZOB","CLEVELAND","ZOB","CLEVELAND",40,14,12.2774,"N",40.23674372,81,0,47.8601,"W",-81.01329447,"5","",,,,"",,,,,"",,1162.8,7,"W",1985,"N",25,"N","1","NONE","",239,"","",,"","","","N","CLE","CLEVELAND","24","CLE","","N","N","N","",""
"2026/02/19","CFY","NDB","SC","LAKE CITY","US","OPERATIONAL IFR","EVANS","SOUTH CAROLINA","ASO","UNITED STATES","","O-CITY OF LAKE CITY","O-CITY OF LAKE CITY","Y","Y","MHW","24","ZJX","JACKSONVILLE","ZJX","JACKSONVILLE",33,51,20.4607,"N",33.85568352,79,45,57.3535,"W",-79.76593152,"","",,,,"",,,,,"",,78.9,6,"W",1990,"N",25,"N","1","NONE","",420,"","",,"","","","","AND","ANDERSON","24","AND","","N","N","N","",""
"2026/02/19","CG","NDB","MO","CAPE GIRARDEAU","US","OPERATIONAL IFR","DUTCH","MISSOURI","ACE","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",37,15,12.0498,"N",37.25334716,89,42,1.6443,"W",-89.70045675,"","",,,,"",,,,,"",,352.7,2,"W",2015,"N",,"N","1","NONE","",248,"","",,"","","","","STL","SAINT LOUIS","24","CGI","","N","N","N","",""
"2026/02/19","CGG","VOR","MI","GRAYLING","US","OPERATIONAL IFR","GRAYLING","MICHIGAN","AGL","UNITED STATES","","R-U.S. ARMY","R-U.S. ARMY","Y","Y","","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",44,40,53.1054,"N",44.68141816,84,43,42.9488,"W",-84.72859688,"5","",,,,"",,,,,"",,1152.8,6,"W",2000,"",,"N","3","NONE","",109.8,"","",,"T","","","","LAN","LANSING","24","GOV","","N","N","N","",""
"2026/02/19","CGI","DME","MO","CAPE GIRARDEAU","US","OPERATIONAL IFR","CAPE GIRARDEAU","MISSOURI","ACE","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZME","MEMPHIS","ZME","MEMPHIS",37,13,39.1407,"N",37.22753908,89,34,20.6799,"W",-89.57241108,"6","OPERATIONAL IFR",37,13,39.1407,"N",37.22753908,89,34,20.6799,"W",-89.57241108,334.7,,"",,"N",,"N","1","NONE","76X",112.9,"","",,"","L","Y","","STL","SAINT LOUIS","24","CGI","","N","N","N","",""
"2026/02/19","CGL","NDB","AK","COGHLAN ISLAND","US","OPERATIONAL RESTRICTED","COGHLAN ISLAND","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","HWZ","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",58,21,33.5717,"N",58.35932547,134,41,58.0236,"W",-134.699451,"6","",,,,"",,,,,"",,57.9,20,"E",2015,"N",,"N","1","NONE","",212,"","",,"","","","Y","JNU","JUNEAU","24","JNU","","N","N","N","",""
"2026/02/19","CGT","VORTAC","IL","CHICAGO HEIGHTS","US","OPERATIONAL RESTRICTED","CHICAGO HEIGHTS","ILLINOIS","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAU","CHICAGO","ZAU","CHICAGO",41,30,36.0237,"N",41.51000658,87,34,17.566,"W",-87.57154611,"0","",41,30,36.0237,"N",41.51000658,87,34,17.566,"W",-87.57154611,633.6,2,"E",1965,"N",,"N","1","NONE","89X",114.2,"","",,"L","L","","","IKK","KANKAKEE","24","IKK","","N","N","N","",""
"2026/02/19","CH","NDB","SC","CHARLESTON","US","OPERATIONAL IFR","ASHLY","SOUTH CAROLINA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","HW/LOM","24","ZJX","JACKSONVILLE","ZJX","JACKSONVILLE",32,58,34.7671,"N",32.97632419,80,5,50.8378,"W",-80.09745494,"6","",,,,"",,,,,"",,36,7,"W",2010,"N",400,"N","1","NONE","",329,"","",,"","","","N","","","","CHS","","N","N","N","",""
"2026/02/19","CHE","VOR/DME","CO","HAYDEN","US","OPERATIONAL RESTRICTED","HAYDEN","COLORADO","ANM","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDV","DENVER","ZDV","DENVER",40,31,12.294,"N",40.52008166,107,18,17.6437,"W",-107.30490102,"","OPERATIONAL IFR",40,31,12.294,"N",40.52008166,107,18,17.6437,"W",-107.30490102,7270.6,14,"E",1970,"N",,"N","1","NONE","103X",115.6,"","",,"VH","H","Y","","DEN","DENVER","24","DEN","","N","Y","N","",""
"2026/02/19","CHS","VORTAC","SC","CHARLESTON","US","OPERATIONAL RESTRICTED","CHARLESTON","SOUTH CAROLINA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZJX","JACKSONVILLE","ZJX","JACKSONVILLE",32,53,39.5491,"N",32.89431919,80,2,16.1314,"W",-80.03781427,"6","",32,53,39.5491,"N",32.89431919,80,2,16.1314,"W",-80.03781427,39,5,"W",1985,"Y",,"N","1","ANDERSON RADIO","82X",113.5,"","",,"VH","H","","","AND","ANDERSON","24","CHS","","N","N","N","",""
"2026/02/19","CI","NDB","MI","SAULT STE MARIE","US","OPERATIONAL IFR","KOLOE","MICHIGAN","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.","Y","Y","MHW/LOM","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",46,19,57.1054,"N",46.33252927,84,32,32.8802,"W",-84.54246672,"0","",,,,"",,,,,"",,644,7,"W",2015,"Y",25,"N","3","NONE","",400,"","",,"","","","N","GRB","GREEN BAY","24","CIU","","N","N","N","",""
"2026/02/19","CID","VOR/DME","IA","CEDAR RAPIDS","US","OPERATIONAL IFR","CEDAR RAPIDS","IOWA","ACE","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAU","CHICAGO","ZAU","CHICAGO",41,53,15.1721,"N",41.8875478,91,47,8.6961,"W",-91.78574891,"6","OPERATIONAL IFR",41,53,15.1619,"N",41.88754497,91,47,8.6923,"W",-91.78574786,876.2,5,"E",1965,"N",,"N","1","NONE","88X",114.1,"","",,"H","H","","","FOD","FORT DODGE","24","CID","","N","N","N","",""
"2026/02/19","CIM","VORTAC","NM","CIMARRON","US","OPERATIONAL RESTRICTED","CIMARRON","NEW MEXICO","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAB","ALBUQUERQUE","ZAB","ALBUQUERQUE",36,29,29.029,"N",36.49139694,104,52,19.199,"W",-104.87199972,"6","",36,29,29.029,"N",36.49139694,104,52,19.199,"W",-104.87199972,6550,13,"E",1965,"Y",,"N","1","ALBUQUERQUE RADIO","111X",116.4,"","",,"VH","H","","","ABQ","ALBUQUERQUE","24","RTN","","N","Y","N","",""
"2026/02/19","CIP","DME","PA","CLARION","US","OPERATIONAL IFR","CLARION","PENNSYLVANIA","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZOB","CLEVELAND","ZOB","CLEVELAND",41,8,46.656,"N",41.14629333,79,27,28.7059,"W",-79.45797386,"6","",41,8,46.656,"N",41.14629333,79,27,28.7059,"W",-79.45797386,1519.5,,"",,"N",,"N","1","NONE","85Y",113.85,"","",,"","DH","Y","","AOO","ALTOONA","24","AOO","","Y","N","N","",""
"2026/02/19","CJ","NDB","IL","SPRINGFIELD","US","OPERATIONAL IFR","CALDE","ILLINOIS","AGL","UNITED STATES","","O-SPRINGFIELD AIRPORT AUTHORITY","O-SPRINGFIELD AIRPORT AUTHORITY","Y","Y","LOMW","24","","","","",39,47,39.8239,"N",39.79439552,89,35,32.0094,"W",-89.59222483,"","",,,,"",,,,,"",,548.2,1,"W",2005,"N",,"N","3","NONE","",240,"","",,"","","","","STL","SAINT LOUIS","24","SPI","","N","N","N","",""
"2026/02/19","CK","NDB","TN","CLARKSVILLE","US","OPERATIONAL IFR","SNUFF","TENNESSEE","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",36,31,37.4057,"N",36.52705713,87,23,12.3229,"W",-87.38675636,"","",,,,"",,,,,"",,501.2,1,"W",1990,"N",,"N","1","NONE","",335,"","",,"","","","","MKL","JACKSON","24","CKV","","N","N","N","",""
"2026/02/19","CKB","VOR/DME","WV","CLARKSBURG","US","OPERATIONAL RESTRICTED","CLARKSBURG","WEST VIRGINIA","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZOB","CLEVELAND","ZOB","CLEVELAND",39,15,11.5841,"N",39.2532178,80,16,4.3018,"W",-80.26786161,"6","OPERATIONAL IFR",39,15,11.5841,"N",39.2532178,80,16,4.3018,"W",-80.26786161,1426.5,4,"W",1965,"N",,"N","1","NONE","73X",112.6,"","",,"L","L","","","EKN","ELKINS","24","CKB","","N","N","N","",""
"2026/02/19","CKH","VORTAC","HI","KOKO HEAD","US","OPERATIONAL RESTRICTED","KOKO HEAD","HAWAII","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZHN","HONOLULU CONTROL FACILITY","ZHN","HONOLULU CONTROL FACILITY",21,15,54.404,"N",21.26511222,157,42,10.733,"W",-157.70298138,"6","",21,15,54.404,"N",21.26511222,157,42,10.733,"W",-157.70298138,640,11,"E",1980,"N",,"N","1","NONE","86X",113.9,"","",,"H","H","","","HNL","HONOLULU","24","HNL","","N","N","N","",""
"2026/02/19","CKV","VOR/DME","TN","CLARKSVILLE","US","OPERATIONAL RESTRICTED","CLARKSVILLE","TENNESSEE","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZME","MEMPHIS","ZME","MEMPHIS",36,37,19.1497,"N",36.62198602,87,24,45.5732,"W",-87.41265922,"5","OPERATIONAL IFR",36,37,19.1497,"N",36.62198602,87,24,45.5732,"W",-87.41265922,537.3,1,"W",1990,"N",,"N","1","NONE","43X",110.6,"","",,"T","T","","","MKL","JACKSON","24","CKV","","N","N","N","",""
"2026/02/19","CKW","VOR/DME","WY","CHEROKEE","US","OPERATIONAL RESTRICTED","CHEROKEE","WYOMING","ANM","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDV","DENVER","ZDV","DENVER",41,45,20.554,"N",41.75570944,107,34,55.136,"W",-107.58198222,"6","OPERATIONAL IFR",41,45,20.554,"N",41.75570944,107,34,55.136,"W",-107.58198222,7050,15,"E",1980,"N",,"N","1","NONE","97X",115,"","",,"VH","H","","","CPR","CASPER","24","CPR","","N","N","N","",""
"2026/02/19","CL","NDB","TX","COLLEGE STATION","US","OPERATIONAL IFR","ROWDY","TEXAS","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",30,29,37.58,"N",30.49377222,96,20,16.0618,"W",-96.33779494,"","",,,,"",,,,,"",,229.7,3,"E",2020,"N",,"N","1","NONE","",260,"","",,"","","","","CXO","MONTGOMERY COUNTY","24","CLL","","N","N","N","",""
"2026/02/19","CLE","VOT","OH","CLEVELAND","US","OPERATIONAL IFR","CLEVELAND","OHIO","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","N","Y","","24","","","","",41,25,8.2401,"N",41.41895558,81,51,0.2573,"W",-81.85007147,"0","",,,,"",,,,,"",,769.2,,"",,"",,"N","","FOUR DOTS PER SECOND","",110.4,"","",,"","","","","CLE","CLEVELAND","24","","","","","","",""
"2026/02/19","CLL","VORTAC","TX","COLLEGE STATION","US","OPERATIONAL RESTRICTED","COLLEGE STATION","TEXAS","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZHU","HOUSTON","ZHU","HOUSTON",30,36,18.0062,"N",30.60500172,96,25,14.4507,"W",-96.42068075,"6","",30,36,18.0062,"N",30.60500172,96,25,14.4507,"W",-96.42068075,264.4,8,"E",1965,"N",,"N","1","NONE","80X",113.3,"","",,"L","L","Y","","CXO","MONTGOMERY COUNTY","24","CLL","","N","N","N","",""
"2026/02/19","CLT","VOR/DME","NC","CHARLOTTE","US","OPERATIONAL RESTRICTED","CHARLOTTE","NORTH CAROLINA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZTL","ATLANTA","ZTL","ATLANTA",35,11,25.0392,"N",35.19028866,80,57,6.3124,"W",-80.95175344,"6","OPERATIONAL RESTRICTED",35,11,25.704,"N",35.19047333,80,57,7.1756,"W",-80.95199322,731.7,5,"W",1985,"N",,"N","1","NONE","97X",115,"","",,"L","L","Y","","RDU","RALEIGH","24","CLT","","N","N","N","Y",""
"2026/02/19","CLT","VOT","NC","CHARLOTTE","US","OPERATIONAL IFR","CHARLOTTE","NORTH CAROLINA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","N","Y","","24","","","","",35,13,29,"N",35.22472222,80,57,24,"W",-80.95666666,"4","",,,,"",,,,,"",,750,,"",,"",,"N","","FOUR DOTS PER SECOND","",112,"","",,"","","","","RDU","RALEIGH","24","","","","","","",""
"2026/02/19","CM","NDB","IL","CHAMPAIGN/URBANA","US","OPERATIONAL IFR","VEALS","ILLINOIS","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",39,57,58.2752,"N",39.96618755,88,10,56.6131,"W",-88.18239252,"","",,,,"",,,,,"",,684,3,"W",2015,"N",,"N","1","NONE","",407,"","",,"","","","","STL","SAINT LOUIS","24","CMI","","N","N","N","",""
"2026/02/19","CMA","VOR/DME","CA","CAMARILLO","US","OPERATIONAL RESTRICTED","CAMARILLO","CALIFORNIA","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZLA","LOS ANGELES","ZLA","LOS ANGELES",34,12,45.0757,"N",34.21252102,119,5,39.6787,"W",-119.09435519,"6","OPERATIONAL RESTRICTED",34,12,45.0757,"N",34.21252102,119,5,39.6787,"W",-119.09435519,62.9,15,"E",1980,"N",,"N","1","NONE","115Y",116.85,"","",,"VL","L","","","HHR","HAWTHORNE","24","CMA","","N","N","N","",""
