"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_END_ID","TRUE_ALIGNMENT","ILS_TYPE","RIGHT_HAND_TRAFFIC_PAT_FLAG","RWY_MARKING_TYPE_CODE","RWY_MARKING_COND","RWY_END_LAT_DEG","RWY_END_LAT_MIN","RWY_END_LAT_SEC","RWY_END_LAT_HEMIS","LAT_DECIMAL","RWY_END_LONG_DEG","RWY_END_LONG_MIN","RWY_END_LONG_SEC","RWY_END_LONG_HEMIS","LONG_DECIMAL","RWY_END_ELEV","THR_CROSSING_HGT","VISUAL_GLIDE_PATH_ANGLE","DISPLACED_THR_LAT_DEG","DISPLACED_THR_LAT_MIN","DISPLACED_THR_LAT_SEC","DISPLACED_THR_LAT_HEMIS","LAT_DISPLACED_THR_DECIMAL","DISPLACED_THR_LONG_DEG","DISPLACED_THR_LONG_MIN","DISPLACED_THR_LONG_SEC","DISPLACED_THR_LONG_HEMIS","LONG_DISPLACED_THR_DECIMAL","DISPLACED_THR_ELEV","DISPLACED_THR_LEN","TDZ_ELEV","VGSI_CODE","RWY_VISUAL_RANGE_EQUIP_CODE","RWY_VSBY_VALUE_EQUIP_FLAG","APCH_LGT_SYSTEM_CODE","RWY_END_LGTS_FLAG","CNTRLN_LGTS_AVBL_FLAG","TDZ_LGT_AVBL_FLAG","OBSTN_TYPE","OBSTN_MRKD_CODE","FAR_PART_77_CODE","OBSTN_CLNC_SLOPE","OBSTN_HGT","DIST_FROM_THR","CNTRLN_OFFSET","CNTRLN_DIR_CODE","RWY_GRAD","RWY_GRAD_DIRECTION","RWY_END_PSN_SOURCE","RWY_END_PSN_DATE","RWY_END_ELEV_SOURCE","RWY_END_ELEV_DATE","DSPL_THR_PSN_SOURCE","RWY_END_DSPL_THR_PSN_DATE","DSPL_THR_ELEV_SOURCE","RWY_END_DSPL_THR_ELEV_DATE","TDZ_ELEV_SOURCE","RWY_END_TDZ_ELEV_DATE","TKOF_RUN_AVBL","TKOF_DIST_AVBL","ACLT_STOP_DIST_AVBL","LNDG_DIST_AVBL","LAHSO_ALD","RWY_END_INTERSECT_LAHSO","LAHSO_DESC","LAHSO_LAT","LAT_LAHSO_DECIMAL","LAHSO_LONG","LONG_LAHSO_DECIMAL","LAHSO_PSN_SOURCE","RWY_END_LAHSO_PSN_DATE"
"2026/02/19","05915.","A","IA","CWI","CLINTON","US","14/32","14",144,"","N","NPI","GOOD",41,49,59.5242,"N",41.83320116,90,20,3.2687,"W",-90.3342413,701.4,40,3,,,,"",,,,,"",,,,701.4,"P4L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2010/09/16","3RD PARTY SURVEY","2010/09/16","","","","","AVN","2011/04/11",4200,4200,4200,4200,,"","","",,"",,"",""
"2026/02/19","05915.","A","IA","CWI","CLINTON","US","14/32","32",325,"","N","NPI","GOOD",41,49,25.7361,"N",41.82381558,90,19,31.0425,"W",-90.32528958,689.9,40,3,,,,"",,,,,"",,,,697.2,"P4L","","","","","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2010/09/16","3RD PARTY SURVEY","2010/09/16","","","","","AVN","2011/04/11",4200,4200,4200,4200,,"","","",,"",,"",""
"2026/02/19","05915.02","H","IA","7IA5","CLINTON","US","H1","H1",,"","","","",41,51,39.18,"N",41.86088333,90,11,25.2,"W",-90.19033333,708,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA OE/AAA","2019/01/16","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05920.","A","IA","16IA","COON RAPIDS","US","18/36","18",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05920.","A","IA","16IA","COON RAPIDS","US","18/36","36",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05926.3","A","IA","CRZ","CORNING","US","18/36","18",181,"","Y","NPI","FAIR",40,59,52.125,"N",40.9978125,94,45,17.792,"W",-94.75494222,1274,,,,,,"",,,,,"",,,,1274,"","","","","N","","","TREE","","A(NP)",21,40,1074,194,"R",,"","","","","","","","","","AVN","2007/12/20",,,,,,"","","",,"",,"",""
"2026/02/19","05926.3","A","IA","CRZ","CORNING","US","18/36","36",1,"","N","NPI","FAIR",40,59,25.612,"N",40.99044777,94,45,18.408,"W",-94.75511333,1248,,,,,,"",,,,,"",,,,1274,"","","","","","","","","","A(V)",20,,,,"",,"","","","","","","","","","AVN","2007/12/20",,,,,,"","","",,"",,"",""
"2026/02/19","05926.975","A","IA","26IA","CORRECTIONVILLE","US","15/33","15",,"","","","",42,22,34.0536,"N",42.376126,95,46,1.3404,"W",-95.767039,1346,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA","2024/01/30","FAA","2024/01/30","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05926.975","A","IA","26IA","CORRECTIONVILLE","US","15/33","33",,"","","","",42,22,17.1103,"N",42.37141952,95,45,48.0032,"W",-95.76333422,1355,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA","2024/01/30","FAA","2024/01/30","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05927.65","A","IA","IA18","CORWITH","US","09/27","09",,"","","","",42,58,25.3,"N",42.97369444,94,2,24,"W",-94.04,1161,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2019/02/04","OWNER","2019/02/04","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05927.65","A","IA","IA18","CORWITH","US","09/27","27",,"","","","",42,58,25.3,"N",42.97369444,94,1,54.5,"W",-94.03180555,1165,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2019/02/04","OWNER","2019/02/04","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.","A","IA","0E9","CORYDON","US","09/27","09",,"","","","",40,45,16.08,"N",40.75446666,93,14,54.11,"W",-93.24836388,1045,,,40,45,16.7,"N",40.75463888,93,14,40.1,"W",-93.24447222,1035,1080,,"","","","","","","","TREE","","A(V)",8,62,550,80,"R",,"","FAA OE/AAA","2014/12/18","FAA OE/AAA","2014/12/18","FAA OE/AAA","2014/12/23","FAA OE/AAA","2014/12/23","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.","A","IA","0E9","CORYDON","US","09/27","27",,"","","","",40,45,17.97,"N",40.75499166,93,14,11.68,"W",-93.23657777,1028,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",30,4,120,0,"B",,"","FAA OE/AAA","2014/12/18","FAA OE/AAA","2014/12/18","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.","A","IA","0E9","CORYDON","US","11W/29W","11W",113,"","","","",40,45,34.1341,"N",40.75948169,93,14,34.6712,"W",-93.24296422,1009,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","FAA-EST IMAGERY","2010/07/01","FAA-EST IMAGERY","2010/07/01","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.","A","IA","0E9","CORYDON","US","11W/29W","29W",293,"","","","",40,45,22.5383,"N",40.75626063,93,13,58.7835,"W",-93.23299541,1002,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","FAA-EST IMAGERY","2010/07/01","FAA-EST IMAGERY","2010/07/01","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.02","H","IA","IA46","CORYDON","US","H1","H1",,"","","","",40,45,14.33,"N",40.75398055,93,18,37.92,"W",-93.31053333,1093,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2015/10/02","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.23","A","IA","6IA6","CORYDON","US","01/19","01",,"","","NSTD","FAIR",40,45,12.83,"N",40.75356388,93,24,7.4,"W",-93.40205555,1092,,,,,,"",,,,,"",,,,,"","","","","Y","","","","","A(V)",,,,,"",,"","OWNER","2015/01/23","OWNER","2015/01/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05929.23","A","IA","6IA6","CORYDON","US","01/19","19",,"","","NSTD","FAIR",40,45,36.36,"N",40.7601,93,24,3.36,"W",-93.40093333,1063,,,,,,"",,,,,"",,,,,"","","","","Y","","","","","A(V)",,,,,"",,"","OWNER","2015/01/23","OWNER","2015/01/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05932.1","A","IA","CBF","COUNCIL BLUFFS","US","14/32","14",141,"","N","NPI","GOOD",41,15,45.2716,"N",41.26257544,95,45,51.4183,"W",-95.76428286,1239.8,30,3,,,,"",,,,,"",,,,1244.7,"P2L","","","","Y","","","TREE","","C",30,32,1191,236,"R",,"","3RD PARTY SURVEY","2010/08/17","3RD PARTY SURVEY","2010/08/17","","","","","3RD PARTY SURVEY","2010/08/17",,,,,,"","","",,"",,"",""
"2026/02/19","05932.1","A","IA","CBF","COUNCIL BLUFFS","US","14/32","32",321,"","N","NPI","GOOD",41,15,17.2556,"N",41.25479322,95,45,21.3376,"W",-95.75592711,1241.7,30,3.5,,,,"",,,,,"",,,,1244.7,"P2L","","","","Y","","","","","C",50,0,0,0,"",,"","3RD PARTY SURVEY","2010/08/17","3RD PARTY SURVEY","2010/08/17","","","","","3RD PARTY SURVEY","2010/08/17",,,,,,"","","",,"",,"",""
"2026/02/19","05932.1","A","IA","CBF","COUNCIL BLUFFS","US","18/36","18",181,"","","NPI","GOOD",41,16,7.0103,"N",41.26861397,95,45,26.7032,"W",-95.75741755,1231.1,45,3,,,,"",,,,,"",,,,1240.7,"P2L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2010/08/17","3RD PARTY SURVEY","2010/08/17","","","","","3RD PARTY SURVEY","2010/08/17",,,,,,"","","",,"",,"",""
"2026/02/19","05932.1","A","IA","CBF","COUNCIL BLUFFS","US","18/36","36",1,"ILS/DME","","NPI","GOOD",41,15,12.6904,"N",41.25352511,95,45,28.6212,"W",-95.75795033,1242.1,47,3,,,,"",,,,,"",,,,1244.8,"P2L","","","","Y","","","","","PIR",50,,,,"",,"","3RD PARTY SURVEY","2010/08/17","3RD PARTY SURVEY","2010/08/17","","","","","3RD PARTY SURVEY","2010/08/17",,,,,,"","","",,"",,"",""
"2026/02/19","05932.11","A","IA","IA35","COUNCIL BLUFFS","US","E/W","E",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05932.11","A","IA","IA35","COUNCIL BLUFFS","US","E/W","W",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05932.12","H","IA","6IA2","COUNCIL BLUFFS","US","H1","H1",,"","","","",41,16,10.01,"N",41.26944722,95,50,4.17,"W",-95.83449166,1000,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2014/10/14","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05934.","A","IA","IA32","CRESCENT","US","17/35","17",,"","","","",41,21,29.23,"N",41.35811944,95,50,55.46,"W",-95.84873888,1073,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2020/09/17","OWNER","2020/09/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05934.","A","IA","IA32","CRESCENT","US","17/35","35",,"","Y","","",41,21,12.65,"N",41.35351388,95,50,51.85,"W",-95.84773611,1196,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2020/09/17","OWNER","2020/09/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05935.1","A","IA","CJJ","CRESCO","US","15/33","15",154,"","N","NPI","FAIR",43,22,8.161,"N",43.36893361,92,8,7.777,"W",-92.13549361,1279,,,,,,"",,,,,"",,,,1279,"","","","","","","","TREE","","A(NP)",20,74,1736,86,"L",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05935.1","A","IA","CJJ","CRESCO","US","15/33","33",334,"","N","NPI","FAIR",43,21,41.954,"N",43.36165388,92,7,50.368,"W",-92.13065777,1265,,,,,,"",,,,,"",,,,1279,"","","","","","","","POLE","","A(NP)",20,25,714,228,"L",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05935.11","A","IA","IA62","CRESCO","US","18/36","18",,"","","","",43,22,41.25,"N",43.378125,92,18,29.78,"W",-92.30827222,1289,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2021/06/17","OWNER","2021/06/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05935.11","A","IA","IA62","CRESCO","US","18/36","36",,"","Y","","",43,22,15.87,"N",43.371075,92,18,29.79,"W",-92.308275,1304,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","OWNER","2021/06/17","OWNER","2021/06/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05935.12","H","IA","0IA6","CRESCO","US","H1","H1",,"","","","",43,22,50.51,"N",43.38069722,92,7,4.02,"W",-92.11778333,1326,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA OE/AAA","2022/01/25","FAA OE/AAA","2022/01/25","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US","04/22","04",45,"","","","",41,1,14.3956,"N",41.02066544,94,21,50.4498,"W",-94.36401383,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",50,,,,"",,"","NGS","1999/08/04","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US","04/22","22",225,"","","","",41,1,26.2573,"N",41.02396036,94,21,34.8883,"W",-94.35969119,1299.7,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",20,,,,"",,"","NGS","1999/08/04","ADO","2004/02/04","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US","16/34","16",165,"","N","NPI","GOOD",41,1,39.4263,"N",41.02761841,94,21,58.0531,"W",-94.36612586,1288.6,44,3,,,,"",,,,,"",,,,1295.7,"P2L","","","","Y","","","FENCE","","C",24,13,520,0,"B",,"","NGS","1999/08/04","NGS","1999/08/04","","","","","AVN","2011/04/11",,,,,,"","","",,"",,"",""
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US","16/34","34",345,"","N","NPI","GOOD",41,0,52.6892,"N",41.01463588,94,21,41.3407,"W",-94.36148352,1294.9,44,3,,,,"",,,,,"",,,,1296,"P2L","","","","Y","","","TREE","L","C",25,5,326,135,"R",,"","NGS","1999/08/04","NGS","1999/08/04","","","","","NGS","1999/08/04",,,,,,"","","",,"",,"",""
"2026/02/19","05937.02","H","IA","4IA0","CRESTON","US","H1","H1",,"","","","",41,4,8.02,"N",41.06889444,94,22,59.49,"W",-94.38319166,1291,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2015/05/11","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05937.03","U","IA","1IA4","CRESTON","US","18/36","18",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,35,300,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05937.03","U","IA","1IA4","CRESTON","US","18/36","36",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.011","A","IA","20IA","CUMMING","US","02/20","02",,"","","","",41,31,14.3,"N",41.52063888,93,48,8.19,"W",-93.802275,850,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.011","A","IA","20IA","CUMMING","US","02/20","20",,"","","","",41,31,24.68,"N",41.52352222,93,48,1.56,"W",-93.80043333,837,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.011","A","IA","20IA","CUMMING","US","18/36","18",,"","","","",41,31,24.68,"N",41.52352222,93,48,1.56,"W",-93.80043333,837,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.011","A","IA","20IA","CUMMING","US","18/36","36",,"","","","",41,31,17.92,"N",41.52164444,93,48,1.94,"W",-93.80053888,847,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.3","A","IA","2IA9","CRYSTAL LAKE","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05938.3","A","IA","2IA9","CRYSTAL LAKE","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05939.1","A","IA","39IA","DALLAS CENTER","US","17/35","17",,"","N","NONE","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,790,,"","","N","","N","N","N","FENCE","","A(V)",0,3,0,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05939.1","A","IA","39IA","DALLAS CENTER","US","17/35","35",,"","N","NONE","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","N","","N","N","N","","","A(V)",50,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05941.2","A","IA","DVN","DAVENPORT","US","03/21","03",30,"","N","NPI","GOOD",41,36,26.8428,"N",41.60745633,90,35,31.1975,"W",-90.5919993,746.7,43,3,,,,"",,,,,"",,,,750,"V4L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2012/03/15","3RD PARTY SURVEY","2012/03/15","","","","","3RD PARTY SURVEY","2012/03/15",,,,,,"","","",,"",,"",""
"2026/02/19","05941.2","A","IA","DVN","DAVENPORT","US","03/21","21",210,"","N","NPI","GOOD",41,37,1.2205,"N",41.61700569,90,35,5.2137,"W",-90.58478158,749,45,3,,,,"",,,,,"",,,,750,"V4L","","","","Y","","","ROAD","","C",12,14,375,250,"R",,"","3RD PARTY SURVEY","2012/03/15","3RD PARTY SURVEY","2012/03/15","","","","","3RD PARTY SURVEY","2012/03/15",,,,,,"","","",,"",,"",""
"2026/02/19","05941.2","A","IA","DVN","DAVENPORT","US","15/33","15",150,"ILS/DME","N","PIR","GOOD",41,36,55.3881,"N",41.61538558,90,35,36.4305,"W",-90.59345291,750.5,56,3,,,,"",,,,,"",,,,750.5,"V4L","","","MALSR","","","","ROAD","","PIR",50,19,1180,0,"B",,"","3RD PARTY SURVEY","2012/03/15","3RD PARTY SURVEY","2012/03/15","","","","","3RD PARTY SURVEY","2012/03/15",,,,,,"","","",,"",,"",""
"2026/02/19","05941.2","A","IA","DVN","DAVENPORT","US","15/33","33",330,"","N","NPI","GOOD",41,36,8.4488,"N",41.60234688,90,34,59.6677,"W",-90.58324102,743.1,48,3,,,,"",,,,,"",,,,748.3,"V4L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2012/03/15","3RD PARTY SURVEY","2012/03/15","","","","","3RD PARTY SURVEY","2012/03/15",,,,,,"","","",,"",,"",""
"2026/02/19","05941.21","H","IA","IA81","DAVENPORT","US","H1","H1",,"","","","",41,32,41.63,"N",41.54489722,90,35,37.3,"W",-90.59369444,169,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2014/04/21","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05941.211","H","IA","2IA0","DAVENPORT","US","H1","H1",,"","Y","","",41,32,30.33,"N",41.54175833,90,33,24.15,"W",-90.55670833,874,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","",,,,,"",,"","FAA OE/AAA","2021/08/23","FAA OE/AAA","2021/08/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05943.2","A","IA","DEH","DECORAH","US","11/29","11",115,"","N","NPI","GOOD",43,16,40.0901,"N",43.2778028,91,44,46.3201,"W",-91.74620002,1145.5,40,3,,,,"",,,,,"",,,,1154.6,"P2L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2008/09/11","3RD PARTY SURVEY","2008/09/11","","","","","AVN","2011/04/11",,,,,,"","","",,"",,"",""
"2026/02/19","05943.2","A","IA","DEH","DECORAH","US","11/29","29",295,"","N","NPI","GOOD",43,16,23.5966,"N",43.27322127,91,43,57.175,"W",-91.73254861,1157.5,58,4,,,,"",,,,,"",,,,1157.5,"V4L","","","","Y","","","TREE","","C",25,30,950,176,"R",,"","3RD PARTY SURVEY","2008/09/11","3RD PARTY SURVEY","2008/09/11","","","","","AVN","2011/04/11",,,,,,"","","",,"",,"",""
"2026/02/19","05943.22","H","IA","IA04","DECORAH","US","H1","H1",,"","","","",43,17,39.18,"N",43.29421666,91,46,30.72,"W",-91.7752,897,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","ARPTS CONTRACTOR","2021/12/14","ARPTS CONTRACTOR","2021/12/14","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05946.","A","IA","DNS","DENISON","US","12/30","12",124,"","N","NPI","GOOD",41,59,22.6094,"N",41.98961372,95,23,13.6155,"W",-95.38711541,1274.3,28,3,,,,"",,,,,"",,,,1274.3,"P2L","","","","Y","","","","","C",50,,,,"",,"","3RD PARTY SURVEY","2024/04/24","3RD PARTY SURVEY","2024/04/24","","","","","3RD PARTY SURVEY","2024/04/24",,,,,,"","","",,"",,"",""
"2026/02/19","05946.","A","IA","DNS","DENISON","US","12/30","30",304,"","N","NPI","GOOD",41,58,54.7869,"N",41.98188525,95,22,18.9152,"W",-95.37192088,1258.4,40,3.5,,,,"",,,,,"",,,,1266.3,"P2L","","","","Y","","","GND","","C",20,10,399,244,"R",,"","3RD PARTY SURVEY","2024/04/24","3RD PARTY SURVEY","2024/04/24","","","","","3RD PARTY SURVEY","2024/04/24",,,,,,"","","",,"",,"",""
"2026/02/19","05946.","A","IA","DNS","DENISON","US","18/36","18",179,"","N","","",41,59,28.0301,"N",41.99111947,95,22,53.3701,"W",-95.38149169,1264.1,,,,,,"",,,,,"",,,,1265.6,"","","","","","","","","","A(V)",50,,,,"",,"","3RD PARTY SURVEY","2024/04/24","3RD PARTY SURVEY","2024/04/24","","","","","3RD PARTY SURVEY","2024/04/24",,,,,,"","","",,"",,"",""
"2026/02/19","05946.","A","IA","DNS","DENISON","US","18/36","36",359,"","N","","",41,58,56.42,"N",41.98233888,95,22,52.83,"W",-95.38134166,1257.8,,,,,,"",,,,,"",,,,1265.6,"","","","","","","","","","A(V)",50,,,,"",,"","3RD PARTY SURVEY","2024/04/24","3RD PARTY SURVEY","2024/04/24","","","","","3RD PARTY SURVEY","2024/04/24",,,,,,"","","",,"",,"",""
"2026/02/19","05950.","A","IA","DSM","DES MOINES","US","05/23","05",54,"ILS/DME","N","NPI","GOOD",41,31,24.1244,"N",41.52336788,93,40,37.6072,"W",-93.67711311,915.5,55,3,,,,"",,,,,"",,,,931.2,"P4L","T","","MALSR","Y","N","","","","PIR",50,,,,"",,"","3RD PARTY SURVEY","2023/07/06","3RD PARTY SURVEY","2023/07/06","","","","","3RD PARTY SURVEY","2023/07/06",,,,,,"","","",,"",,"",""
"2026/02/19","05950.","A","IA","DSM","DES MOINES","US","05/23","23",234,"","N","NPI","GOOD",41,32,16.6181,"N",41.53794947,93,39,2.0431,"W",-93.65056752,937,60,3,,,,"",,,,,"",,,,939.6,"P4L","R","","","Y","","","POLE","L","C",34,67,2322,375,"L",,"","3RD PARTY SURVEY","2023/07/06","3RD PARTY SURVEY","2023/07/06","","","","","3RD PARTY SURVEY","2023/07/06",,,,,,"","","",,"",,"",""
"2026/02/19","05950.","A","IA","DSM","DES MOINES","US","13/31","13",132,"ILS/DME","N","PIR","GOOD",41,32,44.1797,"N",41.54560547,93,40,28.0332,"W",-93.67445366,912.6,54,3,,,,"",,,,,"",,,,923.5,"P4R","TMR","N","MALSR","","Y","","","","PIR",50,,,,"",,"","3RD PARTY SURVEY","2023/07/06","3RD PARTY SURVEY","2023/07/06","","","","","3RD PARTY SURVEY","2019/12/12",9001,9001,9001,9001,,"","","",,"",,"",""
"2026/02/19","05950.","A","IA","DSM","DES MOINES","US","13/31","31",312,"ILS/DME","Y","PIR","GOOD",41,31,44.2818,"N",41.52896716,93,39,0.5563,"W",-93.65015452,957.8,52,3,,,,"",,,,,"",,,,957.8,"P4L","TMR","N","ALSF2","","Y","Y","","","PIR",50,,,,"",,"","3RD PARTY SURVEY","2023/07/06","3RD PARTY SURVEY","2023/07/06","","","","","3RD PARTY SURVEY","2019/12/12",9001,9001,9001,9001,,"","","",,"",,"",""
"2026/02/19","05950.21","H","IA","6IA4","DES MOINES","US","H1","H1",,"","","","",41,36,59.52,"N",41.61653333,93,38,25.98,"W",-93.64055,877,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","FAA","2025/08/13","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05950.23","H","IA","IA64","DES MOINES","US","H1","H1",,"","","","",41,35,22.75,"N",41.58965277,93,38,0.9,"W",-93.63358333,990,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2016/03/10","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05950.23","H","IA","IA64","DES MOINES","US","H2","H2",,"","","","",41,35,22.75,"N",41.58965277,93,37,59.96,"W",-93.63332222,990,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2016/03/10","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05950.24","H","IA","IA82","DES MOINES","US","H1","H1",,"","","","",41,35,57.85,"N",41.59940277,93,37,29.1,"W",-93.62475,892,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2016/03/10","FAA-EST IMAGERY","2012/07/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05950.24","H","IA","IA82","DES MOINES","US","H2","H2",,"","","","",41,35,57.98,"N",41.59943888,93,37,27.4,"W",-93.62427777,933,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2016/03/10","FAA-EST IMAGERY","2012/07/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","05950.42","H","IA","IA98","DES MOINES","US","H1","H1",,"","","","",41,36,6.83,"N",41.60189722,93,36,39.13,"W",-93.61086944,856,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA-EST IMAGERY","2016/03/10","","","","","","","","",,,,,,"","","",,"",,"",""
