"EFF_DATE","NAV_ID","NAV_TYPE","STATE_CODE","CITY","COUNTRY_CODE","TAB_NAME","REF_COL_NAME","REF_COL_SEQ_NO","REMARK"
"2026/02/19","CTB","VOR/DME","MT","CUT BANK","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 049-053 BYD 40 NM; 061-073 BYD 40 NM; 079-090 BYD 40 NM; 125-130 BYD 40 NM; 143-149 BYD 40 NM; 167-177 BYD 40 NM BLW 9000 FT; 167-177 BYD 54 NM; 178-190 BYD 40 NM; 191-201 BYD 40 NM BLW 12000 FT; 191-201 BYD 53 NM; 202-260 BYD 40 NM; 271-282 BYD 40 NM."
"2026/02/19","CTF","VOR/DME","SC","CHESTERFIELD","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 318-334 BYD 6 NM BLW 5100 FT; 318-334 BYD 18 NM."
"2026/02/19","CTR","VOR/DME","MA","CHESTER","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 248-274."
"2026/02/19","CTW","DME","OH","NEWCOMERSTOWN","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 010T-074T BYD 28 NM BLW 4000 FT; 075T-085T BYD 23 NM BLW 7100 FT; 086T-140T BYD 28 NM BLW 4000 FT."
"2026/02/19","CUS","VOR/DME","NM","COLUMBUS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 013-016 BYD 40 NM; 036-037 BYD 40 NM; 052-086 BYD 40 NM; 227-259 BYD 40 NM; 260-270 BYD 40 NM BLW 9000 FT; 260-270 BYD 54 NM; 271-281 BYD 40 NM BLW 10000 FT; 271-281 BYD 51 NM; 282-345 BYD 40 NM; 335-342 BYD 30 NM BLW 10500 FT."
"2026/02/19","CUS","VOR/DME","NM","COLUMBUS","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR/DME UNMONITORED."
"2026/02/19","CVA","VORTAC","IA","DAVENPORT","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR LCTD IN BUTLER IA."
"2026/02/19","CVE","VOR/DME","TX","DALLAS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 030-035 BYD 40 NM; 055-060 BYD 40 NM; 130-140 BYD 40 NM."
"2026/02/19","CVI","VORTAC","NC","COFIELD","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 120-180  BYD 25 NM; 180-120 BYD 25 NM BLW 3000 FT."
"2026/02/19","CVI","VORTAC","NC","COFIELD","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 290-300."
"2026/02/19","CVO","VOR/DME","OR","CORVALLIS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 061-073 BYD 40 NM; 097-129 BYD 40 NM; 151-334 BYD 40 NM; 335-345 BYD 40 NM BLW 28000 FT; 346-044 BYD 40 NM."
"2026/02/19","CVS","TACAN","NM","CLOVIS","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN UNMONITORED OUTSIDE OF PUBLISHED OPR HRS & WHEN RADAR FACILITY IS NOT MANNED."
"2026/02/19","CVS","TACAN","NM","CLOVIS","US","NAVIGATION_AID","GENERAL_REMARK",3,"NO-NOTAM MP: 0900-1330Z++ TUE."
"2026/02/19","CVS","TACAN","NM","CLOVIS","US","NAVIGATION_AID","GENERAL_REMARK",4,"TAC AZM UNUSBL 070-125 BYD 10 NM BLW 9000 FT; 070-125 BYD 30 NM; 150-180 BYD 9 NM BLW 6000 FT; 150-180 BYD 15 NM; 305-050 BYD 17 NM BLW 7000 FT."
"2026/02/19","CVV","VOR/DME","WA","COUPEVILLE","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 126-160 BYD 30 NM BLW 2200 FT; 250-260 BYD 30 NM BLW 3400 FT; 330-360 BYD 30 NM BLW 2200 FT."
"2026/02/19","CVV","VOR/DME","WA","COUPEVILLE","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 001-360 BYD 40 NM."
"2026/02/19","CWK","VORTAC","TX","AUSTIN","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 180-190 BYD 40 NM; 200-210 BYD 40 NM."
"2026/02/19","CXR","VOR/DME","OH","CHARDON","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 074-084 BYD 10 NM BLW 3300 FT; 085-099 BYD 10 NM BLW 11000 FT; 104-180 BYD 10 NM BLW 6000 FT; 357-073 BYD 10 NM BLW 11000 FT."
"2026/02/19","CXR","VOR/DME","OH","CHARDON","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 019-029 BYD 34 NM BLW 3700 FT; 158-174 BLW 5500 FT; 253-274 BLW 4100 FT."
"2026/02/19","CYN","VORTAC","NJ","COYLE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 044-054 BLW 3800 FT."
"2026/02/19","CYR","NDB","GA","CAIRO","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB LOCATED ON AIRPORT FROM THRESHOLD RWY 12 720' ALONG CENTERLINE THENCE SW AT RIGHT ANGLE 680'."
"2026/02/19","CYS","VORTAC","WY","CHEYENNE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 234-270 BYD 40 NM; 273-307 BYD 40 NM."
"2026/02/19","CYY","DME","FL","NAPLES","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 215-315."
"2026/02/19","CZF","DME","AK","CAPE ROMANZOF","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 161-210 BYD 10 NM BLW 9000 FT; 265-160."
"2026/02/19","CZF","NDB","AK","CAPE ROMANZOF","US","NAVIGATION_AID","GENERAL_REMARK",3,"NDB UNUSBL 065-095 BYD 35 NM BLW 4000 FT."
"2026/02/19","CZI","VOR/DME","WY","CRAZY WOMAN","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 225-230 BYD 40 NM; 231-241 BYD 40 NM BLW 18000 FT; 242-254 BYD 40 NM; 255-265 BYD 40 NM BLW 25000 FT; 266-300 BYD 40 NM."
"2026/02/19","CZQ","TACAN","CA","FRESNO","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 121-131 BYD 23 NM."
"2026/02/19","CZQ","TACAN","CA","FRESNO","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 121-131 BYD 23 NM."
"2026/02/19","DAS","VORTAC","TX","DAISETTA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL BYD 35 NM BLW 1600 FT."
"2026/02/19","DAS","VORTAC","TX","DAISETTA","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL BYD 35 NM BLW 1600 FT."
"2026/02/19","DAS","VORTAC","TX","DAISETTA","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL BYD 35 NM BLW 1600 FT."
"2026/02/19","DAY","VOT","OH","DAYTON","US","NAVIGATION_AID","GENERAL_REMARK",1,"FOR USE ON GND AT KDAY."
"2026/02/19","DBL","VOR/DME","CO","EAGLE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 040-056 BYD 40 NM; 057-074 BYD 40 NM BLW 16300 FT; 057-074 BYD 65 NM; 075-100 BYD 40 NM; 115-130 BYD 40 NM; 160-200 BYD 40 NM."
"2026/02/19","DBN","VORTAC","GA","DUBLIN","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 013-038 BYD 40 NM; 040-080; 102-113 BYD 40 NM; 117-129 BYD 40 NM; 153-163 BYD 40 NM BLW 3000 FT; 153-163 BYD 80 NM; 175-189 BYD 40 NM; 274-280 BYD 40 NM; 281-291; 292-308 BYD 40 NM; 309-319 BYD 40 NM BLW 3000 FT; 309-319 BYD 80 NM; 320-332 BYD 40 NM; 343-000 BYD 40 NM BLW 3000 FT; 343-000 BYD 52 NM."
"2026/02/19","DBQ","VORTAC","IA","DUBUQUE","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 119-129 BYD 28 NM BLW 3100 FT; 170-265 BLW 17500 FT."
"2026/02/19","DBQ","VORTAC","IA","DUBUQUE","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 171-199."
"2026/02/19","DBQ","VORTAC","IA","DUBUQUE","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 021-028 BYD 40 NM; 064-073 BYD 40 NM; 107-117 BYD 40 NM; 199-218 BYD 40 NM; 325-335 BYD 40 NM."
"2026/02/19","DBS","VORTAC","ID","DUBOIS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 003-013 BYD 40 NM BLW 15000 FT; 003-013 BYD 65 NM BLW 18000 FT; 014-070 BYD 40 NM; 105-110 BYD 40 NM; 122-129 BYD 40 NM; 133-150 BLW 7600; 225-264 BYD 40 NM; 265-275 BYD 40 NM BLW 16000 FT; 265-275 BYD 73 NM BLW 18000 FT; 276-284 BYD 40 NM; 285-295 BYD 40 NM BLW 13600 FT; 285-295 BYD 54 NM; 296-327 BYD 40 NM; 328-338 BYD 40 NM BLW 12000 FT; 328-338 BYD 51 NM; 339-002 BYD 40 NM."
"2026/02/19","DCA","VOR/DME","DC","WASHINGTON","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 026-070 BYD 20 NM BLW 5000 FT; 071-075 BYD 20 NM BLW 7000 FT; 076-105 BYD 20 NM BLW 5000 FT; 106-111 BYD 10 NM BLW 2500 FT; 106-125 BYD 20 NM BLW 8000 FT; 126-145 BYD 20 NM BLW 5500 FT; 146-155 BYD 20 NM BLW 6000 FT; 156-170 BLW 5500 FT; 171-177 BYD 20 NM BLW 5000 FT; 178-240 BYD 20 NM BLW 4500 FT; 241-247 BYD 20 NM BLW 10000 FT; 248-260 BYD 20 NM BLW 4500 FT; 261-275 BYD 20 NM BLW 6000 FT; 276-283 BYD 20 NM BLW 7000 FT; 284-300 BYD 20 NM BLW 6000 FT; 301-025 BYD 20 NM BLW 4500 FT."
"2026/02/19","DCA","VOR/DME","DC","WASHINGTON","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 090-165 BYD 30 NM BLW 3000 FT; 241-247 BYD 20 NM BLW 10000 FT; 250-270 BYD 20 NM BLW 2500 FT; 340-040 BYD 30 NM BLW 2500 FT."
"2026/02/19","DCU","DME","AL","DECATUR","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNMON."
"2026/02/19","DDD","DME","IA","MUSCATINE","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 181T-024T BYD 25 NM."
"2026/02/19","DDY","VOR/DME","WY","CASPER","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 132-142 BYD 40 NM BLW 18000 FT; 143-153 BYD 40 NM; 154-164 BYD 40 NM BLW 10800 FT; 154-164 BYD 81 NM; 165-180 BYD 40 NM."
"2026/02/19","DEC","FAN MARKER","IL","DECATUR","US","NAVIGATION_AID","GENERAL_REMARK",1,"BCM, DIST FM THR RWY 24 28460 FT."
"2026/02/19","DEN","VOR/DME","CO","DENVER","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSABLE 180-200 BYD 20 NM BLO 14000 FT."
"2026/02/19","DEN","VOT","CO","DENVER","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOT UNUSBL IN TERMINAL AREA N OF TWY AA TO TWY BN & W TWY L TO TWY F."
"2026/02/19","DGD","VORTAC","MO","DOGWOOD","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 032-042 BYD 40 NM; 284-294 BYD 9 NM BLW 6000 FT; 284-294 BYD 21 NM BLW 12000 FT; 285-296 BYD 40 NM."
"2026/02/19","DGG","NDB/DME","AK","RED DOG","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME CHANNEL 023X PAIRED WITH VHF FREQ 108.6."
"2026/02/19","DHK","TACAN","TX","UNIVERSAL CITY","US","NAVIGATION_AID","GENERAL_REMARK",3,"NO-NOTAM MP: 0430-1230Z++ TUE AND THU (1500/5+1)."
"2026/02/19","DHK","TACAN","TX","UNIVERSAL CITY","US","NAVIGATION_AID","GENERAL_REMARK",4,"DME UNUSBL 225-260 BYD 35 NM BLW 2900 FT."
"2026/02/19","DHP","VORTAC","FL","MIAMI","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 055-065 BYD 35 NM BLW 3000 FT; 185-195 BYD 23 NM; 226-236 BYD 35 NM."
"2026/02/19","DHP","VORTAC","FL","MIAMI","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 055-065 BYD 35 NM BLW 3000 FT."
"2026/02/19","DHP","VORTAC","FL","MIAMI","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 034-037 BYD 40 NM; 090-101 BYD 40 NM BLW 5500 FT; 090-101 BYD 54 NM; 102-111 BYD 40 NM."
"2026/02/19","DHT","VORTAC","TX","DALHART","US","NAVIGATION_AID","GENERAL_REMARK",1,"TAC AZM UNUSBL 240-255 BYD 15 NM; 320-350 BYD 15 NM."
"2026/02/19","DIK","VORTAC","ND","DICKINSON","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 005-015; 180-230 BYD 40 NM; 190-200; 260-270."
"2026/02/19","DJB","VOR/DME","OH","CLEVELAND","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 001-010 BYD 40 NM; 020-024 BYD 40 NM; 080-095 BYD 40 NM; 110-120 BYD 40 NM; 135-145 BYD 40 NM; 135-150; 155-165; 160-165 BYD 40 NM; 185-195 BYD 40 NM; 187-197; 210-224 BYD 40 NM; 211-218; 225-235 BYD 40 NM BLW 11000 FT; 225-235 BYD 95 NM; 225-245 BYD 20 NM BLW 3500 FT; 245-265 BYD 40 NM; 275-285 BYD 40 NM BLW 18000 FT; 286-355 BYD 40 NM."
"2026/02/19","DJB","VOR/DME","OH","CLEVELAND","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 187-197; 289-310; 322-332; 350-060."
"2026/02/19","DKK","DME","NY","DUNKIRK","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 094T-221T BYD 26 NM BLW 8000 FT."
"2026/02/19","DLF","VORTAC","TX","DEL RIO","US","NAVIGATION_AID","GENERAL_REMARK",2,"VORTAC UNMONITORED WHEN DEL RIO APCH CTL CLSD."
"2026/02/19","DLF","VORTAC","TX","DEL RIO","US","NAVIGATION_AID","GENERAL_REMARK",3,"TACAN AZM UNUSBL 161-285 BYD 15 NM."
"2026/02/19","DLF","VORTAC","TX","DEL RIO","US","NAVIGATION_AID","GENERAL_REMARK",4,"NO-NOTAM MP: 0800-1200Z++ TUE-THU."
"2026/02/19","DLF","VORTAC","TX","DEL RIO","US","NAVIGATION_AID","GENERAL_REMARK",5,"VOR UNUSBL 045-050 BLW 3000 FT; 161-285 BYD 15 NM; 286-330 BYD 25 NM BLW 4500 FT; 331-359 BYD 25 NM;  360-160 BYD 25 NM BLW 4500 FT."
"2026/02/19","DLF","VORTAC","TX","DEL RIO","US","NAVIGATION_AID","GENERAL_REMARK",6,"DME UNUSBL 161-285 BYD 15 NM."
"2026/02/19","DLH","VORTAC","MN","DULUTH","US","VOR_RECEIVER_CHKPT","AIR_GND_CODE",1,"TACAN/G  RCP IS SAME AS VOR/G RCP."
"2026/02/19","DLL","VORTAC","WI","BARABOO","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 008-122 BYD 40 NM; 103-114 BYD 30 NM BLW 17000 FT; 135-148 BYD 40 NM; 165-290 BYD 40 NM; 291-301 BYD 40 NM BLW 9000 FT; 291-301 BYD 108 NM BLW 14500 FT; 291-301 BYD 123 NM; 302-312 BYD 40 NM BLW 18000 FT; 313-323 BYD 40 NM BLW 3500 FT; 313-323 BYD 66 NM; 335-339 BYD 40 NM. "
"2026/02/19","DLN","VOR/DME","MT","DILLON","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 045-090 BYD 30 NM BLW 11700 FT; 090-140 BYD 30 NM BLW 12600 FT; 140-180 BYD 30 NM BLW 11500 FT; 275-290 BYD 30 NM BLW 12500 FT."
"2026/02/19","DLN","VOR/DME","MT","DILLON","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 016-070 BYD 40 NM; 071-081 BYD 40 NM BLW 15000 FT; 071-081 BYD 49 NM; 082-101 BYD 40 NM; 102-112 BYD 40 NM BLW 15000 FT; 102-112 BYD 47 NM; 113-216 BYD 40 NM; 233-257 BYD 40 NM; 266-310 BYD 40 NM; 345-353 BYD 40 NM."
"2026/02/19","DMA","TACAN","AZ","TUCSON","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 063-093 BYD 25 NM BLW 17500 FT; 283-293 BYD 25 NM BLW 17500 FT; 338-033 BYD 25 NM BLW 17500 FT."
"2026/02/19","DMA","TACAN","AZ","TUCSON","US","NAVIGATION_AID","GENERAL_REMARK",2,"NO-NOTAM MP: 1200-1400Z WED."
"2026/02/19","DMA","TACAN","AZ","TUCSON","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 063-093 BYD 25 NM BLW 17500 FT; 283-293 BYD 25 NM BLW 17500 FT; 338-033 BYD 25 NM BLW 17500 FT."
"2026/02/19","DMN","VORTAC","NM","DEMING","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 155-195 BYD 15 NM."
"2026/02/19","DMN","VORTAC","NM","DEMING","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 155-195 BYD 15 NM."
"2026/02/19","DMN","VORTAC","NM","DEMING","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 155-195 BYD 15 NM."
"2026/02/19","DNJ","VOR/DME","ID","MC CALL","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 010-055 BYD 40 NM; 056-066 BYD 40 NM BLW 12000 FT; 056-066 BYD 51 NM; 145-175 BYD 40 NM; 176-188 BYD 40 NM BLW 5000 FT; 189-198 BYD 40 NM BLW 8900 FT; 189-198 BYD 55 NM; 199-206 BYD 40 NM; 207-216 BYD 40 NM BLW 11700 FT; 217-226 BYD 40 NM BLW 9000 FT; 217-226 BYD 54 NM BLW 12000 FT."
"2026/02/19","DNJ","VOR/DME","ID","MC CALL","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 217-226 BYD 64 NM; 305-319 BYD 40 NM; 320-330 BYD 40 NM BLW 12000 FT; 320-330 BYD 56 NM; 331-359 BYD 40 NM."
"2026/02/19","DNW","VOR/DME","WY","DUNOIR","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 010-030 BYD 25 NM BLW 17000 FT; 011-021 BYD 40 NM BLW 17000 FT; 011-021 BYD 50 NM; 022-029 BYD 40 NM; 030-130 BYD 15 NM; 130-210 BYD 20 NM; 210-230 BYD 25 NM; 230-240 BYD 20 NM; 240-270 BYD 30 NM; 270-330 BYD 20 NM; 330-340 BYD 10 NM; 340-010 BYD 15 NM."
"2026/02/19","DNW","VOR/DME","WY","DUNOIR","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 010-030 BYD 25 NM BLW 17000 FT; 030-130 BYD 15 NM; 130-210 BYD 20 NM; 210-230 BYD 25 NM; 230-240 BYD 20 NM; 240-270 BYD 30 NM; 270-330 BYD 20 NM; 330-340 BYD 10 NM; 340-010 BYD 15 NM."
"2026/02/19","DOB","TACAN","GA","MARIETTA","US","NAVIGATION_AID","GENERAL_REMARK",2,"NO NOTAM MP:  1100-1500Z++ THU."
"2026/02/19","DOB","TACAN","GA","MARIETTA","US","NAVIGATION_AID","GENERAL_REMARK",3,"TACAN UNUSBL 070-078 DEGS BYD 18 NM; 145-265 DEGS BYD 11 NM; 253-256 BYD 8 NM; 320-325 BYD 12NM."
"2026/02/19","DOV","TACAN","DE","DOVER","US","NAVIGATION_AID","GENERAL_REMARK",1,"NO-NOTAM MP: 0500-1100Z++ WED (2000/2+1)."
"2026/02/19","DOV","TACAN","DE","DOVER","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 095-105 BYD 13 MN BLW 3000 FT."
"2026/02/19","DOV","TACAN","DE","DOVER","US","NAVIGATION_AID","GENERAL_REMARK",3,"MILITARY USE: NO-NOTAM MP: 0500-1100Z++ MON-FRI (1000/3+1)."
"2026/02/19","DPA","VOR/DME","IL","CHICAGO/WEST CHICAGO","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 042-047 BYD 40 NM."
"2026/02/19","DPK","VOR/DME","NY","DEER PARK","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR/DME UNUSBL BYD 25 NM BLW 5,000 FT"
"2026/02/19","DPK","VOR/DME","NY","DEER PARK","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 265-274 BYD 17 NM BLW 5,000 FT; 275-280; 281-015 BYD 17 NM  BLW 5,000 FT."
"2026/02/19","DPK","VOR/DME","NY","DEER PARK","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME ELEV: 159.3  3RD PARTY SURVEY 30 JUN 2011."
"2026/02/19","DPY","NDB","WA","DEER PARK","US","NAVIGATION_AID","GENERAL_REMARK",2,"NDB UNMONITORED."
"2026/02/19","DQN","VOR/DME","OH","DAYTON","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL BYD 35 NM BLW 2900 FT."
"2026/02/19","DQN","VOR/DME","OH","DAYTON","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 245-250 BYD 40 NM."
"2026/02/19","DQO","VORTAC","DE","WILMINGTON","US","NAVIGATION_AID","GENERAL_REMARK",7,"VOR UNUSBL 230-265 BYD 20 NM."
"2026/02/19","DQO","VORTAC","DE","WILMINGTON","US","NAVIGATION_AID","GENERAL_REMARK",8,"TACAN AZM UNUSBL 230-265 BYD 20 NM."
"2026/02/19","DQO","VORTAC","DE","WILMINGTON","US","NAVIGATION_AID","GENERAL_REMARK",9,"DME UNUSBL 230-265 BYD 20 NM"
"2026/02/19","DRK","VORTAC","AZ","PRESCOTT","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 055-080 BYD 29 NM BLW 9300 FT; 065-079 BYD 40 NM BLW 22000 FT; 125-140 BYD 35 NM BLW 8500 FT; 128-230 BYD 40 NM; 140-160 BYD 30 NM BLW 9500 FT; 160-175 BYD 35 NM BLW 9500 FT; 175-185 BYD 30 NM BLW 9500 FT; 185-195 BYD 23 NM BLW 9100 FT; 195-220 BYD 13 NM BLW 9100 FT; 220-235 BYD 25 NM BLW 9100 FT; 233-243 BYD 40 NM BLW 18000 FT; 265-275 BYD 30 NM BLW 8800 FT; 266-274 BYD 40 NM."
"2026/02/19","DRK","VORTAC","AZ","PRESCOTT","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 055-080 BYD 29 NM BLW 9300 FT; 125-140 BYD 35 NM BLW 8500 FT; 140-160 BYD 30 NM BLW 9500 FT; 160-175 BYD 35 NM BLW 9500 FT; 175-185 BYD 30 NM BLW 9500 FT; 185-195 BYD 23 NM BLW 9100 FT; 195-220 BYD 13 NM BLW 9100 FT; 220-235 BYD 25 NM BLW 9100 FT; 265-275 BYD 30 NM BLW 8800 FT."
"2026/02/19","DRK","VORTAC","AZ","PRESCOTT","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 055-080 BYD 29 NM BLW 9300 FT; 125-140 BYD 35 NM BLW 8500 FT; 140-160 BYD 30 NM BLW 9500 FT; 160-175 BYD 35 NM BLW 9500 FT; 175-185 BYD 30 NM BLW 9500 FT; 185-195 BYD 23 NM BLW 9100 FT; 195-220 BYD 13 NM BLW 9100 FT; 220-235 BYD 25 NM BLW 9100 FT; 265-275 BYD 30 NM BLW 8800 FT."
"2026/02/19","DRO","VOR/DME","CO","DURANGO","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 004-014 BYD 40 NM BLW 16500 FT; 004-014 BYD 50 NM; 015-070 BYD 40 NM; 131-190 BYD 40 NM; 220-225 BYD 40 NM; 250-003 BYD 40 NM; 290-310 BYD 15 NM BLW 17000 FT."
"2026/02/19","DRO","VOR/DME","CO","DURANGO","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 070-090 BYD 30 NM BLW 12500 FT; 140-185 BYD 25 NM BLW 13000 FT; 290-310 BYD 15 NM BLW 17000 FT."
"2026/02/19","DSD","VORTAC","OR","REDMOND","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 013-023 BYD 40 NM; 034-039 BYD 40 NM; 108-119 BYD 40 NM; 125-135 BYD 40 NM; 150-163 BYD 40 NM; 188-201 BYD 40 NM BLW 10500 FT; 188-201 BYD 69 NM; 202-219 BYD 40 NM; 220-240 BYD 30 NM; 241-252 BYD 40 NM BLW 13000 FT; 241-252 BYD 47 NM; 253-257 BYD 40 NM; 258-268 BYD 40 NM BLW 10000 FT; 258-268 BYD 48 NM; 280-286 BYD 40 NM; 289-305 BYD 40 NM BLW 12500 FT; 289-305 BYD 48 NM; 326-338 BYD 40 NM."
"2026/02/19","DSD","VORTAC","OR","REDMOND","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 220-240 BYD 30 NM."
"2026/02/19","DSD","VORTAC","OR","REDMOND","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 220-240 BYD 30 NM."
"2026/02/19","DSM","VORTAC","IA","DES MOINES","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 095-150."
"2026/02/19","DSM","VOT","IA","DES MOINES","US","NAVIGATION_AID","LAT_LONG_SOURCE_CODE",1,"3RD PARTY."
"2026/02/19","DTA","VORTAC","UT","DELTA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 004-022 BYD 40 NM; 028-042 BYD 40 NM; 043-065 BYD 40 NM BLW 18000 FT; 045-090 BYD 25 NM BLW 10700 FT; 066-148 BYD 40 NM; 207-212 BYD 40 NM; 233-251 BYD 40 NM BLW 16000 FT; 233-251 BYD 49 NM BLW 16000 FT; 233-251 BYD 49 NM BLW 18000 FT; 252-255 BYD 40 NM; 260-265 BYD 40 NM; 330-335 BYD 40 NM; 340-003 BYD 40 NM BLW 11000 FT; 340-003 BYD 59 NM BLW 12000 FT; 340-003 BYD 68 NM."
"2026/02/19","DTL","VOR/DME","MN","DETROIT LAKES","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR/DME UNMON."
"2026/02/19","DTW","VOT","MI","DETROIT","US","NAVIGATION_AID","GENERAL_REMARK",1,"FOR USE ON GROUND ONLY."
"2026/02/19","DUG","VORTAC","AZ","DOUGLAS BISBEE","US","NAVIGATION_AID","LAT_LONG_SOURCE_CODE",1,"3RD PARTY SURVEY."
"2026/02/19","DUG","VORTAC","AZ","DOUGLAS BISBEE","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 045-065 BYD 26 NM BLW 10000 FT; 065-095 BYD 28 NM BLW 9500 FT; 355-010 BYD 35 NM BLW 11300 FT."
"2026/02/19","DUG","VORTAC","AZ","DOUGLAS BISBEE","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 045-065 BYD 26 NM BLW 10000 FT; 065-095 BYD 28 NM BLW 9500 FT; 355-010 BYD 35 NM BLW 11300 FT."
