"EFF_DATE","REGULATORY","AWY_DESIGNATION","AWY_LOCATION","AWY_ID","UPDATE_DATE","REMARK","AIRWAY_STRING"
"2026/01/22","Y","RN","C","Q220","2022/08/26","","RIFLE HOFFI ORCHA ALBOW SEY SKOWL JAWZZ LARIE"
"2026/01/22","Y","RN","C","Q221","2024/07/09","","AML JERES BEETS MICAH VALLO OGESY FORTT BIGEO WUNDR DLMAR"
"2026/01/22","Y","RN","C","Q227","2024/07/11","","AML JERES BEETS MICAH VALLO OGESY TYMAN STENT KONJE STUBN"
"2026/01/22","Y","RN","C","Q23","2014/01/02","","FSM RZC"
"2026/01/22","Y","RN","C","Q232","2024/03/27","","STUBN DARBO CORDS HOPCE NEION"
"2026/01/22","Y","RN","C","Q24","2020/02/18","","SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL BLUMS BALIO MOLLR KAPAA LCH LSU IRUBE PAYTN"
"2026/01/22","Y","RN","C","Q25","2018/02/27","","MEEOW ARG WLSUN PXV"
"2026/01/22","Y","RN","C","Q26","2017/05/23","","ARG HENSY DEVAC"
"2026/01/22","Y","RN","C","Q27","2014/01/02","","FSM ZALDA"
"2026/01/22","Y","RN","C","Q28","2018/02/27","","GRAZN PYRMD HAKAT ESTEE PXV"
"2026/01/22","Y","RN","C","Q29","2021/09/16","","HARES BAKRE MEMFS OMDUE SIDAE CREEP SEELA KLYNE DUTSH WWSHR DORET JHW HANKK GONZZ KRAZZ NIPPY CABCI EBONY DUNOM"
"2026/01/22","Y","RN","C","Q3","2024/09/19","","FEPOT FAMUK FELIX FRFLY FINER FOWND PYE"
"2026/01/22","Y","RN","C","Q30","2024/05/13","","IZAAC HRISN VLKNN"
"2026/01/22","Y","RN","C","Q31","2018/02/27","","DHART JODOX UJM TIIDE PXV"
"2026/01/22","Y","RN","C","Q32","2017/05/23","","ELD BAKRE GAGLE CRAMM BNA SWAPP"
"2026/01/22","Y","RN","C","Q33","2025/11/25","","IAH TAYUR CIDOR FOSIN SWEUP KAMEN DHART EDWAH LITTR PROWL"
"2026/01/22","Y","RN","C","Q34","2023/07/03","","TXK LOOSE WASKO MATIE EDWAH MEMFS HENSY DITZL WAKOL HITMN SWAPP GHATS FOUNT TONIO KONGO NEALS SITTR ASBUR DENNY MAULS GVE BOOYA DUALY BIGRG PNGWN HULKK RBV"
"2026/01/22","Y","RN","C","Q35","2017/10/15","","DRK NAVHO CORKR WINEN NEERO KOATA IMB"
"2026/01/22","Y","RN","C","Q36","2017/05/23","","RZC TWITS OMDUE DEPEC BNA SWAPP"
"2026/01/22","Y","RN","C","Q37","2018/02/27","","FST CAVRN YORUB IMMAS PUB"
"2026/01/22","Y","RN","C","Q38","2017/05/23","","ROKIT INCIN LAREY BESOM"
"2026/01/22","Y","RN","C","Q39","2017/08/18","","CLAWD TARCI ASERY"
"2026/01/22","Y","RN","C","Q4","2024/09/10","","BOILE HEDVI SCOLE SPTFR ZEBOL SKTTR ELP PEQ FUSCO DILLO CLL"
"2026/01/22","Y","RN","C","Q40","2017/05/23","","AEX DOOMS WINAP MISLE BFOLO NIOLA JAARE OJESS ALEAN YICUT FEEDS MAULS FANPO"
"2026/01/22","Y","RN","C","Q406","2024/03/28","","BWZ DBABE BASYE TRIBS BIGGO BAF"
"2026/01/22","Y","RN","C","Q409","2025/04/22","","ENEME PUPYY ISUZO KONEY JROSS SESUE OKNEE MRPIT ESCHR DEEEZ GUILD CRPLR TRPOD SMELI OYVAY VILLS CYN WHITE"
"2026/01/22","Y","RN","A","Q41","2021/04/05","","CAWIN SCC"
"2026/01/22","Y","RN","C","Q419","2022/07/21","","BROSS MYFOO NACYN BSERK HULKK RBV LAURN JFK DPK"
"2026/01/22","Y","RN","C","Q42","2023/12/05","","LEWRP STRUK LCOLN SNKPT HIDON BUBAA PSYKO BRNAN HOTEE MIKYG SPOTZ ZIMMZ"
"2026/01/22","Y","RN","A","Q43","2021/04/05","","TED BGQ CAWIN FAI"
"2026/01/22","Y","RN","C","Q430","2025/02/28","","ZANDR AIR LEJOY VINSE BEETS LARRI SAAME BYRDD COPES RBV MYRCA CREEL RIFLE KYSKY CPCOD LIBBE FLAPE DEEPO ACK"
"2026/01/22","Y","RN","C","Q436","2025/06/17","","KAYYS DIXSN BOOTT RRONS CFGCQ CFHHD RAAKK HERBA REXXY REBBL MTCAF DGRAF YYOST LAAYK COATE"
"2026/01/22","Y","RN","C","Q437","2025/04/22","","CRPLR TRPOD SMELI OYVAY VILLS SIZZR METRO CLAUS GANDE PONCT"
"2026/01/22","Y","RN","C","Q438","2022/01/13","","RUBYY BERYS TWIGS CFJHV CFKHS RAAKK"
"2026/01/22","Y","RN","C","Q439","2025/04/22","","KALDA ZJAAY BYSEL RADDS SHHAY MAEVE WAALK JENGA RAINN BRIGS HARBO DRIFT MANTA PLUME SHERL DUNEE SARDI RIFLE AVCAT FOXWD BOGRT BLENO BEEKN FRIAR PQI"
"2026/01/22","Y","RN","A","Q44","2021/04/05","","OME HLBLY TED"
"2026/01/22","Y","RN","C","Q440","2022/10/25","","HUFFR IDIOM DEANI SLLAP BERYS TWIGS CFJHV CFKHS RAAKK"
"2026/01/22","Y","RN","C","Q445","2025/04/22","","KALDA ZJAAY PAJET CAANO TBONN ZIZZI YAZUU SHAUP VALCO KYSKY"
"2026/01/22","Y","RN","C","Q448","2025/03/11","","PTW LANNA DBABE BASYE TRIBS BIGGO BAF"
"2026/01/22","Y","RN","A","Q45","2021/04/05","","DLG FAGIN NONDA AMOTT"
"2026/01/22","Y","RN","C","Q450","2020/07/17","","HNNAH JFK DPK"
"2026/01/22","Y","RN","A","Q46","2023/11/28","","VANTY BRW"
"2026/01/22","Y","RN","A","Q47","2021/04/05","","AKN AMOTT"
"2026/01/22","Y","RN","C","Q475","2021/04/05","","COPLY SCUPP CANAL TUSKY"
"2026/01/22","Y","RN","C","Q476","2024/01/22","","JHW HOXIE DMACK STENT MAGIO WLKES JENNO HARTY NWTON"
"2026/01/22","Y","RN","A","Q48","2021/04/05","","BRW SCC ROCES"
"2026/01/22","Y","RN","C","Q480","2020/07/17","","ZANDR AIR LEJOY VINSE BEETS HOTEE MIKYG SPOTZ CANDR JEFFF IGN LESWL BAF KYLOH BEEKN ENE"
"2026/01/22","Y","RN","C","Q481","2025/04/23","","JAMIE CONFR MGERK SOSBY YEELO ECOIL ZIGGI DPK"
"2026/01/22","Y","RN","A","Q49","2021/04/05","","ODK AMOTT"
"2026/01/22","Y","RN","C","Q5","2021/02/15","","HAROB MINNE HISKU HARPR HOMEG HUPTU STIKM"
"2026/01/22","Y","RN","C","Q50","2020/06/18","","IIU HELUB ENGRA IBATE CUBIM"
"2026/01/22","Y","RN","A","Q51","2021/04/05","","AKN SLIIM HLBLY OTZ"
"2026/01/22","Y","RN","C","Q52","2017/10/15","","CHOPZ IPTAY AWYAT COLZI"
"2026/01/22","Y","RN","A","Q53","2021/09/22","","ODK ILI OTZ"
"2026/01/22","Y","RN","C","Q54","2021/08/17","","HRTWL NYLLA CHYPS AHOEY RAANE ASHEL NUTZE"
"2026/01/22","Y","RN","A","Q55","2021/04/05","","ODK SLIIM OME"
"2026/01/22","Y","RN","C","Q56","2020/04/08","","SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL BLUMS BALIO MOLLR HEIGH PEKON HRV SJI CATLN KBLER KELLN KTOWN BYSCO JOOLI NUUMN ORACL KIWII"
"2026/01/22","Y","RN","A","Q57","2021/04/05","","AKN MCG"
"2026/01/22","Y","RN","C","Q58","2017/10/15","","KELLN GLOVR LUMAY STUKI PEETT"
"2026/01/22","Y","RN","A","Q59","2021/04/05","","CDB BET"
"2026/01/22","Y","RN","A","Q6","2021/04/05","","TKA JOKAP KUTDE LACIL BRW"
"2026/01/22","Y","RN","C","Q60","2022/07/20","","BURGG BYJAC EVING LOOEY JAXSN SHIRY HURTS"
"2026/01/22","Y","RN","A","Q61","2021/04/05","","FAI BRW"
"2026/01/22","Y","RN","C","Q62","2023/04/20","","WATSN DAIFE NOLNN WEEVR PSKUR SRPEN FAALS ALEEE QUARM BURNI MCMAN VALLO RAV SUZIE SARAA"
"2026/01/22","Y","RN","C","Q64","2025/10/06","","CATLN FIGEY HRTWL DARRL IDDAA DADDS MARCL TYI GUILD SAWED KALDA"
"2026/01/22","Y","RN","C","Q65","2022/03/31","","MGNTY DOFFY FETAL ENEME KERLY DAREE LORNN SOGEE ENGRA OCASE RINTE"
"2026/01/22","Y","RN","C","Q66","2024/03/28","","LITTR CIVKI RICKX TROVE BAZOO METWO MXEEN ALEAN"
"2026/01/22","Y","RN","C","Q67","2021/05/11","","SMTTH CEMEX IBATE TONIO TAFTT JONEN HNN"
"2026/01/22","Y","RN","C","Q68","2023/01/05","","LITTR SOPIE LAJUG RAMRD RYANS UNCKL YOCKY SPAYD HVQ TOMCA RONZZ HHOLZ HAMME CAPOE OTTTO"
"2026/01/22","Y","RN","C","Q69","2018/11/28","","VIYAP OLBEC ISUZO GURGE BLAAN EMCET RYCKI LUNDD ILLSA EWESS RICCS"
"2026/01/22","Y","RN","C","Q7","2025/04/02","","JINMO JOGEN JUDAH JUNEJ JAGWA AVE"
"2026/01/22","Y","RN","C","Q70","2017/05/24","","HAILO LAS IFEYE BLIPP EEVUN BLOBB BAWER SAKES"
"2026/01/22","Y","RN","C","Q71","2017/08/25","","BOBBD ATUME HAPKI KONGO WISTA ASERY GEFFS EMNEM PSYKO PSB"
"2026/01/22","Y","RN","C","Q72","2022/08/04","","HACKS GEQUE BENSH RAMAY"
"2026/01/22","Y","RN","C","Q73","2022/05/27","","MOMAR CABIC CHADT LVELL BLKWL ZELMA KRLIE HAKMN ZZYZX LAKRR GUNTR ZAINY EEVUN WINEN CRITO BROPH DERSO SAWTT ZATIP CORDU"
"2026/01/22","Y","RN","C","Q74","2022/01/03","","NATEE BLD ZAINY FIZZL GARDD DEANN"
"2026/01/22","Y","RN","C","Q75","2022/07/21","","ENEME TEUFL TEEEM SHRIL FISHO ILBEE SLOJO GSO BROSK DRAIK GVE HAMMZ TOOBN MURPH SACRI STOEN MXE COPES BIGGY SBJ JERSY FARLE BIZEX GREKI NELIE SWALO BOS COPLY"
"2026/01/22","Y","RN","C","Q77","2022/08/25","","OCTAL MATLK STYMY WAKKO MJAMS ETORE SHRKS TEUFL WIGVO MELKR HRTWL"
"2026/01/22","Y","RN","C","Q78","2017/05/24","","MARUE DUGGN TOADD"
"2026/01/22","Y","RN","C","Q79","2022/03/31","","MCLAW VAULT FEMID WULFF MOLIE DOFFY EVANZ IISLY ZPLEN THRSR KAILL WUDEE RESPE SWAPP IIU"
"2026/01/22","Y","RN","A","Q8","2024/12/30","","BRW GAL KKYLE TED"
"2026/01/22","Y","RN","C","Q80","2019/04/05","","FAREV JEDER ENGRA DEWAK STEWS CEGMA JONEN BULVE WISTA LEVII RONZZ HHOLZ HAMME CAPOE OTTTO"
"2026/01/22","Y","RN","A","Q801","2024/09/11","","HARPR FELIX ECTOF WAPTO TOU CYVIC EEVER MACIE LAIRE CSMOS JOH TED"
"2026/01/22","Y","RN","C","Q806","2021/04/27","","VINDI MLT CANME VIGDU"
"2026/01/22","Y","RN","C","Q81","2022/09/14","","TUNSL KARTR FIPES ZEILR PIKKR FARLU MGNTY ENDEW BITNY NICKI SNAPY BULZI IPOKE HONID"
"2026/01/22","Y","RN","A","Q811","2021/09/16","","DLG KOWOK SAHOK FAGIN NONDA AMOTT GASTO TED GKN OYELI"
"2026/01/22","Y","RN","C","Q812","2022/12/27","","TIMMR WELOK CEWDA ZOHAN CFPXT CFQHD KELTI AHPAH GOATR SYR FABEN LOXXE ARRKK STOMP MSLIN GAYEL"
"2026/01/22","Y","RN","C","Q816","2022/07/20","","HOCKE CFRCN CFQHD KELTI AHPAH GOATR ARNII HANAA"
"2026/01/22","Y","RN","C","Q818","2022/07/20","","FNT CFSMW CFTBR WOZEE KELIE VIEEW CFB BUFFY STOMP MSLIN GAYEL"
"2026/01/22","Y","RN","C","Q82","2017/05/24","","WWSHR DORET JHW WAYLA VIEEW TYROD MEMMS LOXXE PONCT"
"2026/01/22","Y","RN","C","Q822","2022/07/20","","FNT CFSMW CFVXC HOZIR GONZZ PUPPY PAYGE CAM ENE AJJAY ALLEX"
"2026/01/22","Y","RN","C","Q824","2020/07/16","","FNT HOCKE CFWBG"
"2026/01/22","Y","RN","C","Q828","2025/06/18","","FARID DLH"
"2026/01/22","Y","RN","C","Q83","2024/11/07","","JEVED ROYCO TAALN KONEY WURFL JUSEE EFFAY WHTTL GSO"
"2026/01/22","Y","RN","C","Q834","2024/07/19","","ALBNG WIEDS DLH"
"2026/01/22","Y","RN","C","Q84","2017/05/24","","JHW AUDIL PUPPY PAYGE CAM"
"2026/01/22","Y","RN","C","Q842","2021/04/05","","BEALE BLIPP WINEN TABLL PICHO PATIO PROXI VAANE KEETA CFXHJ"
"2026/01/22","Y","RN","C","Q844","2021/04/19","","SYR VIBRU"
"2026/01/22","Y","RN","C","Q848","2021/03/11","","SLLAP HHIPP CFZJP"
"2026/01/22","Y","RN","C","Q85","2024/11/19","","LPERD BEEGE GIPPL ROYCO IGARY PELIE BUMMA KAATT SMPRR MIROO PBCUP MOXXY CRPLR"
"2026/01/22","Y","RN","C","Q86","2017/05/24","","TTRUE YORRK SCHLS CUTRO VALEQ PLNDL"
"2026/01/22","Y","RN","C","Q864","2021/09/21","","EBGIX TUGUB"
"2026/01/22","Y","RN","C","Q87","2024/03/18","","PEAKY GOPEY HANDZ GRIDS TIRCO MATLK ONEWY ZERBO DUCEN OVENP FEMON VIYAP SUSYQ TAALN JROSS RAYVO HINTZ REDFH LCAPE ALWZZ ASHEL DADDS NOWAE RIDDN GEARS HURTS"
"2026/01/22","Y","RN","C","Q88","2019/04/22","","HAKMN ZZYZX LAKRR NOOTN GARDD VERKN PROMT CHESZ SINRY ZAKRY YAMPA BICAR CHUWY KEEFF GUDDY VIVID JOYCC DKOTA"
"2026/01/22","Y","RN","C","Q89","2022/03/31","","MANLE WAKUP PRMUS OVENP SHRKS YANTI HESPI CULTO SMTTH"
"2026/01/22","Y","RN","C","Q9","2025/04/02","","SUMMA SMIGE SYNKR SUNBE SHIMR REBRG DERBB"
"2026/01/22","Y","RN","C","Q90","2022/01/04","","DNERO ESGEE AREAF JASSE NAVJO YAMHA DAAYE SKWYR HUSQA VARNE ATIJA LEFAM BOVEY WELKY"
"2026/01/22","Y","RN","A","Q902","2024/11/13","","OTZ FAI HRDNG RDFLG ORT AYZOL WOGUS SSR HOODS LVD DOOZI GESTI ANN HIGHE DISCO ROSLN SEA"
"2026/01/22","Y","RN","C","Q905","2021/03/11","","HOCKE CFJBZ"
"2026/01/22","Y","RN","C","Q907","2023/11/29","","POSTS PADDE SVM GADAV ATENE IMAMA"
"2026/01/22","Y","RN","C","Q913","2022/10/25","","RAKAM CABCI TOPPS"
"2026/01/22","Y","RN","C","Q917","2021/04/05","","SSM CFNBP CFRCC CFPWF CFSKX HOZIR WOZEE"
"2026/01/22","Y","RN","C","Q92","2022/01/04","","CHUWY KUTCH WYYTE MAASI HANKU JORDY"
"2026/01/22","Y","RN","C","Q923","2021/04/05","","HOCKE CFNBB"
"2026/01/22","Y","RN","C","Q924","2024/07/16","","DLH VURLY WEMAN SUZLI UDORY HUDRU BYPOR MECNU BEKRR"
"2026/01/22","Y","RN","C","Q93","2023/07/05","","MCLAW VAULT LINEY FOBIN EBAYY MALET DEBRL KENLL PRMUS WOPNR GIPPL SUSYQ ISUZO GURGE FISHO QUIWE JEPEX BENBY DOOGE HAPKI TONIO OCASE HEVAN"
"2026/01/22","Y","RN","C","Q935","2022/07/20","","MONEE HOCKE CFRCN CFTBR WOZEE HANKK JOSSY AUDIL FABEN PONCT GDM BOS"
"2026/01/22","Y","RN","C","Q937","2022/10/28","","TULEG WAYGO KRAZZ"
"2026/01/22","Y","RN","C","Q94","2017/05/24","","WELUM MNGGO ROOLL"
"2026/01/22","Y","RN","C","Q945","2025/06/17","","DIK OSMEE"
"2026/01/22","Y","RN","C","Q951","2023/12/06","","POSTS PADDE SVM GADAV KATEK DAVDA SSENA TALNO KERVO DANOL"
"2026/01/22","Y","RN","C","Q96","2017/05/24","","PURSE DODDL BFUNE GUNTR PIIXR FIZZL BAWER ROCCY SARAF KIMMR"
"2026/01/22","Y","RN","C","Q97","2025/04/22","","TOVAR EBAYY MALET DEBRL KENLL PRMUS WOPNR JEVED CAKET ELMSZ YURCK ELLDE YEASO PAACK KOHLS SAWED KALDA ZJAAY PAJET CAANO TBONN ZIZZI YAZUU HEADI SAILN CCC NTMEG VENTE BLENO BEEKN FRIAR PQI"
"2026/01/22","Y","RN","C","Q971","2025/06/18","","MOT CIPTA"
"2026/01/22","Y","RN","C","Q98","2019/04/22","","HAKMN ZZYZX LAKRR DUZIT EEEZY PEEWE"
"2026/01/22","Y","RN","C","Q99","2022/08/25","","KPASA DOFFY CAMJO HEPAR TEEEM BLAAN BWAGS EFFAY WNGUD POLYY RAANE OGRAE PEETT SHIRY UMBRE QUART HURLE"
"2026/01/22","Y","R","A","R2","2012/12/26","","ELF GLENT LAPLE PDN"
"2026/01/22","N","PA","A","R2010","2025/07/02","""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.","FOMBU OWILY PUROY SEPFY ZEVMO PAHSI UKSEC OBACE HAAZY OWXUY SEBAW LUKEC ZUPAK TIKOW COBSU"
"2026/01/22","N","PA","A","R2015","2025/07/02","""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.","COBSU UFMUP TECLY FIPAM VAZPU NEREE YICAX FOGID VULHO XADZY NAYTI TAWMO UCUXY OKVAW SAXRY ZUHXY ROVZU OWILY SSR"
"2026/01/22","N","PA","A","R2020","2025/07/02","""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.","HAAZY BKA PAHSI ZOLKO WUSID SAROC TAWMO"
"2026/01/22","N","PA","A","R2025","2025/07/02","""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.","OWXUY TECLY SUKVY LVD VAZPU"
"2026/01/22","N","PA","C","R204","2023/06/08","","KEITH KYWEE KERNE KEONE KALIN"
"2026/01/22","N","PA","C","R220","2015/05/18","","NODLE NICHO NOSHO NEONN NANZA NOLTI NAYLD NULUK NANDY NATES NIKLL NYMPH NUZAN NRKEY NIPPI"
"2026/01/22","N","PA","C","R330","2015/05/18","","POWAL SYA"
"2026/01/22","N","PA","C","R332","2014/06/04","","MAJ VAVEE"
"2026/01/22","N","PA","C","R337","2014/06/03","","ISGOG ROR"
"2026/01/22","N","PA","A","R338","2024/10/29","","OME ICEEE IDROD ROCET MUCLA MARCC MORLY NATES HEDMI"
"2026/01/22","N","PA","C","R341","2021/10/04","","NATES HAVAM OFORD HODDY PUGGY CHUUK ODK"
"2026/01/22","N","PA","A","R35","2017/08/07","","FDV JUJXI ADLEN"
"2026/01/22","N","PA","C","R451","2021/10/04","","HIXOR POWAL AAMYY WALLT CHIKI ADK"
"2026/01/22","N","PA","C","R463","2022/11/14","","MAGGI SERYU TOADS APACK AUNTI ADOPE AXELE ADTIL ALLBE ALCOA"
"2026/01/22","N","PA","C","R464","2014/06/04","","MAGGI BITTA BOARD BEKME BILLO BARAZ BAART BEBOP"
"2026/01/22","N","PA","C","R465","2014/06/04","","MAGGI SHARK CLUTS CEBEN CIVIT CORTT CUNDU CREAN CINNY"
"2026/01/22","N","AT","C","R507","2023/06/08","","GTK MRTEE LENUS ANTOX NOPIT SAPPO CONCH UTAHS"
"2026/01/22","N","AT","C","R56","2019/02/22","","LINND KENDA LARGE PENYT SLATN"
"2026/01/22","N","PA","C","R576","2014/06/04","","OGG ALAFU WAPPO ONOVY DENNS DRAYK DUSAC DIALO DADIE DUETS DINTY"
"2026/01/22","N","PA","C","R577","2014/06/04","","OGG AWAHI AZIBA TANFO ALICA EBBER ELOYI ERROT ETNIC ETECO EDSEL EDTOO ELKEY"
"2026/01/22","N","PA","C","R578","2014/06/04","","DEREC BYROW FITES FAPIS FOMAS FIZEL FLITY FOOTS FICKY"
"2026/01/22","N","PA","C","R580","2021/10/04","","OMOTO OGDEN OPHET OLCOT OPAKE ONEIL OBOYD OFORD OGGOE ONEOX ORVIL ORCCA HAMND"
"2026/01/22","N","PA","C","R584","2024/08/01","","CHOKO MCFLY MANRE MAZZA MAJ CURCH RASON LOOIS HAVNU TRADD PNI BIRUQ MICNO TKK DAMAY WUMVE GUNSS JUNIE OPLAR GUMGE UNZ OTTRE MIKYY KEITH"
"2026/01/22","N","PA","C","R585","2008/02/11","","CIVIT FLEXX GITLE GALIP AUDIA"
"2026/01/22","N","PA","C","R595","2014/06/04","","UNZ OTTRE MIKYY KEITH"
"2026/01/22","N","AT","C","R628","2022/10/17","","TANIA ZOLLA MENDL PEKRE SANNS ZQA"
"2026/01/22","N","AT","C","R760","2021/01/04","","COY GOUDA PJM"
"2026/01/22","N","AT","C","R763","2023/06/08","","LETON IORIO COUKY FOLLE JEFFO GTK RNTRY MACKI HARBG MUNOZ BQN"
"2026/01/22","N","AT","C","R888","2017/05/01","","COY MODUX"
"2026/01/22","Y","R","A","R99","2025/06/17","","DUT DIBWO LIJFY RANND SPY"
"2026/01/22","N","PR","C","RTE1","2023/08/15","","UTAHS BQN MAZ"
"2026/01/22","N","PR","C","RTE12","2023/08/15","","MAZ JOSHE VARNA SJU JETSS STT"
"2026/01/22","N","PR","C","RTE2","2023/08/15","","BQN PEBLO BOCCA SJU ISLLA FAJAR TOURO MALIE STT OSSEL COY"
"2026/01/22","N","PR","C","RTE3","2023/08/15","","UTAHS JAAWS SJU"
"2026/01/22","N","PR","C","RTE4","2023/08/15","","IDAHO BQN JOSHE MIGHT TUUNA VEDAS HAKVO SNOOZ COY"
"2026/01/22","N","PR","C","RTE5","2023/08/15","","BQN ROBLL PLING"
"2026/01/22","N","PR","C","RTE6","2023/08/15","","IDAHO ROBLL BEANO CORAF SJU CHAKA PALCO STT"
"2026/01/22","N","PR","C","RTE7","2023/08/15","","PLING SAALR DONKE SJU SANLO TUUNA GESSO"
"2026/01/22","N","PR","C","RTE9","2023/08/15","","BEWIK WIGUM CLAYO MIGHT GANBO SJU WALNA DEEDY VERMO"
"2026/01/22","Y","RN","C","T200","2020/02/20","","CLL COUTH PRARI SEALY DREWZ MOLLR SBI"
"2026/01/22","Y","RN","C","T201","2022/01/12","","MEVAE TRUEX FEGNO NUROE BORTZ"
"2026/01/22","Y","RN","C","T202","2022/01/12","","GURSH AWRYT RICHE HUSTN FEGNO GANTS ZADEL"
"2026/01/22","Y","RN","C","T203","2022/01/12","","ANDYS AWRYT ROUTH FADOS OREAD"
"2026/01/22","Y","RN","C","T205","2017/10/15","","OCF OTK"
"2026/01/22","Y","RN","C","T206","2024/05/20","","ENADE FADOS GOTHS NUROE ZADEL LIB SNOWS"
"2026/01/22","Y","RN","C","T207","2022/07/15","","FOXAM MMKAY WALEE"
"2026/01/22","Y","RN","C","T208","2022/03/30","","SIROC SAHND FOXAM SUUGR SMYRA OAKIE MALET TICCO INDIA DIMBY VALKA SULTY WIXED CLEFF DURRY BOBOE SHANC"
"2026/01/22","Y","RN","C","T209","2023/01/19","","TBERT SPONG DOVER MILEN SARDY HEDIL BEANS WANSA COLON BLANE LUKES HRTWL REEDY PETON DUNKE ILEYO PELAM UNMAN STYLZ"
"2026/01/22","Y","RN","C","T210","2024/09/12","","MILLP MHOUS GRNVL HADDE MISSM OHLEE MMKAY MRUTT GUANO KIZER EMSEE DAIYL AKOJO PUNQU VARZE WEZER"
"2026/01/22","Y","RN","C","T211","2017/10/15","","OCF JUTTS CARRA PRKKS CRG"
"2026/01/22","Y","RN","C","T212","2017/10/15","","RASHE SEG KIACK BLESS DIANO LVZ LAAYK QTIPP WEARD WEETS TRESA STUBY VEERS NELIE DARTH PUT"
"2026/01/22","Y","RN","C","T213","2025/04/16","","IIU GAMKE GEENY MILAN ZESOD RID"
"2026/01/22","Y","RN","C","T214","2024/03/28","","OREAD BORTZ THMSN ZADEL ORPEE"
"2026/01/22","Y","RN","C","T215","2025/04/16","","BURGG GENOD HORAL HILTO HUTSI FLENR RISTE DACEL OLETE HUGEN IRVIN HYK NERVE GAMKE GEENY MILAN DEEKS BONOY CLEFT MAPPS SMARS CPTON"
"2026/01/22","Y","RN","C","T216","2024/04/09","","PSB SWISS ZAGTI FQM ORDMO ELEXY LOPEZ LECOR LAAYK HAWLY RAGER CAMMO HELON SPECL IGN DEEDE MOONI JUDDS HFD THUMB ARENE SALEM GON TRAIT SEY NEWBE BENNT ACK"
"2026/01/22","Y","RN","C","T217","2020/09/16","","HYK BOSTR HEDEN PRUDE SGH BONEE SJAAY DERRF GETCH GAYLE"
"2026/01/22","Y","RN","C","T218","2022/03/18","","DLMAR GUYED LACIE SCOFF LAAYK TALLI COATE SAX"
"2026/01/22","Y","RN","A","T219","2022/01/12","","DLG BROUS NACIP ACATE RUFVY MKLUK HPB"
"2026/01/22","Y","RN","C","T220","2025/06/16","","MARCS CRAYS MEESO MNURE SEALY DREWZ MOLLR SBI"
"2026/01/22","Y","RN","C","T221","2025/10/09","","MAZIE TROXL FJC BEERS ROCOY RITTY LAAYK TYYLR CFB"
"2026/01/22","Y","RN","A","T222","2023/07/05","","SPY HYLEE ALIEN RUFVY BET HOLIN CABOT WOGAX IKUFU JILSI CYCAS UTICE JOANY MCG MEFRA SUCOD HEMRO ENN FAI"
"2026/01/22","Y","RN","A","T223","2024/07/29","","ZIKNI ROGOC CEKBA PEDUJ DLG OCDIJ KOWOK ZUNOS SAHOK FAGIN FORAX NONDA BLUGA AMOTT GASTO TED"
