"EFF_DATE","ASOS_AWOS_ID","ASOS_AWOS_TYPE","STATE_CODE","CITY","COUNTRY_CODE","COMMISSIONED_DATE","NAVAID_FLAG","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","ELEV","SURVEY_METHOD_CODE","PHONE_NO","SECOND_PHONE_NO","SITE_NO","SITE_TYPE_CODE","REMARK"
"2026/02/19","CJR","AWOS-3","VA","CULPEPER","US","1997/12/03","N",38,31,33.91,"N",38.52608611,77,51,26.53,"W",-77.85736944,315.5,"E","540-727-0523","","25713.","A",""
"2026/02/19","CJX","AWOS-3PT","AK","CROOKED CREEK","US","2022/11/03","N",61,52,14.63,"N",61.87073055,158,8,5.12,"W",-158.13475555,183,"E","907-269-2726","","50132.1","A",""
"2026/02/19","CKB","ASOS","WV","CLARKSBURG","US","","N",39,17,51.557,"N",39.29765472,80,13,39.115,"W",-80.22753194,1223.5,"S","304-842-9240","","26582.","A",""
"2026/02/19","CKC","AWOS-3","MN","GRAND MARAIS","US","1993/03/03","N",47,50,11.9098,"N",47.83664161,90,23,11.1368,"W",-90.38642688,1783.8,"S","218-387-1971","","10713.4","A",""
"2026/02/19","CKF","AWOS-3PT","GA","CORDELE","US","1996/10/30","N",31,59,20.1308,"N",31.98892522,83,46,25.9938,"W",-83.77388716,300.8,"S","229-276-2669","","03737.","A",""
"2026/02/19","CKI","AWOS-3","SC","KINGSTREE","US","2007/11/30","N",33,43,2,"N",33.71722222,79,51,25.1,"W",-79.85697222,66.5,"","843-382-3000","","22360.3","A",""
"2026/02/19","CKM","AWOS-3","MS","CLARKSDALE","US","","N",34,17,59,"N",34.29972222,90,30,44.3,"W",-90.51230555,173.3,"S","662-624-9777","","11181.","A",""
"2026/02/19","CKN","AWOS-3","MN","CROOKSTON","US","1992/06/25","N",47,50,25.4449,"N",47.84040136,96,37,12.4264,"W",-96.62011844,891.9,"S","218-281-3018","","10642.","A",""
"2026/02/19","CKP","AWOS-3","IA","CHEROKEE","US","","N",42,43,49.4866,"N",42.73041294,95,33,13.6065,"W",-95.55377958,1213.8,"","712-225-1088","","05898.","A",""
"2026/02/19","CKV","ASOS","TN","CLARKSVILLE","US","2001/04/10","N",36,37,0.8707,"N",36.61690852,87,24,42.2616,"W",-87.41173933,543.3,"S","931-431-3045","","22905.","A",""
"2026/02/19","CKZ","AWOS-3","PA","PERKASIE","US","1990/02/26","N",40,23,11.4,"N",40.3865,75,17,42.5,"W",-75.29513888,567.6,"","215-257-7291","","21201.3","A",""
"2026/02/19","CLE","ASOS","OH","CLEVELAND","US","1995/11/24","N",41,24,20.5393,"N",41.40570536,81,51,6.8936,"W",-81.85191488,778,"S","216-264-9022","","17746.","A",""
"2026/02/19","CLI","AWOS-3","WI","CLINTONVILLE","US","1995/12/20","N",44,36,50,"N",44.61388888,88,43,53,"W",-88.73138888,,"","715-823-7691","","27115.","A",""
"2026/02/19","CLK","AWOS-3","OK","CLINTON","US","","N",35,32,17.1646,"N",35.53810127,98,56,0.8313,"W",-98.93356425,1638.6,"S","580-323-8477","","18878.1","A",""
"2026/02/19","CLL","ASOS","TX","COLLEGE STATION","US","1996/12/12","N",30,35,18.9,"N",30.58858333,96,21,49.8,"W",-96.36383333,320.6,"E","979-846-1708","","23635.","A",""
"2026/02/19","CLM","ASOS","WA","PORT ANGELES","US","1998/03/26","N",48,7,19.0822,"N",48.12196727,123,30,23.6962,"W",-123.50658227,266.7,"S","360-457-1070","","26357.","A",""
"2026/02/19","CLP","AWOS-3P","AK","CLARKS POINT","US","","N",58,50,1.3,"N",58.83369444,158,31,45.8,"W",-158.52938888,79.6,"E","907-868-7311","","50108.3","A",""
"2026/02/19","CLS","AWOS-3","WA","CHEHALIS","US","2007/02/09","N",46,40,37.3,"N",46.67702777,122,58,57.9,"W",-122.98275,177.2,"","360-740-5164","","26144.","A",""
"2026/02/19","CLT","ASOS","NC","CHARLOTTE","US","","N",35,13,21.104,"N",35.22252888,80,57,15.5587,"W",-80.95432186,731.5,"S","704-255-5973","","16608.","A",""
"2026/02/19","CLW","AWOS-3P","FL","CLEARWATER","US","2014/07/14","N",27,58,26.66,"N",27.97407222,82,45,22.89,"W",-82.75635833,73,"E","727-462-6383","","03112.","A",""
"2026/02/19","CMA","ASOS","CA","CAMARILLO","US","","N",34,12,49.517,"N",34.21375472,119,5,39.575,"W",-119.09432638,60,"S","805-384-9294","","01369.1","A",""
"2026/02/19","CMD","AWOS-3PT","AL","CULLMAN","US","","N",34,16,19.9265,"N",34.2722018,86,51,30.0078,"W",-86.8583355,952.4,"S","256-775-7476","","00248.3","A",""
"2026/02/19","CMH","ASOS","OH","COLUMBUS","US","1996/02/09","N",39,59,26.4081,"N",39.99066891,82,53,37.3256,"W",-82.89370155,810.8,"S","614-333-9354","","17788.","A",""
"2026/02/19","CMI","ASOS","IL","CHAMPAIGN/URBANA","US","1997/06/10","N",40,1,56.7397,"N",40.03242769,88,16,31.6659,"W",-88.27546275,744,"S","217-355-4072","","04494.","A",""
"2026/02/19","CMR","AWOS-3","AZ","WILLIAMS","US","","N",35,18,5.5845,"N",35.30155125,112,11,49.0577,"W",-112.19696047,6682.8,"S","928-635-1278","","00831.","A",""
"2026/02/19","CMX","ASOS","MI","HANCOCK","US","2000/09/14","N",47,9,57.3759,"N",47.16593775,88,28,50.6889,"W",-88.48074691,1061.8,"S","906-482-4248","","09881.","A",""
"2026/02/19","CMY","ASOS","WI","SPARTA","US","","N",43,57,29.9,"N",43.95830555,90,44,16.6,"W",-90.73794444,821.7,"E","","","27578.1","A","AN/FMQ-23 OWNED BY US ARMY AND IS EQUIVALENT TO AN ASOS.; (COMM_DECOMM_DATE) AWSS."
"2026/02/19","CN01","AWOS-A","CA","FORT BRAGG","US","","N",39,25,53.09,"N",39.43141388,123,48,0.59,"W",-123.80016388,226,"S","707-961-4603","","01581.15","H",""
"2026/02/19","CNB","AWOS-3","MN","CANBY","US","2005/11/30","N",44,43,46.2,"N",44.7295,96,15,57.7,"W",-96.26602777,1194.1,"E","507-223-5293","","10615.2","A",""
"2026/02/19","CNC","AWOS-3","IA","CHARITON","US","1992/10/23","N",41,1,10.6,"N",41.01961111,93,21,34.8,"W",-93.35966666,1050.5,"","641-774-5645","","05894.","A",""
"2026/02/19","CNI","AWOS-3PT","GA","CANTON","US","1990/08/23","N",34,18,35.38,"N",34.30982777,84,25,22.81,"W",-84.42300277,1219.1,"S","678-454-2065","","03703.9","A",""
"2026/02/19","CNK","ASOS","KS","CONCORDIA","US","1992/09/01","N",39,33,4.5892,"N",39.55127477,97,39,2.7362,"W",-97.65076005,1457.8,"S","785-262-9693","","06550.","A",""
"2026/02/19","CNM","ASOS","NM","CARLSBAD","US","","N",32,20,14.8,"N",32.33744444,104,15,48.1,"W",-104.26336111,3294.6,"E","575-887-6858","","14559.","A",""
"2026/02/19","CNO","ASOS","CA","CHINO","US","1998/04/29","N",33,58,29,"N",33.97472222,117,38,9,"W",-117.63583333,,"","909-393-5823","","01398.","A",""
"2026/02/19","CNU","ASOS","KS","CHANUTE","US","1996/05/29","N",37,40,13.7797,"N",37.67049436,95,29,4.5437,"W",-95.48459547,979.3,"","620-431-6781","","06519.","A",""
"2026/02/19","CNW","AWOS-3PT","TX","WACO","US","1995/07/21","N",31,38,16.1,"N",31.63780555,97,4,26.9,"W",-97.07413888,470.2,"E","254-867-3880","","24980.","A",""
"2026/02/19","CNY","ASOS","UT","MOAB","US","1998/07/16","N",38,45,0.3368,"N",38.75009355,109,45,45.5221,"W",-109.76264502,4562.3,"S","435-259-8576","","25205.1","A",""
"2026/02/19","CO90","ASOS","CO","ELLICOTT","US","1998/05/06","N",38,48,20.9,"N",38.80580555,104,42,2.8,"W",-104.70077777,6187.1,"E","719-637-9696","","02592.81","A","WX DATA OBTAINED FROM KCOS."
"2026/02/19","COD","AWOS-3PT","WY","CODY","US","1990/12/13","N",44,31,12.7,"N",44.52019444,109,1,25.7,"W",-109.02380555,5102.2,"S","307-527-5197","","27765.","A",""
"2026/02/19","COE","AWOS-3PT","ID","COEUR D'ALENE","US","2016/09/09","N",47,46,27.5,"N",47.77430555,116,49,10.5,"W",-116.81958333,2320.3,"","208-772-8215","","04177.","A",""
"2026/02/19","COI","AWOS-3PT","FL","MERRITT ISLAND","US","2005/12/29","N",28,20,31.7622,"N",28.34215616,80,41,2.6311,"W",-80.68406419,3.7,"S","321-986-8864","","03323.","A",""
"2026/02/19","COM","AWOS-3PT","TX","COLEMAN","US","","N",31,50,29,"N",31.84138888,99,24,21,"W",-99.40583333,1696.8,"S","325-625-3563","","23630.","A",""
"2026/02/19","CON","ASOS","NH","CONCORD","US","1996/03/01","N",43,12,17.65,"N",43.20490277,71,30,9.28,"W",-71.50257777,341.7,"S","603-451-1106","","13224.","A",""
"2026/02/19","COQ","AWOS-3","MN","CLOQUET","US","1997/10/02","N",46,42,4,"N",46.70111111,92,30,12.8,"W",-92.50355555,1279.1,"E","218-879-0783","","10623.","A",""
"2026/02/19","COS","ASOS","CO","COLORADO SPRINGS","US","1992/11/01","N",38,48,34.2334,"N",38.80950927,104,41,19.3762,"W",-104.68871561,6183.2,"S","719-694-7502","","02543.","A",""
"2026/02/19","COT","ASOS","TX","COTULLA","US","","N",28,27,30.7,"N",28.45852777,99,13,22,"W",-99.22277777,474.3,"E","830-879-2861","","23667.","A",""
"2026/02/19","COU","ASOS","MO","COLUMBIA","US","1995/09/05","N",38,49,1.4191,"N",38.81706086,92,12,53.0604,"W",-92.214739,893.4,"S","573-488-3025","","11651.1","A",""
"2026/02/19","CPC","AWOS-3","NC","WHITEVILLE","US","","N",34,16,30.9744,"N",34.27527066,78,42,52.6634,"W",-78.71462872,89.1,"S","910-642-7508","","17205.1","A",""
"2026/02/19","CPF","AWOS-3","KY","HAZARD","US","1997/10/17","N",37,23,12.87,"N",37.38690833,83,15,33.47,"W",-83.25929722,1253,"E","606-435-2452","","07191.1","A",""
"2026/02/19","CPK","AWOS-3","VA","NORFOLK","US","1995/09/14","N",36,39,56.223,"N",36.6656175,76,19,14.361,"W",-76.32065583,18.7,"E","757-204-4290","","25906.2","A",""
"2026/02/19","CPM","AWOS-3PT","CA","COMPTON","US","2011/12/08","N",33,53,26.87,"N",33.89079722,118,14,44.8,"W",-118.24577777,97,"","310-631-3022","","01434.","A",""
"2026/02/19","CPP","AWOS-3","GA","GREENSBORO","US","2006/10/05","N",33,35,56.6385,"N",33.59906625,83,8,24.4056,"W",-83.14011266,696.6,"S","706-453-0017","","03819.","A","WIND UNRELIABLE."
"2026/02/19","CPR","ASOS","WY","CASPER","US","1996/04/08","N",42,54,28.8,"N",42.908,106,27,51.9,"W",-106.46441666,5349.8,"E","307-452-0316","","27754.","A",""
"2026/02/19","CPS","ASOS","IL","CAHOKIA/ST LOUIS","US","1997/12/08","N",38,34,13.3,"N",38.57036111,90,9,18.3,"W",-90.15508333,412.9,"E","618-332-0001","","04458.8","A",""
"2026/02/19","CPT","AWOS-3","TX","CLEBURNE","US","","N",32,21,13.5,"N",32.35375,97,26,1.5,"W",-97.43375,854.2,"S","817-641-4135","","23617.","A",""
"2026/02/19","CPU","AWOS-3P","CA","SAN ANDREAS","US","2001/01/10","N",38,8,40.16,"N",38.14448888,120,38,43.45,"W",-120.64540277,1319,"E","209-736-2523","","02141.11","A",""
"2026/02/19","CPW","AWOS-3","CO","WOLF CREEK PASS","US","2001/10/15","N",37,27,52,"N",37.46444444,106,48,16,"W",-106.80444444,11760,"","970-264-2180","","","","STAND-ALONE FACILITY NOT ASSOCIATED WITH AN ARPT OR NAVAID."
"2026/02/19","CQB","AWOS-3PT","OK","CHANDLER","US","","N",35,43,26.7,"N",35.72408333,96,49,13,"W",-96.82027777,985.4,"S","405-258-6724","","18855.","A",""
"2026/02/19","CQC","ASOS","NM","CLINES CORNERS","US","","N",35,0,0,"N",35,105,40,0,"W",-105.66666666,7102,"E","575-472-4551","","","","STAND-ALONE FACILITY NOT ASSOCIATED WITH AN AIRPORT OR NAVAID."
"2026/02/19","CQF","AWOS-3PT","AL","FAIRHOPE","US","2008/09/11","N",30,27,37.8,"N",30.4605,87,52,37.3,"W",-87.87702777,91.1,"","251-928-3242","","00300.3","A",""
"2026/02/19","CQM","AWOS-3","MN","COOK","US","1993/11/29","N",47,49,20.2141,"N",47.82228169,92,41,22.29,"W",-92.689525,1328.9,"E","218-666-2539","","10635.","A",""
"2026/02/19","CQW","AWOS-3","SC","CHERAW","US","2005/05/27","N",34,42,46,"N",34.71277777,79,57,44,"W",-79.96222222,220,"E","843-537-3301","","22183.","A",""
"2026/02/19","CQX","ASOS","MA","CHATHAM","US","1995/08/24","N",41,41,16.1,"N",41.68780555,69,59,35.55,"W",-69.99320833,63.8,"E","508-945-5034","","08812.","A",""
"2026/02/19","CRE","ASOS","SC","NORTH MYRTLE BEACH","US","1999/06/16","N",33,48,58.413,"N",33.81622583,78,43,13.162,"W",-78.72032277,26.2,"S","843-361-2802","","22466.","A",""
"2026/02/19","CRG","ASOS","FL","JACKSONVILLE","US","1997/12/02","N",30,20,10.8,"N",30.33633333,81,30,52,"W",-81.51444444,40.7,"E","904-646-4670","","03251.","A",""
"2026/02/19","CRP","ASOS","TX","CORPUS CHRISTI","US","1995/12/04","N",27,46,24.1746,"N",27.77338183,97,30,46.845,"W",-97.5130125,45.5,"S","361-267-5360","","23657.2","A",""
"2026/02/19","CRQ","ASOS","CA","CARLSBAD","US","1998/02/13","N",33,7,47.74,"N",33.12992777,117,16,35.44,"W",-117.27651111,305,"E","760-930-0864","","01376.1","A",""
"2026/02/19","CRS","ASOS","TX","CORSICANA","US","1997/06/16","N",32,1,41.051,"N",32.02806972,96,24,2.082,"W",-96.40057833,448,"E","903-872-9321","","23664.","A",""
"2026/02/19","CRW","ASOS","WV","CHARLESTON","US","1994/08/01","N",38,22,46.2237,"N",38.37950658,81,35,28.0517,"W",-81.59112547,912.8,"S","304-202-1064","","26575.","A",""
"2026/02/19","CRX","AWOS-3PT","MS","CORINTH","US","","N",34,55,15.084,"N",34.92085666,88,36,25.4787,"W",-88.60707741,414.9,"S","662-287-5103","","11197.","A",""
"2026/02/19","CSB","AWOS-3PT","NE","CAMBRIDGE","US","","N",40,18,25.04,"N",40.30695555,100,9,36.73,"W",-100.16020277,2415,"E","308-697-4279","","12669.9","A",""
"2026/02/19","CSG","ASOS","GA","COLUMBUS","US","1994/07/29","N",32,30,58.4736,"N",32.51624266,84,56,32.007,"W",-84.94222416,387.3,"S","706-748-8097","","03728.","A",""
"2026/02/19","CSM","ASOS","OK","BURNS FLAT","US","1996/10/17","N",35,20,23.421,"N",35.33983916,99,12,1.798,"W",-99.20049944,1922.1,"E","580-562-4811","","18877.","A",""
"2026/02/19","CSQ","AWOS-3","IA","CRESTON","US","1992/10/23","N",41,1,17,"N",41.02138888,94,21,48,"W",-94.36333333,,"","641-782-6286","","05937.","A",""
"2026/02/19","CSV","ASOS","TN","CROSSVILLE","US","","N",35,57,3.6229,"N",35.95100636,85,4,53.0377,"W",-85.08139936,1865.8,"S","931-456-4406","","22935.","A",""
"2026/02/19","CT71","AWOS-AV","CT","FARMINGTON","US","","N",41,42,32.22,"N",41.70895,72,48,7.56,"W",-72.8021,363,"E","","","02814.","H","AWOS-AV WX BCST ON 129.825 (3 MIC CLICKS)."
"2026/02/19","CTB","ASOS","MT","CUT BANK","US","","N",48,36,12.9179,"N",48.6035883,112,22,35.8123,"W",-112.37661452,3875.9,"S","406-873-2939","","12315.","A","OPR FULL-TIME 0000-2359."
"2026/02/19","CTH","AWOS-3","LA","EUGENE ISLAND BLK 338","US","2026/01/22","N",28,11,45.9918,"N",28.19610883,91,39,59.6874,"W",-91.66657983,145,"E","281-486-7115","","","","STAND-ALONE FACILITY LCTD IN THE GULF OF AMERICA NOT ASSOCIATED WITH AN AIRPORT OR NAVIAD."
"2026/02/19","CTJ","AWOS-3","GA","CARROLLTON","US","1994/03/31","N",33,37,52.4563,"N",33.63123786,85,9,13.8439,"W",-85.15384552,1132.8,"S","770-214-9667","","03705.2","A",""
"2026/02/19","CTY","AWOS-3PT","FL","CROSS CITY","US","2016/05/05","N",29,38,0.15,"N",29.633375,83,6,20.12,"W",-83.10558888,30,"S","352-498-0221","","03132.","A",""
"2026/02/19","CTZ","AWOS-3","NC","CLINTON","US","","N",34,58,30.728,"N",34.97520222,78,21,45.9041,"W",-78.36275113,141.5,"S","910-592-7488","","16638.1","A",""
"2026/02/19","CUB","ASOS","SC","COLUMBIA","US","","N",33,58,13.7,"N",33.97047222,80,59,42.9,"W",-80.99525,193.4,"","803-929-0665","","22210.","A",""
"2026/02/19","CUH","AWOS-3PT","OK","CUSHING","US","","N",35,57,0.1,"N",35.95002777,96,46,24.3,"W",-96.77341666,925.1,"S","(918) 225-6072","","18905.","A",""
"2026/02/19","CUL","AWOS-3","IL","CARMI","US","","N",38,5,22.125,"N",38.08947916,88,7,23.02,"W",-88.12306111,387.9,"S","618-382-3760","","04480.12","A",""
"2026/02/19","CUT","ASOS","SD","CUSTER","US","","N",43,43,59.2794,"N",43.73313316,103,36,54.4091,"W",-103.61511363,5575,"S","605-206-3961","","22651.1","A",""
"2026/02/19","CVB","AWOS-3","TX","CASTROVILLE","US","2008/02/14","N",29,20,34.8858,"N",29.34302383,98,50,58.833,"W",-98.84967583,764.3,"S","830-931-0232","","23574.1","A",""
"2026/02/19","CVC","AWOS-3","GA","ATLANTA","US","","N",33,37,52.3897,"N",33.63121936,83,50,53.5068,"W",-83.84819633,786.4,"S","770-385-7057","","03641.","A",""
"2026/02/19","CVG","ASOS","KY","COVINGTON","US","1995/10/04","N",39,2,40.0415,"N",39.04445597,84,40,20.6725,"W",-84.67240902,865.4,"S","859-414-0353","","07090.","A",""
"2026/02/19","CVH","AWOS-3","CA","HOLLISTER","US","","N",36,53,31.08,"N",36.89196666,121,24,37.83,"W",-121.41050833,219,"E","831-636-4394","","01668.","A",""
"2026/02/19","CVN","AWOS-3PT","NM","CLOVIS","US","1991/11/14","N",34,25,35.7249,"N",34.42659025,103,4,39.2881,"W",-103.07758002,4215.8,"E","575-389-1056","","14578.","A",""
"2026/02/19","CVO","AWOS-3PT","OR","CORVALLIS","US","1989/11/21","N",44,30,4.55,"N",44.50126388,123,17,34.8,"W",-123.293,243,"S","541-754-0081","","19407.","A",""
"2026/02/19","CVX","AWOS-3P","MI","CHARLEVOIX","US","2002/09/30","N",45,18,14.12,"N",45.30392222,85,16,8.05,"W",-85.26890277,643,"E","231-237-9703","","09654.","A",""
"2026/02/19","CWA","AWOS-3","WI","MOSINEE","US","1992/02/07","N",44,46,40.019,"N",44.77778305,89,39,57.28,"W",-89.66591111,1277.2,"S","715-693-1116","","27406.31","A",""
"2026/02/19","CWC","AWOS-3","TX","WICHITA FALLS","US","","N",33,51,47,"N",33.86305555,98,29,29,"W",-98.49138888,1003,"E","940-766-2967","","25028.","A",""
"2026/02/19","CWF","AWOS-3","LA","LAKE CHARLES","US","","N",30,12,38.1,"N",30.21058333,93,8,35.5,"W",-93.14319444,16.5,"","337-214-2134","","07594.3","A",""
"2026/02/19","CWI","AWOS-3PT","IA","CLINTON","US","1989/08/23","N",41,49,50.7,"N",41.83075,90,19,44.3,"W",-90.32897222,707.7,"","563-243-8934","","05915.","A",""
"2026/02/19","CWV","AWOS-3","GA","CLAXTON","US","1995/09/14","N",32,11,36.06,"N",32.19335,81,52,23.47,"W",-81.87318611,118.9,"E","912-739-3768","","03721.7","A",""
"2026/02/19","CXE","AWOS-3","VA","CHASE CITY","US","2013/08/28","N",36,47,32.06,"N",36.79223888,78,30,9.73,"W",-78.50270277,,"","434-372-4506","","25668.","A",""
"2026/02/19","CXF","AWOS-3P","AK","COLDFOOT","US","","N",67,15,5.13,"N",67.251425,150,12,3.35,"W",-150.20093055,1088,"E","907-269-2771","","50114.35","A",""
"2026/02/19","CXO","ASOS","TX","HOUSTON","US","1996/12/12","N",30,21,12.2,"N",30.35338888,95,24,54.3,"W",-95.41508333,245,"E","936-760-4237","","24072.1","A",""
"2026/02/19","CXP","AWOS-3PT","NV","CARSON CITY","US","1998/02/09","N",39,11,25.922,"N",39.19053388,119,43,54.7207,"W",-119.73186686,4689.2,"S","775-884-4708","","13042.","A",""
"2026/02/19","CXU","AWOS-3T","GA","CAMILLA","US","1996/11/25","N",31,12,47.4,"N",31.21316666,84,14,6.8,"W",-84.23522222,176.4,"E","229-336-0744","","03703.","A",""
"2026/02/19","CXW","AWOS-2","AR","CONWAY","US","2015/09/09","N",35,1,17.2,"N",35.02144444,92,33,26.5,"W",-92.55736111,274,"E","501-358-6209","","00924.05","A",""
"2026/02/19","CXY","ASOS","PA","HARRISBURG","US","2000/10/11","N",40,13,6.4341,"N",40.21845391,76,51,18.7693,"W",-76.85521369,335.5,"S","717-216-0264","","20502.","A",""
"2026/02/19","CYD","AWOS-3","LA","MISSISSIPPI CANYON BLK 807","US","2019/12/11","N",28,10,12,"N",28.17,89,13,11.9994,"W",-89.21999983,147,"E","504-425-1521","","","","STAND-ALONE AWOS IN THE GULF OF AMERICA NOT ASSOCIATED WITH AN AIRPORT."
"2026/02/19","CYS","ASOS","WY","CHEYENNE","US","1995/11/03","N",41,9,20.3,"N",41.15563888,104,48,37.7,"W",-104.81047222,6159.9,"E","307-475-6953","","27759.","A",""
"2026/02/19","CYW","AWOS-3T","KS","CLAY CENTER","US","2018/03/29","N",39,22,49.8,"N",39.3805,97,9,44.1,"W",-97.16225,1209,"E","785-777-2507","","06533.","A",""
"2026/02/19","CZF","AWOS-3","AK","CAPE ROMANZOF","US","1995/02/28","N",61,46,54.5105,"N",61.78180847,166,2,13.0755,"W",-166.03696541,464.1,"E","907-552-2869","","50088.","A",""
"2026/02/19","CZG","AWOS-3","NY","ENDICOTT","US","1995/10/24","N",42,4,43.1318,"N",42.07864772,76,5,36.4367,"W",-76.09345463,824.9,"S","607-785-2926","","15218.","A",""
"2026/02/19","CZL","AWOS-3PT","GA","CALHOUN","US","2006/10/05","N",34,27,18.9242,"N",34.45525672,84,56,11.7352,"W",-84.93659311,641,"S","706-578-1205","","03701.1","A",""
"2026/02/19","CZT","AWOS-3","TX","CARRIZO SPRINGS","US","","N",28,31,14.5,"N",28.52069444,99,49,10.3,"W",-99.81952777,577,"E","830-876-9243","","23560.","A",""
"2026/02/19","D09","AWOS-3PT","ND","BOTTINEAU","US","2022/09/08","N",48,49,53.76,"N",48.8316,100,24,56.11,"W",-100.41558611,1707,"E","701-228-2688","","17268.1","A",""
"2026/02/19","D25","AWOS-3PT","WI","MANITOWISH WATERS","US","2011/10/28","N",46,7,12.8174,"N",46.12022705,89,52,55.9199,"W",-89.88219997,1610.3,"E","715-543-2004","","27348.","A",""
"2026/02/19","D39","AWOS-3","MN","SAUK CENTRE","US","2009/11/06","N",45,42,20.2603,"N",45.70562786,94,55,50.9381,"W",-94.93081613,1242.7,"S","320-352-0136","","10984.","A","(SURVEY_METHOD_CODE) 3RD PARTY SURVEY, 23 SEP 2009."
"2026/02/19","D50","AWOS-3","ND","CROSBY","US","","N",48,55,46.1517,"N",48.92948658,103,17,44.9744,"W",-103.29582622,1941,"","701-965-6732","","17292.","A",""
"2026/02/19","D55","AWOS-3","ND","LANGDON","US","","N",48,45,11.3,"N",48.75313888,98,23,37.3,"W",-98.39369444,1608.4,"","701-256-2121","","17382.","A",""
"2026/02/19","D57","AWOS-3P","ND","GLEN ULLIN","US","2018/03/29","N",46,46,51.5,"N",46.78097222,101,51,54.7,"W",-101.86519444,2089,"E","701-348-9581","","17340.","A",""
"2026/02/19","D60","AWOS-3","ND","TIOGA","US","","N",48,23,0.1832,"N",48.38338422,102,53,54.5636,"W",-102.89848988,2237.2,"","701-664-4490","","17468.6","A",""
"2026/02/19","D73","AWOS-3PT","GA","MONROE","US","1996/11/20","N",33,46,57.21,"N",33.78255833,83,41,40.93,"W",-83.69470277,833.8,"E","678-635-3668","","03928.","A",""
"2026/02/19","D76","AWOS-3P","AK","NOORVIK","US","","N",66,49,6.87,"N",66.818575,161,1,25.69,"W",-161.02380277,46,"S","907-636-2010","","50541.","A",""
"2026/02/19","D95","AWOS-3P","MI","LAPEER","US","2012/01/23","N",43,3,59.3,"N",43.06647222,83,16,17.6,"W",-83.27155555,834.6,"E","810-664-5038","","10013.","A",""
"2026/02/19","DAB","ASOS","FL","DAYTONA BEACH","US","1995/06/19","N",29,10,24.7168,"N",29.17353244,81,4,18.7208,"W",-81.07186688,26.3,"S","386-232-5134","","03147.","A",""
"2026/02/19","DAG","ASOS","CA","DAGGETT","US","2000/08/23","N",34,51,13.368,"N",34.85371333,116,47,12.075,"W",-116.7866875,1930,"S","760-254-3630","","01479.","A",""
"2026/02/19","DAL","ASOS","TX","DALLAS","US","1997/12/04","N",32,50,45.401,"N",32.84594472,96,51,3.156,"W",-96.85087666,486.9,"E","214-353-1551","","23713.","A",""
"2026/02/19","DAN","ASOS","VA","DANVILLE","US","2000/08/16","N",36,34,22,"N",36.57277777,79,20,10,"W",-79.33611111,,"","434-799-1701","","25725.","A",""
"2026/02/19","DAW","ASOS","NH","ROCHESTER","US","","N",43,17,2.6,"N",43.28405555,70,55,45.4,"W",-70.92927777,321.5,"S","603-332-7814","","13395.","A",""
"2026/02/19","DAY","ASOS","OH","DAYTON","US","1995/11/01","N",39,53,51.4639,"N",39.89762886,84,14,37.94,"W",-84.24387222,991.6,"S","937-419-1421","","17818.","A",""
"2026/02/19","DBN","AWOS-3","GA","DUBLIN","US","1996/11/21","N",32,33,52,"N",32.56444444,82,59,7,"W",-82.98527777,311,"S","478-277-9051","","03766.","A",""
"2026/02/19","DBQ","ASOS","IA","DUBUQUE","US","1995/09/05","N",42,24,7.2,"N",42.402,90,42,34.1,"W",-90.70947222,1076.5,"","563-202-1292","","05957.","A",""
"2026/02/19","DCA","ASOS","DC","WASHINGTON","US","","N",38,51,6.8987,"N",38.8519163,77,2,15.7162,"W",-77.03769894,14.8,"E","276-200-0159","","03001.","A",""
"2026/02/19","DCM","AWOS-3","SC","CHESTER","US","2007/11/27","N",34,47,21.6,"N",34.78933333,81,11,44.8,"W",-81.19577777,656.6,"S","803-385-2011","","22190.","A",""
"2026/02/19","DCU","ASOS","AL","DECATUR","US","1996/10/31","N",34,39,14.6,"N",34.65405555,86,56,43.3,"W",-86.94536111,592,"E","256-350-4270","","00251.","A",""
"2026/02/19","DCY","AWOS-3PT","IN","WASHINGTON","US","","N",38,41,42.6445,"N",38.69517902,87,7,59.4196,"W",-87.13317211,470.7,"S","812-257-8889","","05740.1","A",""
"2026/02/19","DDC","ASOS","KS","DODGE CITY","US","1992/09/01","N",37,45,47,"N",37.76305555,99,57,56,"W",-99.96555555,,"","620-501-5064","","06557.","A",""
"2026/02/19","DDH","ASOS","VT","BENNINGTON","US","","N",42,53,36.613,"N",42.89350361,73,14,55.4958,"W",-73.24874883,790.7,"S","802-442-6059","","25361.","A",""
"2026/02/19","DEC","ASOS","IL","DECATUR","US","","N",39,50,4.425,"N",39.8345625,88,51,56.481,"W",-88.86568916,681.9,"S","217-429-0052","","04564.","A",""
"2026/02/19","DED","AWOS-3","FL","DELAND","US","","N",29,4,0.5956,"N",29.06683211,81,17,11.1709,"W",-81.28643636,71.8,"S","386-740-5811","","03156.","A",""
"2026/02/19","DEE","ASOS","AK","DEERING","US","","N",66,4,10.32,"N",66.06953333,162,45,40.9,"W",-162.76136111,18,"E","907-621-7973","","50145.1","A",""
"2026/02/19","DEH","AWOS-3","IA","DECORAH","US","1992/12/11","N",43,16,32,"N",43.27555555,91,44,22,"W",-91.73944444,,"","563-382-2990","","05943.2","A",""
