"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","SOP_SEQ_NO","SOP_TEXT"
"2026/01/22","IR","346","ZSE",118,"NORTHWEST OF THE CENTER LINE WITHIN AREA COORDINATES NOTED:"
"2026/01/22","IR","346","ZSE",119,"N45-19-11 W120-26-05 TO N45-37-52W119-57-45 TO N45-32-46 W119-50-50"
"2026/01/22","IR","346","ZSE",120,"TO N45-14-04 W120-19-17 TO BEGINNING."
"2026/01/22","IR","346","ZSE",121,"(13) CAUTION: FOREST FIRE SUPPRESSION HELO ACTIVITY"
"2026/01/22","IR","346","ZSE",125,"        APPROXIMATELY 11 NM PAST POINT Q AT MAUPIN HELIBASE"
"2026/01/22","IR","346","ZSE",130,"        (N45-10.0 W121-04.0) DURING FIRE SEASON, NORMALLY MAY-OCT."
"2026/01/22","IR","346","ZSE",131,"(14) ROUTE CROSSES VR-1353 BETWEEN POINTS K AND L. ROUTE"
"2026/01/22","IR","346","ZSE",132,"        CONFLICTS WITH IR-344 BETWEEN POINTS J AND L. ROUTE CONFLICTS"
"2026/01/22","IR","346","ZSE",133,"        WITH IR-342 AND IR-343 BETWEEN POINTS K AND L."
"2026/01/22","IR","346","ZSE",134,"(15) AVOID CITY OF MAUPIN, OREGON IN VICINITY OF POINT J BY 1500'"
"2026/01/22","IR","346","ZSE",135,"        OR 2 NM."
"2026/01/22","IR","346","ZSE",140,"(16) ALTERNATE EXIT: POINT J. UPON REACHING J TURN RIGHT CLIMBING"
"2026/01/22","IR","346","ZSE",180,"        TO 16,000' MSL (MINIMUM 3000' PER MINUTE RATE OF CLIMB)"
"2026/01/22","IR","346","ZSE",181,"        DIRECT TO KLICKITAT VORTAC; MAINTAIN 16,000' MSL. CONTACT"
"2026/01/22","IR","346","ZSE",182,"        SEATTLE ARTCC ON 257.6 FOR FURTHER CLEARANCE."
"2026/01/22","IR","346","ZSE",190,"(17) IFR EXIT PROCEDURES: SHUTTLE CLIMB TO 10,000' MSL WEST OF"
"2026/01/22","IR","346","ZSE",191,"        PENDLETON VORTAC 254/31; 5 MILE LEGS; LEFT TURNS WITHIN"
"2026/01/22","IR","346","ZSE",192,"        R-5701. CONTACT SEATTLE ARTCC OR WALLA WALLA FSS FOR IFR"
"2026/01/22","IR","346","ZSE",198,"        CLEARANCE."
"2026/01/22","IR","348","ZSE",5,"(1)   ROUTE SPEED SCHEDULES IN 60 KNOT INCREMENTS. AVERAGE"
"2026/01/22","IR","348","ZSE",10,"        ROUTE SPEED MAY NOT EXCEED 540 KNOTS. INDICATE DESIRED"
"2026/01/22","IR","348","ZSE",15,"        SPEED WHEN SCHEDULING. ADVISE SCHEDULING AGENCY IF"
"2026/01/22","IR","348","ZSE",20,"        MARSA. ROUTE ENTRY TIMES MUST BE WITHIN 5 MINUTES OF"
"2026/01/22","IR","348","ZSE",25,"        SCHEDULED TIME."
"2026/01/22","IR","348","ZSE",30,"(2)   MONITOR SEATTLE ARTCC FREQUENCIES:  270.3 FROM POINT A TO"
"2026/01/22","IR","348","ZSE",40,"        C, 291.6 FROM POINT C TO K, 282.3 FROM POINT H TO K."
"2026/01/22","IR","348","ZSE",45,"(3)   AIRCRAFT ON IR-348 ARE CONSIDERED MARSA (MILITARY"
"2026/01/22","IR","348","ZSE",46,"AUTHORITY ASSUMES RESPONSIBILITY FOR SEPARATION OF"
"2026/01/22","IR","348","ZSE",47,"AIRCRAFT) WITH AIRCRAFT OPERATING IN OKANOGAN AND"
"2026/01/22","IR","348","ZSE",48,"ROOSEVELT (MILITARY OPERATIONS AREAS) MOAS."
"2026/01/22","IR","348","ZSE",49,"AIRCRAFT TRANSITING THROUGH OKANOGAN AND ROOSEVELT"
"2026/01/22","IR","348","ZSE",50,"MOAS MUST MAKE AN ALERT CALL IN THE BLIND PRIOR TO"
"2026/01/22","IR","348","ZSE",51,"POINT D ON 252.5 AND 258.5 MEGAHERTZ (MHZ) TO"
"2026/01/22","IR","348","ZSE",52,"INFORM AIRCRAFT OPERATING IN OKANOGAN AND ROOSEVELT"
"2026/01/22","IR","348","ZSE",53,"MOAS OF THEIR PRESENCE. THE ALERT CALL WILL CONSIST OF"
"2026/01/22","IR","348","ZSE",54,"CALL SIGN, ROUTE, SPEED AND ESTIMATED TIME TO EXIT THE"
"2026/01/22","IR","348","ZSE",56,"OKANOGAN MOA AND THE ROOSEVELT MOA."
"2026/01/22","IR","348","ZSE",57,"(4)  IR-348 MAY BE SCHEDULED FOR AIRCRAFT TO EXIT AT"
"2026/01/22","IR","348","ZSE",58,"ALTERNATE EXIT POINTS E (OKANOGAN MOA/DIABLO COMPLEX)"
"2026/01/22","IR","348","ZSE",59,"OR H (ROOSEVELT MOA/HOODOO COMPLEX). AIRCRAFT"
"2026/01/22","IR","348","ZSE",60,"SCHEDULED INTO THE OKANOGAN MOA MUST EXIT IR-348"
"2026/01/22","IR","348","ZSE",61,"AT POINT E AND CALL ZSE PRIOR TO POINT E ON 126.1 MHZ OR"
"2026/01/22","IR","348","ZSE",62,"291.6 MHZ FOR CLEARANCE INTO THE DIABLO COMPLEX"
"2026/01/22","IR","348","ZSE",63,"AIRCRAFT SCHEDULED INTO THE ROOSEVELT MOA MUST EXIT"
"2026/01/22","IR","348","ZSE",64,"IR-348 AT POINT H AND CALL ZSE PRIOR TO POINT H ON"
"2026/01/22","IR","348","ZSE",65,"126.1 MHZ OR 291.6 MHZ FOR CLEARANCE INTO THE HOODOO"
"2026/01/22","IR","348","ZSE",66,"COMPLEX."
"2026/01/22","IR","348","ZSE",67,"(5) IF RADIO COMMUNICATIONS CANNOT BE ESTABLISHED ON"
"2026/01/22","IR","348","ZSE",68,"ARTCC-MONITORED FREQUENCIES, CONTACT THE NEAREST FSS."
"2026/01/22","IR","348","ZSE",70,"(6)  AVOID AIRPORTS ALONG THE ENTIRE ROUTE BY 2000' OR 3 NM."
"2026/01/22","IR","348","ZSE",75,"REMAIN WITHIN ROUTE STRUCTURE WHILE AVOIDING AIRPORTS."
"2026/01/22","IR","348","ZSE",80,"(7)  ROUTE CROSSES VR-1350, VR-1351 AND VR-1355"
"2026/01/22","IR","348","ZSE",82,"BETWEEN POINTS A AND D."
"2026/01/22","IR","348","ZSE",85,"(8)  AVOID WINTHROP RESORT AREA BY 3000' OR 5 NM"
"2026/01/22","IR","348","ZSE",86,"BETWEEN POINTS C AND D."
"2026/01/22","IR","348","ZSE",90,"(9)  ALTERNATE EXIT: POINTS B, C, E, AND H."
"2026/01/22","IR","348","ZSE",95,"(10)  ALTERNATE ENTRY: POINT D."
"2026/01/22","IR","348","ZSE",100,"(11) HEAVY VFR TRAFFIC BETWEEN POINT D AND E."
"2026/01/22","IR","348","ZSE",105,"(12) CAUTION: FOREST FIRE SUPPRESSION AIR ACTIVE/PBY AIR"
"2026/01/22","IR","348","ZSE",110,"TANKER WATER (SCOOP) POINT AT LAKE ROOSEVELT BETWEEN"
"2026/01/22","IR","348","ZSE",112,"POINTS G AND K DURING FIRE SEASON, NORMALLY MAY-OCT."
"2026/01/22","IR","348","ZSE",115,"(13) CAUTION: CROP DUSTING ACTIVITY (SEASONAL)"
"2026/01/22","IR","348","ZSE",117,"BELOW 500' AGL BETWEEN POINTS E AND F."
"2026/01/22","IR","348","ZSE",120,"(14) REMAIN NORTH OF THE TOWN OF MARCUS, WA IN VICINITY"
"2026/01/22","IR","348","ZSE",125,"OF POINT H."
"2026/01/22","IR","348","ZSE",130,"(15) ROUTE CONFLICTS WITH IR-340 BETWEEN POINTS I AND K."
"2026/01/22","IR","348","ZSE",135,"(16) AVOID FISHING RESORT WESTERN SIDE OF DEER LAKE"
"2026/01/22","IR","348","ZSE",140,"IN VICINITY OF POINT K."
"2026/01/22","IR","348","ZSE",145,"(17) IFR EXIT PROCEDURES: SHUTTLE CLIMB EAST OF"
"2026/01/22","IR","348","ZSE",150,"GEG 343/34 TO 10,000' MSL, 5 NM LEGS, LEFT TURNS."
"2026/01/22","IR","348","ZSE",155,"CONTACT SEATTLE ARTCC ON 291.6 FOR FURTHER IFR"
"2026/01/22","IR","348","ZSE",160,"CLEARANCE."
"2026/01/22","IR","348","ZSE",165,"(18) AVOID HOLDEN MINES BY 1500' OR 3 NM BETWEEN"
"2026/01/22","IR","348","ZSE",170,"POINTS C AND D."
"2026/01/22","IR","409","ZAB ZDV",1,"(1)   THE 140TH WING SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","409","ZAB ZDV",2,"        SCHEDULING. SUCCESSIVE AIRCRAFT SHALL BE SCHEDULED TO ARRIVE"
"2026/01/22","IR","409","ZAB ZDV",3,"        AT A COMMON PRIMARY OR ALTERNATE ENTRY FIX WITH NO LESS THAN"
"2026/01/22","IR","409","ZAB ZDV",4,"        A 10 MINUTE INTERVAL BETWEEN AIRCRAFT."
"2026/01/22","IR","409","ZAB ZDV",5,"(2)   MONITOR 296.7 ENROUTE. MONITOR 255.4 FROM POINT E TO F FOR"
"2026/01/22","IR","409","ZAB ZDV",6,"        POSSIBLE U.S. ARMY HELICOPTER TRAFFIC IN THE PINON CANYON"
"2026/01/22","IR","409","ZAB ZDV",7,"        MOA UP TO 500' AGL."
"2026/01/22","IR","409","ZAB ZDV",8,"(3)   THIS ROUTE CROSSES IR-150 BETWEEN POINTS C AND D;"
"2026/01/22","IR","409","ZAB ZDV",9,"IR-110 BETWEEN POINTS C AND G; IR-107 AT POINT E; IR-415 AND"
"2026/01/22","IR","409","ZAB ZDV",10,"IR-424 AT POINT G; IR-177 BETWEEN POINTS C AND D."
"2026/01/22","IR","409","ZAB ZDV",11,"DECONFLICTION SCHEDULING APPLIES. SEE AND BE SEEN IS"
"2026/01/22","IR","409","ZAB ZDV",12,"        METHOD OF MARSA."
"2026/01/22","IR","409","ZAB ZDV",13,"(4)   DECONFLICTION WITH IR-107 AND IR-110 IS ACCOMPLISHED"
"2026/01/22","IR","409","ZAB ZDV",14,"        THROUGH THE 27TH FW, CANNON AFB, NM DSN"
"2026/01/22","IR","409","ZAB ZDV",15,"        681-2276/2253."
"2026/01/22","IR","409","ZAB ZDV",16,"(5)   ALL AIRCRAFT FLYING IR-409 WILL CONTACT PUEBLO APPROACH"
"2026/01/22","IR","409","ZAB ZDV",17,"        CONTROL PRIOR TO POINT F FOR IFF CODE ASSIGNMENT ON 290.5."
"2026/01/22","IR","409","ZAB ZDV",18,"        APPROVAL TO FLY IR-409 DOES NOT CONSTITUTE CLEARANCE INTO"
"2026/01/22","IR","409","ZAB ZDV",19,"        R-2601. AIRCRAFT NOT ENTERING R-2601 MUST EXIT AT POINT G."
"2026/01/22","IR","409","ZAB ZDV",20,"        AIRCRAFT ENTERING R-2601 CAN EXPECT FREQUENCY CHANGE PRIOR"
"2026/01/22","IR","409","ZAB ZDV",21,"        TO POINT H. AIRCRAFT MAY BE REQUIRED TO HOLD AT POINT H FOR"
"2026/01/22","IR","409","ZAB ZDV",22,"        RANGE ENTRY."
"2026/01/22","IR","409","ZAB ZDV",23,"(6)   AIRCRAFT EXITING AT POINT G WILL CONTACT PUEBLO APPROACH"
"2026/01/22","IR","409","ZAB ZDV",24,"        CONTROL ON 290.5 AND CLIMB TO 10,000' MSL OR AS ASSIGNED"
"2026/01/22","IR","409","ZAB ZDV",25,"        BY ATC AND PROCEED TO POINT H UNTIL CLEARANCE IS RECEIVED."
"2026/01/22","IR","409","ZAB ZDV",30,"(7)   ALTERNATE ENTRY: POINTS C, G AND H."
"2026/01/22","IR","409","ZAB ZDV",35,"(8)   ALTERNATE EXIT: POINT G."
"2026/01/22","IR","409","ZAB ZDV",40,"(9)   AVOID THE FOLLOWING ENVIRONMENTALLY SENSITIVE LOCATIONS BY"
"2026/01/22","IR","409","ZAB ZDV",45,"        1500' AGL FROM 1 MAY THROUGH 31 JULY:"
"2026/01/22","IR","409","ZAB ZDV",50,"        (A) N37-39.46 W104-15.22;"
"2026/01/22","IR","409","ZAB ZDV",55,"        (B) N37-58.35 W104-45.09."
"2026/01/22","IR","414","ZDV",1,"(1) THE 140TH WING SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","414","ZDV",2,"      SCHEDULING. SUCCESSIVE AIRCRAFT SHALL BE SCHEDULED TO ARRIVE"
"2026/01/22","IR","414","ZDV",3,"      AT A COMMON PRIMARY OR ALTERNATE ENTRY FIX WITH NO LESS THAN"
"2026/01/22","IR","414","ZDV",4,"      A 10 MINUTE INTERVAL BETWEEN AIRCRAFT. IN ALL INSTANCES WHERE"
"2026/01/22","IR","414","ZDV",5,"      SEPARATION IS LESS THAN 10 MINUTES, THE 140TH WING"
"2026/01/22","IR","414","ZDV",6,"      SCHEDULING UNIT SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","414","ZDV",7,"      SCHEDULING."
"2026/01/22","IR","414","ZDV",8,"(2) BE VIGILANT FOR C-17 AIRCRAFT BETWEEN A AND B. THIS"
"2026/01/22","IR","414","ZDV",9,"ROUTE CROSSES IR-177 BETWEEN A AND B. IF"
"2026/01/22","IR","414","ZDV",10,"      VMC EXISTS AT THE CROSSING POINT, SEE AND AVOID IS METHOD"
"2026/01/22","IR","414","ZDV",11,"      OF MARSA. IF IMC IS ANTICIPATED, CLIMB IN VMC TO THE TOP OF"
"2026/01/22","IR","414","ZDV",12,"      THE BLOCK FOR THAT PARTICULAR LEG."
"2026/01/22","IR","414","ZDV",13,"(3) MONITOR 370.925 ENTIRE ROUTE."
"2026/01/22","IR","414","ZDV",14,"(4) CLEARANCE TO FLY IR-414 DOES NOT INCLUDE CLEARANCE INTO"
"2026/01/22","IR","414","ZDV",15,"COUGAR MOA. CONTACT DENVER ARTCC AT POINT A ON"
"2026/01/22","IR","414","ZDV",16,"377.175 IF COUGAR MOA IS TO BE USED. "
"2026/01/22","IR","414","ZDV",17,"(5) AVOID SAND ARROYA LANDING STRIP BY 3 NM/1500' AGL "
"2026/01/22","IR","414","ZDV",18,"      (N38-27.0 W103-32.0). "
"2026/01/22","IR","415","ZDV",1,"(1)   THE 140TH WING SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","415","ZDV",2,"        SCHEDULING. SUCCESSIVE AIRCRAFT SHALL BE SCHEDULED TO ARRIVE"
"2026/01/22","IR","415","ZDV",3,"        AT A COMMON PRIMARY OR ALTERNATE ENTRY FIX WITH NO LESS THAN"
"2026/01/22","IR","415","ZDV",4,"        A 10 MINUTE INTERVALS BETWEEN AIRCRAFT. IN ALL INSTANCES WHERE"
"2026/01/22","IR","415","ZDV",5,"        SEPARATION IS LESS THAN 10 MINUTES,THE 140TH WING"
"2026/01/22","IR","415","ZDV",6,"        SCHEDULING UNIT SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","415","ZDV",7,"        SCHEDULING."
"2026/01/22","IR","415","ZDV",8,"(2)   MAINTAIN 500' AGL MINIMUM FROM A TO B. ROUTE CROSSES"
"2026/01/22","IR","415","ZDV",9,"        IR-416 BETWEEN A AND B."
"2026/01/22","IR","415","ZDV",10,"(3)   MONITOR 370.925 TO D, THEN 290.5 TO E. AIRCRAFT EXITING PRIOR"
"2026/01/22","IR","415","ZDV",11,"        TO E CONTACT PUEBLO APPROACH ON 290.5 PRIOR FOR"
"2026/01/22","IR","415","ZDV",12,"        CLEARANCE.MAINTAIN 10,000' MSL OR AS ASSIGNED."
"2026/01/22","IR","415","ZDV",13,"(4)   AVOID SAND ARROYA LANDING STRIP BY 3 NM/1500' AGL"
"2026/01/22","IR","415","ZDV",14,"        (N38-27.0 W103-32.0). MAINTAIN 1000' AGL MINIMUM WITHIN"
"2026/01/22","IR","415","ZDV",15,"        A 4 NM RADIUS OF FOWLER (N38-13.0 W104-02.0)."
"2026/01/22","IR","415","ZDV",16,"(5)   FLIGHTS TRANSITIONING TO IR-414 AT POINT D REMAIN NORTH OF"
"2026/01/22","IR","415","ZDV",17,"        ORDWAY LAKE OR MAINTAIN 1500' AGL DURING TURN. REMAIN"
"2026/01/22","IR","415","ZDV",18,"        NORTH OF ORDWAY-SUGAR CITY HIGHWAY DURING TURN."
"2026/01/22","IR","415","ZDV",19,"(6)   ALTERNATE ENTRY: POINT D."
"2026/01/22","IR","415","ZDV",20,"(7)   IR-415 IS AUTHORIZED ONLY FOR AIRCRAFT DEPARTING BUCKLEY"
"2026/01/22","IR","415","ZDV",25,"SFB. "
"2026/01/22","IR","415","ZDV",30,"(8)   AVOID ENVIRONMENTALLY SENSITIVE LOCATION AT N37-59.3 "
"2026/01/22","IR","415","ZDV",35,"       W104-29.5 BY 1500' AGL FROM 1 MAY THROUGH 31 JULY. "
"2026/01/22","IR","416","ZDV",1,"(1) THE 140TH WING SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","416","ZDV",2,"      SCHEDULING. SUCCESSIVE AIRCRAFT SHALL BE SCHEDULED TO ARRIVE"
"2026/01/22","IR","416","ZDV",3,"      AT A COMMON PRIMARY OR ALTERNATE ENTRY FIX WITH NO LESS THAN"
"2026/01/22","IR","416","ZDV",4,"      A 10 MINUTE INTERVAL BETWEEN AIRCRAFT. IN ALL INSTANCES WHERE"
"2026/01/22","IR","416","ZDV",5,"      SEPARATION IS LESS THAN 10 MINUTES, THE 140TH WING"
"2026/01/22","IR","416","ZDV",6,"      SCHEDULING UNIT SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","416","ZDV",7,"      SCHEDULING."
"2026/01/22","IR","416","ZDV",8,"(2) MONITOR 255.4 ENTIRE ROUTE."
"2026/01/22","IR","416","ZDV",9,"(3) CONTACT DENVER ARTCC ON 377.175 PRIOR TO EXIT POINT L FOR FURTHER"
"2026/01/22","IR","416","ZDV",10,"      CLEARANCE. AIRCRAFT EXITING AT POINT C CONTACT DENVER ARTCC"
"2026/01/22","IR","416","ZDV",11,"      ON 284.7 FOR FURTHER CLEARANCE."
"2026/01/22","IR","416","ZDV",12,"(4) 400' TOWER WITHIN 3 NM OF POINT C. 300' TOWER AT N41-09.0"
"2026/01/22","IR","416","ZDV",13,"      W104-03.0 (12 NM PRIOR TO POINT G) AND N41-00.0"
"2026/01/22","IR","416","ZDV",14,"      W104-02.0 (3 NM PRIOR TO POINT G). ANOTHER TOWER BETWEEN"
"2026/01/22","IR","416","ZDV",16,"      POINT F AND G NEAR N40-03.0 W104-02.0, 200' HIGH,"
"2026/01/22","IR","416","ZDV",17,"      APPROXIMATELY 2 NM WEST OF CENTERLINE."
"2026/01/22","IR","416","ZDV",18,"(5) AVOID CENTENNIAL WY (4 NM NORTH OF B) AND AVOID N41-50.0"
"2026/01/22","IR","416","ZDV",19,"      W105-20.0 (14 NM PRIOR TO POINT E)."
"2026/01/22","IR","416","ZDV",20,"(6) ALTERNATE ENTRY: POINT F."
"2026/01/22","IR","416","ZDV",25,"(7) ALTERNATE EXIT: POINT C."
"2026/01/22","IR","418","ZLC",5,"(1) IR-418 WILL NOT BE FLOWN UNLESS SCHEDULED IN CONJUNCTION WITH"
"2026/01/22","IR","418","ZLC",10,"      THE APPROPRIATE LUCIAN MOA BY AIRCRAFT DEPARTING HILL AFB"
"2026/01/22","IR","418","ZLC",15,"      ON THE IL-418 DEPARTURE ONLY."
"2026/01/22","IR","420","ZLC",5,"(1)     IR-420 WILL NOT BE FLOWN UNLESS SCHEDULED IN CONJUNCTION WITH"
"2026/01/22","IR","420","ZLC",10,"         THE APPROPRIATE SEVIER MOA BY AIRCRAFT DEPARTING HILL AFB"
"2026/01/22","IR","420","ZLC",15,"         ON THE IL-420 DEPARTURE ONLY"
"2026/01/22","IR","424","ZDV",1,"(1)     THE 140TH WING SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","424","ZDV",2,"          SCHEDULING. SUCCESSIVE AIRCRAFT SHALL BE SCHEDULED TO ARRIVE"
"2026/01/22","IR","424","ZDV",3,"          AT A COMMON PRIMARY OR ALTERNATE ENTRY FIX WITH NO LESS THAN"
"2026/01/22","IR","424","ZDV",4,"          A 10 MINUTE INTERVALS BETWEEN AIRCRAFT. IN ALL INSTANCES WHERE"
"2026/01/22","IR","424","ZDV",5,"          SEPARATION IS LESS THAN 10 MINUTES, THE 140TH WING"
"2026/01/22","IR","424","ZDV",6,"          SCHEDULING UNIT SHALL ENSURE MARSA THROUGH COORDINATED"
"2026/01/22","IR","424","ZDV",7,"          SCHEDULING."
"2026/01/22","IR","424","ZDV",8,"(2)     BE VIGILANT FOR B-52 AND B-1 AIRCRAFT BETWEEN POINTS B AND D."
"2026/01/22","IR","424","ZDV",9,"(3)     THIS ROUTE CROSSES IR-177 BETWEEN B AND D."
"2026/01/22","IR","424","ZDV",10,"IF VMC EXISTS AT THE CROSSING POINT, SEE AND AVOID IS"
"2026/01/22","IR","424","ZDV",11,"          METHOD OF MARSA. IF IMC IS ANTICIPATED, CLIMB IN VMC TO"
"2026/01/22","IR","424","ZDV",12,"          THE TOP OF THE BLOCK FOR THAT PARTICULAR LEG."
"2026/01/22","IR","424","ZDV",13,"(4)     THIS ROUTE COINCIDES WITH IR-415 FROM D TO E."
"2026/01/22","IR","424","ZDV",14,"(5)     MONITOR 370.925 FROM A TO D. MONITOR 290.5 FROM D TO E."
"2026/01/22","IR","424","ZDV",15,"(6)     CONTACT PUEBLO APPROACH CONTROL AT POINT E ON 290.5 FOR"
"2026/01/22","IR","424","ZDV",16,"          FURTHER CLEARANCE."
"2026/01/22","IR","424","ZDV",17,"(7)     ALTERNATE ENTRY: POINT D."
"2026/01/22","IR","424","ZDV",18,"(8)     AVOID SAND ARROYA LANDING STRIP BY 3 NM/1500' AGL"
"2026/01/22","IR","424","ZDV",19,"          (N38-27.0 W103-32.0). MAINTAIN 1000' AGL MINIMUM WITHIN"
"2026/01/22","IR","424","ZDV",20,"          4 NM RADIUS OF FOWLER (N38-05.0 W104-02.0)."
"2026/01/22","IR","424","ZDV",30,"(9)     AVOID ENVIRONMENTALLY SENSITIVE LOCATION AT N37-59.17 "
"2026/01/22","IR","424","ZDV",35,"          W104-29.27 BY 1500' AGL FROM 1 MAY THROUGH 31 JULY. "
"2026/01/22","IR","425","ZLA ZLC ZOA",5,"(1) ROUTE SHALL ONLY BE USED FOR CRUISE MISSILE TESTING"
"2026/01/22","IR","425","ZLA ZLC ZOA",6,"VIA AN APPROVED 412 TW TEST PLAN.  PROCEDURES"
"2026/01/22","IR","425","ZLA ZLC ZOA",7,"OUTLINED IN THE CRUISE MISSILE LETTER OF AGREEMENT"
"2026/01/22","IR","425","ZLA ZLC ZOA",8,"MUST BE FOLLOWED BY PLANNERS, SCHEDULERS, AND AIRCREW."
"2026/01/22","IR","425","ZLA ZLC ZOA",9,"CONTACT THE 412 TW SCHEDULING OFFICE TO SCHEDULE THIS ROUTE"
"2026/01/22","IR","425","ZLA ZLC ZOA",10,"AND REQUEST A COPY OF THE AGREEMENT."
"2026/01/22","IR","425","ZLA ZLC ZOA",11,"(2) ALTERNATE ENTRY/EXIT POINTS: C, E, H, I, J, L, M, N, P, Q, U, V, Y, AB,"
"2026/01/22","IR","425","ZLA ZLC ZOA",15,"AF AND AG. AIRSPEEDS MUST BE SUBSONIC."
"2026/01/22","IR","425","ZLA ZLC ZOA",20,"(3) R-2508 COMPLEX:"
"2026/01/22","IR","425","ZLA ZLC ZOA",25,"(A) REVIEW AIRSPACE BREIFING: HTTPS://WWW.EDWARDS.AF.MIL/ABOUT/R-2508/."
"2026/01/22","IR","425","ZLA ZLC ZOA",30,"(B) THEN SCHEDULE VIA CENTRAL COORDINATING FACILITY"
"2026/01/22","IR","425","ZLA ZLC ZOA",31,"AT DSN 527-2508/COMM 661-277-2508."
"2026/01/22","IR","425","ZLA ZLC ZOA",35,"(C) R-2505: SCHEDULE VIA CHINA LAKE SCHEDULING AT COMM 760-939-6800."
"2026/01/22","IR","425","ZLA ZLC ZOA",40,"(D) CONTACT JOSHUA (123.95/256.8) PRIOR TO ENTERING R-2508"
"2026/01/22","IR","425","ZLA ZLC ZOA",41,"AND INQUIRE ABOUT R-2505 STATUS."
"2026/01/22","IR","425","ZLA ZLC ZOA",45,"(E) IF R-2505 IS ACTIVE CONTACT CHINA CONTROL ON 301.0/128.25 FOR CLEARANCE TO ENTER."
"2026/01/22","IR","425","ZLA ZLC ZOA",50,"(F) WHILE ESTABLISHED IN THE R-2508 COMPLEX, MONITOR 315.9"
"2026/01/22","IR","425","ZLA ZLC ZOA",51,"(LOW LEVEL, PILOT-TO-PILOT ONLY FREQUENCY).  JOSHUA DOES NOT MONITOR 315.9."
"2026/01/22","IR","425","ZLA ZLC ZOA",55,"(G) MAKE IN THE BLIND TRANSMISSIONS, ON 315.9, WHEN APPROACHING"
"2026/01/22","IR","425","ZLA ZLC ZOA",56,"RIDGE LINES, SADDLES, CHOKE POINTS, ETC."
"2026/01/22","IR","425","ZLA ZLC ZOA",57,"(H) MAINTAIN AT OR ABOVE 5300 MSL WHEN WITHIN 5 STATUTE MILES"
"2026/01/22","IR","425","ZLA ZLC ZOA",58,"OF MOJAVE AIRPORT CLASS D AIRSPACE BETWEEN AD TO AF."
"2026/01/22","IR","425","ZLA ZLC ZOA",60,"(4) POINT A: LOCATED IN R-6405. COORDINATE FOR AIRSPACE PRIOR TO ENTRY IAW AP/1A."
"2026/01/22","IR","425","ZLA ZLC ZOA",62,"(5) PRIOR TO ENTERING THE SEVIER MOA (POINTS A-D), CONTACT CLOVER CONTROL ON 363.5/134.1."
"2026/01/22","IR","425","ZLA ZLC ZOA",64,"(6) CONTACT NELLIS CONTROL 317.52/126.65 PRIOR TO ENTERING DESERT MOA AFTER POINT G."
"2026/01/22","IR","425","ZLA ZLC ZOA",65,"(7) PRIOR TO ENTERING THE REVEILLIE MOA (AFTER M) AND WHEN ADVISED BY"
"2026/01/22","IR","425","ZLA ZLC ZOA",66,"NELLIS CONTROL CONTACT SALT LAKE ARTCC 133.45/317.625."
"2026/01/22","IR","425","ZLA ZLC ZOA",70,"(8) WHEN ADVISED BY SALT LAKE ARTCC APPROX. 5NM WEST OF Q, CONTACT OAKLAND ARTCC 125.75/319.8."
"2026/01/22","IR","425","ZLA ZLC ZOA",75,"(9) POINTS AD-AG: MAINTAIN AR OR ABOVE 1500 AGL TO AVOID MULTIPLE WINDMILLS."
"2026/01/22","IR","425","ZLA ZLC ZOA",77,"(10) CONTACT LOS ANGELES ARTCC 301.7 AT AF."
"2026/01/22","IR","425","ZLA ZLC ZOA",85,"(11) MONITOR LOS ANGELES ARTCC 269.5 AFTER AI."
"2026/01/22","IR","425","ZLA ZLC ZOA",140,"(12) POINTS AI - AJ: CALIFORNIA CONDORS (ENDANGERED SPECIES) NESTING"
"2026/01/22","IR","425","ZLA ZLC ZOA",150,"IN THE SESPE SANCTUARY IN FLIGHT BETWEEN THE"
"2026/01/22","IR","425","ZLA ZLC ZOA",151,"SISQUAC AND SESPE SANCTUARIES AND SOARING"
"2026/01/22","IR","425","ZLA ZLC ZOA",152,"THROUGHOUT ADJACENT MOUNTAIN AREAS."
"2026/01/22","IR","425","ZLA ZLC ZOA",153,"PILOTS ARE REQUESTED TO MAINTAIN 1 NM SOUTH OF"
"2026/01/22","IR","425","ZLA ZLC ZOA",154,"CENTERLINE OR 3000' AGL."
"2026/01/22","IR","425","ZLA ZLC ZOA",155,"(13) OBSTRUCTIONS:"
"2026/01/22","IR","425","ZLA ZLC ZOA",156,"(A) FOUR UNMANNED 250' AGL UNLIT TOWERS (RED AND WHITE) -"
"2026/01/22","IR","425","ZLA ZLC ZOA",157,"(N34 52.94 W118 30.09; N34 54.30 W118 29.70; N35 45.13 W117 34.57; N35 41.71 W117 30.58)."
"2026/01/22","IR","425","ZLA ZLC ZOA",158,"(B) MULTIPLE 200' AGL POWER LINES RUNNING ALONG ROAD NEAR AA, AB, AND Z."
