"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","AGENCY_TYPE","AGENCY_NAME","STATION","ADDRESS","CITY","STATE_CODE","ZIP_CODE","COMMERCIAL_NO","DSN_NO","HOURS"
"2026/01/22","IR","171","ZFW ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","172","ZAB ZFW ZKC","O","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","172","ZAB ZFW ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","173","ZAB ZKC","O","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","173","ZAB ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","174","ZME","O","188TH WING - AR ANG","","4850 LEIGH AVE","FORT SMITH","AR","72903","479-573-5502","778-5502",""
"2026/01/22","IR","174","ZME","S1","188TH WING - AR ANG","","4850 LEIGH AVE","FORT SMITH","AR","72903","479-573-5502","778-5502",""
"2026/01/22","IR","175","ZKC","O","71 OSS","VANCE AFB","301 GRITZ ST","","OK","73705-5202","580-213-6276","448-6276","VANCEAIRSPACE@US.AF.MIL"
"2026/01/22","IR","175","ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","177","ZAB ZDV ZKC","O","97 OSS/DOA","ALTUS AFB","101 S. SIXTH STREET, BLDG 225","","OK","73521","580-481-6098","866-6098",""
"2026/01/22","IR","177","ZAB ZDV ZKC","S1","97 OSS/OSK","ALTUS AFB","101 S. SIXTH STREET, BLDG 225","","OK","73521","580-481-7110/1375/7490","866-7422/1375/7490",""
"2026/01/22","IR","178","ZAB ZFW","O","7 OSS/OSOS","DYESS AFB","965 AVE D, BLDG 5202","","TX","79607","325-696-3666/2877  325-280-8325","461-3666/2877",""
"2026/01/22","IR","178","ZAB ZFW","S1","7 OSS/OSOS","DYESS AFB","965 AVE D, BLDG 5202","","TX","79607","325-696-3666/2877  325-280-8325","461-3666/2877",""
"2026/01/22","IR","180","ZAB ZFW","O","7 OSS/OSOS","DYESS AFB","965 AVE D, BLDG 5202, RM 109","","TX","79607","325-696-3666","461-3666",""
"2026/01/22","IR","180","ZAB ZFW","S1","7 OSS/OSOS","DYESS AFB","965 AVE D-4 BLDG 5202","","TX","79607","325-696-3666/2877 325-280-8325","461-3666/2877",""
"2026/01/22","IR","181","ZFW ZKC","O","71 OSS","VANCE AFB","301 GRITZ ST","","OK","73705-5202","580-213-6276","448-6276","VANCEAIRSPACE@US.AF.MIL"
"2026/01/22","IR","181","ZFW ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","182","ZAB ZFW ZKC","O","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","182","ZAB ZFW ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","183","ZAB ZKC","O","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","183","ZAB ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","185","ZKC","O","71 OSS","VANCE AFB","301 GRITZ ST","","OK","73705-5202","580-213-6276","448-6276","VANCEAIRSPACE@US.AF.MIL"
"2026/01/22","IR","185","ZKC","S1","71 OSS","","301 GRITZ ST","VANCE AFB","OK","73705-5202","580-213-6276/7820","448-6276/7820",""
"2026/01/22","IR","192","ZAB ZFW","O","54 OSS/OSP","HOLLOMAN AFB","744 DELAWARE AVE.","","NM","88330-8014","575-572-2638","572-2638",""
"2026/01/22","IR","192","ZAB ZFW","S1","54 OSS/OSOS","HOLLOMAN AFB","744 DELAWARE AVE","","NM","88330-8014","575-572-3536","572-3536",""
"2026/01/22","IR","193","","O","97 OSS/DOA","","101 SOUTH 6TH STREET, BDG 225","ALTUS AFB","OK","73521","C580-481-6098","866-6098",""
"2026/01/22","IR","193","","S1","97 OSS  / OSK","","101 SOUTH 6TH STREET BDG 225","ALTUS AFB","OK","73521","580-481-7422/1375/7490","","SEE GENERAL REMARKS"
"2026/01/22","IR","194","ZAB ZFW","O","54 OSS/OSP","HOLLOMAN AFB","744 DELAWARE AVE.","","NM","88330-8014","575-572-2638","572-2638",""
"2026/01/22","IR","194","ZAB ZFW","S1","54 OSS/OSOS","HOLLOMAN AFB","744 DELAWARE AVE","","NM","88330-8014","575-572-3536","572-3536",""
"2026/01/22","IR","195","ZAB","O","54 OSS/OSP","HOLLOMAN AFB","744 DELAWARE AVE.","","NM","88330-8014","575-572-2638","572-2638",""
"2026/01/22","IR","195","ZAB","S1","54 OSS/OSOS","HOLLOMAN AFB","744 DELAWARE AVE","","NM","88330-8014","575-572-3536","572-3536",""
"2026/01/22","IR","200","ZLA ZLC ZOA","O","CMDR NAVAL AIR WARFARE CENTER","","(NAVAL BASES, VENTURA COUNTY)","PT. MUGU","CA","93042-5001","805-989-7358","351-7358",""
"2026/01/22","IR","200","ZLA ZLC ZOA","S1","CMDR NAVAL AIR WARFARE  CENTER","","(NAVAL BASES, VENTURA COUNTY)","PT. MUGU","CA","93042-5001","805-989-7545","351-7545",""
"2026/01/22","IR","203","ZLA ZOA","O","COMMANDER, STRIKE FIGHTER WING","","001 (K) STREET, ROOM 121","NAS LEMOORE","CA","93246-5022","559-998-1034","949-1034",""
"2026/01/22","IR","203","ZLA ZOA","S1","COMMANDER, STRIKE FIGHTER WING","","001 (K) STREET, ROOM 121","NAS LEMOORE","CA","93246-5022","559-998-1034","949-1034",""
"2026/01/22","IR","206","ZOA","O","CMDR NAVAL AIR WARFARE CENTER","","NAWS","PT. MUGU","CA","93042-5008","805-989-7527","351-7527",""
"2026/01/22","IR","206","ZOA","S1","CMDR NAVAL AIR WARFARE CENTER","","NAWS","PT. MUGU","CA","93042-5008","805-989-7545","351-7545",""
"2026/01/22","IR","207","ZOA","O","COMMANDER, STRIKE FIGHTER WING","","001 (K) STREET, ROOM 121","NAS LEMOORE","CA","93246-5022","559-998-1034","949-1034",""
"2026/01/22","IR","207","ZOA","S1","COMMANDER, STRIKE FIGHTER WING","","001 (K) STREET, ROOM 121","NAS LEMOORE","CA","93246-5022","559-998-1034","949-1034",""
"2026/01/22","IR","211","ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","211","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","212","ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","212","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","213","ZAB ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","213","ZAB ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","214","ZAB ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","214","ZAB ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","216","ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","216","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","217","ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","217","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","218","ZAB ZLA","O","G-3, 3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-307-5157","267-5157","SEE GENERAL REMARKS"
"2026/01/22","IR","218","ZAB ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","234","ZLC","O","COMMANDER 412 TW, 412 OSS/OSOA","","100 EAST SPARKS ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-2515","527-2515",""
"2026/01/22","IR","234","ZLC","S1","COMMANDER, 412 TW 412 OSS/OSOS","","235 S. FLIGHTLINE ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-4110","527-4110",""
"2026/01/22","IR","235","ZLC","O","COMMANDER 412 TW, 412 OSS/OSOA","","100 EAST SPARKS ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-2515","527-2515",""
"2026/01/22","IR","235","ZLC","S1","COMMANDER, 412 TW 412 OSS/OSOS","","235 S. FLIGHTLINE ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-4110","527-4110",""
"2026/01/22","IR","237","ZLC","O","COMMANDER 412 TW, 412 OSS/OSOA","","100 EAST SPARKS ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-2515","527-2515",""
"2026/01/22","IR","237","ZLC","S1","COMMANDER, 412 TW 412 OSS/OSOS","","235 S. FLIGHTLINE ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-4110","527-4110",""
"2026/01/22","IR","238","ZLC","O","COMMANDER 412 TW, 412 OSS/OSOA","","100 EAST SPARKS ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-2515","527-2515",""
"2026/01/22","IR","238","ZLC","S1","COMMANDER, 412 TW 412 OSS/OSOS","","235 S. FLIGHTLINE ROAD,","EDWARDS AFB,","CA","93523-6460","C:661-277-4110","527-4110",""
"2026/01/22","IR","250","ZAB ZLA","O","G-3,  3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-577-4981","267-4981","SEE GENERAL REMARKS"
"2026/01/22","IR","250","ZAB ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","252","ZLA","O","G-3,  3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-577-4981","267-4981","SEE GENERAL REMARKS"
"2026/01/22","IR","252","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","254","ZAB","O","G-3,  3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-577-4981","267-4981","SEE GENERAL REMARKS"
"2026/01/22","IR","254","ZAB","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","255","ZLA","O","G-3,  3D MAW","MCAS MIRAMAR","","SAN DIEGO","CA","92145","858-577-4981","267-4981","SEE GENERAL REMARKS"
"2026/01/22","IR","255","ZLA","S1","FLIGHT PLANNING","MCAS MIRAMAR","","SAN DIEGO","CA","92145","","267-4981/1532",""
"2026/01/22","IR","266","ZDV ZLA ZLC","O","57 OSS/OSOP","NELLIS AFB","4450 TYNDALL AVE","","NV","89191","702-652-7891","682-7891",""
"2026/01/22","IR","266","ZDV ZLA ZLC","S1","57 OSS/OSOP","NELLIS AFB","4450 TYNDALL AVE","","NV","89191","702-652-7891","682-7891",""
"2026/01/22","IR","275","ZLC ZOA","O","60   OSS/OSO","","611 E ST.","TRAVIS AFB","CA","94535","707-424-1075","837-1075",""
"2026/01/22","IR","275","ZLC ZOA","S1","60    OSS/OSO","","611 E ST.","TRAVIS AFB","CA","94535","707-424-5145","837-5145",""
"2026/01/22","IR","286","ZLA ZLC ZOA","O","57  OSS/OSOP","NELLIS AFB","4450 TYNDALL AVE","","NV","89191","702-652-7891","682-7891",""
"2026/01/22","IR","286","ZLA ZLC ZOA","S1","57  OSS/OSOS","NELLIS AFB","4450 TYNDALL AVE.","","NV","89191","702-652-2040","682-2040",""
"2026/01/22","IR","293","ZLC","O","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","293","ZLC","S1","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","300","ZLC ZSE","O","366 OSS/OSOA","MOUNTAIN HOME AFB","201 1ST STREET","","ID","83648","208-828-4722","728-4722","AIRSPACE MANAGEMENT INFOMATION ONLY. NOT A SCHEDULING NUMBER"
"2026/01/22","IR","300","ZLC ZSE","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","202 1ST STREET","","ID","83648","208-828-4607 / 2172 / 4631","728-4607 / 2172 / 4631","ROUTES MUST BE SCHEDULED A MINIMUM OF 2 HOURS PRIOR TO ENTRY INTO AIRSPACE"
"2026/01/22","IR","301","ZLC ZSE","O","124 FW","","","BOISE","ID","83705","208-422-5348","",""
"2026/01/22","IR","301","ZLC ZSE","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","","","ID","83648","728-4607/2172/4631","728-4607/2172/4631",""
"2026/01/22","IR","302","ZLC","O","124 FW","","","BOISE","ID","83705","208-422-5348","",""
"2026/01/22","IR","302","ZLC","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","","","ID","83648","C208-828-4607/2172/4631","728-4607/2172","SCHEDULE REQUESTS 0730-1630L MON-FRI. MUST BE SCHEDULED MINIMUM OF 2 HOURS PRIOR TO ENTRY"
"2026/01/22","IR","303","ZLC","O","366 OSS/OSOA","MOUNTAIN HOME AFB","201 1ST STREET","","ID","83648","208-828-4722","728-4722","AIRSPACE MANAGEMENT INFOMATION ONLY. NOT A SCHEDULING NUMBER"
"2026/01/22","IR","303","ZLC","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","202 1ST STREET","","ID","83648","208-828-4607 / 2172 / 4631","728-4607 / 2172 / 4631","ROUTES MUST BE SCHEDULED A MINIMUM OF 2 HOURS PRIOR TO ENTRY INTO AIRSPACE"
"2026/01/22","IR","304","ZLC","O","366 OSS/OSOA","MOUNTAIN HOME AFB","201 1ST STREET","","ID","83648","208-828-4722","728-4722","AIRSPACE MANAGEMENT INFOMATION ONLY. NOT A SCHEDULING NUMBER"
"2026/01/22","IR","304","ZLC","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","202 1ST STREET","","ID","83648","208-828-4607 / 2172 / 4631","728-4607 / 2172 / 4631","ROUTES MUST BE SCHEDULED A MINIMUM OF 2 HOURS PRIOR TO ENTRY INTO AIRSPACE"
"2026/01/22","IR","305","ZLC","O","124 FW","","","BOISE","ID","83705","208-422-5348","",""
"2026/01/22","IR","305","ZLC","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","","","ID","83648","C208-828-4607/2172/4631","728-4607/2172","SCHEDULE REQUESTS 0730-1630L MON-FRI. MUST BE SCHEDULED MINIMUM OF 2 HOURS PRIOR TO ENTRY"
"2026/01/22","IR","307","ZLC ZSE","O","124 FW","","","BOISE","ID","83705","208-422-5348","",""
"2026/01/22","IR","307","ZLC ZSE","S1","366 OSS/OSOS","MOUNTAIN HOME AFB","","","ID","83648","C208-828-4607/2172/4631","728-4607/2172","SCHEDULE REQUESTS 0730-1630L MON-FRI. MUST BE SCHEDULED MINIMUM OF 2 HOURS PRIOR TO ENTRY"
"2026/01/22","IR","308","ZAB ZDV","O","58  OSS/OSO","","4301 RANDOLPH AVE.","KIRTLAND AFB","NM","87117-5835","505-853-5979/5888/5701","SEE GEN RMKS",""
"2026/01/22","IR","308","ZAB ZDV","S1","58  OSS/OSO","","4301 RANDOLPH AVE.","KIRTLAND AFB","NM","87117-5835","505-853-5979/5888/5701","SEE GEN RMKS",""
"2026/01/22","IR","313","","O"," 366 OSS / OSOA","","","MOUNTAIN HOME AFB","ID","83648","208-828-4722","728-4722",""
"2026/01/22","IR","313","","S1"," 366 OSS / OSOS","","","MOUNTAIN HOME AFB","ID","83648","208-828-4607/2172/4631","","SEE GENERAL REMARKS"
"2026/01/22","IR","324","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","324","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","325","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","325","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","326","ZSE","O","62 OSS/OSK","MCCHORD FLD","","","WA","98438","253 982-3615","382-3615",""
"2026/01/22","IR","326","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253 982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","327","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","327","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","328","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","328","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","329","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","329","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","330","ZSE","O","62 OSS/OSK","MCCHORD FLD","1172 LEVITOW BLVD","","WA","98438","253-982-3615","382-3615",""
"2026/01/22","IR","330","ZSE","S1","62 OSS/OSO","MCCHORD FLD","100 MAIN ST","","WA","98438","253-982-9925","382-9925","NON-DUTY HOURS MCCHORD COMMAND POST DSN 382-2635 C253-982-2635"
"2026/01/22","IR","341","ZSE","O","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE,","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877",""
"2026/01/22","IR","341","ZSE","S1","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877","SEE REMARKS"
"2026/01/22","IR","342","ZSE","O","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE,","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877",""
"2026/01/22","IR","342","ZSE","S1","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877","SEE REMARKS"
"2026/01/22","IR","343","ZSE","O","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE,","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877",""
"2026/01/22","IR","343","ZSE","S1","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877","SEE REMARKS"
"2026/01/22","IR","344","ZSE","O","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE,","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877",""
"2026/01/22","IR","344","ZSE","S1","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877","SEE REMARKS"
"2026/01/22","IR","346","ZSE","O","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE,","OAK HARBOR","WA","98278-5000","360-257-2877","820-2877",""
"2026/01/22","IR","346","ZSE","S1","COMMANDING OFFICER (N32)","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","OAK HARBOR","WA","5300","360-257-2877","820-2877","SCHEDULING HOURS 0700-1600 LOCAL, MON-FRI ONLY. SAME DAY SCHEDULING MAY BE ACCOMPLISHED DURING SCHEDULING HRS WITH 2.5 HRS PRIOR NOTICE"
"2026/01/22","IR","348","ZSE","O","COMMANDING OFFICER","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","","WA","98278-5000","","820-2132/1310",""
"2026/01/22","IR","348","ZSE","S1","COMMANDING OFFICER","NAS WHIDBEY ISLAND","3730 N. CHARLES PORTER AVE","","WA","98278-5000","","820-2132/1310/5913",""
"2026/01/22","IR","409","ZAB ZDV","O","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","409","ZAB ZDV","S1","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","414","ZDV","O","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","414","ZDV","S1","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472","SEE GENERAL REMARKS"
"2026/01/22","IR","415","ZDV","O","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","415","ZDV","S1","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472","SEE GENERAL REMARKS"
"2026/01/22","IR","416","ZDV","O","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","416","ZDV","S1","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","418","ZLC","O","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","418","ZLC","S1","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","420","ZLC","O","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","420","ZLC","S1","HQ UTTR/ROS","HILL AFB","6606 CEDAR LN. BLDG 1274","","UT","84056-5812","C801-777-4401","777-4401",""
"2026/01/22","IR","424","ZDV","O","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","424","ZDV","S1","120 FS","","BUCKLEY SFB","AURORA","CO","80011-9546","720-847-9471/9472","847-9471/9472",""
"2026/01/22","IR","425","ZLA ZLC ZOA","O","COMMANDER 412 TW, 412 OSS/OSOA","EDWARDS AFB","100 EAST SPARKS RD","","CA","93523-6460","661-277-2515","527-2515",""
"2026/01/22","IR","425","ZLA ZLC ZOA","S1","COMMANDER 412 TW, 412 OSS/OSOS","EDWARDS AFB","","","CA","93523-6460","661-277-4110","527-4110",""
"2026/01/22","IR","460","","O","4-160TH SOAR (ABN)","JOINT BASE LEWIS MCCHORD","MAIL STOP 23B 41ST DIVISION RD.","","WA","98433","253-966-5601","347-5601",""
"2026/01/22","IR","460","","S1","4-160TH SOAR (ABN)","JOINT BASE LEWIS MCCHORD","MAIL STOP 23B 41ST DIVISION RD.","","WA","98433","253-966-5601","347-5601",""
"2026/01/22","IR","461","","O","4-160TH SOAR (ABN)","JOINT BASE LEWIS MCCHORD","MAIL STOP 23B 41ST DIVISION RD.","","WA","98433","253-966-5601","347-5601",""
"2026/01/22","IR","461","","S1","4-160TH SOAR (ABN)","JOINT BASE LEWIS MCCHORD","MAIL STOP 23B 41ST DIVISION RD.","","WA","98433","253-966-5601","347-5601",""
"2026/01/22","IR","473","ZDV ZLC","O","28 OSS/OSXA","","1956 SCOTT DR., STE. 201","ELLSWORTH AFB","SD","57706-4710","605-385-1230","675-1230",""
"2026/01/22","IR","473","ZDV ZLC","S1","28 0SS/OSXS","","1956 SCOTT DR., STE. 201","ELLSWORTH AFB","SD","57706-4710","605-385-4246","675-4246","SEE GENERAL REMARKS"
"2026/01/22","IR","479","ZLC","O","120 FW / OSAD (ANG)","","2800 AIRPORT AVE. B","GREAT FALLS","MT","59404","406-791-0192","791-0192",""
"2026/01/22","IR","479","ZLC","S1","120 FW / OSAD (ANG)","","2800 AIRPORT AVE. B","GREAT FALLS","MT","59404","406-791-0192","791-0192",""
"2026/01/22","IR","480","ZLC","O","120 FW / OSAD (ANG)","","2800 AIRPORT AVE. B","GREAT FALLS","MT","59404","406-791-0192","791-0192",""
"2026/01/22","IR","480","ZLC","S1","120 FW / OSAD (ANG)","","2800 AIRPORT AVE. B","GREAT FALLS","MT","59404","406-791-0192","791-0192",""
"2026/01/22","IR","485","ZDV ZLC","O","28 OSS/OSXA","","1956 SCOTT DR., STE. 201","ELLSWORTH AFB","SD","57706-4710","605-385-1230","675-1230",""
"2026/01/22","IR","485","ZDV ZLC","S1","28  OSS/OSXS","ELLSWORTH AFB","1956 SCOTT DR., STE. 201","","SD","57706-4710","605-385-4246","675-4246","SEE GENERAL REMARKS"
"2026/01/22","IR","492","","O","28  OSS/OSXA","ELLSWORTH AFB","1956 SCOTT DR., STE. 201","","SD","57706-4710","605-385-1230","675-1230",""
"2026/01/22","IR","492","","S1","28  OSS/OSXS","ELLSWORTH AFB","1956 SCOTT DR., STE. 201","","SD","57706-4710","605-385-4246","675-4246","SEE GENERAL REMARKS"
"2026/01/22","IR","499","ZDV ZLC","O","28  OSS/OSXA","ELLSWORTH AFB","1956 SCOTT DR., STE. 201","","SD","57706-4710","605-385-1230","675-1230",""
"2026/01/22","IR","499","ZDV ZLC","S1","28  OSS/OSXS","ELLSWORTH AFB","1956 SCOTT DR., STE. 201","","SD","57706-4710","605-385-4246","675-4246","SEE GENERAL REMARKS"
