"EFF_DATE","COUNTRY_CODE","LOC_ID","REGION_CODE","STATE","CITY","LID_GROUP","FAC_TYPE","FAC_NAME","RESP_ARTCC_ID","ARTCC_COMPUTER_ID","FSS_ID"
"2026/02/19","US","5HO","AAL","AK","HOPE","LANDING FACILITY","A","HOPE","ZAN","ZAN","ENA"
"2026/02/19","US","5I2","AGL","IN","FLORA","LANDING FACILITY","A","FLORA MUNI","ZAU","ZCG","HUF"
"2026/02/19","US","5I3","ASO","KY","PIKEVILLE","SPECIAL USE RESOURCE","WEATHER STATION","SWO/AWRS","","",""
"2026/02/19","US","5I3","ASO","KY","PIKEVILLE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","5I4","AGL","IN","SHERIDAN","LANDING FACILITY","A","SHERIDAN","ZID","ZCI","HUF"
"2026/02/19","US","5I6","AGL","IN","GALVESTON","LANDING FACILITY","A","GALVESTON","ZAU","ZCG","HUF"
"2026/02/19","US","5IA0","ACE","IA","NEWTON","LANDING FACILITY","H","SKIFF MEDICAL CENTER","ZMP","ZCP","FOD"
"2026/02/19","US","5IA2","ACE","IA","SIOUX CITY","LANDING FACILITY","H","MERCY ONE MEDICAL CENTER NR 2","ZMP","ZCP","FOD"
"2026/02/19","US","5ID5","ANM","ID","MCCALL","LANDING FACILITY","H","ELK HAVEN LNDG","ZLC","ZCU","BOI"
"2026/02/19","US","5IG9","AGL","IN","SULPHUR SPRINGS","LANDING FACILITY","A","KRAMER AIRFIELD","ZID","ZCI","HUF"
"2026/02/19","US","5II1","AGL","IN","NEW WINCHESTER","LANDING FACILITY","A","LAYNE FLD","ZID","ZCI","HUF"
"2026/02/19","US","5II4","AGL","IN","MOORESVILLE","LANDING FACILITY","H","HOPKINS","ZID","ZCI","HUF"
"2026/02/19","US","5II5","AGL","IN","ST. WENDEL","LANDING FACILITY","A","KOESTER FLD","ZID","ZCI","HUF"
"2026/02/19","US","5II7","AGL","IN","FORT WAYNE","LANDING FACILITY","H","FORT WAYNE-DISTRICT OPERATIONS","ZAU","ZCG","HUF"
"2026/02/19","US","5II8","AGL","IN","PALMYRA","LANDING FACILITY","A","JACOBI","ZID","ZCI","HUF"
"2026/02/19","US","5II9","AGL","IN","YOUNGSTOWN","LANDING FACILITY","A","AERO PLAINES","ZID","ZCI","HUF"
"2026/02/19","US","5IL0","AGL","IL","HERRIN","LANDING FACILITY","H","HERRIN HOSPITAL","ZKC","ZCK","COU"
"2026/02/19","US","5IL1","AGL","IL","PECATONICA","LANDING FACILITY","H","OLSON","ZAU","ZCG","IKK"
"2026/02/19","US","5IL2","AGL","IL","PINCKNEYVILLE","LANDING FACILITY","A","PANTHER FLD","ZKC","ZCK","COU"
"2026/02/19","US","5IL3","AGL","IL","GALESBURG","LANDING FACILITY","H","OSF ST. MARY SOUTH CAMPUS","ZAU","ZCG","IKK"
"2026/02/19","US","5IL4","AGL","IL","MARISSA","LANDING FACILITY","H","PRAIRIE STATE GENERATING","ZKC","ZCK","STL"
"2026/02/19","US","5IL5","AGL","IL","MAZON","LANDING FACILITY","A","HOPE FLD","ZAU","ZCG","IKK"
"2026/02/19","US","5IL6","AGL","IL","MARION","LANDING FACILITY","H","DEACONESS ILLINOIS MEDICAL CENTER","ZKC","ZCK","COU"
"2026/02/19","US","5IL7","AGL","IL","MILFORD","LANDING FACILITY","A","REDEKER","ZAU","ZCG","IKK"
"2026/02/19","US","5IL8","AGL","IL","WALNUT","LANDING FACILITY","A","WOODLEY 2","ZAU","ZCG","IKK"
"2026/02/19","US","5IL9","AGL","IL","SALEM","LANDING FACILITY","H","SALEM TOWNSHIP HOSPITAL","ZKC","ZCK","STL"
"2026/02/19","US","5IN0","AGL","IN","LAGRANGE","LANDING FACILITY","A","YODER FLD","ZAU","ZCG","HUF"
"2026/02/19","US","5IN1","AGL","IN","AVON","LANDING FACILITY","H","INDIANA UNIVERSITY HEALTH WEST HOSPITAL","ZID","ZCI","HUF"
"2026/02/19","US","5IN2","AGL","IN","MISHAWAKA","LANDING FACILITY","H","ST JOSEPH'S RGNL MED CNTR EDISON LAKES","ZAU","ZCG","HUF"
"2026/02/19","US","5IN4","AGL","IN","VALPARAISO","LANDING FACILITY","A","WYCKOFF AIRSTRIP","ZAU","ZCG","HUF"
"2026/02/19","US","5IN5","AGL","IN","CONNERSVILLE","LANDING FACILITY","H","REID HELISTOP","ZID","ZCI","HUF"
"2026/02/19","US","5IN7","AGL","IN","MARION","LANDING FACILITY","H","MARION GENERAL HOSPITAL","ZAU","ZCG","HUF"
"2026/02/19","US","5IN8","AGL","IN","WARSAW","LANDING FACILITY","H","PARKVIEW WARSAW FACILITY","ZAU","ZCG","HUF"
"2026/02/19","US","5IN9","AGL","IN","WOLFLAKE","LANDING FACILITY","A","STANGLAND","ZAU","ZCG","HUF"
"2026/02/19","US","5IS1","AGL","IL","CARBONDALE","LANDING FACILITY","H","MEML HOSP OF CARBONDALE","ZKC","ZCK","COU"
"2026/02/19","US","5IS2","AGL","IL","CARROLLTON","LANDING FACILITY","H","BOYD HOSPITAL","ZKC","ZCK","STL"
"2026/02/19","US","5IS4","AGL","IL","LAKE CITY","LANDING FACILITY","A","CORMAN ACRES","ZAU","ZCG","STL"
"2026/02/19","US","5IS8","AGL","IL","MC HENRY","LANDING FACILITY","H","NORTHWESTERN MEDICINE HOSPITAL MCHENRY","ZAU","ZCG","IKK"
"2026/02/19","US","5IS9","AGL","IL","CARTHAGE","LANDING FACILITY","A","MC PHERSON","ZKC","ZCK","STL"
"2026/02/19","US","5J5","ASO","SC","HOLLY HILL","LANDING FACILITY","A","HOLLY HILL","ZJX","ZCJ","AND"
"2026/02/19","US","5J9","ASO","SC","LORIS","LANDING FACILITY","A","TWIN CITY","ZJX","ZCJ","AND"
"2026/02/19","US","5JJ","ANM","MT","LAKESIDE","REMOTE COMMUNICATION OUTLET","RCO","LAKESIDE","","","GTF"
"2026/02/19","US","5JY9","ASO","KY","INEZ","LANDING FACILITY","H","AIR EVAC 116","ZID","ZCI","LOU"
"2026/02/19","US","5K0","ACE","KS","BIRD CITY","LANDING FACILITY","A","BRESSLER FLD","ZDV","ZCD","ICT"
"2026/02/19","US","5K1","AGL","IL","PALMYRA","LANDING FACILITY","A","ZELMER MEML AIRPARK INC","ZKC","ZCK","STL"
"2026/02/19","US","5K2","ACE","KS","TRIBUNE","LANDING FACILITY","A","TRIBUNE MUNI","ZDV","ZCD","ICT"
"2026/02/19","US","5K2","ACE","KS","TRIBUNE","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","5K2","ACE","KS","TRIBUNE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","5K4","AGL","IL","RUSHVILLE","LANDING FACILITY","A","SCHUY-RUSH","ZKC","ZCK","STL"
"2026/02/19","US","5KE","AAL","AK","KETCHIKAN","LANDING FACILITY","C","KETCHIKAN HARBOR","ZAN","ZAN","KTN"
"2026/02/19","US","5KS","AAL","AK","KASILOF","LANDING FACILITY","A","KASILOF","ZAN","ZAN","ENA"
"2026/02/19","US","5KS0","ACE","KS","ANTHONY","LANDING FACILITY","B","ANTHONY","ZKC","ZCK","ICT"
"2026/02/19","US","5KS2","ACE","KS","TROY","LANDING FACILITY","A","DITTEMORE FLD","ZKC","ZCK","ICT"
"2026/02/19","US","5KS3","ACE","KS","PLAINVILLE","LANDING FACILITY","A","BIRDDOG FLD","ZDV","ZCD","ICT"
"2026/02/19","US","5KS4","ACE","KS","FORT SCOTT","LANDING FACILITY","A","GOANS FLD","ZKC","ZCK","ICT"
"2026/02/19","US","5KS6","ACE","KS","MANHATTAN","LANDING FACILITY","A","TRACY","ZKC","ZCK","ICT"
"2026/02/19","US","5KS7","ACE","KS","ANTHONY","LANDING FACILITY","H","ANTHONY HOSPITAL","ZKC","ZCK","ICT"
"2026/02/19","US","5KS8","ACE","KS","MC DONALD","LANDING FACILITY","A","JACK POORE","ZDV","ZCD","ICT"
"2026/02/19","US","5KS9","ACE","KS","BONNER SPRINGS","LANDING FACILITY","U","NEY","ZKC","ZCK","ICT"
"2026/02/19","US","5KY0","ASO","KY","NICHOLASVILLE","LANDING FACILITY","H","ST JOSEPH JESSAMINE","ZID","ZCI","LOU"
"2026/02/19","US","5KY1","ASO","KY","BARDSTOWN","LANDING FACILITY","H","FLAGET MEML HOSPITAL","ZID","ZCI","LOU"
"2026/02/19","US","5KY2","ASO","KY","SHELBYVILLE","LANDING FACILITY","A","PAPAWS LANDING","ZID","ZCI","LOU"
"2026/02/19","US","5KY3","ASO","KY","BEREA","LANDING FACILITY","H","ST JOSEPH BEREA","ZID","ZCI","LOU"
"2026/02/19","US","5KY4","ASO","KY","ELKTON","LANDING FACILITY","A","STANDARD FLD","ZME","ZCM","LOU"
"2026/02/19","US","5KY5","ASO","KY","CADIZ","LANDING FACILITY","A","SEVEN SPRINGS FARMS","ZME","ZCM","LOU"
"2026/02/19","US","5KY6","ASO","KY","GRAHAM","LANDING FACILITY","A","HP FLD","ZME","ZCM","LOU"
"2026/02/19","US","5KY8","ASO","KY","SALVISA","LANDING FACILITY","A","HAROLD REYNOLDS","ZID","ZCI","LOU"
"2026/02/19","US","5KY9","ASO","KY","LONDON","LANDING FACILITY","H","ST JOSEPH - LONDON","ZID","ZCI","LOU"
"2026/02/19","US","5L0","AGL","ND","LAKOTA","LANDING FACILITY","A","LAKOTA MUNI","ZMP","ZCP","GFK"
"2026/02/19","US","5L6","AAL","AK","WASILLA","LANDING FACILITY","C","WASILLA LAKE","ZAN","ZAN","ENA"
"2026/02/19","US","5L8","AWP","CA","LONG BEACH","SPECIAL USE RESOURCE","WEATHER STATION","LIFEGUARD HDQRS CVLN WOS","","",""
"2026/02/19","US","5LA0","ASW","LA","SHREVEPORT","LANDING FACILITY","U","JUNEAU","ZFW","ZCF","DRI"
"2026/02/19","US","5LA1","ASW","LA","MOREAUVILLE","LANDING FACILITY","A","KENT'S FLYING SERVICE","ZHU","ZCH","DRI"
"2026/02/19","US","5LA2","ASW","LA","MORGAN CITY","LANDING FACILITY","H","MOBIL","ZHU","ZCH","DRI"
"2026/02/19","US","5LA7","ASW","LA","NEW IBERIA","LANDING FACILITY","H","BRISTOW U S LLC","ZHU","ZCH","DRI"
"2026/02/19","US","5LA8","ASW","LA","LAKE CHARLES","LANDING FACILITY","H","LA STATE POLICE TROOP D","ZHU","ZCH","DRI"
"2026/02/19","US","5LA9","ASW","LA","SUNSET","LANDING FACILITY","A","RON","ZHU","ZCH","DRI"
"2026/02/19","US","5LL0","AGL","IL","MOUNT CARMEL","LANDING FACILITY","A","BECKERMAN FLD","ZID","ZCI","COU"
"2026/02/19","US","5LL1","AGL","IL","MOWEAQUA","LANDING FACILITY","A","HILVETY","ZAU","ZCG","STL"
"2026/02/19","US","5LL2","AGL","IL","MOWEAQUA","LANDING FACILITY","A","KROENLEIN","ZAU","ZCG","STL"
"2026/02/19","US","5LL3","AGL","IL","MURDOCK","LANDING FACILITY","A","MAYHALL","ZAU","ZCG","STL"
"2026/02/19","US","5LL5","AGL","IL","TRIVOLI","LANDING FACILITY","A","GORDON BROWN","ZKC","ZCK","IKK"
"2026/02/19","US","5LL7","AGL","IL","UNION","LANDING FACILITY","A","FUNNY FARM","ZAU","ZCG","IKK"
"2026/02/19","US","5LL8","AGL","IL","UNION HILL","LANDING FACILITY","A","HUGH VAN VOORST","ZAU","ZCG","IKK"
"2026/02/19","US","5LL9","AGL","IL","MORRISON","LANDING FACILITY","H","MORRISON COMMUNITY HOSPITAL","ZAU","ZCG","IKK"
"2026/02/19","US","5LS6","ASW","LA","MER ROUGE","LANDING FACILITY","A","ARKLA FLYERS INC","ZFW","ZCF","DRI"
"2026/02/19","US","5LS9","ASW","LA","ZWOLLE","LANDING FACILITY","A","AMMONS","ZHU","ZCH","DRI"
"2026/02/19","US","5M0","ASO","AL","HARTSELLE","LANDING FACILITY","A","HARTSELLE/MORGAN COUNTY RGNL","ZME","ZCM","ANB"
"2026/02/19","US","5M1","ASW","AR","DE WITT","LANDING FACILITY","A","DEWITT MUNI/WHITCOMB FLD","ZME","ZCM","JBR"
"2026/02/19","US","5M4","ASW","AR","FORDYCE","LANDING FACILITY","A","FORDYCE MUNI","ZME","ZCM","JBR"
"2026/02/19","US","5M5","ASW","AR","DECATUR","LANDING FACILITY","A","CRYSTAL LAKE","ZME","ZCM","JBR"
"2026/02/19","US","5M6","AGL","MI","GLADWIN","LANDING FACILITY","A","SUGAR SPRINGS AIRPARK","ZMP","ZCP","LAN"
"2026/02/19","US","5M8","ASW","AR","GURDON","LANDING FACILITY","A","GURDON LOWE FLD","ZFW","ZCF","JBR"
"2026/02/19","US","5MA3","ANE","MA","WEST BROOKFIELD","LANDING FACILITY","A","PASPORT","ZBW","ZCB","BDR"
"2026/02/19","US","5MA4","ANE","MA","CARVER","LANDING FACILITY","H","DOUBLE A","ZBW","ZCB","BDR"
"2026/02/19","US","5MA6","ANE","MA","NEW BEDFORD","LANDING FACILITY","H","ST LUKE'S","ZBW","ZCB","BDR"
"2026/02/19","US","5MA8","ANE","MA","SOUTHWICK","LANDING FACILITY","C","SOUTH POND","ZBW","ZCB","BTV"
"2026/02/19","US","5MD3","AEA","MD","HAGERSTOWN","LANDING FACILITY","H","MERITUS HOSPITAL","ZDC","ZCW","DCA"
"2026/02/19","US","5MD4","AEA","MD","FEDERALSBURG","LANDING FACILITY","A","OAK GROVE FARM","ZDC","ZCW","DCA"
"2026/02/19","US","5MD5","AEA","MD","PRINCESS ANNE","LANDING FACILITY","A","ARCADIA FARMS","ZDC","ZCW","DCA"
"2026/02/19","US","5MD9","AEA","MD","BETHESDA","LANDING FACILITY","H","SUBURBAN","ZDC","ZCW","DCA"
"2026/02/19","US","5ME2","ANE","ME","GRAY","LANDING FACILITY","C","FROGG ISLAND","ZBW","ZCB","BGR"
"2026/02/19","US","5ME9","ANE","ME","AUGUSTA","LANDING FACILITY","H","MAINE GENERAL MEDICAL CENTER/AUGUSTA","ZBW","ZCB","BGR"
"2026/02/19","US","5MI0","AGL","MI","DETROIT","LANDING FACILITY","H","DETROIT MEDICAL CENTER","ZOB","ZCC","LAN"
"2026/02/19","US","5MI1","AGL","MI","CEDAR SPRINGS","LANDING FACILITY","A","WILDS FLD","ZAU","ZCG","LAN"
"2026/02/19","US","5MI2","AGL","MI","HARRISVILLE","LANDING FACILITY","A","HARRISVILLE","ZMP","ZCP","LAN"
"2026/02/19","US","5MI3","AGL","MI","OWOSSO","LANDING FACILITY","H","SCOTTS LANDING","ZOB","ZCC","LAN"
"2026/02/19","US","5MI4","AGL","MI","MILLINGTON","LANDING FACILITY","H","LEWIS","ZOB","ZCC","LAN"
"2026/02/19","US","5MI5","AGL","MI","KALAMAZOO","LANDING FACILITY","H","BORGESS MEDICAL CENTER","ZAU","ZCG","LAN"
"2026/02/19","US","5MI6","AGL","MI","SOUTHFIELD","LANDING FACILITY","H","TV2","ZOB","ZCC","LAN"
"2026/02/19","US","5MI7","AGL","MI","JACKSON","LANDING FACILITY","A","WILLIAMS FLD","ZOB","ZCC","LAN"
"2026/02/19","US","5MI8","AGL","MI","FARMINGTON HILLS","LANDING FACILITY","H","BEAUMONT FARMINGTON HILLS","ZOB","ZCC","LAN"
"2026/02/19","US","5MI9","AGL","MI","ROCHESTER","LANDING FACILITY","H","MC PHAIL CORPORATION","ZOB","ZCC","LAN"
"2026/02/19","US","5MN","AAL","AK","HIGH MOUNTAIN","REMOTE COMMUNICATION OUTLET","RCO","HIGH MOUNTAIN","","","KTN"
"2026/02/19","US","5MN1","AGL","MN","NARY","LANDING FACILITY","A","NARY NTL-SHEFLAND FLD","ZMP","ZCP","PNM"
"2026/02/19","US","5MN2","AGL","MN","BAGLEY","LANDING FACILITY","A","HOILAND FLD","ZMP","ZCP","PNM"
"2026/02/19","US","5MN3","AGL","MN","HIBBING","LANDING FACILITY","H","RANGE RGNL MEDICAL CENTER","ZMP","ZCP","PNM"
"2026/02/19","US","5MN5","AGL","MN","LINDSTROM","LANDING FACILITY","A","BARNES","ZMP","ZCP","PNM"
"2026/02/19","US","5MN6","AGL","MN","GRAND PAPIDS","LANDING FACILITY","C","NORTHBOUND","ZMP","ZCP","PNM"
"2026/02/19","US","5MN8","AGL","MN","PINE RIVER","LANDING FACILITY","H","IDEAL FIRE STATION 2","ZMP","ZCP","PNM"
"2026/02/19","US","5MN9","AGL","MN","MIDDLE RIVER","LANDING FACILITY","A","CHANLIN FLD","ZMP","ZCP","PNM"
"2026/02/19","US","5MO","ACE","MO","QUEEN CITY","LANDING FACILITY","A","APPLEGATE","ZKC","ZCK","COU"
"2026/02/19","US","5MO0","ACE","MO","BRANSON","LANDING FACILITY","H","SKAGGS COMMUNITY HOSPITAL","ZKC","ZCK","COU"
"2026/02/19","US","5MO1","ACE","MO","MOBERLY","LANDING FACILITY","A","IRONS","ZKC","ZCK","COU"
"2026/02/19","US","5MO5","ACE","MO","KANSAS CITY","LANDING FACILITY","H","ST LUKES HOSPITAL","ZKC","ZCK","COU"
"2026/02/19","US","5MO6","ACE","MO","HURDLAND","LANDING FACILITY","A","VANSICKLE-DAVIS","ZKC","ZCK","COU"
"2026/02/19","US","5MO7","ACE","MO","SHELL KNOB","LANDING FACILITY","A","PILOTS POINT","ZKC","ZCK","COU"
"2026/02/19","US","5MO9","ACE","MO","NEW BOSTON","LANDING FACILITY","A","OAK RIDGE FARMS","ZKC","ZCK","COU"
"2026/02/19","US","5MS1","ASO","MS","ROLLING FORK","LANDING FACILITY","A","ROLLANG FLD","ZME","ZCM","GWO"
"2026/02/19","US","5MS3","ASO","MS","COLUMBIA","LANDING FACILITY","A","PORTER","ZHU","ZCH","GWO"
"2026/02/19","US","5MS5","ASO","MS","PICAYUNE","LANDING FACILITY","A","MINT JULEP AIRPARK","ZHU","ZCH","GWO"
"2026/02/19","US","5MS6","ASO","MS","BRANDON","LANDING FACILITY","A","DEE'S","ZME","ZCM","GWO"
"2026/02/19","US","5MS7","ASO","MS","NEW ALBANY","LANDING FACILITY","H","BAPTIST MEML HOSPITAL UNION COUNTY","ZME","ZCM","GWO"
"2026/02/19","US","5MS8","ASO","MS","OKOLONA","LANDING FACILITY","A","BALL","ZME","ZCM","GWO"
"2026/02/19","US","5MT5","ANM","MT","WOLF POINT","LANDING FACILITY","A","UNRAU","ZLC","ZCU","GTF"
"2026/02/19","US","5MU","AAL","AK","MCKINLEY PARK","SPECIAL USE RESOURCE","WEATHER STATION","SAWRS","","",""
"2026/02/19","US","5MU5","ACE","MO","DREXEL","LANDING FACILITY","A","GJERDE INTL","ZKC","ZCK","STL"
"2026/02/19","US","5MU9","ACE","MO","IRONTON","LANDING FACILITY","A","SKY RANCH II","ZKC","ZCK","COU"
"2026/02/19","US","5N2","AGL","WI","PRENTICE","LANDING FACILITY","A","PRENTICE","ZMP","ZCP","GRB"
"2026/02/19","US","5N4","AGL","ND","ENDERLIN","LANDING FACILITY","A","SKY HAVEN","ZMP","ZCP","GFK"
"2026/02/19","US","5N7","AGL","MI","NUNICA","LANDING FACILITY","A","HAT FLD","ZAU","ZCG","LAN"
"2026/02/19","US","5N8","AGL","ND","CASSELTON","LANDING FACILITY","A","CASSELTON ROBERT MILLER RGNL","ZMP","ZCP","GFK"
"2026/02/19","US","5NA0","AGL","ND","MAX","LANDING FACILITY","A","SEMCHENKO","ZMP","ZCP","GFK"
"2026/02/19","US","5NC0","ASO","NC","GOLDSBORO","LANDING FACILITY","H","CAROLINA KIDNEY","ZDC","ZCW","RDU"
"2026/02/19","US","5NC1","ASO","NC","MOCKSVILLE","LANDING FACILITY","A","TARA AIRBASE","ZTL","ZCT","RDU"
"2026/02/19","US","5NC2","ASO","NC","MOCKSVILLE","LANDING FACILITY","A","SUGAR VALLEY","ZTL","ZCT","RDU"
"2026/02/19","US","5NC3","ASO","NC","LOCUST","LANDING FACILITY","A","REED MINE","ZTL","ZCT","RDU"
"2026/02/19","US","5NC4","ASO","NC","MURPHY","LANDING FACILITY","H","MURPHY MEDICAL CENTER","ZTL","ZCT","RDU"
"2026/02/19","US","5NC5","ASO","NC","CHAPEL HILL","LANDING FACILITY","A","THE DUCHY","ZDC","ZCW","RDU"
"2026/02/19","US","5NC6","ASO","NC","TARBORO","LANDING FACILITY","H","TARBORO-EDGECOMBE COUNTY","ZDC","ZCW","RDU"
"2026/02/19","US","5NC7","ASO","NC","WINSTON-SALEM","LANDING FACILITY","H","NC BAPTIST HOSPITAL","ZTL","ZCT","RDU"
"2026/02/19","US","5NC8","ASO","NC","YADKINVILLE","LANDING FACILITY","H","UNIFI","ZTL","ZCT","RDU"
"2026/02/19","US","5ND0","AGL","ND","BUFORD","LANDING FACILITY","A","STIEHL","ZLC","ZCU","GFK"
"2026/02/19","US","5ND9","AGL","ND","HILLSBORO","LANDING FACILITY","A","DECK","ZMP","ZCP","GFK"
"2026/02/19","US","5NE2","ACE","NE","SHUBERT","LANDING FACILITY","A","EICKHOFF STRIP","ZMP","ZCP","OLU"
"2026/02/19","US","5NE3","ACE","NE","STAPLETON","LANDING FACILITY","A","DIAMOND BAR JONES","ZDV","ZCD","OLU"
"2026/02/19","US","5NE4","ACE","NE","SUTHERLAND","LANDING FACILITY","A","SNYDER RANCH","ZDV","ZCD","OLU"
"2026/02/19","US","5NE8","ACE","NE","NEBRASKA CITY","LANDING FACILITY","H","ST MARY'S COMMUNITY HOSPITAL","ZMP","ZCP","OLU"
"2026/02/19","US","5NJ2","AEA","NJ","STANTON","LANDING FACILITY","A","HERR MOUNTAIN","ZNY","ZCN","MIV"
"2026/02/19","US","5NJ4","AEA","NJ","TRENTON","LANDING FACILITY","H","TRENTON","ZNY","ZCN","MIV"
"2026/02/19","US","5NJ5","AEA","NJ","TRENTON","LANDING FACILITY","H","ATSION HELISTOP","ZNY","ZCN","MIV"
"2026/02/19","US","5NJ7","AEA","NJ","PHILLIPSBURG","LANDING FACILITY","H","WARREN HOSPITAL","ZNY","ZCN","MIV"
"2026/02/19","US","5NK","AAL","AK","NAKNEK","LANDING FACILITY","A","NAKNEK","ZAN","ZAN","ENA"
"2026/02/19","US","5NK1","AEA","NY","NEWARK","LANDING FACILITY","A","TOGGENBURG FARMS","ZOB","ZCC","BUF"
"2026/02/19","US","5NK2","AEA","NY","WESTHAMPTON BEACH","LANDING FACILITY","H","ALEXANDER'S EAST","ZNY","ZCN","ISP"
"2026/02/19","US","5NK3","AEA","NY","WESTHAMPTON BEACH","LANDING FACILITY","H","WESTHAMPTON BEACH","ZNY","ZCN","ISP"
"2026/02/19","US","5NK4","AEA","NY","OLEAN","LANDING FACILITY","H","OLEAN GENERAL","ZOB","ZCC","BUF"
"2026/02/19","US","5NK5","AEA","NY","ISLANDIA","LANDING FACILITY","H","COMPUTER ASSOCIATES","ZNY","ZCN","ISP"
"2026/02/19","US","5NK6","AEA","NY","FORT PLAIN","LANDING FACILITY","A","NAUTICAL MILE","ZBW","ZCB","BUF"
"2026/02/19","US","5NK7","AEA","NY","PAWLING","LANDING FACILITY","H","HAMMERSLEY HILL","ZNY","ZCN","ISP"
"2026/02/19","US","5NK8","AEA","NY","PAWLING","LANDING FACILITY","H","SOUTH QUAKER","ZNY","ZCN","ISP"
"2026/02/19","US","5NK9","AEA","NY","WALES","LANDING FACILITY","A","TREICHLER FARM","ZOB","ZCC","BUF"
"2026/02/19","US","5NM","ASW","NM","ALAMOGORDO","SPECIAL USE RESOURCE","WEATHER STATION","NWS BALLOON LAUNCH SITE. NAMED: WHITES SANDS RHODES CANYON.","","",""
"2026/02/19","US","5NN","AAL","AK","NONDALTON","LANDING FACILITY","A","NONDALTON","ZAN","ZAN","ILI"
"2026/02/19","US","5NV","AAL","AK","NUNIVAK ISLAND","SPECIAL USE RESOURCE","WEATHER STATION","SAWRS PT","","",""
"2026/02/19","US","5NY1","AEA","NY","MERIDALE","LANDING FACILITY","A","STONEWALL PASTURES","ZBW","ZCB","ISP"
"2026/02/19","US","5NY3","AEA","NY","LEWISTON","LANDING FACILITY","H","MOUNT ST MARYS HOSPITAL","ZOB","ZCC","BUF"
"2026/02/19","US","5NY4","AEA","NY","ROME","LANDING FACILITY","A","STANWIX HEIGHTS","ZBW","ZCB","BUF"
"2026/02/19","US","5NY5","AEA","NY","GARDINER","LANDING FACILITY","A","GARDINER","ZNY","ZCN","ISP"
"2026/02/19","US","5O1","ASW","OK","VICI","LANDING FACILITY","A","VICI MUNI","ZKC","ZCK","MLC"
"2026/02/19","US","5OC","AAL","AK","OCEAN CAPE","SPECIAL USE RESOURCE","ADMINISTRATIVE SERVICES","CGS","","",""
"2026/02/19","US","5OH0","AGL","OH","BATAVIA","LANDING FACILITY","H","MERCY CLERMONT HOSPITAL","ZID","ZCI","DAY"
"2026/02/19","US","5OH1","AGL","OH","ASHLAND","LANDING FACILITY","H","UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER","ZOB","ZCC","CLE"
"2026/02/19","US","5OH2","AGL","OH","ASHLAND","LANDING FACILITY","H","ODOT DISTRICT 03","ZOB","ZCC","CLE"
"2026/02/19","US","5OH3","AGL","OH","BELLEFONTAINE","LANDING FACILITY","H","MARY RUTAN","ZID","ZCI","DAY"
"2026/02/19","US","5OH6","AGL","OH","RAYMOND","LANDING FACILITY","A","OAKHAUS LANDING","ZID","ZCI","DAY"
"2026/02/19","US","5OH7","AGL","OH","FAIRFIELD","LANDING FACILITY","H","MERCY FAIRFIELD HOSPITAL","ZID","ZCI","DAY"
"2026/02/19","US","5OH8","AGL","OH","COLUMBUS","LANDING FACILITY","H","JOSEPH SKILKEN & COMPANY","ZID","ZCI","DAY"
"2026/02/19","US","5OH9","AGL","OH","MALVERN","LANDING FACILITY","A","FUREY","ZOB","ZCC","CLE"
"2026/02/19","US","5OI0","AGL","OH","LOVELAND","LANDING FACILITY","A","ROHRER","ZID","ZCI","DAY"
"2026/02/19","US","5OI5","AGL","OH","WILLSHIRE","LANDING FACILITY","A","HAMRICK","ZAU","ZCG","DAY"
"2026/02/19","US","5OI8","AGL","OH","JOHNSTOWN","LANDING FACILITY","A","MCKNIGHT","ZID","ZCI","DAY"
"2026/02/19","US","5OK0","ASW","OK","HYDRO","LANDING FACILITY","A","KITS","ZFW","ZCF","MLC"
"2026/02/19","US","5OK1","ASW","OK","CLAREMORE","LANDING FACILITY","H","CLAREMORE HOSPITAL","ZKC","ZCK","MLC"
"2026/02/19","US","5OK2","ASW","OK","NON","LANDING FACILITY","A","CHRISTOPHER M RIPPEE MEML","ZFW","ZCF","MLC"
"2026/02/19","US","5OK4","ASW","OK","GOLDSBY","LANDING FACILITY","A","PACER FLD","ZFW","ZCF","MLC"
"2026/02/19","US","5OK5","ASW","OK","CLINTON","LANDING FACILITY","H","CLINTON RGNL HOSPITAL","ZFW","ZCF","MLC"
"2026/02/19","US","5OK6","ASW","OK","RAMONA","LANDING FACILITY","U","DCH ANNEX","ZKC","ZCK","MLC"
"2026/02/19","US","5OK8","ASW","OK","THOMAS","LANDING FACILITY","A","PERKINS","ZFW","ZCF","MLC"
"2026/02/19","US","5OK9","ASW","OK","LUTHER","LANDING FACILITY","A","HSH AIRSTRIP","ZFW","ZCF","MLC"
"2026/02/19","US","5OL5","ASW","OK","LEXINGTON","LANDING FACILITY","A","WILLSEE","ZFW","ZCF","MLC"
"2026/02/19","US","5OR0","ANM","OR","SELMA","LANDING FACILITY","A","BACKACHERS RANCH","ZSE","ZCS","MMV"
"2026/02/19","US","5OR1","ANM","OR","MOLALLA","LANDING FACILITY","H","HELITRADEWINDS","ZSE","ZCS","MMV"
"2026/02/19","US","5OR3","ANM","OR","SILETZ","LANDING FACILITY","A","SILETZ","ZSE","ZCS","MMV"
