"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","ELEMENT","REF_COL_SEQ_NO","REMARK"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","A43-26L","RUNWAY_END","VGSI_CODE","26L",1,"PAPI RWY 26L UNUSBL BYD 7 DEG LEFT AND RIGHT OF RCL."
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","A43-26R","RUNWAY_END","VGSI_CODE","26R",1,"PAPI RWY 26R UNUSBL BYD 6 DEG LEFT AND 7 DEG RIGHT OF RCL."
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","A52-09L","RUNWAY_END_OBSTN","OBSTN_TYPE","09L",1,"CONCRETE HOPPER"
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"DEER ON AND INVOF OF ARPT."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"ARPT MOWING IN PROG SPRING THRU AUTUMN."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"PERIODIC CRANE OPS INVOF ARPT"
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-5","AIRPORT","GENERAL_REMARK","",5,"BIRD ACT INCL GEESE INVOF ARPT"
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-6","AIRPORT","GENERAL_REMARK","",6,"BE ALERT: FRQ FLT TRG IN AREA."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A110-7","AIRPORT","GENERAL_REMARK","",7,"NO AP LDG FEES"
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"MIRL RWY 13/31 PRESET LOW INTST DUSK-2200; TO INCR INTST & ACTVT AFTER 2200 - CTAF. ACTVT ODALS RWY 31; PAPI RWYS 13 & 31; REIL RWY 13 - CTAF."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A57-13","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","13",1,"APCH SLP TO DSPLCD THLD 20:1."
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","A57-31","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","31",1,"APCH SLP TO DSPLCD THLD 20:1."
"2026/02/19","03640.24","H","GA","73GA","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD OPNS CONDUCTED IN VFR WEATHER CONDITIONS; LNDG FOR PVT USE ONLY; APCH/DEP CONDUCTED AREA 40 DEG TO 60 DEG AND 220 DEG TO 240 DEG CLOCKWISE; TKOF/LNDG AREA APPRO. MKD; MAINTAIN WIND INDICATOR."
"2026/02/19","03640.24","H","GA","73GA","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.29","H","GA","7GA1","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"E111: ALL OPNS ARE CONDUCTED IN VFR WX CONDS. THE LNDG AREA IS LTD TO PVT USE. THE PROPONENT COORDINATES USE OF HELI WITH GADO - ATLANTA GA....  E111 CON'D: A COMPATIBLE OPNL AGRMT IS MAINTAINED WITH THE OPERATOR OF THE SKYPAD HELIPORT (WXIA)."
"2026/02/19","03640.29","H","GA","7GA1","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.31","A","GA","GA53","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR ONLY"
"2026/02/19","03640.31","A","GA","GA53","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"TEL POLES S SIDE,UNLGTD& UNMRKD."
"2026/02/19","03640.31","A","GA","GA53","ATLANTA","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","03640.31","A","GA","GA53","ATLANTA","US","A91","AIRPORT","MULTI_ENG_CNT","",1,"CESSNA 337 STOL"
"2026/02/19","03640.34","H","GA","GA54","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"ALL OPNS IN VFR WX IN DOBBINS AFB/NAS CTLZ /1000' CEILING 3SM VSBY RPTB BY DOBBINS AFB/; PVT USE; 2 WAY RDO W/DOBBINS ATCT FOR OPN IN CTLZ; CONTD.  E111 CONTD..WHEN TOTAL LNDGS EXCEED 20 PER MO A REVIEW OF & COORD OF INGRESS/EGRESS RTES W/DOBBINS AFB-NAS, PROPONENT, & FAA GADO ATLANTA."
"2026/02/19","03640.34","H","GA","GA54","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD VFR OPNS, PVT USE, AREA IS MKD, AND WIND INDCR IS MNTND."
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"DIR OF ENGRNG, WGCL-TV"
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","A11","AIRPORT_CONTACT","NAME","OWNER",1,"DBA WANF-TV"
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","A30-H1","RUNWAY","RWY_ID","H1",1,"ROOFTOP HELIPAD."
"2026/02/19","03640.35","H","GA","31GA","ATLANTA","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1",1,"45 FT TWR 120 FT NNW OF PAD."
"2026/02/19","03640.36","H","GA","7GA6","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.36","H","GA","7GA6","ATLANTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"PHONE 404-222-9100 FOR  LIGHTS."
"2026/02/19","03640.4","H","GA","GA55","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"LTD TO PVT USE IN VFR WX CONDS; OPNS CONDUCTED FROM 270 DEGS CLKWS TO 090 DEGS; AREA IS MKD; WIND INDICATOR IS MAINTD."
"2026/02/19","03640.4","H","GA","GA55","ATLANTA","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","03640.4","H","GA","GA55","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03640.4","H","GA","GA55","ATLANTA","US","A30-H1","RUNWAY","RWY_ID","H1",1,"ROOFTOP."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"EXISTED PRIOR TO 1959."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"DEER AND MIGRATORY BIRDS ON & INVOF ARPT."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"AVOID OVERFLYING POPULATED AREA SW OF ARPT BLO 1500 FT AGL."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"NO 180 DEGREE TURNS ON ASPH FOR ACFT OVER 12500 LBS GWT."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT MALSR RWY 28; PAPI RWY 10 & 28; MIRL RWY 10/28 - CTAF."
"2026/02/19","03641.","A","GA","CVC","ATLANTA","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"ARPT PHONE 770-787-0098."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A26","AIRPORT","FAR_139_TYPE_CODE","",1,"INDEX B AIRCRAFT RESCUE AND FIRE FIGHTING EQUIPMENT AVAILABLE UPON REQUEST.  24 HOUR PRIOR PERMISSION REQUIRED. CONTACT AIRPORT MANAGER 770-528-1615."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"BLASTING SR-SS MON-FRI 2000 FT AER  27."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"ARPT MOWING IN PROGRESS SPRING THRU  AUTUMN."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"COYOTES ON & INVOF ARPT."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-7","AIRPORT","GENERAL_REMARK","",7,"RY 9 IS CALM WIND RY IN VFR CONDS."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-9","AIRPORT","GENERAL_REMARK","",9,"NORTH APRON AT TWY A-1 CONNECTOR IS RESTRICTED TO GROUP 1 AFCT ONLY."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-11","AIRPORT","GENERAL_REMARK","",11,"TWY B CLSD FM TWY B5 TO B6 TO ACFT WITH WINGSPANS OF 79 FT OR GTR."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-12","AIRPORT","GENERAL_REMARK","",12,"TURBINE/JET AIRCRAFT OPERATORS ARE REQUESTED TO USE NBAA NOISE ABATEMENT PROGRAM PROCEDURES OR COMPARABLE PROCEDURES OF AIRCRAFT MANUFACTURER."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A110-13","AIRPORT","GENERAL_REMARK","",13,"INT'L OPS ARPT OF ENTRY - USER FEE AIRPORT"
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"WHEN ATCT CLSD, ACTVT MALSF RWY 27; HIRL RWY 09/27 - CTAF."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A24","AIRPORT","LNDG_FEE_FLAG","",1,"LDG FEE FOR TSNT ACFT OVER 6000 LBS AND ALL TSNT ACFT BTWN 2100L-0600L."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A58-09","RUNWAY_END","CLOSE_IN_OBSTN","09",1,"ROAD 0-200 FROM RUNWAY END, 380' RIGHT AND 180' LEFT."
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","A57-09","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","09",1,"RY 09 APCH RATIO 34:1 TO DSPLCD THLD. +89FT TREES, 3,226FT 0B  LEFT OR RIGHT."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"EXISTED PRIOR TO 1959."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A26","AIRPORT","FAR_139_TYPE_CODE","",1,"ARFF ON FIELD, NO INDEX."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"VOLUNTARY NIGHT CURFEW IN EFFECT FROM 2300-0600. NO HIGH POWER ENGINE/MAINTENANCE RUNUPS FROM 2200-0700."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"NOISE SENSITIVE AREAS ALL QUADRANTS. PILOTS USE CLOSE-IN DEPARTURE PROCEDURES."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"HEAVY VFR HELO OPS NW CORNER AND EASTSIDE OF ARPT. HELI LCTD NORTH OF RY 16 THLD."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"PPR FOR ALL TRANSIENT MIL ACFT."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-6","AIRPORT","GENERAL_REMARK","",6,"PPR FOR ACFT WITH MAX GROSS CERTIF WEIGHT MORE THAN 75,000 LBS."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-7","AIRPORT","GENERAL_REMARK","",7,"BE ALERT DURG ACFT GRND OPS. MULTIPLE RY/TWY CROSSINGS REQUIRED."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-8","AIRPORT","GENERAL_REMARK","",8,"BE ALERT: PILOTS SHOULD BE ALERT WHEN OPERATING AT PDK DUE TO HIGH NUMBER OF RY INCURSIONS."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A110-9","AIRPORT","GENERAL_REMARK","",9,"ALL TWY K AND ALL TWY L AND TWY C EAST OF TWY D  ARE NON-MOVEMENT AREAS."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"PERIMETER LGTS H1 OPER DUSK-DAWN. REIL RWY 03R; VASI RWY 03R, 16, 34; PAPI RWY 03L, 21L, 21R; MIRL RWY 03L/21R, 16/34 - OPR DRG TWR HRS. WHEN ATCT CLSD HIRL RWY 03R/21L PRESET MED INTST; TO INCR INTST & ACTVT MALSF RWY 21L AND TWY LGTS - 120.0."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","E60-21L_EMAS","ARRESTING_DEVICE","ARREST_DEVICE_CODE","21L_EMAS",1,"ENGINEERED MATERIALS ARRESTING SYSTEM, 160 FT IN WIDE  600 FT IN LENGTH,  LOCATED AT DEPARTURE END OF RWY 21L."
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A42-03R_COND","RUNWAY_END","RWY_MARKING_COND","03R",1,"3R/21L MARKINGS FADED"
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A42-21L_COND","RUNWAY_END","RWY_MARKING_COND","21L",1,"3R/21L MARKINGS FADED"
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","A57-21L","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","21L",1,"RWY 21L APCH RATIO 32:1 TO DSPLCD THLD."
"2026/02/19","03644.","A","GA","4GE1","ATTAPULGUS","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD VFR OPNS, PVT USE."
"2026/02/19","03644.","A","GA","4GE1","ATTAPULGUS","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"EMERGENCY USE OK."
"2026/02/19","03644.","A","GA","4GE1","ATTAPULGUS","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"FOR CD CTC TALLAHASSEE APCH AT 850-942-8311, WHEN APCH CLSD CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","03644.","A","GA","4GE1","ATTAPULGUS","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"ADDNL: CWARD@SURFSOUTH.COM"
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"EXISTED PRIOR TO 1959."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"PILOTS SHOULD BE ALERT FOR TURBO-JET TFC TRANSITING THE TFC AREA ENR TO BUSH FLD 6 MILES SOUTH."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT REIL RWY 05, 11, 23; PAPI RWY 05, 11, & 23; MIRL RWY 05/23 & 11/29 - CTAF."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A58-11","RUNWAY_END","CLOSE_IN_OBSTN","11",1,"6 FT FENCE 190 FT FM THLD 94 FT RIGHT."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A58-23","RUNWAY_END","CLOSE_IN_OBSTN","23",1,"6 FT FENCE 190 FT FM THLD 125 FT RIGHT."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A43-11","RUNWAY_END","VGSI_CODE","11",1,"RWY 11 PAPI UNUSBL BYD 3 DEG LEFT OF RWY CNTRLN, PAPI IS BAFFLED."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A57-05","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","05",1,"APCH RATIO 50:1 TO DSPLCD THLD."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A57-11","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","11",1,"APCH RATIO 0:1 TO DSPLCD THLD; 20 FT ROAD/FENCE AT DSPLCD THLD & 245 FT LEFT."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A57-23","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","23",1,"APCH RATIO 16:1 TO DSPLCD THLD; 34FT LIGHT POLE, 577 FT FROM THLD, 213 FT RIGHT."
"2026/02/19","03646.","A","GA","DNL","AUGUSTA","US","A57-29","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","29",1,"APCH RATIO 13:1 TO DSPLCD THLD; +55 FT TREES 715 FT FROM THLD, 139 FT LEFT."
"2026/02/19","03646.03","H","GA","8GA2","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR OPNS; PVT USE."
"2026/02/19","03646.03","H","GA","8GA2","AUGUSTA","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","03646.03","H","GA","8GA2","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC AUGUSTA APCH AT 706-771-1777."
"2026/02/19","03646.04","H","GA","8GA4","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR OPERATIONS; PRIVATE USE."
"2026/02/19","03646.04","H","GA","8GA4","AUGUSTA","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","03646.04","H","GA","8GA4","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC AUGUSTA APCH AT 706-771-1777."
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","A2","AIRPORT","ARPT_NAME","",1,"GEORGIA"
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"SEE AIRSPACE CASE 94-ATL-107-NRA."
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC AUGUSTA APCH AT 706-771-1777."
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"JIMMY TAYLOR 1120 5TH STREET, AUGUSTA, GA, 30912. 706-721-1500"
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","A30-H1","RUNWAY","RWY_ID","H1",1,"ROOFTOP HELIPAD."
"2026/02/19","03646.05","H","GA","4GA2","AUGUSTA","US","A40-H1","RUNWAY","RWY_LGT_CODE","H1",1,"HELIPAD HAS BOTH PERIMETER LGTS & FLOOD LGTS."
"2026/02/19","03646.06","H","GA","GA13","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"LTD TO VFR/PVT USE ONLY."
"2026/02/19","03646.06","H","GA","GA13","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC AUGUSTA APCH AT 706-771-1777."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"EXISTED PRIOR TO 1959."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A26","AIRPORT","FAR_139_TYPE_CODE","",1,"ARFF INDEX C AVBL UPON REQUEST."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"BIRDS ON & INVOF ARPT. HVY BIRD ACT INVOF ARPT NOV-MAR."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"CAUTION: TAXI-LANE RAMP ENTRANCE/EXIT POINT INTO STANDARD AERO STORM WATER DITCH ON NORTH SIDE.  "
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A110-6","AIRPORT","GENERAL_REMARK","",6,"CAUTION: WILDLIFE HAZARD COYOTE."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A110-7","AIRPORT","GENERAL_REMARK","",7,"FOR CD IF UNA TO CTC ON FSS FREQ, CTC AUGUSTA APCH AT 706-771-1777, WHEN APCH CLSD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A81-APT","AIRPORT","LGT_SKED","",1,"PAPI RWYS 08, 17, 26 & 35, OPER CONSLY.  REIL RWY 08 & 26; MIRL RWY 08/26; HIRL RWY 17/35 OPER CONSLY WHEN ATCT CLSD.  ACTVT MALSR RWY 17 & 35 - CTAF."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A38-17/35","RUNWAY","GROSS_WT_DDTW","17/35",1,"2T-585K (B-C-17), 2D/2D2-975K (747), 840K (C-5) 2D/2D2-975K (747)."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A36-17/35","RUNWAY","GROSS_WT_DW","17/35",1,"2S-175."
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A39-08/26","RUNWAY","PCN","08/26",1,"PCR VALUE: 120/F/B/X/T"
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A39-17/35","RUNWAY","PCN","17/35",1,"PCR VALUE: 930/R/B/W/T"
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","A57-35","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","35",1,"PER SURVEY DEC 2004 RWY 17-35."
"2026/02/19","03650.5","H","GA","34GA","AUSTELL","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR, PRIVATE USE ONLY."
"2026/02/19","03650.5","H","GA","34GA","AUSTELL","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","03650.5","H","GA","34GA","AUSTELL","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03650.5","H","GA","34GA","AUSTELL","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"OTHER 404-604-8765"
"2026/02/19","03650.5","H","GA","34GA","AUSTELL","US","A33-H1_SURF","RUNWAY_SURFACE_TYPE","SURFACE_TYPE_CODE","H1",1,"CONC PAD"
"2026/02/19","03650.7","H","GA","GA58","AVONDALE ESTATES","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR, PVT USE."
"2026/02/19","03650.7","H","GA","GA58","AVONDALE ESTATES","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"(A52) ALSO TOWER E."
"2026/02/19","03650.7","H","GA","GA58","AVONDALE ESTATES","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"FOR CD CTC ATLANTA APCH AT 678-364-6131."
"2026/02/19","03652.01","H","GA","4GA3","BAINBRIDGE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PVT VFR USE ONLY.  USE OF HELIPORT COORDINATED WITH ATL GADO."
"2026/02/19","03652.01","H","GA","4GA3","BAINBRIDGE","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","03652.01","H","GA","4GA3","BAINBRIDGE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"HELIPAD IS GROUND LEVEL"
"2026/02/19","03652.01","H","GA","4GA3","BAINBRIDGE","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"FOR CD CTC TALLAHASSEE APCH AT 850-942-8311, WHEN APCH CLSD CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","03652.01","H","GA","4GA3","BAINBRIDGE","US","A40-H1","RUNWAY","RWY_LGT_CODE","H1",1,"ONE ON EACH CORNER."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"EXISTED PRIOR TO 1959."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","E100","AIRPORT","CTAF_FREQ","",1,"ALL ACFT OPERATING LOCALLY AT BGE MUST HAVE A TWO-WAY RADIO CAPABLE OF TRANSMITTING/RECEIVING ON CTAF FREQ; ONE-STOP TRANSIENT ACFT ARE EXEMPT FROM THIS REQUIREMENT."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"EXTENSIVE STUDENT PILOT TRNG ON AND INVOF ARPT."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","A110-5","AIRPORT","GENERAL_REMARK","",5,"FOR CD IF UNA ON FREQ CTC TALLAHASSEE APCH AT 850-942-8311.  WHEN APCH CLSD, CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","A81-APT","AIRPORT","LGT_SKED","",1,"PAPI RWY 09 & 27 OPR CONSLY DUSK-2200. HIRL RWY 09/27 PRESET MED INTST DUSK-2200; TO INCR INTST - CTAF. AFTER 2200, ACTVT PAPI RWY 09 &27; HIRL RWY 09/27 - CTAF. MALSR RWY 27 - CTAF."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"SELF SVC FUEL 24 HRS WITH CREDIT CARD."
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","A43-27","RUNWAY_END","VGSI_CODE","27",1,"RWY 27 PAPI UNUSBL BYD 8 DEG RIGHT OF RCL."
"2026/02/19","03653.01","A","GA","GA42","BAINBRIDGE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD VFR OPNS AND PVT ONLY."
"2026/02/19","03653.01","A","GA","GA42","BAINBRIDGE","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"FOR CD CTC TALLAHASSEE APCH AT 850-942-8311, WHEN APCH CLSD CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","03653.03","A","GA","GE21","BAINBRIDGE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD VFR OPNS AND PVT USE ONLY."
"2026/02/19","03653.03","A","GA","GE21","BAINBRIDGE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"BIRDS AND DEER IN VCTNY."
"2026/02/19","03653.03","A","GA","GE21","BAINBRIDGE","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"FOR CD CTC TALLAHASSEE APCH AT 850-942-8311, WHEN APCH CLSD CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","03653.03","A","GA","GE21","BAINBRIDGE","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"NMBR CAN BE TXTD."
"2026/02/19","03653.03","A","GA","GE21","BAINBRIDGE","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER",1,"NMBR CAN BE TXTD."
