"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","TERRAIN_SEQ_NO","TERRAIN_TEXT"
"2026/01/22","IR","275","ZLC ZOA",20,"TO L. THE ROUTE IS DESIGNED MOUNTAINOUS. WHEN COMMAND"
"2026/01/22","IR","275","ZLC ZOA",25,"DIRECTIVES PRECLUDE TERRAIN FOLLOWING/VISUAL CONTOUR OPERATIONS,"
"2026/01/22","IR","275","ZLC ZOA",30,"AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH TERRAIN FOLLOWING"
"2026/01/22","IR","275","ZLC ZOA",35,"ROUTE SEGMENT. REGULATIONS GOVERNING OPERATIONS BELOW 500'"
"2026/01/22","IR","275","ZLC ZOA",40,"AGL WILL BE COMPLIED WITH. AIRCREWS WILL AVOID TOWNS AND VILLAGES"
"2026/01/22","IR","275","ZLC ZOA",45,"BY 1000' VERTICALLY OR 2000' LATERALLY WHEN OPERATING AT TERRAIN"
"2026/01/22","IR","275","ZLC ZOA",50,"FOLLOWING ALTITUDES. (REF: FAR 91.79(B))."
"2026/01/22","IR","286","ZLA ZLC ZOA",10,"TERRAIN  FOLLOWING AUTHORIZED - VFR BEGINNING AT POINT C."
"2026/01/22","IR","293","ZLC",5,"IMC/VMC TERRAIN FOLLOWING (TF) VISUAL CONTOUR (VC) OPERATIONS ARE"
"2026/01/22","IR","293","ZLC",10,"AUTHORIZED IAW COMMAND DIRECTIVES WITHIN PUBLISHED ALTITUDE"
"2026/01/22","IR","293","ZLC",15,"BLOCKS FROM A TO I AND M TO T. WHEN COMMAND DIRECTIVES"
"2026/01/22","IR","293","ZLC",20,"PRECLUDE TF/VC OPERATIONS, AIRCREWS WILL MAINTAIN THE IFR"
"2026/01/22","IR","293","ZLC",25,"ALTITUDES FOR EACH TF ROUTE SEGMENT. MINIMUM ALTITUDES ARE"
"2026/01/22","IR","293","ZLC",30,"ESTABLISHED TO PROVIDE AT LEAST 100'VERTICAL CLEARANCE OF KNOWN"
"2026/01/22","IR","293","ZLC",35,"MAN-MADE OBSTRUCTIONS WITHIN THE ROUTE WIDTH. OBSTRUCTION"
"2026/01/22","IR","293","ZLC",40,"UNDER 200' AGL WERE NOT CONSIDERED IN ROUTE DESIGN. COMMAND"
"2026/01/22","IR","293","ZLC",45,"DIRECTIVES MAY REQUIRE ADDITIONAL OBSTRUCTION CLEARANCE FOR TF/VC"
"2026/01/22","IR","293","ZLC",50,"OPERATIONS. THE ENTIRE ROUTE IS MOUNTAINOUS. AIRCREWS SHOULD"
"2026/01/22","IR","293","ZLC",55,"REFERENCE THEIR AIRCRAFT TECH DATA AND THE LATEST CLEARANCE PLANE"
"2026/01/22","IR","293","ZLC",60,"SETTINGS LETTER FOR LOW ALTITUDE MINIMUM ALTITUDES. FAA, DOD,"
"2026/01/22","IR","293","ZLC",65,"INDIVIDUAL SERVICE AND MAJOR COMMAND DIRECTIVES AND"
"2026/01/22","IR","293","ZLC",70,"INSTRUCTIONS GOVERNING AIRCRAFT OPERATIONS BELOW 500' AGL MUST"
"2026/01/22","IR","293","ZLC",75,"BE COMPLIED WITH."
"2026/01/22","IR","300","ZLC ZSE",5,"IMC/VMC"
"2026/01/22","IR","300","ZLC ZSE",10,"TERRAIN FOLLOWING (TF) TERRAIN AVOIDANCE (TA) AND VISUAL CONTOUR"
"2026/01/22","IR","300","ZLC ZSE",15,"(VC) OPERATIONS ARE AUTHORIZED IAW COMMAND DIRECTIVES WITHIN"
"2026/01/22","IR","300","ZLC ZSE",20,"PUBLISHED ALTITUDES FROM B TO O. WHEN COMMAND DIRECTIVES"
"2026/01/22","IR","300","ZLC ZSE",25,"PRECLUDE TA/TF/VMC OPERATIONS AIRCREWS WILL MAINTAIN THE IFR"
"2026/01/22","IR","300","ZLC ZSE",30,"ALTITUDE FOR EACH ROUTE SEGMENT. MINIMUM ALTITUDES OTHER THAN"
"2026/01/22","IR","300","ZLC ZSE",35,"SURFACE ARE ESTABLISHED TO PROVIDE AT LEAST 100' VERTICAL"
"2026/01/22","IR","300","ZLC ZSE",40,"SEPARATION OF KNOWN MAN-MADE OBSTRUCTIONS WITHIN THE ROUTE"
"2026/01/22","IR","300","ZLC ZSE",42,"WIDTH. COMMAND DIRECTIVES MAY REQUIRE ADDITIONAL OBSTRUCTIONS"
"2026/01/22","IR","300","ZLC ZSE",43,"CLEARANCE FOR TA/TF/VMC OPERATIONS. THE ENTIRE ROUTE IS"
"2026/01/22","IR","300","ZLC ZSE",45,"MOUNTAINOUS. AIRCREWS MUST COMPLY WITH REGULATIONS GOVERNING"
"2026/01/22","IR","300","ZLC ZSE",50,"OPERATIONS BELOW 500' AGL. THE ROUTE CORRIDOR PROVIDES AIRSPACE"
"2026/01/22","IR","300","ZLC ZSE",55,"FOR 500' LATERAL SEPARATION FROM OBSTACLES. OBSTRUCTIONS UNDER"
"2026/01/22","IR","300","ZLC ZSE",60,"200' AGL WERE NOT CONSIDERED IN THE ROUTE DESIGN."
"2026/01/22","IR","301","ZLC ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","302","ZLC",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","IR","303","ZLC",5,"IMC/VMC"
"2026/01/22","IR","303","ZLC",10,"TERRAIN FOLLOWING (TF), TERRAIN FOLLOWING RADAR (TFR), VISUAL"
"2026/01/22","IR","303","ZLC",20,"CONTOUR (VC), AND TERRAIN AVOIDANCE (TA) AUTHORIZED IAW"
"2026/01/22","IR","303","ZLC",30,"COMMAND DIRECTIVE WITHIN PUBLISHED ALTITUDES FROM POINT D TO K."
"2026/01/22","IR","303","ZLC",40,"NIGHT VC OPERATIONS ARE NOT AUTHORIZED. MINIMUM ALTITUDES ON"
"2026/01/22","IR","303","ZLC",50,"TF/TFR/VC/TA LEGS DO NOT PROVIDE VERTICAL CLEARANCE FROM"
"2026/01/22","IR","303","ZLC",60,"MAN-MADE OBSTRUCTIONS. ROUTE IFR ALTITUDES PROVIDE A MINIMUM"
"2026/01/22","IR","303","ZLC",70,"OF 1000' AGL CLEARANCE ABOVE THE HIGHEST TERRAIN OBSTRUCTION"
"2026/01/22","IR","303","ZLC",80,"WITHIN THE ROUTE BOUNDARIES AND 5 NM EITHER SIDE OF THE ROUTE"
"2026/01/22","IR","303","ZLC",90,"CORRIDOR. OBSTRUCTIONS UNDER 200 FEET WERE NOT CONSIDERED IN THE"
"2026/01/22","IR","303","ZLC",100,"ROUTE DESIGN. WHEN COMMAND DIRECTIVES PRECLUDE TF/TFR/VC/TA"
"2026/01/22","IR","303","ZLC",105,"OPERATIONS, AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH ROUTE."
"2026/01/22","IR","303","ZLC",110,"AIRCREWS WILL COMPLY WITH REGULATIONS GOVERNING LOW LEVEL"
"2026/01/22","IR","303","ZLC",120,"OPERATIONS. AIRCREWS MUST CONSIDER ALL AIRPORTS WITHIN OR NEAR"
"2026/01/22","IR","303","ZLC",130,"ROUTE CORRIDOR LIMITS WHEN MISSION PLANNING ROUTE OF FLIGHT. THE"
"2026/01/22","IR","303","ZLC",135,"ENTIRE ROUTE IS DESIGNATED MOUNTAINOUS."
"2026/01/22","IR","304","ZLC",5,"IMC/VMC TERRAIN FOLLOWING (TF), TERRAIN FOLLOWING RADAR (TFR),"
"2026/01/22","IR","304","ZLC",10,"VISUAL CONTOUR (VC) AND TERRAIN AVOIDANCE (TA) AUTHORIZED IAW"
"2026/01/22","IR","304","ZLC",15,"COMMAND DIRECTIVES WITHIN PUBLISHED ALTITUDE FROM POINT C TO M."
"2026/01/22","IR","304","ZLC",20,"NIGHT VC OPERATIONS ARE NOT AUTHORIZED. MINIMUM ALTITUDES ON"
"2026/01/22","IR","304","ZLC",25,"TF/TFR/VC/TA LEGS DO NOT PROVIDE VERTICAL CLEARANCE FROM"
"2026/01/22","IR","304","ZLC",30,"MAN-MADE OBSTRUCTIONS. ROUTE IFR ALTITUDES PROVIDE A MINIMUM"
"2026/01/22","IR","304","ZLC",35,"OF 1000' AGL CLEARANCE ABOVE THE HIGHEST TERRAIN OBSTRUCTION"
"2026/01/22","IR","304","ZLC",40,"WITHIN THE ROUTE BOUNDARIES AND 5 NM EITHER SIDE OF THE ROUTE"
"2026/01/22","IR","304","ZLC",45,"CORRIDOR. OBSTRUCTIONS UNDER 200' WERE NOT CONSIDERED IN THE"
"2026/01/22","IR","304","ZLC",50,"ROUTE DESIGN. WHEN COMMAND DIRECTIVES PRECLUDE TF/TFR/VC/TA"
"2026/01/22","IR","304","ZLC",55,"OPERATIONS, AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH ROUTE."
"2026/01/22","IR","304","ZLC",60,"AIRCREWS WILL COMPLY WITH REGULATIONS GOVERNING LOW LEVEL"
"2026/01/22","IR","304","ZLC",65,"OPERATIONS. AIRCREWS MUST CONSIDER ALL AIRPORTS WITHIN OR NEAR"
"2026/01/22","IR","304","ZLC",70,"ROUTE CORRIDOR LIMITS WHEN MISSION PLANNING ROUTE OF FLIGHT. THE"
"2026/01/22","IR","304","ZLC",75,"ROUTE IS DESIGNATED MOUNTAINOUS."
"2026/01/22","IR","305","ZLC",5,"AUTHORIZED THE ENTIRE ROUTE."
"2026/01/22","IR","307","ZLC ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","308","ZAB ZDV",1,"AUTHORIZED"
"2026/01/22","IR","308","ZAB ZDV",5,"ENTIRE ROUTE. IMC TERRAIN FOLLOWING (TF) AUTHORIZED WITHIN MAJOR"
"2026/01/22","IR","308","ZAB ZDV",10,"COMMAND GUIDANCE."
"2026/01/22","IR","313","",1,"IMC/VMC TERRAIN FOLLOWING (TF) TERRAIN AVOIDANCE (TA) AND VISUAL"
"2026/01/22","IR","313","",2,"CONTOUR (VC) OPERATIONS ARE AUTHORIZED IAW COMMAND DIRECTIVES"
"2026/01/22","IR","313","",3,"WITHIN PUBLISHED ALTITUDES FROM D TO S. WHEN COMMAND DIRECTIVES"
"2026/01/22","IR","313","",4,"PRECLUDE TA/TF/VMC OPERATIONS AIRCREWS WILL MAINTAIN THE IFR"
"2026/01/22","IR","313","",5,"ALTITUDE FOR EACH ROUTE SEGMENT. MINIMUM ALTITUDES OTHER THAN"
"2026/01/22","IR","313","",6,"SURFACE ARE ESTABLISHED TO PROVIDE AT LEAST 100' VERTICAL"
"2026/01/22","IR","313","",7,"SEPARATION OF KNOWN MAN-MADE OBSTRUCTIONS WITHIN THE ROUTE"
"2026/01/22","IR","313","",8,"WIDTH. COMMAND DIRECTIVES MAY REQUIRE ADDITIONAL OBSTRUCTIONS"
"2026/01/22","IR","313","",9,"CLEARANCE FOR TA/TF/VMC OPERATIONS. THE ENTIRE ROUTE IS"
"2026/01/22","IR","313","",10,"MOUNTAINOUS. AIRCREWS MUST COMPLY WITH FAA REGULATIONS"
"2026/01/22","IR","313","",11,"GOVERNING OPERATIONS BELOW 500' AGL. THE ROUTE CORRIDOR"
"2026/01/22","IR","313","",12,"PROVIDES AIRSPACE FOR 500' LATERAL SEPARATION FROM OBSTACLES."
"2026/01/22","IR","313","",13,"OBSTRUCTIONS UNDER 200' AGL WERE NOT CONSIDERED IN THE ROUTE"
"2026/01/22","IR","313","",14,"DESIGN."
"2026/01/22","IR","324","ZSE",5,"AFTER CROSSING"
"2026/01/22","IR","324","ZSE",10,"POINT A DESCENT TO 300' AGL CAN BE INITIATED."
"2026/01/22","IR","324","ZSE",20,"FROM POINT A TO J, 300' AGL MODIFIED CONTOUR WILL BE CONDUCTED"
"2026/01/22","IR","324","ZSE",30,"IN VMC. ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED BY A"
"2026/01/22","IR","324","ZSE",40,"MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","325","ZSE",5,"AFTER CROSSING"
"2026/01/22","IR","325","ZSE",10,"POINT A DESCENT TO 300' AGL CAN BE INITIATED. FROM POINT A TO H,"
"2026/01/22","IR","325","ZSE",15,"300' AGL MODIFIED CONTOUR WILL BE CONDUCTED IN VMC."
"2026/01/22","IR","325","ZSE",20,"ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED BY"
"2026/01/22","IR","325","ZSE",25,"A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","326","ZSE",10,"AFTER CROSSING"
"2026/01/22","IR","326","ZSE",20,"POINT A DESCENT TO 300' AGL CAN BE INITIATED."
"2026/01/22","IR","326","ZSE",21,"FROM POINT A TO G, 300' AGL MODIFIED CONTOUR WILL BE"
"2026/01/22","IR","326","ZSE",22,"CONDUCTED IN VMC, UNLESS OVERFLYING COLUMBIA NATIONAL"
"2026/01/22","IR","326","ZSE",30,"WILDLIFE REFUGE, WHERE MINIMUM ALTITUDE WILL BE 2000 FEET AGL."
"2026/01/22","IR","326","ZSE",31,"ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED BY A"
"2026/01/22","IR","326","ZSE",32,"MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","327","ZSE",5,"AFTER CROSSING"
"2026/01/22","IR","327","ZSE",10,"POINT B DESCENT TO 300' AGL CAN BE INITIATED. FROM POINT B AND I"
"2026/01/22","IR","327","ZSE",15,"300' AGL MODIFIED CONTOUR WILL BE CONDUCTED IN VMC, UNLESS"
"2026/01/22","IR","327","ZSE",20,"OVERFLYING COLUMBIA NATIONAL WILDLIFE REFUGE, WHERE MINIMUM"
"2026/01/22","IR","327","ZSE",25,"ALTITUDE WILL BE 2000 FEET AGL. ALL STRUCTURES ON THE ROUTE WILL"
"2026/01/22","IR","327","ZSE",30,"BE AVOIDED BY A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","328","ZSE",10,"AFTER CROSSING"
"2026/01/22","IR","328","ZSE",20,"POINT A DESCENT TO 300' AGL CAN BE INITIATED. FROM POINT A AND H,"
"2026/01/22","IR","328","ZSE",21,"300' AGL MODIFIED CONTOUR WILL BE CONDUCTED IN VMC."
"2026/01/22","IR","328","ZSE",30,"ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED BY"
"2026/01/22","IR","328","ZSE",31,"A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","329","ZSE",5,"AFTER CROSSING"
"2026/01/22","IR","329","ZSE",10,"POINT A DESCENT TO 300' AGL CAN BE INITIATED. FROM POINT A TO"
"2026/01/22","IR","329","ZSE",15,"I,300' AGL MODIFIED CONTOUR WILL BE CONDUCTED IN VMC."
"2026/01/22","IR","329","ZSE",20,"ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED"
"2026/01/22","IR","329","ZSE",25,"BY A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","330","ZSE",5,"AFTER CROSSING"
"2026/01/22","IR","330","ZSE",10,"POINT A DESCENT TO 300' AGL CAN BE INITIATED."
"2026/01/22","IR","330","ZSE",15,"FROM POINT A AND H, 300' AGL MODIFIED CONTOUR"
"2026/01/22","IR","330","ZSE",20,"WILL BE CONDUCTED IN VMC."
"2026/01/22","IR","330","ZSE",22,"ALL STRUCTURES ON THE ROUTE WILL BE AVOIDED"
"2026/01/22","IR","330","ZSE",25,"BY A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","IR","341","ZSE",5,"AUTHORIZED"
"2026/01/22","IR","341","ZSE",10,"FROM POINT D TO I IN VFR CONDITIONS WITHIN PUBLISHED ALTITUDE"
"2026/01/22","IR","341","ZSE",15,"BLOCKS."
"2026/01/22","IR","342","ZSE",5,"AUTHORIZED"
"2026/01/22","IR","342","ZSE",10,"FROM POINT B TO J IN VFR CONDITIONS FROM 500' AGL DAY AND 800'"
"2026/01/22","IR","342","ZSE",15,"AGL NIGHT. AIRCRAFT EQUIPPED WITH TERRAIN FOLLOWING EQUIPMENT"
"2026/01/22","IR","342","ZSE",20,"MAY OPERATE ON THESE SEGMENTS WITHIN THE PUBLISHED ALTITUDE"
"2026/01/22","IR","342","ZSE",25,"BLOCKS REGARDLESS OF WEATHER BOTH DAY AND NIGHT."
"2026/01/22","IR","343","ZSE",5,"AUTHORIZED FROM POINT F TO H IN VFR CONDITIONS  WITHIN PUBLISHED ALTITUDE BLOCKS."
"2026/01/22","IR","344","ZSE",5,"AUTHORIZED IN"
"2026/01/22","IR","344","ZSE",10,"VFR CONDITIONS FROM 200' AGL FROM B TO D, AND 500' AGL FROM D"
"2026/01/22","IR","344","ZSE",15,"TO M. AIRCRAFT EQUIPPED WITH TERRAIN FOLLOWING EQUIPMENT MAY"
"2026/01/22","IR","344","ZSE",20,"OPERATE ON THESE SEGMENTS BETWEEN 500' AGL AND THE PUBLISHED"
"2026/01/22","IR","344","ZSE",25,"ROUTE CEILINGS REGARDLESS OF WEATHER BOTH DAY AND NIGHT. "
"2026/01/22","IR","346","ZSE",5,"AUTHORIZED"
"2026/01/22","IR","346","ZSE",10,"FROM B TO L IN VFR CONDITIONS FROM 200' AGL DAY AND 800' AGL"
"2026/01/22","IR","346","ZSE",15,"NIGHT. AIRCRAFT EQUIPPED WITH TERRAIN FOLLOWING EQUIPMENT MAY"
"2026/01/22","IR","346","ZSE",20,"OPERATE ON THESE SEGMENTS BETWEEN 500' AGL AND PUBLISHED"
"2026/01/22","IR","346","ZSE",25,"ROUTE CEILINGS REGARDLESS OF WEATHER BOTH DAY AND NIGHT. SPECIAL"
"2026/01/22","IR","346","ZSE",30,"ATTENTION IS DIRECTED TO NUMEROUS MOUNTAIN PEAKS BETWEEN"
"2026/01/22","IR","346","ZSE",35,"POINTS E AND J."
"2026/01/22","IR","348","ZSE",5,"AUTHORIZED FROM A TO B AND C TO I IN VFR CONDITIONS FROM 500' AGL."
"2026/01/22","IR","348","ZSE",10,"AIRCRAFT EQUIPPED WITH TERRAIN FOLLOWING EQUIPMENT MAY OPERATE"
"2026/01/22","IR","348","ZSE",15,"ON THESE SEGMENTS BETWEEN 500' AGL AND PUBLISHED ROUTE CEILINGS"
"2026/01/22","IR","348","ZSE",20,"REGARDLESS OF WEATHER BOTH DAY AND NIGHT."
"2026/01/22","IR","409","ZAB ZDV",5,"REQUEST TO FLY 1000' AGL FOR NOISE ABATEMENT ON IR-409 POINTS G TO H."
"2026/01/22","IR","414","ZDV",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","415","ZDV",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","416","ZDV",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","418","ZLC",5,"AUTHORIZED FROM B TO D."
"2026/01/22","IR","420","ZLC",5,"AUTHORIZED FROM POINT C TO D."
"2026/01/22","IR","424","ZDV",1,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","425","ZLA ZLC ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","IR","460","",5,"AUTHORIZED FROM A1 TO H. IMC TERRAIN FOLLOWING / TERRAIN"
"2026/01/22","IR","460","",10,"AVOIDANCE (TF/TA) OPERATIONS ARE AUTHORIZED IAW COMMAND"
"2026/01/22","IR","460","",15,"DIRECTIVES WITHIN THE PUBLISHED ALTITUDE BLOCKS FROM A1"
"2026/01/22","IR","460","",20,"TO H. VMC TERRAIN FOLLOWING / TERRAIN AVOIDANCE (TF/TA)"
"2026/01/22","IR","460","",25,"OPERATIONS ARE AUTHORIZED IAW COMMAND DIRECTIVES WITHIN"
"2026/01/22","IR","460","",30,"THE PUBLISHED ALTITUDE BLOCKS FROM A1 TO H. 100' CALT IS"
"2026/01/22","IR","460","",35,"STRICTLY PROHIBITED ALONG THIS IR ROUTE."
"2026/01/22","IR","461","",1,"AUTHORIZED FOR H TO B. IMC/VMC TERRAIN FOLLOWING"
"2026/01/22","IR","461","",2,"/ TERRAIN AVOIDANCE (TF/TA) OPERATIONS ARE AUTHORIZED"
"2026/01/22","IR","461","",3,"IAW COMMAND DIRECTIVES WITHIN THE PUBLISHED"
"2026/01/22","IR","461","",5,"ALTITUDE BLOCKS FROM H TO C."
"2026/01/22","IR","461","",6,"VMC TERRAIN FOLLOWING / TERRAIN AVOIDANCE (TF/TA)"
"2026/01/22","IR","461","",7,"OPERATIONS ARE AUTHORIZED IAW COMMAND DIRECTIVES"
"2026/01/22","IR","461","",10,"WITHIN THE PUBLISHED ALTITUDE BLOCKS FROM H TO B."
"2026/01/22","IR","461","",15,"100' CALT IS STRICTLY PROHIBITED ALONG THIS IR ROUTE."
"2026/01/22","IR","473","ZDV ZLC",1,"IMC/VMC"
"2026/01/22","IR","473","ZDV ZLC",10,"TERRAIN FOLLOWING (TF) VISUAL CONTOUR (VC) AND VMC TERRAIN"
"2026/01/22","IR","473","ZDV ZLC",20,"AVOIDANCE (TA/VC) OPERATIONS ARE AUTHORIZED IAW COMMAND"
"2026/01/22","IR","473","ZDV ZLC",30,"DIRECTIVES WITHIN PUBLISHED ALTITUDE BLOCKS FROM JA TO W AND XX"
"2026/01/22","IR","473","ZDV ZLC",40,"TO AK. WHEN COMMAND DIRECTIVES PRECLUDE TA/TF/VMC"
"2026/01/22","IR","473","ZDV ZLC",50,"OPERATIONS AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH"
"2026/01/22","IR","473","ZDV ZLC",60,"SEGMENT. MINIMUM ALTITUDES ARE ESTABLISHED BY 28 OSS"
"2026/01/22","IR","473","ZDV ZLC",70,"CLEARANCE PLANE SETTING LETTER AND PROVIDE 200' VERTICAL"
"2026/01/22","IR","473","ZDV ZLC",80,"CLEARANCE OF ALL KNOWN MAN-MADE OBSTRUCTIONS WITHIN THE ROUTE"
"2026/01/22","IR","473","ZDV ZLC",90,"WIDTH.  COMMAND DIRECTIVES MAY REQUIRE ADDITIONAL OBSTRUCTION"
"2026/01/22","IR","473","ZDV ZLC",100,"CLEARANCE FOR TA/TF/VMC OPERATIONS. THE ROUTE IS DESIGNATED"
"2026/01/22","IR","473","ZDV ZLC",110,"MOUNTAINOUS FROM F TO U. THE REMAINING ROUTE SEGMENTS ARE"
"2026/01/22","IR","473","ZDV ZLC",120,"DESIGNATED NON-MOUNTAINOUS. AIRCREWS MUST COMPLY WITH"
"2026/01/22","IR","473","ZDV ZLC",130,"REGULATIONS GOVERNING OPERATIONS BELOW 500' AGL. THE ROUTE"
"2026/01/22","IR","473","ZDV ZLC",140,"CORRIDOR PROVIDES AIRSPACE FOR 500' LATERAL SEPARATION FROM"
"2026/01/22","IR","473","ZDV ZLC",150,"MAN-MADE OBSTRUCTIONS. OBSTRUCTIONS UNDER 200' AGL WERE NOT"
"2026/01/22","IR","473","ZDV ZLC",160,"CONSIDERED IN ROUTE DESIGN."
"2026/01/22","IR","479","ZLC",3,"IMC/VMC"
"2026/01/22","IR","479","ZLC",5,"TERRAIN FOLLOWING OPERATIONS (TF)/VISUAL CONTOUR(VC) OPERATIONS"
"2026/01/22","IR","479","ZLC",10,"ARE AUTHORIZED IAW COMMAND DIRECTIVES WITHIN THE PUBLISHED"
"2026/01/22","IR","479","ZLC",15,"ALTITUDE BLOCKS FROM A TO AH. VMC TERRAIN AVOIDANCE (TA/VC)"
"2026/01/22","IR","479","ZLC",20,"OPERATIONS ARE AUTHORIZED WITHIN THE PUBLISHED ALTITUDE BLOCKS"
"2026/01/22","IR","479","ZLC",25,"FROM A TO AH. THE ROUTE IS DESIGNATED MOUNTAINOUS FROM B TO E,"
"2026/01/22","IR","479","ZLC",30,"AND FROM K TO V. THE REMAINDER OF THE ROUTE IS DESIGNATED"
"2026/01/22","IR","479","ZLC",35,"NON-MOUNTAINOUS. MINIMUM ALTITUDES OTHER THAN SURFACE, ARE"
"2026/01/22","IR","479","ZLC",40,"ESTABLISHED TO PROVIDE 100' VERTICAL SEPARATION OF KNOWN"
"2026/01/22","IR","479","ZLC",45,"MAN-MADE OBSTRUCTIONS. OBSTRUCTIONS UNDER 200' AGL WERE NOT"
"2026/01/22","IR","479","ZLC",50,"CONSIDERED IN THE ROUTE DESIGN. THE ROUTE CORRIDOR PROVIDES"
"2026/01/22","IR","479","ZLC",55,"AIRSPACE FOR 500' LATERAL SEPARATION FROM MAN-MADE OBSTACLES."
"2026/01/22","IR","479","ZLC",60,"WHEN COMMAND DIRECTIVES PRECLUDE TA/TF/VC OPERATIONS,"
"2026/01/22","IR","479","ZLC",65,"AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH LEG SEGMENT."
"2026/01/22","IR","480","ZLC",1,"IMC/VMC"
"2026/01/22","IR","480","ZLC",2,"TERRAIN FOLLOWING OPERATIONS (TF)/VISUAL CONTOUR (VC) OPERATIONS"
"2026/01/22","IR","480","ZLC",3,"ARE AUTHORIZED IAW COMMAND DIRECTIVES WITHIN THE PUBLISHED"
"2026/01/22","IR","480","ZLC",4,"ALTITUDE BLOCKS FROM A TO X. VMC TERRAIN AVOIDANCE (TA/VC)"
"2026/01/22","IR","480","ZLC",5,"OPERATIONS ARE AUTHORIZED WITHIN THE PUBLISHED ALTITUDE BLOCKS"
"2026/01/22","IR","480","ZLC",6,"FROM A TO X. THE ROUTE IS DESIGNATED MOUNTAINOUS FROM C TO N,"
"2026/01/22","IR","480","ZLC",7,"AND FROM T TO W. THE REMAINDER OF THE ROUTE IS DESIGNATED"
"2026/01/22","IR","480","ZLC",8,"NON-MOUNTAINOUS. MINIMUM ALTITUDES OTHER THAN SURFACE, ARE"
"2026/01/22","IR","480","ZLC",9,"ESTABLISHED TO PROVIDE 100' VERTICAL SEPARATION OF KNOWN"
"2026/01/22","IR","480","ZLC",10,"MAN-MADE OBSTRUCTIONS. OBSTRUCTIONS UNDER 200' AGL WERE NOT"
"2026/01/22","IR","480","ZLC",11,"CONSIDERED IN THE ROUTE DESIGN. THE ROUTE CORRIDOR PROVIDES"
"2026/01/22","IR","480","ZLC",12,"AIRSPACE FOR 500' LATERAL SEPARATION FROM MAN-MADE OBSTACLES."
"2026/01/22","IR","480","ZLC",13,"WHEN COMMAND DIRECTIVES PRECLUDE TA/TF/VC OPERATIONS,"
"2026/01/22","IR","480","ZLC",20,"AIRCREWS WILL MAINTAIN THE IFR ALTITUDE FOR EACH LEG SEGMENT. "
"2026/01/22","IR","485","ZDV ZLC",10,"IMC/VMC"
"2026/01/22","IR","485","ZDV ZLC",20,"TERRAIN FOLLOWING (TF) VISUAL CONTOUR (VC) AND VMC TERRAIN"
"2026/01/22","IR","485","ZDV ZLC",30,"AVOIDANCE (TA/VC) OPERATIONS ARE AUTHORIZED IAW COMMAND"
"2026/01/22","IR","485","ZDV ZLC",40,"DIRECTIVES WITHIN PUBLISHED ALTITUDE BLOCKS FROM LM TO AK. WHEN"
"2026/01/22","IR","485","ZDV ZLC",50,"COMMAND DIRECTIVES PRECLUDE TA/TF/VC OPERATIONS, AIRCREWS WILL"
"2026/01/22","IR","485","ZDV ZLC",60,"MAINTAIN THE IFR ALTITUDE FOR EACH ROUTE SEGMENT. MINIMUM"
"2026/01/22","IR","485","ZDV ZLC",70,"ALTITUDES ARE ESTABLISHED BY 28 OSS CLEARANCE PLANE SETTING"
"2026/01/22","IR","485","ZDV ZLC",80,"LETTER AND PROVIDE 200' VERTICAL CLEARANCE OF ALL KNOWN MAN-MADE"
"2026/01/22","IR","485","ZDV ZLC",90,"OBSTRUCTIONS WITHIN THE ROUTE WIDTH. COMMAND DIRECTIVES MAY"
"2026/01/22","IR","485","ZDV ZLC",100,"REQUIRE ADDITIONAL OBSTRUCTION CLEARANCE FOR TA/TF/VC"
"2026/01/22","IR","485","ZDV ZLC",110,"OPERATIONS. THE ENTIRE ROUTE IS DESIGNATED NON-MOUNTAINOUS."
"2026/01/22","IR","485","ZDV ZLC",120,"AIRCREWS MUST COMPLY WITH REGULATIONS GOVERNING OPERATIONS"
